,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_12,BH_LowPeakAmp,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
15,0.685300254094374,0.16335798467001938,0.4095708720915353,0.1800617538338577,0.1892859834864964,0.08272998754312345,0.014406302419120498,0.02964796740263432,0.0494177377508723,0.045605704356898175,0.05600419561808394,0.7474540719522212,1,0,0,0,0,1
16,0.05432498321946814,0.6837245429462453,0.10041714558217545,0.2489463135021729,0.30911787414616065,0.3905099593055929,0.18926997512941326,0.18742616633500742,0.27809173053410075,0.21840107704640738,0.12966234145755984,0.15740244336526052,0,0,1,1,1,0
17,0.32139377658180185,0.26900762837943537,0.3782370005880843,0.5037136595234525,0.45289699330373967,0.18013889891124418,0.17155093460097842,0.15482564199753626,0.40778486863686525,0.1925297165849037,0.10182723342300339,0.37437950921250923,0,1,1,0,0,0
18,0.2322410457112294,0.4227003364874176,0.3055645446701301,0.5160519381587491,0.6687011455148095,0.25896891466274224,0.23712130473382864,0.15443159922928712,0.24926192109265502,0.3795476251663707,0.1115987444456331,0.05826654814132708,0,0,0,0,1,1
19,0.00916982201272442,0.5565804757419531,0.14461399875793318,0.158418252659973,0.26577247382713576,0.28368950961890993,0.17554906680187504,0.12814602482706342,0.33314570721378944,0.20904212678309103,0.10671951197238407,0.04601969430721793,0,0,1,1,1,0
20,0.277947729590252,0.27802863637725206,0.16728473366904245,0.42870366901443624,0.40148633755100627,0.13186722675232682,0.2054118076166924,0.14299093464733567,0.23504085527689147,0.2799937095580197,0.1131642735814349,0.16411860124251423,1,0,0,0,0,1
21,0.2093861885995415,0.3168797864586281,0.04740020587360515,0.15108615565213046,0.13801996858645138,0.13934281047252306,0.15039490323317634,0.1505535550712278,0.2319804371812841,0.212333101916667,0.05789848587240416,0.10743725653458515,0,1,0,0,0,0
22,0.24787913774581777,0.28944532828324854,0.3459049451145912,0.16167141215844938,0.33110124655968676,0.2031079506069174,0.21621678494056917,0.13520641839603273,0.11496138132585812,0.14415084786719495,0.28547684712868915,0.010113647950965041,0,1,0,0,0,0
23,0.3703505047796107,0.2724037882292641,0.33969012462737264,0.9999999999999999,0.5026432606530025,0.2239351338585776,0.36228588949924156,0.1180146245933226,0.42530492350818594,0.22380548725993715,0.0994919857954323,0.005378681578672445,0,0,0,0,0,1
24,0.39743572260833865,0.1688975460714845,0.22824228128430063,0.3628552874768969,0.4931438198630598,0.15346959363175894,0.17640781349264406,0.12302820682902177,0.5047751468702473,0.272794221998903,0.10662297100900962,0.018426895159499367,0,0,0,0,0,1
25,0.3691717008262234,0.1654311598664701,0.24037765950718015,0.3970368774664069,0.3660472914472438,0.1746043720793945,0.2069048444536187,0.11687197953188669,0.3190737482479945,0.233133752440423,0.0626655220909207,0.14146595659895667,0,0,1,0,0,1
26,0.18744952582686736,0.40613498770206724,0.37516787171467886,0.420914194015685,0.3910090431090856,0.3374468724055766,0.2812961563820812,0.19534887393790076,0.3671234306504042,0.2097325411467783,0.08651374925963516,0.17346216812539997,0,0,1,0,0,0
27,0.49385976475436794,0.5415816572754172,1.0,0.3512381987112243,0.1412917039303605,0.33963611925655257,0.1714848000833696,0.06705123345652106,0.14328795514865958,0.04903476236321164,0.06736732792877888,0.407967805481651,1,1,0,0,0,1
28,0.6129053274968901,0.3917917538949002,0.7024283553676145,0.22631000549477986,0.2433775880017357,0.19522746373182948,0.10989452546479542,0.05534445181464986,0.13865445978588256,0.1236762263485135,0.06307516888145552,0.6016159816531782,0,1,0,0,0,0
29,0.18586162538580073,0.5209079002985453,0.33109715216024604,0.8116820270742794,0.42608750567868137,0.18281614335393925,0.4346570925261984,0.17046337534350423,0.25379104166045385,0.21105583534384553,0.09413004850531105,0.015508594442529494,0,0,1,0,0,0
30,0.21489232428927063,0.26795581397670887,0.21057445443347544,0.15388662021079969,0.9536986295788505,0.12165499335608955,0.18169156063433026,0.28764253450835464,0.4174991799123252,1.0,0.5054884842285985,0.07588645339195375,0,0,0,0,0,1
31,0.12780931861192046,0.4638687898767545,0.013142608510952516,0.12436622708426992,0.22066897412965925,0.2194316340521002,0.21755951605565726,0.24106810069806375,0.21536993409477231,0.2130695439046001,0.09163302953370715,0.019906376659099313,0,0,1,1,0,0
32,0.2159680965346497,0.27373176527756055,0.22009044552895662,0.270724062140966,0.30549166685340956,0.09551669068387449,0.17562021151021182,0.09614959411225876,0.1484060477738348,0.32684983104026266,0.06001716863618929,0.18695203664860216,1,0,0,0,0,1
33,0.7516860078395008,0.20903706686813758,0.2574190839948423,0.34426669663819354,0.3649757268202847,0.1406176540691127,0.16273700707238528,0.060583878202091025,0.1490844839411923,0.1680046641325903,0.14820081564067977,0.23011536202255442,0,0,0,0,0,1
34,0.3914810959543387,0.2243195365726211,0.11662564688528655,0.2759456641190867,0.4355034214691842,0.1687750057765211,0.1405067908125127,0.06538188192930919,0.1920496227596696,0.1521903395687979,0.07564114941149151,0.33108543896184817,1,1,0,0,0,0
35,0.03601564263755112,0.6734370475642105,0.2063156979653581,0.22905895649133323,0.45193747440773646,0.2868624050882951,0.22505275730836527,0.11718863514324523,0.2018086660901202,0.4477835781107962,0.5429307227265254,0.03090646236267878,0,1,1,0,0,0
36,0.07406464633608639,0.652486462289113,0.1407062835577948,0.2920100904141065,0.5160113349535824,0.2597007288256788,0.284556788507825,0.12051549322467547,0.3265402737601766,0.17617456743622295,0.20054689151144012,0.11559348477635432,0,0,1,1,1,0
37,0.17681604749155672,0.36881325780394536,0.20472457565413704,0.3414428168240171,0.39538901259190296,0.21769576211083191,0.24471875795367787,0.2414597744717142,0.32313318223839205,0.4041148696075762,0.11856795831517754,0.03838581999871132,0,1,1,0,0,0
38,0.22391820494521897,0.3161038018751436,0.03897580382051753,0.12395255757030821,0.2779732353306673,0.09258433174214774,0.13046336247928292,0.0880563188982596,0.145595383651925,0.148623198689747,0.11146828368431626,0.2040595971431306,1,1,0,0,0,0
39,0.18820862708733907,0.21739724819192102,0.2785708464970745,0.4437768494929816,0.4044687911895386,0.0709313064121936,0.24948745748853174,0.09199121892668752,0.24564607998091434,0.11085753299605311,0.11622488304192748,0.03097214758781958,1,0,0,0,0,1
40,0.5095008871333093,0.1633659725018888,0.2964470328518143,0.3255173210450071,0.39066883152600174,0.056285547472070416,0.12174563061266619,0.09145582614738307,0.04087764291891571,0.15043361857674914,0.07613950951972175,0.43511331952483934,0,1,0,0,0,0
41,0.24193360212487747,0.30143015473095985,0.025833048214962864,0.13390716319496476,0.2550609019477622,0.14659863127426775,0.23849008884070205,0.10488881518683471,0.12814615453433933,0.1740611323562692,0.11343302274974755,0.15675872815888064,1,0,0,0,1,0
42,0.05047947623528199,0.5178803456068589,0.10928923005684031,0.4404222238873069,0.3817010986593219,0.31569289462386285,0.3944823771551336,0.18533671309896083,0.22811856976709513,0.30256258797988594,0.17306663674766543,0.11576238964100209,0,0,1,1,1,0
43,0.2802250333716672,0.33491622761326917,0.2960422285067574,0.7782309930565962,0.6072837873901697,0.10248933439169404,0.34556387692566687,0.15970656053570864,0.45940938776727414,0.4596970615197555,0.2778892492505029,0.0743268984750393,0,1,1,0,0,0
44,0.7231462247212461,0.14880823212639416,0.28375857892493267,0.39899595384384834,0.31419048996579546,0.0567965053687024,0.1553559940919831,0.09567737452225275,0.19678376524617539,0.10363119598945966,0.053290611782694106,1.0,1,1,0,0,0,0
45,0.33250301898056184,0.3164051761150515,0.3523440113227541,0.49654390828712713,0.3142027131364452,0.17219536230996701,0.2577763170288367,0.17773697842635586,0.3988981003787315,0.21235611572878987,0.12398990755550453,0.01047522947602583,0,1,1,0,0,0
46,0.014353226028839795,0.7421695949836417,0.11739524584362139,0.23671262300814222,0.1873730572798149,0.2719407580399334,0.3768044201906679,0.26738447203007043,0.6197551665523515,0.3708944318081569,0.17495570857153298,0.05627472188562888,0,0,1,1,1,0
47,0.18139641298138914,0.4689549586130462,0.43442787407407635,0.5239241470602926,0.4856652766205378,0.363741888270054,0.3964443678441952,0.35235635996083264,0.5351519398801182,0.48034045099400496,0.3484111183879225,0.04364501702498478,0,1,1,0,0,0
48,0.4350074470712479,0.2839132554741611,0.3681760975390191,0.7456182251860731,0.6018322532803932,0.1569806980370032,0.33958471531094253,0.13572206955368143,0.35287999880714516,0.3417052467656005,0.1910415204418967,0.009307909189237882,0,0,0,0,0,1
49,0.1718402220636342,0.375934243502398,0.3064211500856238,0.5532915605175083,0.4250139038566141,0.15969475185741572,0.2691344194090782,0.11177390315550081,0.2171256672531536,0.4039039096631161,0.13129310097402008,0.09623010597841895,1,0,0,0,0,1
50,0.3121966814698988,0.3462909834019511,0.19322648479497812,0.5664509341125928,0.5082333240301422,0.0924363653327094,0.226544792107146,0.1704349474083199,0.38554558196403554,0.1815137718487379,0.11649102299501381,0.08874011359164935,0,0,0,0,0,1
51,0.10430748298082854,0.5221758854012388,0.22293812347885794,0.504344310405115,0.5082088776888427,0.21863567681512142,0.26573149786666084,0.10551817808522063,0.23620016103539795,0.3292547744071067,0.08375059033494496,0.02804508884083094,0,0,1,0,1,1
52,0.4161177955456968,0.21538040385146628,0.2818911394036138,0.38845596683150996,0.46829818832239023,0.14502493926452675,0.15976796804700766,0.11322688650936544,0.31115617451465716,0.19154779393432625,0.13386056875673502,0.19556430802492036,0,0,0,0,0,1
53,0.3195937520360126,0.33222166566264066,0.37210006669269263,0.5520864553674009,0.5282528403592797,0.16522126080501015,0.2026521945637427,0.1693278372658644,0.4073636417857037,0.20280154806242884,0.12928661446496736,0.03883435625038707,1,0,0,0,0,1
54,0.3204846732758477,0.3475778563987526,0.3409844100314988,0.12726191368200213,0.12365978026813562,0.20500053574044796,0.06053011826054195,0.0633413879149689,0.1635068440044136,0.08523548883254767,0.0642493157333069,0.18449165578689963,1,0,0,0,0,1
55,0.06434936233978947,0.6485487107972189,0.10890266544244735,0.08811472850791746,0.36748351399858614,0.3799730015970167,0.3352228432631974,0.4015051012350358,0.340757611904691,0.282878107344091,0.5643523797347472,0.057164287506107164,0,0,1,1,1,0
56,0.07292220651493733,0.46348329378247144,0.313397332233458,0.35805203806383923,0.3566008177301164,0.32072484589262007,0.3369834242849957,0.2316308158817398,0.5404452330540065,0.44644877700766755,0.20475816488674703,0.04687485338119388,0,0,1,1,1,0
57,0.23711383943114378,0.42258251596734314,0.2697856949322674,0.3043577351516059,0.5355154409203233,0.1839637941502974,0.3381097151606368,0.2144137528033103,0.31712790385590317,0.4294338985781299,0.26486404684063175,0.020689594772206766,0,0,1,0,1,0
58,0.44726518997986336,0.3551799425541759,0.23065705982013862,0.21921674409311154,0.3554436909086094,0.04107489214123429,0.12007823913840757,0.07717631637133202,0.11179658843527271,0.0917023700390851,0.03431639865677599,0.9448819636504219,1,1,0,0,0,0
59,0.6756940624947916,0.16299811620298416,0.5685393917873554,0.41328550377141704,0.34140130502718635,0.3093744373814173,0.20582765344711149,0.0775403518746644,0.26234231950615816,0.26267198030017685,0.16708892466412878,0.5248549764064927,0,1,0,0,1,0
60,0.2852493443092406,0.25257075055665207,0.30664738158369703,0.3584298041860231,0.36829839204190096,0.10684705448443911,0.26344384478028315,0.09738068163871252,0.2580592252408076,0.2258537165388761,0.11077423243411079,0.08978607260532,0,0,0,0,1,1
61,0.18228127353251788,0.38199010174500847,0.24019173193009008,0.7281332733902791,0.42082950510419237,0.25532660851513883,0.533775699773339,0.21407498657569732,0.31539453672501716,0.6460015419254124,0.08967089968350218,0.39697585223451753,0,1,1,0,0,0
62,0.06727667498496193,0.6950193372096506,0.057818033974734465,0.17846327239122828,0.3676872335094149,0.15853762537966504,0.3110586933823397,0.12481127009697085,0.14030209047803657,0.07727654547337492,0.09986510357279842,0.04189591331552117,0,0,1,1,0,0
63,0.1059635661698417,0.9017481702872624,0.15335060910403797,0.034515647634746904,0.19611873587969142,0.618982851203375,0.2802981263890754,0.24510328816450297,0.2979900396624221,0.2406631046399681,0.15364885703327008,0.005253566864118538,0,0,1,1,1,0
64,0.01789418340553129,0.6584686827066769,0.09453784788241142,0.22866401918177715,0.45064996709929894,0.17040555187461776,0.30234897782088777,0.20569585268012255,0.26736722035010296,0.17355099285421133,0.09985988514234574,0.1323319568629487,0,0,1,1,1,0
65,0.21088317871001272,0.18339063493278573,0.36611294864956867,0.5752207278085818,0.5277659507283992,0.3025927650985871,0.23965545920402104,0.10944360213525381,0.2823599141144545,0.30248587527280957,0.1219286275266988,0.07743474798455835,1,0,0,0,0,1
66,0.16075976793622943,0.3771643696102937,0.211185411863415,0.5311594610120386,0.4648634773698179,0.21415914625568444,0.450133571684807,0.28167424744938246,0.2528964005606418,0.17971102323244337,0.11063594402711495,0.19250462768050458,0,0,1,0,0,0
67,0.08857696544346816,0.4702741157636534,0.255599303124613,0.12383704230980563,0.26781578052074784,0.19073052401246998,0.189528500970975,0.13697447803152343,0.21080726448573048,0.16910165584378223,0.14886616552339554,0.05281029543963121,0,0,1,1,1,0
68,0.3601882449912196,0.3373367070828771,0.3943454775617482,0.564151556021779,0.35012661167598,0.23220776816360567,0.2987827240607396,0.3124024763890205,0.5247703754510483,0.19515329116691532,0.12175381010653426,0.08365169815074197,0,1,1,0,0,0
69,0.5656152886933306,0.20086975840136861,0.3381511473526061,0.3710912133473201,0.24648023615165693,0.1931442716225938,0.16945567283855364,0.04140054960674689,0.09907031879044523,0.05513342257578255,0.03173849401315568,0.6053587883390584,1,0,0,0,0,1
70,0.2834144708033898,0.2887884123185681,0.06223101913318328,0.18035054198511402,0.3139643613087756,0.1595646434629096,0.23300994222248061,0.18979437126883353,0.25903587510810244,0.20123660883807098,0.09288806205757492,0.051377731957988976,0,0,0,0,1,0
71,0.2999480295943429,0.25201459776274143,0.17389031096681457,0.2624381837254608,0.23589293317388882,0.2453866187342968,0.18192202940781554,0.1705502384787896,0.1424492291175857,0.14583852742287495,0.06291078832219633,0.045227092590518936,1,0,0,0,0,1
72,0.2543958932773326,0.36926548557697114,0.318400166746441,0.5237134097607271,0.42761132761968,0.1998949657162558,0.2721796133335204,0.10656369436811017,0.34433990397518865,0.3214262426499638,0.11887845492711159,0.11041060772595875,0,0,0,0,0,1
73,0.17933274847687317,0.4890814659002786,0.10964034487212039,0.31762637993905785,0.670019210749871,0.3117692336287559,0.6669816406570966,0.26081603967276284,0.38299212715832165,0.37458431301852996,0.3241897734418419,0.024833394118232155,1,1,1,0,0,0
74,0.11996678742588915,0.6871956719264322,0.12208138567822234,0.12621759328637783,0.2543723300011611,0.4020524325896381,0.23919953184777842,0.21962948924476453,0.3654273402320103,0.11310137967803674,0.13444764218266075,0.03841584753020426,1,0,1,0,0,0
75,0.19526023839719026,0.4201430653970452,0.2915836440216488,0.7717621384684549,0.5528091901945724,0.18735426584242815,0.33879911740480145,0.23034840013898103,0.42934944681358667,0.2525152178832663,0.12896307177690164,0.04236634464224386,0,0,1,0,1,1
76,0.15866428481600506,0.5181598365157077,0.18385273417975495,0.2889130326190119,0.6193867635285033,0.4682105467249494,0.3580893537455184,0.4295453109700243,0.4321899323054902,0.43993970381223807,0.2912484312093452,0.03272563031229258,0,1,1,0,0,0
77,0.1927677801666992,0.38525288144393377,0.31328252489649694,0.5299559168789648,0.47516149864220947,0.2348718924320648,0.33962880498934844,0.27994882971666823,0.5388348790743447,0.28789895402223903,0.2179112188427087,0.07528214932065838,0,1,1,0,0,0
78,0.5381876419526932,0.23631867455243183,0.554550327388456,0.9945957590289224,0.5124971733917871,0.19727165976764172,0.2527170264317623,0.09824773366183392,0.3442206184952137,0.3085806998500267,0.17589763526824037,0.5859397334931465,0,0,0,0,0,1
79,0.34146071688856366,0.32979061895712203,0.294116760164899,0.6193038488435983,0.593420674678276,0.13242410525878445,0.528936857568294,0.2653273950535393,0.4735372618018072,0.5018238446107406,0.15050997111598746,0.09026526196206147,0,0,0,0,0,1
80,0.4074343438016579,0.23760612999530717,0.2527724390609128,0.539407875018732,0.5056970161203249,0.1235767344323666,0.1981370106797226,0.16636185602830159,0.3728528613604509,0.24988397203054702,0.12735057676702582,0.1740364446652024,0,0,0,0,0,1
81,0.37703544442272696,0.5782283321739884,0.4388109990282931,0.06154309655826962,0.0430316722723485,0.11807974587680299,0.0,0.02916864082883224,0.09086571437091823,0.061558111793428016,0.042308424895044314,0.189452454218962,1,0,0,0,0,0
82,0.19194201133045755,0.44518541754726976,0.17433438957063968,0.2712064164044158,0.46507127127086334,0.3998504300137105,0.6458857315780299,0.2963691209450709,0.5269063310768497,0.404498433142958,0.4162611511335736,0.01914567919461156,0,0,1,0,1,0
83,0.7828091595188419,0.1778759522993307,0.34651237227407966,0.38063214945801493,0.34515585561175954,0.23728345334648265,0.32904026790491864,0.19829985154300514,0.1632235409894731,0.15301500116986877,0.17113320826495015,0.5744660885949805,1,0,0,0,0,0
84,0.8192960207033126,0.3287888117101616,0.5065374724969868,0.4857510365153105,0.4413623946006182,0.30331510358013103,0.27325780637817326,0.271283837139518,0.5701361345540215,0.35625381166263287,0.3466342428187874,0.0435893409770083,0,0,1,0,0,0
85,0.2895175843306954,0.44641171615239456,0.2548769215335613,0.18834919326639687,0.1395397161372336,0.6814100980149904,0.41899523631065594,0.117844846647083,0.2220387379596219,0.2363978781265223,0.07873828788515279,0.012965637869221343,0,0,1,1,0,0
86,0.13076844987280128,0.4135645866130595,0.2587303588255143,0.5213359808182226,0.5171053087267325,0.25813833474375203,0.34345458662920386,0.18565573770491806,0.31549145617749685,0.33828002439464083,0.22126666962377728,0.15686445009267874,0,0,1,0,1,0
87,0.07778742437396874,0.6303310457070397,0.22467170691224014,0.2657475398371546,0.7874716575230558,0.5324720667846023,0.35950523364523446,0.20839492719289934,0.3640294635135539,0.7802372724029873,0.6091395590948111,0.06497332241498924,0,0,1,1,0,0
88,0.2924948976576953,0.20021991499615588,0.2734164309965983,0.4549037789100353,0.5170645648245671,0.2093024950926904,0.17207399851297542,0.072608105120187,0.2971550413025975,0.15036457714038043,0.07456093430778825,0.11211529571175571,0,0,0,0,0,1
89,0.4996901472898873,0.19947039010573894,0.4034231267428873,0.29219429042409695,0.4416903830130523,0.06537709931899006,0.1352050069842059,0.21087763353232888,0.34276682670801895,0.311760441558342,0.24271702799948858,0.5646045467938416,0,1,0,0,0,1
90,0.29931771796888135,0.5453925187298017,0.0827379188996853,0.14376030271242313,0.23147425698401414,0.691312185070262,0.6740309790113092,0.23911052149467768,0.17099573554409095,0.29968202582916853,0.06299950163989178,0.1655567948863114,0,0,0,0,1,0
91,1.0,0.1199645872787121,0.233462300977326,0.1887456915929866,0.36272870061584395,0.04540710078407617,0.09988015623778768,0.010717331564484033,0.05073360570184596,0.024271900518961442,0.05115627372755095,0.3622846697565831,1,0,0,0,0,1
92,0.43934083949629615,0.2962170959571586,0.28059280889792904,0.31047379989010426,0.3439559476929783,0.20031590463965804,0.33999054075990576,0.305707697653116,0.5166515074702532,0.19896974834396447,0.1463508820452073,0.12542249675170922,0,0,1,0,1,0
93,0.15134751837525057,0.4278535697287799,0.25809057085355763,0.7288107547829562,0.3928812254136015,0.14560587142375025,0.32717547491597915,0.12079108626298998,0.20048907046789735,0.19914235193488627,0.16417964968676368,0.18162590325004238,0,1,1,0,0,0
94,0.20338762195242055,0.28881021244304517,0.04970819372829806,0.22427287826564757,0.26632659089658983,0.16065434682305912,0.2248974413957991,0.11523500426419028,0.13717457429994337,0.17533072765838298,0.0696295175300125,0.07153058460475949,1,0,0,0,0,1
95,0.20741040408126776,0.4363762535071575,0.2645717061179293,0.5861166267046306,0.6072410062928957,0.1254485459566903,0.20386466071990433,0.21949682554723773,0.3233009274446068,0.2864414125877881,0.14133336116496242,0.24396806321796297,0,0,0,0,0,1
96,0.04983098254370135,0.6629726549889003,0.21755291654764264,0.36116626704630583,0.23388833318733437,0.3046653881785772,0.43605994593002173,0.12208534697874224,0.3591126651358364,0.30814727305504525,0.10260738877567795,0.054276639894203005,0,0,1,1,1,0
97,0.5696380708221778,0.12935910962300765,0.25925416270369295,0.2069783705479794,0.23257841673270574,0.5103802445163137,0.163216983344122,0.07996857133832402,0.1462029940655474,0.09809637417390005,0.054576954889277954,0.9466022909755382,1,0,0,0,0,1
98,0.12092134589714104,0.3114564646521799,0.33486306816393285,0.48277573804885365,0.44481747750427303,0.13323318266999917,0.2516338231963815,0.11155358665782245,0.2033705603435422,0.13540176362513567,0.2343362286924962,0.06566520678647235,0,0,0,0,0,1
99,0.36284737216113555,0.35342395084820794,0.2305409286317584,0.5420600429591887,0.5160215209291239,0.16708031660438227,0.20058498986939438,0.10715120502858588,0.1931306474219426,0.21515229390172336,0.10502352207526543,0.6514260262378068,1,1,0,0,0,0
100,0.1059499296202524,0.47426520267459243,0.24083894817945428,0.4988448473949746,0.5807228375683224,0.2685510152463713,0.3406518859359939,0.30267222590732495,0.539543136611696,0.30687384211757757,0.27528786166984553,0.05259197026273465,0,0,1,0,0,0
101,0.7560315216419616,0.05378157273752984,0.4319011565460187,0.23504389579899088,0.03901228632369802,0.2538396554350686,0.3698462673077039,0.432709498089011,0.2298221155279874,0.13153544318848698,0.08633371340901795,0.7656857881570164,0,0,0,0,0,1
102,0.43718020397247837,0.23659042724915713,0.28009092211546754,0.6063739447524851,0.6362241810984963,0.12062068628715834,0.20184655589468986,0.13798288006570014,0.29895177884472013,0.28472688358463144,0.16135647881186777,0.09421763579481937,0,0,0,0,0,1
103,0.24735640334489412,0.3954721474287503,0.3789652659632211,0.6669726260052947,0.7211548451629859,0.29788189364932544,0.3828216592549246,0.1930225212419849,0.4818126919750694,0.4071220077249696,0.298786453998231,0.2525171516634314,0,0,1,0,0,0
104,0.3949735678213793,0.29846916530485235,0.29545605651727647,0.10389192766871469,0.0785481317902259,0.0,0.07452959319255367,0.017916706149909985,0.06829093728565894,0.08260040734447457,0.013894071080241197,0.26575991862538967,1,0,0,0,0,1
105,0.46556998504525055,0.23027637898268308,0.29949917229867384,0.4777539462510615,0.4671166151595836,0.19928633541142315,0.31006968173264426,0.20988660412520924,0.44836429785584353,0.3302136832455612,0.16585737507729797,0.13240952798597214,0,1,1,0,0,0
106,0.48062473579185166,0.315537997117724,0.38426618768741694,0.25748351566012284,0.19781164501467796,0.1386244809331068,0.27524184190643775,0.07510818408667363,0.2418326722929652,0.22629097896921135,0.053259301199978085,0.2616398910751295,1,0,0,0,0,1
107,0.590468657905941,0.2924465064884493,0.17871589648423314,0.2628378040861181,0.4724886986601369,0.08126198582583842,0.1053903640003768,0.016891721153542434,0.030529627531088815,0.07629462282279748,0.07943494835058461,0.840981074522703,1,1,0,0,0,0
108,0.14095798276037097,0.43870262633255347,0.20635136840637414,0.15034155052699927,0.25365727451815234,0.2462503635381611,0.2617443880853657,0.08953378186297736,0.1293837413890794,0.2019078450249892,0.158139316437795,0.02105305301798587,0,0,0,0,0,1
109,0.46137598846044864,0.3015934892513738,0.29679344063982627,0.3661146910435086,0.7015835117576716,0.279776782102333,0.2988137872432528,0.1320232793202565,0.03830554975695585,0.16465231883335318,0.114374949446455,0.4324089649697566,1,0,0,0,0,0
