,attr1,attr2,attr5,attr13,attr21,attr23,attr26,attr28,attr29,attr31,attr32,attr35,attr37,attr38,attr39,attr40,attr41,attr43,attr45,attr47,attr48,attr49,attr51,attr52,attr54,attr56,attr57,attr59,attr62,attr63,attr64,attr66,attr72,attr73,attr76,attr77,attr82,attr86,attr88,attr89,attr96,attr97,attr98,attr99,attr100,attr101,attr102,attr103,attr110,attr112,attr114,attr116,attr118,attr123,attr124,attr125,attr127,attr128,attr129,attr130,attr133,attr134,attr136,attr139,attr140,attr144,attr145,attr148,attr150,attr151,attr156,attr158,attr161,attr162,attr163,attr166,attr171,attr177,attr180,attr182,attr184,attr185,attr187,attr193,attr194,attr195,attr196,attr205,attr209,attr214,attr216,attr218,attr220,attr224,attr228,attr230,attr233,attr235,attr236,attr237,attr245,attr249,attr250,attr252,attr254,attr255,attr256,attr260,attr262,attr264,attr266,attr267,attr269,attr270,attr275,attr276,attr278,attr279,attr280,attr282,attr283,attr284,attr286,attr288,attr291,attr292,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
371,0.366894,0.383329,0.399039,0.497782,0.60373,0.661272,0.815297,0.638613,0.060858,0.067217,0.029209,0.073939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006044,0.006254,0.006303,0.004509,0.008563,0.012683,0.010796,0.008512,0.011548,0.037191,0.199436,0.289968,0.346943,0.144884,0.091751,0.003747,0.003385,0.00212,0.003222,0.003208,0.004534,0.196818,0.19987,0.211962,0.215226,0.215062,0.275988,0.24939,0.335137,0.367695,0.353512,0.445583,0.452867,0.478066,0.232119,0.23,0.260309,0.338368,0.210816,0.230364,0.225309,0.191372,0.176557,0.245062,0.207346,0.000666,0.001398,0.001477,0.002283,0.003362,0.001238,0.004173,0.005984,0.006447,0.029573,0.018199,0.045917,0.013929,0.008183,0.009632,0.000319,0.007877,0.006464,0.000422,0.00221,0.459407,0.459217,0.664799,0.616177,0.765935,0.930388,0.782005,0.63767,0.666096,0.618648,0.622126,0.634695,0.651212,0.632615,0.006096,0.00595,0.004655,0.010281,0.010954,0.012939,0.040558,0.088144,0.099509,0.049798,0.123323,0.345077,0.324695,0.020241,0.022205,0.026111,0.020417,0.043772,0.005245,0.004649,0.00276,0.017418,0.001195,0.003063,0.00291,0.021999,0,1,0,0,0,0
372,0.876867,0.917392,0.98703,1.0,0.926647,0.486589,0.681251,0.566494,0.030903,0.201995,0.101505,0.179722,0.139987,0.159623,0.136891,0.145675,0.15326,0.107568,0.155536,0.140076,0.121776,0.103661,0.003411,0.003918,0.003326,0.003818,0.002004,0.001346,0.001516,0.002446,0.01166,0.032335,0.362736,0.119572,0.069855,0.058393,0.139755,0.004307,0.005203,0.011393,0.003008,0.003845,0.003203,0.276337,0.304143,0.335089,0.348443,0.351927,0.344952,0.365617,0.424047,0.336674,0.369211,0.416872,0.392092,0.340412,0.187044,0.220953,0.346605,0.442929,0.214897,0.156516,0.291008,0.216735,0.190096,0.230048,0.217058,0.001256,0.001262,0.000521,0.001191,0.000696,0.001144,0.012646,0.010849,0.002929,0.006007,0.010953,0.03961,0.007406,0.002637,0.009652,0.003183,0.003651,0.002575,0.001579,0.002601,0.578033,0.599548,0.637882,0.76825,0.504484,0.500883,0.410527,0.561326,0.501722,0.48005,0.473296,0.454777,0.46946,0.525933,0.010015,0.010118,0.014543,0.022015,0.012989,0.004089,0.037379,0.139327,0.110242,0.102706,0.147371,0.03153,0.083795,0.068455,0.030235,0.046415,0.027124,0.025453,0.012184,0.012572,0.023519,0.012057,0.159884,0.015587,0.019089,0.016325,0,1,0,0,0,0
373,0.90907,0.921733,0.937649,0.899538,0.805813,0.644876,0.717021,0.556279,0.319651,0.356966,0.370933,0.331783,0.11141,0.163068,0.212164,0.280566,0.301392,0.000232,0.0,0.036502,0.037255,0.016034,0.000922,0.000756,0.000494,0.000918,0.002506,0.000736,0.001587,0.003488,0.017331,0.006902,0.091951,0.191637,0.256093,0.170702,0.01304,0.056753,0.122999,0.061998,0.003799,0.019331,0.013061,0.380844,0.406653,0.440775,0.460802,0.467414,0.555878,0.590384,0.734781,0.543038,0.735171,0.56332,0.557661,0.614547,0.259026,0.276427,0.322503,0.378388,0.291543,0.311776,0.357119,0.287188,0.28249,0.386139,0.388772,0.0034,0.004949,0.004871,0.017489,0.000947,0.017346,0.02602,0.029418,0.031047,0.222455,0.004824,0.008282,0.002744,0.008117,0.013083,0.008127,0.002224,0.004122,0.003474,0.000513,0.746947,0.771806,0.940698,0.84692,0.568841,0.643172,0.466307,0.249519,0.226214,0.192432,0.205437,0.231303,0.224056,0.165358,0.013698,0.020046,0.012935,0.016506,0.02165,0.01174,0.017373,0.00492,0.066395,0.010519,0.257446,0.731751,1.0,0.010229,0.007524,0.014285,0.007646,0.001751,0.009231,0.024809,0.013906,0.004001,0.032538,0.041516,0.025896,0.006898,0,1,0,0,0,0
374,0.454823,0.369324,0.240429,0.220826,0.065814,1.0,0.312401,0.178531,1.0,0.862998,0.518814,0.356486,0.967054,0.971388,0.761026,0.585679,0.380773,0.530057,0.772964,0.695127,0.530088,0.252133,0.027584,0.009106,0.012216,0.010169,0.2279,0.146125,0.033737,0.014982,0.178892,0.128537,0.003657,0.017216,0.669734,0.436593,0.148486,0.129979,0.523766,0.524204,0.394188,0.238865,0.176523,0.283817,0.31818,0.279337,0.309284,0.320776,0.584219,0.383993,0.326476,0.768452,0.474356,0.290004,0.289799,0.305785,0.273467,0.331866,0.457136,0.607259,0.42273,0.275393,0.393058,0.615852,0.411781,0.712501,0.807612,0.046782,0.004331,0.009387,0.116947,0.165653,0.005532,0.046243,0.041982,0.306634,0.006623,0.035196,0.373229,0.062906,0.007259,0.012,0.203559,0.257211,0.231778,0.250764,0.357297,0.744306,0.442213,0.789625,0.449643,0.488946,0.485369,0.387221,0.595963,0.640131,0.721797,0.808937,0.780596,0.615804,0.635749,0.017551,0.01756,0.023943,0.455267,0.580042,0.235901,0.123782,0.627897,0.408549,0.021206,0.007877,0.013526,0.08117,0.282288,0.319878,0.663773,0.315368,0.160911,0.09508,0.062682,0.379646,0.382377,0.53212,0.301921,0.45578,0.526506,0,1,0,0,0,0
375,0.491868,0.441298,0.376647,0.58834,0.325927,0.775245,0.607147,0.294041,0.736993,0.578373,0.535005,0.340574,0.836796,0.746711,0.697673,0.630865,0.557044,0.472528,0.710453,0.691245,0.577847,0.379253,0.066079,0.0686,0.01385,0.032575,0.033662,0.086728,0.028231,0.122774,0.023985,0.052606,0.062058,0.074579,0.073416,0.035572,0.328952,0.128166,0.282324,0.437943,0.474748,0.388211,0.165017,0.643573,0.655075,0.731756,0.671015,0.677558,0.776248,0.684554,0.658292,0.716461,0.637353,0.666982,0.666159,0.504945,0.266701,0.303532,0.363669,0.446111,0.37203,0.328635,0.500213,0.619239,0.558361,0.537407,0.688717,0.01666,0.005473,0.028817,0.004513,0.031242,0.055807,0.004046,0.003314,0.045103,0.03915,0.060918,0.097219,0.06745,0.079063,0.109594,0.088831,0.244423,0.249786,0.133918,0.122501,1.0,1.0,1.0,0.924125,0.96558,1.0,0.571032,0.626823,0.63313,0.705336,0.904466,0.921129,0.883175,0.831846,0.078407,0.021103,0.034153,0.062719,0.090349,0.22664,0.036337,0.029351,0.214304,0.122645,0.123953,0.082739,0.021857,0.318416,0.398818,0.655614,0.333627,0.324418,0.519832,0.508208,0.549747,0.581622,0.411218,0.533181,0.233454,0.206739,0,1,0,0,0,0
376,0.564222,0.618691,0.550043,0.597473,0.669735,0.685169,0.778309,0.617479,0.362821,0.613268,0.573984,0.103831,0.586572,0.699672,0.68,0.598424,0.115242,0.0,0.651989,0.45677,0.334777,0.225364,0.052559,0.067845,0.028767,0.01841,0.023697,0.01848,0.030442,0.057905,0.041372,0.059941,0.04251,0.052326,0.055511,0.033626,0.232752,0.091995,0.019541,0.108645,0.094369,0.28578,0.514184,0.218215,0.279372,0.352317,0.363372,0.271937,0.462575,0.363485,0.441354,0.475295,0.485877,0.45679,0.467788,0.419132,0.352854,0.50982,0.627979,0.629862,0.299922,0.406603,0.530039,0.329686,0.279619,0.609164,0.595026,0.054552,0.17161,0.151863,0.002347,0.007066,0.083339,0.016128,0.020383,0.067737,0.022208,0.068549,0.041844,0.084915,0.01786,0.02689,0.028397,0.0235,0.073455,0.134712,0.206747,0.569646,0.250127,0.655751,0.508282,0.521739,0.821912,0.554244,0.667092,0.457465,0.6121,0.768139,0.715908,0.55375,0.558328,0.774595,0.266976,0.049112,0.075284,0.077562,0.085867,0.066862,0.151706,0.362135,0.232109,0.144777,0.07553,0.085378,0.22472,0.445966,0.339907,0.212693,0.12449,0.092015,0.207463,0.137039,0.086539,0.003997,0.175356,0.177873,0.101361,0,1,0,0,0,0
377,0.505805,0.570437,0.531673,0.537276,0.606406,0.675627,0.852408,0.698156,0.31419,0.490098,0.600961,0.335522,0.49927,0.611366,0.703825,0.612016,0.505964,0.311784,0.524951,0.550455,0.466867,0.448927,0.007753,0.003567,0.014419,0.021945,0.006232,0.023527,0.006067,0.009778,0.062831,0.067998,0.047518,0.057722,0.059913,0.043215,0.82361,0.066348,0.11253,0.105662,0.057749,0.02645,0.010243,0.313423,0.380652,0.411125,0.38701,0.375343,0.458765,0.370864,0.533608,0.6331,0.649877,0.565322,0.65915,0.704355,0.825549,0.951351,0.951029,0.83393,0.903848,0.687305,0.880933,0.83952,0.773594,0.769719,0.763992,0.010218,0.008193,0.018574,0.011631,0.017923,0.05223,0.046092,0.088028,0.060431,0.012989,0.361501,0.27577,0.276589,0.03701,0.039967,0.068933,0.015693,0.016145,0.011316,0.003905,0.660561,0.5,0.829856,0.781312,0.897432,1.0,0.972804,1.0,0.85656,0.957942,1.0,1.0,0.905663,0.831634,0.077579,0.086252,0.269611,0.058123,0.107464,0.091263,0.140749,0.498075,0.25816,0.154569,0.094814,0.086946,0.031265,0.731162,1.0,1.0,0.625446,0.640689,0.142195,0.237659,0.272828,0.183437,0.07505,0.121765,0.124046,0.030678,0,1,0,0,0,0
378,0.53029,0.578669,0.605965,0.595645,0.725401,0.724774,0.819943,0.778662,0.490663,0.489361,0.525495,0.504673,0.65365,0.693363,0.727183,0.748193,0.688754,0.38332,0.494303,0.555675,0.529482,0.449825,0.038634,0.016576,0.01066,0.063629,0.024023,0.018538,0.033277,0.048914,0.028857,0.033223,0.079131,0.071987,0.027286,0.023777,0.455006,0.011387,0.006077,0.008721,0.066905,0.070473,0.035904,0.190247,0.210892,0.227339,0.223752,0.242949,0.45858,0.444856,0.707572,0.663265,0.659733,0.761591,0.737716,0.75524,0.841159,0.870933,0.880322,0.898711,0.854026,0.823786,0.852428,0.808621,0.762819,0.607325,0.640096,0.00332,0.00412,0.010801,0.063811,0.036654,0.024883,0.04014,0.03742,0.017743,0.054388,0.054222,0.124265,0.099361,0.006116,0.002954,0.00312,0.095839,0.086518,0.073787,0.110209,0.492116,0.486614,0.845578,0.80806,0.967436,0.956063,0.92095,0.751968,0.809,0.831824,0.865741,0.870929,0.804169,0.574096,0.012444,0.01406,0.007042,0.039369,0.043902,0.057837,0.166736,0.224519,0.162753,0.148742,0.080808,0.049199,0.014415,0.597642,0.60597,0.501916,0.414751,0.558099,0.049263,0.037493,0.022528,0.04253,0.053841,0.106725,0.119542,0.095078,0,1,0,0,0,0
379,0.342485,0.301459,0.469542,0.432021,0.556231,0.279075,0.334789,0.702468,0.279447,0.289726,0.319125,0.886073,0.414526,0.61171,0.815763,0.977874,0.962042,0.399071,0.764998,0.531882,0.607903,0.605055,0.001631,0.003664,0.042996,0.027798,0.010964,0.00362,0.024236,0.042777,0.003749,0.021422,0.002665,0.018867,0.245777,0.174787,0.428954,0.104585,0.311037,0.032745,1.0,1.0,0.901766,0.184362,0.208436,0.214883,0.210144,0.408861,0.360487,0.195988,0.262949,0.241269,0.563532,0.385219,0.402215,0.650412,0.350254,0.412977,0.507469,0.571886,0.412428,0.467058,0.788532,0.30225,0.277346,0.39415,0.450014,0.001844,0.00224,0.004208,0.004539,0.002936,0.028907,0.003088,0.007809,0.030577,0.035849,0.013425,0.190723,0.162668,0.202556,0.201601,0.062579,0.011509,0.087655,0.187727,0.087703,0.278795,0.378377,0.283436,0.540112,0.372596,0.367776,0.653807,0.543881,0.781781,0.700975,0.889258,0.582159,0.503265,0.657441,0.004371,0.261836,0.011491,0.008135,0.007155,0.009039,0.015464,0.007333,0.065188,0.228002,0.012745,0.035042,0.019736,0.021655,0.067089,0.593997,0.56197,0.706348,0.376007,0.426343,0.47544,0.014641,0.213161,0.301626,0.29732,0.142631,0,1,0,0,0,0
380,0.245501,0.263342,0.243258,0.2661,0.276225,0.513209,0.540964,0.367608,0.549415,0.392855,0.699871,0.466311,0.733911,0.482014,0.822513,0.796156,0.491478,0.266867,0.495269,0.048127,0.0,0.0,0.015464,0.020754,0.006347,0.007039,0.00442,0.200635,0.008453,0.007366,0.004999,0.38727,0.008787,0.553323,0.014931,0.012611,0.043594,0.020616,0.794182,0.659132,1.0,0.0,0.0,0.21166,0.241344,0.240473,0.247222,0.23655,0.278711,0.268717,0.273299,0.335658,0.300947,0.449849,0.414136,0.361145,0.294499,0.413676,0.490844,0.599691,0.396632,0.359849,0.498635,0.55094,0.4038,0.4007,0.226996,0.002217,0.003364,0.001921,0.000987,0.003829,0.000175,0.002057,0.003288,0.004167,0.03233,0.016967,0.009633,0.012732,0.014945,0.18262,0.069025,0.185693,0.078316,0.005716,0.00267,0.435968,0.35335,0.49395,0.409376,0.501856,0.570786,0.449924,0.822576,0.666398,0.901358,0.916186,0.951791,0.758186,0.627371,0.005957,0.001602,0.002436,0.003707,0.004551,0.013344,0.00549,0.03263,0.025376,0.00696,0.022455,0.042605,0.056927,0.056948,0.255576,0.108618,0.068098,0.036451,0.077053,0.608183,0.313444,0.278874,0.620192,0.302957,0.309033,0.00315,0,1,0,0,0,0
381,0.762488,0.773068,0.792078,0.888345,0.915043,0.540411,0.83913,0.950447,0.247212,0.079567,0.131712,0.231309,0.024453,0.009489,0.040477,0.088838,0.029608,0.024308,0.0,0.019729,0.0,0.0,0.0093,0.585294,0.011014,0.01144,0.002679,1.0,0.003266,0.003272,0.00816,1.0,0.472096,0.812158,0.146283,0.183877,0.154074,0.121564,0.176543,0.177404,0.060135,0.031231,0.042859,0.266756,0.280418,0.278292,0.272154,0.274122,0.371859,0.359287,0.541715,0.548525,0.513903,0.814883,0.655508,0.440322,0.395377,0.421543,0.433999,0.484136,0.677517,0.368512,0.360336,0.351742,0.33321,0.316502,0.382922,0.002672,0.007213,0.005525,0.006526,0.023123,0.00448,0.04446,0.061342,0.068661,0.27138,0.016456,0.081963,0.305108,0.027799,0.038363,0.030331,0.063083,0.032611,0.055144,0.056336,0.588198,0.574913,0.663401,0.761462,0.652968,0.566951,1.0,0.404153,0.428028,0.381844,0.405775,0.378836,0.417494,0.488023,0.014182,0.009589,0.010697,0.028591,0.053918,0.043443,0.030916,0.205009,0.190798,0.087739,0.34574,0.160371,0.424712,0.081637,0.099753,0.103586,0.106133,0.116744,0.149163,0.160289,0.126308,0.125846,0.233724,0.216075,0.156688,0.175949,0,1,0,0,0,0
382,0.635357,0.719113,0.854291,0.798914,0.867543,0.733557,0.823638,0.770941,0.143486,0.279509,0.106996,0.356061,0.0,0.0,0.0,0.0,0.110473,0.0,0.0,0.0,0.0,0.0,0.296575,0.177374,0.212296,0.217682,0.020851,0.065436,0.066462,0.039839,0.013183,0.013296,0.245445,0.198786,0.245099,0.217621,0.342113,0.01563,0.010137,0.050579,0.019665,0.008387,0.057558,0.22489,0.248642,0.287538,0.301653,0.295055,0.165981,0.209856,0.288909,0.326797,0.261324,0.646982,0.551879,0.518251,0.439026,0.526488,0.574856,0.575391,0.487723,0.307661,0.487366,0.513621,0.561049,0.340377,0.394671,0.02519,0.028432,0.025585,0.041865,0.040513,0.023412,0.012094,0.022758,0.018105,0.091791,0.044154,0.021837,0.004671,0.076022,0.030934,0.091005,0.053182,0.078592,0.04095,0.050223,0.470545,0.431316,0.575371,0.559201,0.7882,0.903628,0.808183,0.509606,0.567879,0.515253,0.516472,0.49593,0.53073,0.446614,0.076031,0.1029,0.161225,0.095327,0.090731,0.095422,0.086157,0.12102,0.115359,0.094438,0.181503,0.133907,0.506868,0.052869,0.204891,0.156255,0.022749,0.010105,0.104948,0.057446,0.086001,0.038064,0.175504,0.053221,0.05464,0.062956,0,1,0,0,0,0
383,0.582601,0.554678,0.39147,0.388418,0.416825,0.760734,0.604773,0.498128,0.913266,0.849985,0.794744,0.585662,0.975504,0.944543,0.894878,0.836551,0.769733,0.586213,0.647735,0.4635,0.438811,0.303204,0.006892,0.010589,0.00951,0.008519,0.018242,0.005748,0.011789,0.007837,0.005232,0.005932,0.012877,0.01825,0.007058,0.007331,0.015637,0.002111,0.004831,0.005402,0.413678,0.378343,0.425534,0.470192,0.47893,0.435302,0.41832,0.399088,0.448361,0.379767,0.359616,0.437346,0.468711,0.300206,0.323745,0.382579,0.24832,0.266872,0.328368,0.330041,0.332778,0.360103,0.39358,0.45989,0.507195,0.59808,0.603635,0.011749,0.017715,0.009572,0.011396,0.002743,0.00055,0.079782,0.146745,0.012784,0.011178,0.006212,0.011665,0.011307,0.013352,0.019449,0.030506,0.122466,0.108472,0.080186,0.106544,0.52496,0.358796,0.448101,0.437724,0.415381,0.398931,0.432501,0.498792,0.468722,0.742586,0.760176,0.767434,0.777755,0.586811,0.023104,0.009943,0.009903,0.026529,0.006597,0.007342,0.095022,0.088815,0.018097,0.019896,0.005258,0.031315,0.019138,0.046393,0.029909,0.029189,0.031757,0.05044,0.241637,0.2736,0.268954,0.197607,1.0,1.0,0.727819,0.666155,0,1,0,0,0,0
384,0.328336,0.353094,0.427329,0.602024,0.685295,0.815945,0.908728,0.852835,0.890115,0.955741,0.685679,0.971092,0.970465,0.634884,0.0,0.044321,0.827551,0.240874,0.0,0.0,0.0,0.161075,0.00583,0.00681,0.01003,0.006492,0.013231,0.014892,0.048571,0.017175,0.023488,0.030719,0.014814,0.013799,0.013367,0.015388,0.499886,0.02124,0.028265,1.0,0.0,0.158569,0.408244,0.269342,0.299314,0.340192,0.392874,0.596529,0.681687,0.292661,0.336742,0.416001,0.451481,0.395953,0.45393,0.289643,0.269294,0.302853,0.323546,0.372531,0.337874,0.413882,0.445055,0.42751,0.474719,0.272757,0.271166,0.001059,0.004713,0.007991,0.002959,0.022892,0.007433,0.006106,0.04673,0.019475,0.08731,0.006091,0.009788,0.001979,0.032529,0.062567,0.058115,0.004225,0.004184,0.078173,0.079011,0.364019,0.500705,0.441313,0.465926,0.447542,0.513889,0.439826,0.513755,0.549137,0.831936,0.477892,0.545916,0.744487,0.451143,0.0049,0.0139,0.031881,0.023239,0.02505,0.024968,0.014186,0.040545,0.019349,0.023514,0.014236,0.084245,0.022344,0.018017,0.016391,0.014155,0.019443,0.024501,0.280944,0.432797,0.063022,0.350101,0.390996,0.00428,0.002074,0.20586,0,1,0,0,0,0
385,0.338413,0.42819,0.63484,0.904907,0.834955,0.48415,0.743448,0.490029,0.367068,0.48793,0.493855,0.409892,0.404769,0.543931,0.448133,0.517747,0.430636,0.041708,0.202872,0.392839,0.374476,0.290902,0.166111,0.12079,0.551099,0.208402,0.076157,0.040678,0.036511,0.092823,0.051973,0.009901,0.018326,0.026196,0.037147,0.062117,0.076165,0.056943,0.026196,0.020782,0.108548,0.125337,0.033146,0.284204,0.306523,0.303738,0.332949,0.364856,0.360192,0.461509,0.324136,0.373759,0.480062,0.345213,0.384911,0.351626,0.290123,0.303669,0.311461,0.338971,0.346866,0.35334,0.429108,0.344719,0.343916,0.397078,0.489252,0.003305,0.002396,0.007764,0.011124,0.010092,0.059245,0.013206,0.003975,0.01545,0.014409,0.004248,0.027674,0.011002,0.026653,0.043479,0.043987,0.010884,0.041559,0.031229,0.010534,0.694646,0.582293,0.575875,0.67871,0.414922,0.473922,0.402822,0.487721,0.48506,0.549517,0.54416,0.572139,0.487587,0.492262,0.06109,0.152845,0.097023,0.054744,0.022613,0.041073,0.05516,0.008732,0.030184,0.064115,0.024802,0.053988,0.073736,0.013841,0.012961,0.12266,0.087738,0.033501,0.090931,0.160585,0.109308,0.070197,0.05171,0.046461,0.170492,0.023299,0,1,0,0,0,0
386,0.344896,0.341102,0.372309,0.392593,0.46962,0.717825,0.879811,0.613993,0.539097,0.653166,0.826908,0.592772,0.320335,0.359288,0.478845,0.522645,0.457406,0.182762,0.202523,0.254476,0.215273,0.188393,0.002291,0.002023,0.003286,0.001274,0.00999,0.006225,0.003087,0.003193,0.013293,0.080739,0.011029,0.015523,0.028841,0.01924,0.109042,0.124214,0.184357,0.161009,0.008791,0.004913,0.002257,0.516358,0.520631,0.567778,0.626934,0.636029,0.821022,0.602366,1.0,1.0,1.0,0.592503,0.665048,1.0,1.0,1.0,1.0,0.826982,1.0,0.62249,0.929588,1.0,0.865206,0.808086,0.857798,0.008291,0.007408,0.017682,0.045214,0.0415,0.019522,0.013662,0.023508,0.066138,0.082201,0.061827,0.475168,0.025267,0.141287,0.186101,0.060935,0.084912,0.087889,0.074743,0.031139,0.509662,0.498401,0.794462,0.662786,0.782967,0.902621,0.716262,0.81666,0.777532,0.492899,0.610205,0.639068,0.583837,0.436393,0.007744,0.010672,0.002628,0.018037,0.013831,0.019998,0.026739,0.143616,0.181351,0.025959,0.021603,0.028705,0.218463,0.046053,0.082666,0.282469,0.055978,0.021945,0.085047,0.120712,0.204474,0.084616,0.00243,0.01562,0.014289,0.009165,0,1,0,0,0,0
387,0.669505,0.611407,0.456852,0.712485,0.77056,0.719565,0.4087,0.200296,0.920031,0.422063,0.184404,0.589584,0.795417,0.434133,0.136641,0.175944,0.204409,0.830256,0.668887,0.385858,0.223044,0.0,0.042222,0.024769,0.06117,0.207214,0.02055,0.075179,0.056445,0.042232,0.034473,0.035212,0.136856,0.165413,0.275152,0.242614,1.0,0.616416,1.0,1.0,1.0,1.0,0.289271,0.322599,0.286248,0.241694,0.256488,0.234883,0.586461,0.475864,0.379348,0.366331,0.374787,0.432202,0.404554,0.336783,0.445123,0.441344,0.387805,0.379561,0.389499,0.425034,0.410226,0.360562,0.347346,0.270658,0.286324,0.155184,0.194175,0.248748,0.046523,0.044981,0.068558,0.011314,0.010992,0.015986,0.035297,0.008764,0.003356,0.006188,0.009539,0.025345,0.021329,0.012418,0.018557,0.015655,0.003321,0.718085,0.341105,0.506519,0.483047,0.481672,0.381318,0.0,0.187813,0.189323,0.417774,0.129831,0.143317,0.138777,0.160572,0.635502,0.529444,0.858353,0.088418,0.310797,0.280977,0.016063,0.046885,0.013903,0.071317,0.356762,0.397854,0.58471,0.397204,0.598663,0.205033,0.117248,0.158703,0.405505,0.425661,0.099836,0.146446,0.087046,0.069361,0.057235,0.019234,0,1,0,0,0,0
388,0.302871,0.338778,0.630034,0.44909,0.245246,0.486669,0.422773,0.162907,0.67847,0.808428,0.90055,0.039657,0.773564,0.922311,1.0,0.082426,0.0,0.004639,0.147106,0.0,0.0,0.0,0.000781,0.000558,0.118152,0.224895,0.132669,0.027807,0.064743,0.288161,0.131063,0.116867,0.049423,0.081694,0.23054,0.197596,1.0,0.209262,0.023839,1.0,0.058628,0.0,0.0,0.308402,0.374705,0.426557,0.381289,0.239403,0.375528,0.302654,0.472689,0.760062,0.487421,1.0,0.870912,0.242209,0.583326,0.797483,0.789273,0.628539,0.339129,0.58454,0.520604,0.151687,0.156392,0.887764,0.280905,0.008201,0.025539,0.023918,0.066997,0.059393,0.027334,0.017107,0.082849,0.086087,0.199933,0.076994,0.855449,0.336013,0.036323,0.230139,0.229282,0.203726,0.186331,0.001719,0.003254,0.391327,0.246645,0.507884,0.352791,0.392937,0.725789,0.41689,1.0,0.623725,0.890432,0.813864,0.62793,0.620314,0.625705,0.02463,0.028018,0.020023,0.036463,0.013605,0.030967,0.013017,0.042521,0.078847,0.016705,0.048245,0.273342,0.15608,0.316996,0.173412,0.668342,0.005424,0.056922,0.272782,0.118649,0.680874,0.013044,0.130646,0.494822,0.041793,0.003881,0,1,0,0,0,0
389,0.499807,0.71717,0.870063,0.903184,0.628684,0.509691,0.422114,0.433846,0.332254,0.384358,0.432602,0.41118,0.271226,0.155818,0.373392,0.598848,0.660018,0.096745,0.0,0.066105,0.106465,0.249304,0.276387,0.261125,0.087787,0.100111,0.101306,0.089136,0.035236,0.020606,0.27178,0.154525,0.071352,0.037541,0.046425,0.048512,0.100413,0.477205,0.6219,0.256983,0.0673,0.118974,0.616611,0.333909,0.339588,0.325082,0.331207,0.332956,0.365,0.333889,0.569348,0.573779,0.421763,0.334712,0.296598,0.270487,0.334781,0.338374,0.366427,0.453642,0.523258,0.698656,0.440247,1.0,0.995219,0.288813,0.309767,0.015897,0.001426,0.000756,0.032878,0.030243,0.000207,0.142206,0.195146,0.108135,0.247182,0.067148,0.4724,0.644413,0.211649,0.171772,0.151871,0.013245,0.021135,0.108023,0.565469,0.449219,0.572743,0.52893,0.496645,0.3629,0.362475,0.319523,0.324096,0.373446,0.433631,0.485161,0.609076,0.681797,0.526984,0.036416,0.024955,0.016892,0.082673,0.027017,0.034154,0.162704,0.058353,0.027141,0.09487,0.232857,0.093738,0.064669,0.067307,0.100859,0.253228,0.417112,0.354967,0.050608,0.056796,0.249813,0.107416,0.051927,0.132118,0.058155,0.707601,0,1,0,0,0,0
390,0.26613,0.33495,0.175212,0.256283,0.382877,0.554109,0.541327,0.493349,0.660492,0.609742,0.608884,0.626791,0.411911,0.728,0.806761,0.807044,0.753943,0.125861,0.155912,0.361775,0.476792,0.492732,0.089991,0.096472,0.073202,0.062915,0.053503,0.196995,0.030593,0.023701,0.028872,0.062083,0.018086,0.007923,0.012348,0.015925,0.019926,0.670924,0.027432,0.024537,0.552835,0.687774,0.747634,0.307483,0.08906,0.0,0.411139,0.517222,0.668601,0.404019,0.733724,0.62976,0.958217,0.691152,0.48144,0.740864,0.742682,0.740549,0.586927,0.613416,0.648944,0.46118,0.668196,0.620425,0.630809,0.540953,0.51214,0.235741,0.022814,0.212215,0.096982,0.211022,0.0412,0.110907,0.042397,0.221425,0.078575,0.090712,0.021062,0.030361,0.114926,0.064189,0.017183,0.05169,0.053004,0.059437,0.036182,0.494711,0.554303,0.567868,0.707852,0.754786,0.615685,0.575751,0.670883,0.59758,0.631989,0.920525,0.918635,0.805544,0.564256,0.188263,0.235145,0.186765,0.060976,0.077654,0.106879,0.07202,0.118875,0.095327,0.021467,0.107074,0.065264,0.036465,0.208221,0.153785,0.042051,0.022877,0.049772,0.508458,0.440241,0.152721,0.078167,0.039202,0.596226,0.566722,0.87227,0,1,0,0,0,0
