,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_Centroid,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
12,0.6043988815967041,0.37340582344541656,0.46546033279457033,0.14815222294346098,0.4171580328881341,0.30475005712736136,0.34739346921647996,0.397361569009441,0.1903945861985985,0.31945796074254973,1,0,0,0,0,0
13,0.5707035588639771,0.603206470289929,0.08482112446665555,0.16977104947575722,0.47694155794024556,0.24490144226438648,0.3928827662438016,0.29335256506318985,0.44677899235038043,0.38640495033142985,0,0,1,0,1,0
14,0.6045707548988566,0.5354939333011027,0.27739486379202505,0.11611455227575285,0.4315009650274068,0.38244516484443825,0.39425422054827475,0.4401662170937607,0.2465817357125668,0.3653440076384936,0,0,0,0,1,0
15,0.5524991733490057,0.46154214806198307,0.6341055604064875,0.24577250173280668,0.6153620010808307,0.251696990786613,0.2567618326314012,0.1800617538338577,0.045219534605596134,0.11112539248269401,1,0,0,0,0,1
16,0.6735421206431402,0.5355581004050749,0.06413757655699431,0.05306239204339169,0.2120052497490929,0.19124059768968416,0.2191635152216076,0.2489463135021729,0.36648168539571657,0.3612493343860744,0,0,1,1,1,0
17,0.6389889970707929,0.5893578055973366,0.36573342993912594,0.27251823572772377,0.3489594688489153,0.47752500566532763,0.37783463740897494,0.5037136595234525,0.5772837651588629,0.237362516296065,0,1,1,0,0,0
18,0.6986583600412681,0.49793732839059485,0.48993999294034596,0.1563816795572816,0.4364437582027329,0.5959573739808337,0.6116215400203672,0.5160519381587491,0.7643074870014805,0.8096435981711683,0,0,0,0,1,1
19,0.5446590867930965,0.5058593589425582,0.05121964813197838,0.09516684453148205,0.1698405002702077,0.15559502058007268,0.18045063532108918,0.158418252659973,0.3226312795793803,0.38267751234828595,0,0,1,1,1,0
20,0.8658458655181962,0.3863719899361919,0.2622537636006713,0.06268909596998673,0.26350775882035055,0.43336105156064375,0.4727095945510279,0.42870366901443624,0.45514508025173006,0.3058886175428288,1,0,0,0,0,1
21,0.8963158355951828,0.5593843487209391,0.18966937286739619,0.08251460508510006,0.20969844823592992,0.18089793782077845,0.20032444105561054,0.15108615565213046,0.21616921046298798,0.37406584528378106,0,1,0,0,0,0
22,0.6943359860164535,0.5941853775602424,0.22479424823973101,0.06244705312840376,0.5321936230988962,0.08599824967454,0.24331748655411867,0.16167141215844938,0.2098887195455441,0.24944455665522117,0,1,0,0,0,0
23,0.6086510574706463,0.5104858071389513,0.6369975415064312,0.20163268898595055,0.7939393190766619,0.7769975375973892,0.6507663256794585,0.9999999999999999,0.7244532600214395,0.879179596408439,0,0,0,0,0,1
24,0.7464178963221915,0.39469326018818207,0.3129036852632817,0.11333105959754874,0.2954138809542191,0.6071420105607395,0.5435513502172322,0.3628552874768969,0.761122576222736,0.32970382475532944,0,0,0,0,0,1
25,0.6716851178284375,0.5825175923139039,0.20444510499687274,0.07474723025975599,0.4078079209449548,0.5212528006629619,0.30109153434009006,0.3970368774664069,0.429709547804654,0.35228879381575806,0,0,1,0,0,1
26,0.5244338404627844,0.5556907297985413,0.24043695543128915,0.1860209257038496,0.4440670115031267,0.5718595833163455,0.34665042755599684,0.420914194015685,0.4677680466123635,0.43170342079653334,0,0,1,0,0,0
27,0.4523193081135648,0.2736588624094868,0.39370576104928756,1.0,1.0,0.611609796892082,0.36842482332291104,0.3512381987112243,0.18885408842639528,0.5090615302693671,1,1,0,0,0,1
28,0.33748597614337794,0.3446613671322859,0.8752360958874419,0.5271693089676872,0.6541181193545897,0.4713855921476191,0.32571425647218966,0.22631000549477986,0.2269217026055379,0.7014560878426763,0,1,0,0,0,0
29,0.5650835706181945,0.358969628707079,0.34192877180597103,0.13236442850384517,0.516958851231375,0.6024049433893925,0.6922978512176776,0.8116820270742794,0.5519284479803983,0.6446264299223297,0,0,1,0,0,0
30,0.5465468421932014,0.4864064998067969,0.2206389606207542,0.054569658829612844,0.3756633984405157,0.11376451769810392,0.23557900446746127,0.15388662021079969,0.5851011076999366,0.26631901727841945,0,0,0,0,0,1
31,0.6358783824046603,0.3169532095483057,0.07735275357472396,0.022311949215011062,0.08451478421987185,0.03621258394877597,0.13205365047361234,0.12436622708426992,0.27637076955611795,0.3200271754099263,0,0,1,1,0,0
32,0.8159256329576112,0.32851171019569164,0.27511595791455346,0.08706941128579754,0.2658769397050877,0.40269811816308754,0.39708310091959087,0.270724062140966,0.4308799614966712,0.3071004939314371,1,0,0,0,0,1
33,0.7033264903378227,0.4775051188304583,0.19801710417943907,0.12187957268436511,0.3939924341851309,0.21824832813577077,0.3623853070164217,0.34426669663819354,0.3005028038882529,0.37773819797653363,0,0,0,0,0,1
34,0.6610815749716952,0.4263079912708676,0.30791857865631256,0.061302850604557035,0.15798409634833627,0.18508506524845436,0.24345667893128908,0.2759456641190867,0.4538525205825088,0.2682470024421145,1,1,0,0,0,0
35,0.4812766996587068,0.4358793169171156,0.05721416141837121,0.08033621951085346,0.33155562417972667,0.19916541903038043,0.21389979172317097,0.22905895649133323,0.2308030277617753,0.3463028589265713,0,1,1,0,0,0
36,0.6596484250399888,0.5924468500869966,0.08770072020856945,0.05222624404519599,0.2071458349417124,0.2598503215725243,0.19451213583538463,0.2920100904141065,0.3869639250060163,0.35166449385799015,0,0,1,1,1,0
37,0.6179340618767255,0.597427621010636,0.2147249521615546,0.09879748715522652,0.5189333745078359,0.5422282610241586,0.4221530809106866,0.3414428168240171,0.4347011252014499,0.3225610987679256,0,1,1,0,0,0
38,0.904198008326099,0.3738596051838197,0.20973365287557053,0.058618375452455074,0.17630201497722536,0.17364726675206543,0.19593271686121194,0.12395255757030821,0.24548059884344176,0.3663355428655368,1,1,0,0,0,0
39,0.6602535452519853,0.42898015010690843,0.1747016676884587,0.17016711958016573,0.5218164131861345,0.49367237434587996,0.34312558529882864,0.4437768494929816,0.4024163026595009,0.2658416114283615,1,0,0,0,0,1
40,0.6976621024626606,0.345585573951685,0.45084561031948034,0.1875832022267942,0.3244913147533391,0.2573338731592427,0.28382553873079075,0.3255173210450071,0.4866386885532812,0.15864563632691284,0,1,0,0,0,0
41,0.9301572564767959,0.43433509545558546,0.15293440095119554,0.040267127281528814,0.1704760287192157,0.12396021091137344,0.11439464109347897,0.13390716319496476,0.22075241921957844,0.28594774242118215,1,0,0,0,1,0
42,0.6042275457637494,0.509227931378897,0.14905159120887287,0.05277634141242998,0.2778716899559948,0.2593051226887123,0.2947112014042055,0.4404222238873069,0.37481495795990705,0.5081801656231064,0,0,1,1,1,0
43,0.7819423669442422,0.4378219759898729,0.356537301602046,0.1226937167878715,0.5031693044082453,0.7321651222525534,0.6911587253662757,0.7782309930565962,0.7720573757939491,0.4793154734580709,0,1,1,0,0,0
44,0.6117137439052744,0.317833100961524,0.9473684210526315,0.1441695180046868,0.2924591986412414,0.27190822453850105,0.2769109527001786,0.39899595384384834,0.3134265775061803,0.22573952002350303,1,1,0,0,0,0
45,0.6089808065075832,0.5884191611795437,0.3580916640347781,0.158604072920907,0.4586650196865591,0.6893504168638076,0.5638304514029262,0.49654390828712713,0.5529347849866186,0.48550338774535895,0,1,1,0,0,0
46,0.36733523940163315,0.4872777687654189,0.04588155882116163,0.05688006777199567,0.21923816876399288,0.2630238531622957,0.20055983992876625,0.23671262300814222,0.47966360633263094,0.3819981271001267,0,0,1,1,1,0
47,0.5162063320881962,0.7060091891303332,0.22215616697939697,0.20796981065648623,0.4558103914151162,0.603874609945755,0.5960135712567741,0.5239241470602926,0.5263944695218443,0.2988560621362075,0,1,1,0,0,0
48,0.7202553679736126,0.5323032240560869,0.725528080702993,0.1489003553628992,0.8635207287886977,0.7622999238617909,0.7961292237466289,0.7456182251860731,1.0000000000000002,0.7672646480968032,0,0,0,0,0,1
49,0.6438735872446872,0.4561240382203334,0.374780933979849,0.18124608055625852,0.5979544507064001,0.6156992626066575,0.7944630091140303,0.5532915605175083,0.5708628975213483,0.5330787168799691,1,0,0,0,0,1
50,0.7613959243477049,0.345357379688184,0.5306382794260625,0.1284477352491391,0.42100702539952134,0.6457145945474423,0.5058435211577531,0.5664509341125928,0.5989510030554726,0.6179100640825544,0,0,0,0,0,1
51,0.6344670350278021,0.4251987024609489,0.16295415559725293,0.09451772963814598,0.5999382382459661,0.6013866066916289,0.6011544779518251,0.504344310405115,0.5166082067512088,0.36282844604395803,0,0,1,0,1,1
52,0.7013644473472973,0.43739205639325934,0.4832395142462581,0.08102934219356822,0.3483875550065622,0.6088619945176696,0.6266901383224248,0.38845596683150996,0.5930004885839089,0.4830061879142873,0,0,0,0,0,1
53,0.6993994132238452,0.5049927019945342,0.3390120199899679,0.1826213239743435,0.7584337219177026,0.7692718323707808,0.6497981198794349,0.5520864553674009,0.7421370806017604,0.40331613448155557,1,0,0,0,0,1
54,0.5736308497972222,0.3029868383243643,0.23744589146710762,0.1564146853993157,0.39767219949046556,0.11518203479601508,0.056224509116588994,0.12726191368200213,0.11155938482181271,0.2789702723049521,1,0,0,0,0,1
55,0.5983293120511108,0.5747794406192607,0.05451415336788848,0.02633866194316392,0.09136416274222192,0.054841318679651585,0.15735902933786394,0.08811472850791746,0.1742640249104871,0.331209489359358,0,0,1,1,1,0
56,0.49147335496452094,0.5076095167033989,0.18869712226206178,0.10059080457240932,0.42170122751486155,0.6138190375864852,0.5347934886624739,0.35805203806383923,0.43121723023969794,0.5046730688015277,0,0,1,1,1,0
57,0.4904689652432688,0.6633623281750335,0.18218242393842002,0.06117082723642081,0.24929143827684713,0.5096519165874154,0.460920204899367,0.3043577351516059,0.5285019433971896,0.2599658471199574,0,0,1,0,1,0
58,0.8330718350951027,0.15968525233412853,0.5129272174435383,0.19247906879517673,0.380275766231761,0.2595525955733644,0.27882791830635634,0.21921674409311154,0.24395286259124493,0.17149887075154693,1,1,0,0,0,0
59,0.5800181571115937,0.39586832027967234,0.6217387804137948,0.5023269118634,0.6665655832625648,0.5744613672070932,0.47621908470777286,0.41328550377141704,0.2927328612786315,0.9356787425864379,0,1,0,0,1,0
60,0.7157076307773556,0.5116273800230561,0.25716338145044926,0.06919124685069261,0.3346523585269822,0.3827040157927525,0.47939594602201496,0.3584298041860231,0.37525978808584504,0.2750775784506344,0,0,0,0,1,1
61,0.7262863799463231,0.2201825995256848,0.35088957834048584,0.1798818390855182,0.48707727939473483,0.44762345436116446,0.3783944773377411,0.7281332733902791,0.5176491821688751,0.40601531371072874,0,1,1,0,0,0
62,0.6195775024741108,0.3837888629569124,0.05505291644218205,0.03671349828919718,0.15138300007720223,0.12936479115090072,0.19335049357002865,0.17846327239122828,0.2842993196286763,0.3145186463707974,0,0,1,1,0,0
63,0.4280259340572028,0.42635290824364813,0.02425053102222552,0.10428745888022184,0.18991368794873775,0.08047988879839113,0.0940899530737464,0.034515647634746904,0.1694201165309085,0.35774223756449575,0,0,1,1,1,0
64,0.616156207243449,0.6285057546863543,0.04713867266117995,0.06426237444027594,0.15349154635991663,0.1569679735953069,0.20791861339828988,0.22866401918177715,0.3333327256419044,0.36189199610730616,0,0,1,1,1,0
65,0.6234655546506858,0.6096103472663511,0.434366891460915,0.13244144213525794,0.5778022079827068,0.5444242273109559,0.588836976045606,0.5752207278085818,0.4362926690536788,0.3260498338260406,1,0,0,0,0,1
66,0.5505185058823665,0.5447871346560713,0.25783838346307,0.17126731431463366,0.4387641473017833,0.5081073444452768,0.44600819802162606,0.5311594610120386,0.4022248798594047,0.420649639191348,0,0,1,0,0,0
67,0.34590755763480807,0.46335747553779555,0.07482614053665758,0.04873862673693247,0.37475611827375893,0.12715934314438482,0.22429316370968155,0.12383704230980563,0.2862463629667983,0.32889590716292383,0,0,1,1,1,0
68,0.5151013655222858,0.5705329819917028,0.3652008595438473,0.21954385926308956,0.6693603026325947,0.7063672592425434,0.49816747094615,0.564151556021779,0.5606062815847621,0.6687354253502505,0,1,1,0,0,0
69,0.6264098810206773,0.44913443589796553,0.5156148401359912,0.1800138624536543,0.5614186674901567,0.5481789883194694,0.36859574337428946,0.3710912133473201,0.3607444706156887,0.2538881034134518,1,0,0,0,0,1
70,0.9003352172018184,0.5163627117740018,0.25493401700509666,0.056076925615833995,0.2694764147301783,0.3368892942850832,0.27078444115795774,0.18035054198511402,0.332776687984482,0.3579074934356695,0,0,0,0,1,0
71,0.6857882862093581,0.645935946391593,0.32447780234207124,0.14046186174952968,0.26517100285648115,0.2729313020961238,0.2912416267085608,0.2624381837254608,0.26995719421574993,0.368410422136942,1,0,0,0,0,1
72,0.5584638195599061,0.38847346259128024,0.44405843411918433,0.11846896900751436,0.3850610669343009,0.6636160813759113,0.47651384503589833,0.5237134097607271,0.5529803618437845,0.8418134077596813,0,0,0,0,0,1
73,0.5786268596726343,0.42152333105874323,0.11205652677404773,0.04397478353668599,0.139163437041612,0.20295431422988053,0.2478197458715644,0.31762637993905785,0.49033952935514225,0.3290611630340978,1,1,1,0,0,0
74,0.03692897110869353,0.5316356856525765,0.055721725775787864,0.03271979140307835,0.061566586891067754,0.05669689122855592,0.14320029885422164,0.12621759328637783,0.2531502723672985,0.33130129817667686,1,0,1,0,0,0
75,0.7424948852795366,0.5679701077546145,0.37774103454895624,0.10977743060521711,0.6775721454489307,0.7567455324507117,0.6235132770081827,0.7717621384684549,0.6483727238917532,0.5625309854758451,0,0,1,0,1,1
76,0.46897288467897313,0.4892366701363692,0.10862578259981051,0.057914250822395597,0.1288918397282483,0.17457457894053163,0.2229012399379775,0.2889130326190119,0.5086249644500513,0.3325866216191403,0,1,1,0,0,0
77,0.6554163692086232,0.42218345014085684,0.2065444231829132,0.15233296293443938,0.40890357446151476,0.6553954303799989,0.4881742770440043,0.5299559168789648,0.5904737076226383,0.21942307339196856,0,1,1,0,0,0
78,0.5064286223379206,0.5138906740934742,0.722270731541172,0.259480928124278,0.7898327800509535,0.8887471898553188,0.6316017869844893,0.9945957590289224,0.7242946525585026,0.9885055360716843,0,0,0,0,0,1
79,0.700296425946676,0.31681885967436396,0.47632848446566467,0.19612071336626585,0.4207315679765306,0.6092422114783804,0.6523363338160717,0.6193038488435983,0.7650841166475852,0.4275720240171865,0,0,0,0,0,1
80,0.7727667862730367,0.41295842633385865,0.35378155944042955,0.12154951426402477,0.3847880799814715,0.5108560949916608,0.6299683234994602,0.539407875018732,0.7468223815184023,0.5709223113787848,0,0,0,0,0,1
81,0.4613970693907785,0.37710024445661394,0.044098067264879456,0.2508994091954276,0.3192570060989733,0.015539590446598472,0.0,0.06154309655826962,3.099226287273105e-05,0.359192816878133,1,0,0,0,0,0
82,0.6398940718315898,0.6091020234895715,0.1307955734730402,0.04907968710461752,0.12066887979618623,0.185290818566345,0.236736552839371,0.2712064164044158,0.3294605158571001,0.3064027469198142,0,0,1,0,1,0
83,0.6759604282461094,0.4212766887528502,0.8355843721552382,0.349564872982518,0.2771052265884351,0.3352830909647746,0.30452017010127275,0.38063214945801493,0.4422814680852616,0.11329208057141807,1,0,0,0,0,0
84,0.5070851526470941,0.5061436994220349,0.32236609879800104,0.3297613677620939,0.7843230139735968,0.539054729434387,0.4989801087952185,0.4857510365153105,0.6559512437012784,0.7015478966599953,0,0,1,0,0,0
85,0.0,0.44715508126262415,0.12480725286566222,0.062183006392131424,0.29694186674901574,0.21133615446100695,0.21517810995174336,0.18834919326639687,0.17016757698842722,0.5054075393400782,0,0,1,1,0,0
86,0.7591939831491721,0.5102818760616398,0.26894185693672945,0.20377806871816306,0.5095387941017526,0.41283312837015884,0.46486057734132324,0.5213359808182226,0.5565134798112754,0.3631222342593783,0,0,1,0,1,0
87,0.5067127799659525,0.449338366975277,0.1159702999114447,0.09397863421825664,0.14688921485370188,0.18851175875470894,0.3135871206112183,0.2657475398371546,0.30005068146516845,0.3172361873634344,0,0,1,1,0,0
88,0.6851789597166835,0.43655387359762293,0.2759210061864864,0.13832748396466177,0.43912113024009874,0.4984796062431436,0.5045058414742111,0.4549037789100353,0.5583894232522189,0.434200620627605,0,0,0,0,0,1
89,0.5232188095524632,0.3287266699939984,0.402406475065178,0.143784449847623,0.5263756658689107,0.3986295122318926,0.5013995998219156,0.29219429042409695,0.34766573568339765,0.23677493986522466,0,1,0,0,0,1
90,0.5585045503778057,0.18737576396451638,0.17068881168682384,0.03485416918794626,0.0851960163668648,0.039963552269402236,0.13962121250889148,0.14376030271242313,0.20548417206904357,0.4261581682304768,0,0,0,0,1,0
91,0.599749586090297,0.2918813173265819,0.9462785095460148,0.1451486913183634,0.4815477495560874,0.21369899901484934,0.20353610046414528,0.1887456915929866,0.25313204162443215,0.040487688437597535,1,0,0,0,0,1
92,0.5749222247018506,0.5496259358621722,0.236343594602461,0.19780401131000191,0.3066224040762758,0.4232383675892064,0.3932020899326044,0.31047379989010426,0.4619797857523098,0.333302730394227,0,0,1,0,1,0
93,0.547830856106643,0.4056900981536116,0.19469782822746953,0.17235650710175698,0.62231946267274,0.4613937559082967,0.5645653052765169,0.7288107547829562,0.41317061787633746,0.34870824994032423,0,1,1,0,0,0
94,0.9036949371569982,0.5039493849883868,0.15132430440732966,0.05260031025491513,0.20688890604493165,0.1893404610581031,0.1772666096933163,0.22427287826564757,0.24209879604174112,0.2612878940893484,1,0,0,0,0,1
95,0.7721723219720913,0.253386469042681,0.2789182628296828,0.16208068828182592,0.4020369026480352,0.6444127544300966,0.4606131628909029,0.5861166267046306,0.7420586884074354,0.27087273461743266,0,0,0,0,0,1
96,0.3755240499939827,0.3105202568528963,0.17147528192171216,0.14485163874005696,0.4169227206052652,0.4081387289375449,0.3208374059044179,0.36116626704630583,0.3648245108691689,0.5348781696994179,0,0,1,1,1,0
97,0.5541103657945254,0.4847840746873007,0.6543618134641228,0.14036284422342754,0.4989373890218483,0.35972506805504334,0.25808211326779695,0.2069783705479794,0.29788851536122407,0.6956537705881273,1,0,0,0,0,1
98,0.6158792236607962,0.5550795381332065,0.1913228181643661,0.15678875160903483,0.5555055971589593,0.5277686384534936,0.4319333923536306,0.48277573804885365,0.4095919230516806,0.27964965755311144,0,0,0,0,0,1
99,0.8474161168317826,0.2481019069861734,0.6170942711526434,0.16375298427821727,0.46069451092411035,0.6318172379560827,0.5081627117950188,0.5420600429591887,0.5697672298750831,0.47294394153614516,1,1,0,0,0,0
100,0.5434684289424827,0.5272165774108934,0.14040041862510141,0.13861353459562342,0.39436671041457577,0.48106642798017574,0.48741793022982105,0.4988448473949746,0.6353523273366344,0.33853583298139944,0,0,1,0,0,0
101,0.4985697710965422,0.3255261351611868,0.9422408828283203,0.2017867162487761,0.4048322396356056,0.13445078560788726,0.2824868355738871,0.23504389579899088,0.5736923088141996,1.0,0,0,0,0,0,1
102,0.8556081756075447,0.3197011657759136,0.49282578136127464,0.11072359807685955,0.3829111402763839,0.7636036603230802,0.49915921663348906,0.6063739447524851,0.7747427642181564,0.3970731349038762,0,0,0,0,0,1
103,0.6536952993645011,0.49226996945445334,0.35801735188659967,0.2316239974475482,0.7695631899945958,0.7407318560181899,0.5968896644542585,0.6669726260052947,0.7036665670052724,0.4683351389067406,0,0,1,0,0,0
104,0.6200931691170197,0.2584506572014841,0.33305466277766427,0.15902214692000488,0.3718656681849764,0.11616623730279207,0.04047223060901789,0.10389192766871469,0.07696655023298904,0.2487100861166706,1,0,0,0,0,1
105,0.6364640135161819,0.5849689762078405,0.45641282875384726,0.15202490840878835,0.3854748706863275,0.5029407553706832,0.37204587207606454,0.4777539462510615,0.5530605771123962,0.590440865940765,0,1,1,0,0,0
106,0.6875933648259125,0.287219978267404,0.4191886351954719,0.3468363900410372,0.3812664247664635,0.352129262388578,0.3581092353118779,0.25748351566012284,0.2842865581086699,0.36796973981381176,1,0,0,0,0,1
107,0.7249711227147335,0.22924520035075344,0.6739802205832265,0.12852474888055182,0.43701628966262646,0.38583203512787534,0.34095377482562583,0.2628378040861181,0.2214634181913646,0.18115715833348636,1,1,0,0,0,0
108,0.49093719438741923,0.3323667494890193,0.17535189898501993,0.07769575214813024,0.4262092179417896,0.22221168697809068,0.22489905993971748,0.15034155052699927,0.20342227505086385,0.4426286700574723,0,0,0,0,0,1
109,0.6061752406635172,0.17920067439626275,0.5425406084926401,0.20756273860473307,0.43791059986103603,0.3044001816697499,0.47099937056388275,0.3661146910435086,0.25673261334052844,0.23925377793283267,1,0,0,0,0,0
110,0.598074434810244,0.42668978553950204,0.0791052817359318,0.03397401340037187,0.20435358604184362,0.035532744644961756,0.10725284397660345,0.10041085968330077,0.15636690463863034,0.36580305172508765,0,0,1,1,1,0
111,0.683564635928881,0.24167456891236155,0.5724140920603662,0.16452312059234486,0.45931784142669657,0.4638248688441121,0.31497699743619934,0.3431646186123182,0.34971487118157096,0.3379849800774867,1,0,0,0,0,1
112,0.6709272862595999,0.4411608711406244,0.21608734154482576,0.26592806926826046,0.2668595692117656,0.31068656184309473,0.32401836111210625,0.2211196238573354,0.34014920039961793,0.3874515708488643,0,0,0,0,0,1
113,0.6259573553243918,0.5899092416470973,0.1549655996680724,0.08876371117687831,0.4564632131552537,0.40185140059222835,0.41411472112909586,0.37538244917328534,0.3367673975979173,0.3066414498448431,0,0,0,0,1,1
114,0.4230740667606847,0.6104836214469722,0.04558431022844793,0.025029430209146997,0.2419590828379526,0.0743404752806826,0.167685875555874,0.2183222813327338,0.152445471848087,0.3622225078496538,0,1,1,1,0,0
115,0.49194885162695434,0.6519193283147974,0.20881713638136998,0.1315172785583048,0.39681432872693595,0.33908336422793683,0.279386734761761,0.4812443803386782,0.3822822702379477,0.29709333284368633,0,1,1,0,0,0
116,0.9199733835905979,0.38750313566590117,0.15092797295037808,0.037692671602873706,0.15521531691500035,0.1726488416657106,0.20246657080132857,0.1571350966581746,0.28055654811822284,0.27972310460696637,1,1,0,0,0,1
117,0.6373980648772057,0.3827890592681461,0.12381023154426837,0.150902709779631,0.4847303327414498,0.4119617583280316,0.3170300849994627,0.3514614241470603,0.5039250789391168,0.36835533684655075,0,0,1,0,1,0
118,0.5044942239587411,0.5184972705920758,0.13770041057461868,0.12768860088235617,0.37655709102138507,0.5594024999502211,0.3972785843316464,0.40661840001998095,0.48609905856443847,0.3042360588310902,0,0,1,0,1,0
119,0.7026947537164241,0.34720960324878053,0.4031310185099176,0.21803659247686846,0.4704788079981472,0.6267397770468426,0.6432069514310716,0.6389898346570756,0.7212920492084212,0.5928829804814455,0,0,1,0,0,1
120,0.5873409646170005,0.6179626984593278,0.03522395823657272,0.08591420681460615,0.1416487300239327,0.21988771747509395,0.2746541939379673,0.3110154728008391,0.2754191247784966,0.3721745836470135,0,0,1,1,1,0
121,0.5828242837930837,0.6219723403687885,0.4524247434682719,0.19790302883610394,0.4896342160117348,0.7348645678564012,0.6160685317762892,0.7402561316749087,0.5820893889784222,0.33675474192541444,0,0,0,0,0,1
122,0.7037860498701309,0.3673913605812257,0.36139236194970314,0.1522559493030266,0.37702400988188073,0.47571873805895937,0.30684959547215396,0.44577807333033614,0.5412379403635941,0.42643359468243325,0,1,1,0,0,0
123,0.5833326595494841,0.3257234490059012,0.10644595958657677,0.08397786408194252,0.12946004786535936,0.001973145873413351,0.032100218511562695,0.014762538088815558,0.08463075453398583,0.3228916105102734,1,0,0,0,0,1
124,0.09931820863853158,0.48372010389456227,0.08842526365330908,0.02765889562452556,0.19899019532154716,0.03381560520394711,0.09897396795504909,0.09991445626654671,0.18526992437887868,0.4188501863718992,0,0,0,1,1,0
125,0.6634870300503699,0.5209999881691902,0.38369219908224494,0.18654901917639422,0.24971697676214005,0.4036017260522575,0.30448741895370324,0.32712516858983964,0.3841782674960441,0.24907732138594593,0,1,1,0,0,0
126,0.7094672394997796,0.2603614332444552,0.22785962435209098,0.1944924251592532,0.3505127769628657,0.3174565097220814,0.27358978164195846,0.2835665492781857,0.3515835223253677,0.21468573841831765,1,0,0,0,0,1
127,0.43045725776204824,0.5463568224369905,0.04398040636359696,0.15903314886734954,0.15205805604879186,0.10278089357622966,0.21366336937665364,0.19020992557070782,0.43652055333950757,0.336864912506197,0,0,1,1,0,0
128,0.7170415825897367,0.3995769783670635,0.3220193087731684,0.13792041191290855,0.4840657762680461,0.46832394485052553,0.6327931099773302,0.44232666466856474,0.4985615943878483,0.519601182497567,0,0,0,0,0,1
129,0.6679435143241381,0.3819731344367001,0.20508295093540418,0.09782931578889459,0.29097506369180887,0.14190436547857554,0.19459913107111604,0.19332571557020828,0.3323263886356841,0.274875599052533,1,0,0,0,0,0
