,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_MFCC_0,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
10,0.3204028539783118,0.6455731816891255,0.4749835483239098,0.43959425658676765,0.3810150189981716,0.25305234235273755,0.21577254992190087,0.44007110462681104,0.22040097216324395,0.23577497709971892,0.49707129872752986,0.5743398161959792,0,1,1,0,0,0
11,0.2053967402585793,0.5996215282118751,0.25563813795638274,0.508296811078458,0.41538943503797787,0.2804585184330468,0.18226929957029253,0.31698274289905676,0.1740370976048283,0.17563410088758333,0.35564899652962667,0.5235752768554545,0,0,1,0,0,0
12,0.4665427255826216,0.6043988815967041,0.589480611232038,0.1903945861985985,0.2782801616585019,0.1669232821785035,0.12885189349994491,0.17524244312932508,0.09948139247025237,0.05000868631352854,0.31945796074254973,0.42059170237368876,1,0,0,0,0,0
13,0.03858234430469506,0.5707035588639771,0.09748195817862887,0.44677899235038043,0.43750206103597733,0.29890598857670336,0.2632231465218321,0.2749763017978569,0.2266224555253386,0.19568921949524623,0.38640495033142985,0.45525437688293685,0,0,1,0,1,0
14,0.11570612326531726,0.6045707548988566,0.22137023204016187,0.2465817357125668,0.2655054026623088,0.25670866266658976,0.12050330220168383,0.33380896743977256,0.18276849685131147,0.10822199058719481,0.3653440076384936,0.5004893691308114,0,0,0,0,1,0
15,0.685300254094374,0.5524991733490057,0.8487150085504699,0.045219534605596134,0.25568021515383577,0.2437799284601626,0.10101050936217924,0.014406302419120498,0.07658315338676015,0.02964796740263432,0.11112539248269401,0.3654014512117341,1,0,0,0,0,1
16,0.05432498321946814,0.6735421206431402,0.07576574573962114,0.36648168539571657,0.32691511463024103,0.32333554491432526,0.13000450447530965,0.18926997512941326,0.20060082579665892,0.18742616633500742,0.3612493343860744,0.47024441233357145,0,0,1,1,1,0
17,0.32139377658180185,0.6389889970707929,0.5212089065742879,0.5772837651588629,0.3678995020537078,0.40924645185484343,0.17580367617035342,0.17155093460097842,0.21363558334312122,0.15482564199753626,0.237362516296065,0.320589714649184,0,1,1,0,0,0
18,0.2322410457112294,0.6986583600412681,0.5463254988874485,0.7643074870014805,0.7396389431373913,0.6730496019154214,0.17042512200970894,0.23712130473382864,0.25995789701936195,0.15443159922928712,0.8096435981711683,0.38603122283083086,0,0,0,0,1,1
19,0.00916982201272442,0.5446590867930965,0.04858691657074441,0.3226312795793803,0.3119840539936465,0.25402772168695553,0.192919467110849,0.17554906680187504,0.4541899693714369,0.12814602482706342,0.38267751234828595,0.5261943199475934,0,0,1,1,1,0
20,0.277947729590252,0.8658458655181962,0.28711311050024096,0.45514508025173006,0.5159496704174469,0.32052118790745976,0.03886017330887738,0.2054118076166924,0.24063118331059535,0.14299093464733567,0.3058886175428288,0.4280804544456756,1,0,0,0,0,1
21,0.2093861885995415,0.8963158355951828,0.28384258332031137,0.21616921046298798,0.2213259514658087,0.17305681359256908,0.0684710222890512,0.15039490323317634,0.11249446607818869,0.1505535550712278,0.37406584528378106,0.3952186151264107,0,1,0,0,0,0
22,0.24787913774581777,0.6943359860164535,0.1916735811392263,0.2098887195455441,0.2753415823626617,0.26874675474528353,0.28277483780648255,0.21621678494056917,0.1721108410657656,0.13520641839603273,0.24944455665522117,0.3455090821725311,0,1,0,0,0,0
23,0.3703505047796107,0.6086510574706463,0.5152114728156687,0.7244532600214395,0.5419920050124396,0.44605485201638495,0.19667276445158827,0.36228588949924156,0.21705080366097163,0.1180146245933226,0.879179596408439,0.39950259354836487,0,0,0,0,0,1
24,0.39743572260833865,0.7464178963221915,0.6114675335251045,0.761122576222736,0.5911197745867851,0.41003072174464894,0.08186106124142041,0.17640781349264406,0.13191604701800672,0.12302820682902177,0.32970382475532944,0.3822024765318875,0,0,0,0,0,1
25,0.3691717008262234,0.6716851178284375,0.6872068685472565,0.429709547804654,0.44262442245191824,0.40926267812842543,0.1871243299998056,0.2069048444536187,0.21824161328502634,0.11687197953188669,0.35228879381575806,0.37579833065710716,0,0,1,0,0,1
26,0.18744952582686736,0.5244338404627844,0.5209447993995964,0.4677680466123635,0.4082683267319114,0.37695075866843586,0.22603367986467132,0.2812961563820812,0.28777206566619384,0.19534887393790076,0.43170342079653334,0.4436430409765086,0,0,1,0,0,0
27,0.49385976475436794,0.4523193081135648,0.8122814238017788,0.18885408842639528,0.11187669691962143,0.05060253562568506,0.49941012437536864,0.1714848000833696,0.10571281430417145,0.06705123345652106,0.5090615302693671,0.5766658859806655,1,1,0,0,0,1
28,0.6129053274968901,0.33748597614337794,0.8789398738007884,0.2269217026055379,0.18624070701778173,0.27546262908902097,0.2768034104387165,0.10989452546479542,0.10556554422168213,0.05534445181464986,0.7014560878426763,0.42966307205414916,0,1,0,0,0,0
29,0.18586162538580073,0.5650835706181945,0.4156628759950788,0.5519284479803983,0.4673421979254071,0.4486474499509605,0.2000108561095592,0.4346570925261984,0.2253674975831444,0.17046337534350423,0.6446264299223297,0.4861010524569141,0,0,1,0,0,0
30,0.21489232428927063,0.5465468421932014,0.24100219869222927,0.5851011076999366,0.96317249313904,0.96562914671436,0.1978968313122606,0.18169156063433026,0.25578102836078465,0.28764253450835464,0.26631901727841945,0.5347581717082852,0,0,0,0,0,1
31,0.12780931861192046,0.6358783824046603,0.12147609499935072,0.27637076955611795,0.24911604456967407,0.18749819708071302,0.05296063931143101,0.21755951605565726,0.2413142273741654,0.24106810069806375,0.3200271754099263,0.5539889741785946,0,0,1,1,0,0
32,0.2159680965346497,0.8159256329576112,0.3260711196603582,0.4308799614966712,0.36440948113190264,0.2207854958749207,0.04283002573059998,0.17562021151021182,0.11426532105781481,0.09614959411225876,0.3071004939314371,0.36072079211685754,1,0,0,0,0,1
33,0.7516860078395008,0.7033264903378227,0.9553372758665467,0.3005028038882529,0.2424108075230561,0.31413164195465304,0.1033469223739557,0.16273700707238528,0.1018575907337303,0.060583878202091025,0.37773819797653363,0.3175098219517381,0,0,0,0,0,1
34,0.3914810959543387,0.6610815749716952,0.2816240830529029,0.4538525205825088,0.36607479820167743,0.3969343160445392,0.09785559429908418,0.1405067908125127,0.12099999096502564,0.06538188192930919,0.2682470024421145,0.4671280060011997,1,1,0,0,0,0
35,0.03601564263755112,0.4812766996587068,0.045481456374996974,0.2308030277617753,0.3235221914033731,0.30999935094905673,0.21552909761424838,0.22505275730836527,0.18784253846640345,0.11718863514324523,0.3463028589265713,0.5280787692009867,0,1,1,0,0,0
36,0.07406464633608639,0.6596484250399888,0.08746569357845413,0.3869639250060163,0.2635945933072208,0.3385810304044309,0.15639449157760338,0.284556788507825,0.22408633821523116,0.12051549322467547,0.35166449385799015,0.4987933215913551,0,0,1,1,1,0
37,0.17681604749155672,0.6179340618767255,0.22199528568693178,0.4347011252014499,0.4036699264622362,0.3802555097213407,0.11839154584518864,0.24471875795367787,0.16248678634996072,0.2414597744717142,0.3225610987679256,0.4619404771575886,0,1,1,0,0,0
38,0.22391820494521897,0.904198008326099,0.22264675005117074,0.24548059884344176,0.21664327772505587,0.21013745456643396,0.047014650886960344,0.13046336247928292,0.19682782049312894,0.0880563188982596,0.3663355428655368,0.42238756825241003,1,1,0,0,0,0
39,0.18820862708733907,0.6602535452519853,0.46325939066073013,0.4024163026595009,0.44040216766023854,0.5045577799573068,0.13727064443162595,0.24948745748853174,0.14325403637480688,0.09199121892668752,0.2658416114283615,0.3377655988841088,1,0,0,0,0,1
40,0.5095008871333093,0.6976621024626606,0.6106466003904385,0.4866386885532812,0.3439072112442795,0.4423318236889172,0.06479209740036683,0.12174563061266619,0.09091985074222314,0.09145582614738307,0.15864563632691284,0.3821571045594944,0,1,0,0,0,0
41,0.24193360212487747,0.9301572564767959,0.19281144288352212,0.22075241921957844,0.2704482249442146,0.13903933248716316,0.013322228775495645,0.23849008884070205,0.13158717395036185,0.10488881518683471,0.28594774242118215,0.41721883636879037,1,0,0,0,1,0
42,0.05047947623528199,0.6042275457637494,0.1283604886863089,0.37481495795990705,0.4220781837967763,0.38867874862978125,0.18440795315345676,0.3944823771551336,0.3096918170236988,0.18533671309896083,0.5081801656231064,0.44330966500792507,0,0,1,1,1,0
43,0.2802250333716672,0.7819423669442422,0.4162395099931552,0.7720573757939491,0.7672128564676226,0.4558753533721802,0.07556014284695801,0.34556387692566687,0.2149131287212801,0.15970656053570864,0.4793154734580709,0.36178660135407265,0,1,1,0,0,0
44,0.7231462247212461,0.6117137439052744,0.7165139613655223,0.3134265775061803,0.25649913344887343,0.3173264149310564,0.13802530607747698,0.1553559940919831,0.12113280508849758,0.09567737452225275,0.22573952002350303,0.40867680636624953,1,1,0,0,0,0
45,0.33250301898056184,0.6089808065075832,0.5848191195987332,0.5529347849866186,0.36402292238413314,0.22516298390353662,0.2355775774348472,0.2577763170288367,0.19611496101408551,0.17773697842635586,0.48550338774535895,0.4477664890389958,0,1,1,0,0,0
46,0.014353226028839795,0.36733523940163315,0.0220309401555151,0.47966360633263094,0.39104905815235913,0.23858932383315068,0.3547944306537647,0.3768044201906679,0.22878362139843333,0.26738447203007043,0.3819981271001267,0.5784351768469851,0,0,1,1,1,0
47,0.18139641298138914,0.5162063320881962,0.26180944227167385,0.5263944695218443,0.47255432890836535,0.3872959095367219,0.390242950010046,0.3964443678441952,0.4815045039347313,0.35235635996083264,0.2988560621362075,0.4801348541442328,0,1,1,0,0,0
48,0.4350074470712479,0.7202553679736126,0.5702470062351302,1.0000000000000002,0.7900784476093814,0.5261729792880633,0.10389718130027024,0.33958471531094253,0.20384438160117818,0.13572206955368143,0.7672646480968032,0.46619442365495883,0,0,0,0,0,1
49,0.1718402220636342,0.6438735872446872,0.41751602800416404,0.5708628975213483,0.5847662876803177,0.40616526279351517,0.16784096285590216,0.2691344194090782,0.14403917564893706,0.11177390315550081,0.5330787168799691,0.3441131378219034,1,0,0,0,0,1
50,0.3121966814698988,0.7613959243477049,0.5164703836816981,0.5989510030554726,0.43929012424840874,0.41075729821727347,0.07483788749829869,0.226544792107146,0.17113054634490113,0.1704349474083199,0.6179100640825544,0.39372846991881455,0,0,0,0,0,1
51,0.10430748298082854,0.6344670350278021,0.28226234205840733,0.5166082067512088,0.830821006811495,0.5820310246350889,0.13317764808057503,0.26573149786666084,0.19375412220706356,0.10551817808522063,0.36282844604395803,0.3873729368715982,0,0,1,0,1,1
52,0.4161177955456968,0.7013644473472973,0.5817576772654344,0.5930004885839089,0.5286291637506824,0.4480344573934113,0.10191934396691964,0.15976796804700766,0.195852946756896,0.11322688650936544,0.4830061879142873,0.3901062741227654,0,0,0,0,0,1
53,0.3195937520360126,0.6993994132238452,0.5541122587546027,0.7421370806017604,0.4729830243916737,0.4094880430392892,0.08088441645980647,0.2026521945637427,0.17777848049800782,0.1693278372658644,0.40331613448155557,0.34629704209309126,1,0,0,0,0,1
54,0.3204846732758477,0.5736308497972222,0.7711159188398652,0.11155938482181271,0.13756728137446372,0.07971607627069754,0.2878509601985858,0.06053011826054195,0.045933809777649284,0.0633413879149689,0.2789702723049521,0.46587811619027547,1,0,0,0,0,1
55,0.06434936233978947,0.5983293120511108,0.043861599036889166,0.1742640249104871,0.2443582575177432,0.2821622771591761,0.20697845305299728,0.3352228432631974,0.30490870158383104,0.4015051012350358,0.331209489359358,0.502475581236572,0,0,1,1,1,0
56,0.07292220651493733,0.49147335496452094,0.23868025644806662,0.43121723023969794,0.40239849626815083,0.3914173830265967,0.2985609983732039,0.3369834242849957,0.209438837740895,0.2316308158817398,0.5046730688015277,0.5359652822309529,0,0,1,1,1,0
57,0.23711383943114378,0.4904689652432688,0.1393649542984543,0.5285019433971896,0.6941898937787856,0.35854655858766504,0.26864058823910664,0.3381097151606368,0.3741870781796334,0.2144137528033103,0.2599658471199574,0.556571719692819,0,0,1,0,1,0
58,0.44726518997986336,0.8330718350951027,0.6051729791949574,0.24395286259124493,0.22643732068986988,0.2956138579588069,0.009993210880738346,0.12007823913840757,0.05845718777387267,0.07717631637133202,0.17149887075154693,0.49446073034183674,1,1,0,0,0,0
59,0.6756940624947916,0.5800181571115937,0.691148668129527,0.2927328612786315,0.2813433191289787,0.21788099290370977,0.3840707656311774,0.20582765344711149,0.28604909605081275,0.0775403518746644,0.9356787425864379,0.377786703332982,0,1,0,0,1,0
60,0.2852493443092406,0.7157076307773556,0.48729974623702293,0.37525978808584504,0.3743519186870925,0.3409013875266832,0.1888998710229372,0.26344384478028315,0.21195959559454652,0.09738068163871252,0.2750775784506344,0.37173192164562857,0,0,0,0,1,1
61,0.18228127353251788,0.7262863799463231,0.31765490436018934,0.5176491821688751,0.6521301035830882,0.5120885738187272,0.19952565282485696,0.533775699773339,0.31700382179416525,0.21407498657569732,0.40601531371072874,0.4522589624769468,0,1,1,0,0,0
62,0.06727667498496193,0.6195775024741108,0.033706678170001385,0.2842993196286763,0.2163208400965847,0.2376427912075233,0.1237679125807727,0.3110586933823397,0.16770177356547197,0.12481127009697085,0.3145186463707974,0.4697461848652928,0,0,1,1,0,0
63,0.1059635661698417,0.4280259340572028,0.13849340062197238,0.1694201165309085,0.14627676140714707,0.17599196619165747,0.32439481239994555,0.2802981263890754,0.18009685492541633,0.24510328816450297,0.35774223756449575,0.6179530845163177,0,0,1,1,1,0
64,0.01789418340553129,0.616156207243449,0.06186050299211419,0.3333327256419044,0.3022761165318901,0.25652656781861194,0.08278018484551918,0.30234897782088777,0.30998816418355457,0.20569585268012255,0.36189199610730616,0.5659652303772702,0,0,1,1,1,0
65,0.21088317871001272,0.6234655546506858,0.3412044607701805,0.4362926690536788,0.4938480366113269,0.4290749581722725,0.2161908342029023,0.23965545920402104,0.28499832852973866,0.10944360213525381,0.3260498338260406,0.43144251760000424,1,0,0,0,0,1
66,0.16075976793622943,0.5505185058823665,0.20138612248850585,0.4022248798594047,0.3553226025113494,0.35291784457393416,0.21691308955156163,0.450133571684807,0.1814611360576793,0.28167424744938246,0.420649639191348,0.47074415220092974,0,0,1,0,0,0
67,0.08857696544346816,0.34590755763480807,0.30192292032106627,0.2862463629667983,0.17819259052986036,0.22490156060693467,0.21345930741261643,0.189528500970975,0.17799531988326817,0.13697447803152343,0.32889590716292383,0.5418260447220729,0,0,1,1,1,0
68,0.3601882449912196,0.5151013655222858,0.6502120560523461,0.5606062815847621,0.29037706882211334,0.2625807707840535,0.16326981158978815,0.2987827240607396,0.23813843387753997,0.3124024763890205,0.6687354253502505,0.44142024644326955,0,1,1,0,0,0
69,0.5656152886933306,0.6264098810206773,0.6688228082956065,0.3607444706156887,0.26857955232466535,0.2020243177753418,0.08336925031272079,0.16945567283855364,0.05358643308246222,0.04140054960674689,0.2538881034134518,0.3820436746285117,1,0,0,0,0,1
70,0.2834144708033898,0.9003352172018184,0.2584706874049489,0.332776687984482,0.32949644768999087,0.2895560491547915,0.05370120421800366,0.23300994222248061,0.18694626900732736,0.18979437126883353,0.3579074934356695,0.4039473183867975,0,0,0,0,1,0
71,0.2999480295943429,0.6857882862093581,0.3601937666304987,0.26995719421574993,0.31463317223665455,0.2378591415219523,0.12653216973122217,0.18192202940781554,0.15624181205446283,0.1705502384787896,0.368410422136942,0.37675740773069283,1,0,0,0,0,1
72,0.2543958932773326,0.5584638195599061,0.45504125574157994,0.5529803618437845,0.5382235152296819,0.33316686378584204,0.2176124984607009,0.2721796133335204,0.45836322404025986,0.10656369436811017,0.8418134077596813,0.5068999967159336,0,0,0,0,0,1
73,0.17933274847687317,0.5786268596726343,0.08344026005753133,0.49033952935514225,0.5286383239105823,0.5594837160330007,0.31772908011484796,0.6669816406570966,0.5344051824613077,0.26081603967276284,0.3290611630340978,0.5101535992505415,1,1,1,0,0,0
74,0.11996678742588915,0.03692897110869353,0.08291424660127081,0.2531502723672985,0.21213464702239837,0.2718838343045058,0.7992966213194548,0.23919953184777842,0.6699153422900047,0.21962948924476453,0.33130129817667686,0.7766054764402794,1,0,1,0,0,0
75,0.19526023839719026,0.7424948852795366,0.35708830643475126,0.6483727238917532,0.6113618959332552,0.5260611982922748,0.1371872792321004,0.33879911740480145,0.22797228069858422,0.23034840013898103,0.5625309854758451,0.6222990713005423,0,0,1,0,1,1
76,0.15866428481600506,0.46897288467897313,0.08455171108435802,0.5086249644500513,0.5682889920526453,0.6178712571395605,0.5975143559896559,0.3580893537455184,0.3371626566438684,0.4295453109700243,0.3325866216191403,0.6065061679955615,0,1,1,0,0,0
77,0.1927677801666992,0.6554163692086232,0.29428362029311494,0.5904737076226383,0.4838854467043576,0.3543006836669935,0.16108060418300485,0.33962880498934844,0.16892601259475432,0.27994882971666823,0.21942307339196856,0.4797662608827918,0,1,1,0,0,0
78,0.5381876419526932,0.5064286223379206,0.6729384784345488,0.7242946525585026,0.7348078748062625,0.49754442393122955,0.1981302376677836,0.2527170264317623,0.2291405028866743,0.09824773366183392,0.9885055360716843,0.3309755751869758,0,0,0,0,0,1
79,0.34146071688856366,0.700296425946676,0.5278049832622078,0.7650841166475852,0.9178223735073519,0.6053698148041308,0.05214197522862642,0.528936857568294,0.3223977015025163,0.2653273950535393,0.4275720240171865,0.40756540909963007,0,0,0,0,0,1
80,0.4074343438016579,0.7727667862730367,0.6410013183349804,0.7468223815184023,0.5253333382187519,0.5786072809092483,0.1056267053813897,0.1981370106797226,0.22020310622419392,0.16636185602830159,0.5709223113787848,0.3548379918105751,0,0,0,0,0,1
81,0.37703544442272696,0.4613970693907785,0.9085000693281334,3.099226287273105e-05,0.024316560469879622,0.0951490653666417,0.15258116157131657,0.0,0.0,0.02916864082883224,0.359192816878133,0.36993238279771373,1,0,0,0,0,0
82,0.19194201133045755,0.6398940718315898,0.10536335645004744,0.3294605158571001,0.37925626829741943,0.4929217388795938,0.24195862039911592,0.6458857315780299,0.376559662453357,0.2963691209450709,0.3064027469198142,0.5079390148837355,0,0,1,0,1,0
83,0.7828091595188419,0.6759604282461094,0.749151005478023,0.4422814680852616,0.4031496293799305,0.3618729446720129,0.14642331697895533,0.32904026790491864,0.25802350900335197,0.19829985154300514,0.11329208057141807,0.3173231486938923,1,0,0,0,0,0
84,0.8192960207033126,0.5070851526470941,0.8627435013128327,0.6559512437012784,0.4027081096727624,0.42649317775341833,0.3264327634145867,0.27325780637817326,0.1895293681842412,0.271283837139518,0.7015478966599953,0.44964510475308145,0,0,1,0,0,0
85,0.2895175843306954,0.0,0.5940870805372821,0.17016757698842722,0.16717291817045954,0.13340520971557146,0.619592523219112,0.41899523631065594,0.29675011971341064,0.117844846647083,0.5054075393400782,0.7953175260262277,0,0,1,1,0,0
86,0.13076844987280128,0.7591939831491721,0.2779772031490379,0.5565134798112754,0.5138648180242633,0.5378018086886286,0.17600500029165667,0.34345458662920386,0.3177889610682954,0.18565573770491806,0.3631222342593783,0.5890759846582239,0,0,1,0,1,0
87,0.07778742437396874,0.5067127799659525,0.09386809167160032,0.30005068146516845,0.5897402545058825,0.6475292794092194,0.2618021303899774,0.35950523364523446,0.3913291350819021,0.20839492719289934,0.3172361873634344,0.4659757739594263,0,0,1,1,0,0
88,0.2924948976576953,0.6851789597166835,0.5492350795952997,0.5583894232522189,0.4128264222980277,0.36300698090347894,0.062374425598382285,0.17207399851297542,0.12298316784271918,0.072608105120187,0.434200620627605,0.5163961344807979,0,0,0,0,0,1
89,0.4996901472898873,0.5232188095524632,0.6812226401473719,0.34766573568339765,0.5506685084694838,0.35868358045347026,0.22324074314120723,0.1352050069842059,0.13051562598820035,0.21087763353232888,0.23677493986522466,0.4451830953537372,0,1,0,0,0,1
90,0.29931771796888135,0.5585045503778057,0.22578302275063222,0.20548417206904357,0.2277197430758351,0.18584131425604333,0.31202524774614204,0.6740309790113092,0.2353872841770494,0.23911052149467768,0.4261581682304768,0.7100789299474033,0,0,0,0,1,0
91,1.0,0.599749586090297,0.6039272736876625,0.25313204162443215,0.25345796036215607,0.35503266889747875,0.06815732933223585,0.09988015623778768,0.06212629087196539,0.010717331564484033,0.040487688437597535,0.45561389574989936,1,0,0,0,0,1
92,0.43934083949629615,0.5749222247018506,0.7261362660967822,0.4619797857523098,0.2554896838279208,0.2564941152714475,0.2542131426978891,0.33999054075990576,0.23855856018648192,0.305707697653116,0.333302730394227,0.4627113685742486,0,0,1,0,1,0
93,0.15134751837525057,0.547830856106643,0.3248474230842876,0.41317061787633746,0.38605493897501475,0.323838559395373,0.19253950327627667,0.32717547491597915,0.20481654484509537,0.12079108626298998,0.34870824994032423,0.4408451026789341,0,1,1,0,0,0
94,0.20338762195242055,0.9036949371569982,0.1706682571787631,0.24209879604174112,0.3077832046636205,0.2730034471816766,0.02672231367999431,0.2248974413957991,0.18063533939881282,0.11523500426419028,0.2612878940893484,0.42946581200274486,1,0,0,0,0,1
95,0.20741040408126776,0.7721723219720913,0.40903378591032236,0.7420586884074354,0.5316025516541416,0.5847227831304448,0.10949334374655682,0.20386466071990433,0.13995536722653393,0.21949682554723773,0.27087273461743266,0.29458638909966456,0,0,0,0,0,1
96,0.04983098254370135,0.3755240499939827,0.14355985658980414,0.3648245108691689,0.31557117261038903,0.2636877632262159,0.7270917454679793,0.43605994593002173,0.3664965079823999,0.12208534697874224,0.5348781696994179,0.5706411362178962,0,0,1,1,1,0
97,0.5696380708221778,0.5541103657945254,0.6659440400914691,0.29788851536122407,0.23443047621839286,0.28271577338025733,0.2516710307146885,0.163216983344122,0.10281529801863012,0.07996857133832402,0.6956537705881273,0.4418162789451579,1,0,0,0,0,1
98,0.12092134589714104,0.6158792236607962,0.3497527296576951,0.4095919230516806,0.39173240608088056,0.34462261293486407,0.09536679067476393,0.2516338231963815,0.263384862803914,0.11155358665782245,0.27964965755311144,0.41448269037647506,0,0,0,0,0,1
99,0.36284737216113555,0.8474161168317826,0.5762730516043412,0.5697672298750831,0.5138703141202032,0.4794124646627821,0.033497336202370845,0.20058498986939438,0.1451920383805712,0.10715120502858588,0.47294394153614516,0.37275776033573543,1,1,0,0,0,0
100,0.1059499296202524,0.5434684289424827,0.21351084269996767,0.6353523273366344,0.4580592918829991,0.4488710119425373,0.19480656681206293,0.3406518859359939,0.3150594953063308,0.30267222590732495,0.33853583298139944,0.43108537536016717,0,0,1,0,0,0
101,0.7560315216419616,0.4985697710965422,0.5864829947992897,0.5736923088141996,0.3532597345019254,0.1198238187272832,0.10672066095883752,0.3698462673077039,0.4314642982987144,0.432709498089011,1.0,0.4625998831563684,0,0,0,0,0,1
102,0.43718020397247837,0.8556081756075447,0.496347617863329,0.7747427642181564,0.691868709260189,0.4419694369122483,0.05963836192648954,0.20184655589468986,0.19096592911159102,0.13798288006570014,0.3970731349038762,0.3522867906200146,0,0,0,0,0,1
103,0.24735640334489412,0.6536952993645011,0.5628211928400546,0.7036665670052724,0.6023995954873387,0.5045181157329949,0.19397469716315274,0.3828216592549246,0.24617865758350582,0.1930225212419849,0.4683351389067406,0.3208509275759614,0,0,1,0,0,0
104,0.3949735678213793,0.6200931691170197,0.750823684251069,0.07696655023298904,0.09808699220653594,0.09971766283966998,0.07157271000900896,0.07452959319255367,0.0014022280246835522,0.017916706149909985,0.2487100861166706,0.38076245655093516,1,0,0,0,0,1
105,0.46556998504525055,0.6364640135161819,0.7624488017237395,0.5530605771123962,0.49258943064110117,0.3245254716436854,0.13656491629453438,0.31006968173264426,0.2280210695602678,0.20988660412520924,0.590440865940765,0.4119870158378433,0,1,1,0,0,0
106,0.48062473579185166,0.6875933648259125,0.6528311188680367,0.2842865581086699,0.31440416823916073,0.18666705128944783,0.16030941532558607,0.27524184190643775,0.15652641374761705,0.07510818408667363,0.36796973981381176,0.42163914676493525,1,0,0,0,0,1
107,0.590468657905941,0.7249711227147335,0.6578601596527872,0.2214634181913646,0.24033877935373238,0.1714918796515318,0.06025051688044021,0.1053903640003768,0.10677171330219279,0.016891721153542434,0.18115715833348636,0.40228346334203907,1,1,0,0,0,0
108,0.14095798276037097,0.49093719438741923,0.190425674738809,0.20342227505086385,0.21289310826209784,0.18158101598107657,0.2739774192921169,0.2617443880853657,0.20770502615625086,0.08953378186297736,0.4426286700574723,0.5188263437449767,0,0,0,0,0,1
