,attr1,attr2,attr3,attr4,attr6,attr7,attr8,attr9,attr13,attr14,attr21,attr23,attr27,attr31,attr34,attr35,attr36,attr38,attr39,attr43,attr44,attr45,attr49,attr50,attr51,attr52,attr53,attr55,attr56,attr58,attr63,attr64,attr65,attr66,attr71,attr76,attr81,attr82,attr85,attr86,attr91,attr94,attr96,attr98,attr101,attr103,attr107,attr108,attr113,attr114,attr117,attr118,attr119,attr123,attr124,attr125,attr126,attr135,attr136,attr138,attr140,attr141,attr144,attr147,attr148,attr149,attr153,attr155,attr156,attr158,attr159,attr161,attr163,attr164,attr166,attr167,attr169,attr170,attr171,attr173,attr175,attr178,attr179,attr181,attr182,attr185,attr193,attr195,attr196,attr197,attr200,attr204,attr208,attr209,attr210,attr211,attr214,attr218,attr221,attr222,attr223,attr224,attr226,attr229,attr230,attr231,attr232,attr235,attr237,attr238,attr239,attr241,attr246,attr247,attr248,attr249,attr250,attr254,attr256,attr257,attr258,attr260,attr262,attr263,attr264,attr265,attr266,attr267,attr268,attr271,attr273,attr275,attr278,attr279,attr282,attr286,attr290,attr291,attr293,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
59,0.169271,0.230505,0.35743,0.448275,0.495986,0.476083,0.540723,0.574377,0.635894,0.620138,0.573498,0.882737,0.933355,0.843688,0.924334,0.91784,0.897804,0.924955,0.930319,0.891477,0.910935,0.913649,0.873668,0.363224,0.338903,0.11356,0.042248,0.010829,0.00547,0.040255,0.019427,0.283577,0.209169,0.337538,0.44385,0.075288,0.164042,0.041282,0.001612,0.002685,0.004544,0.002637,0.003797,0.005488,0.119918,0.04439,0.142373,0.192771,0.358731,0.360117,0.28904,0.28834,0.334684,0.378018,0.36666,0.36452,0.359424,0.367641,0.366653,0.367641,0.371111,0.372997,0.370706,0.376955,0.098737,0.093638,0.014259,0.080325,0.079607,0.044339,0.030744,0.043576,0.060643,0.021122,0.032465,0.037677,0.357739,0.078569,0.061769,0.019903,0.005449,0.429118,0.068223,0.000337,0.00028,0.000247,0.000226,0.000296,0.000368,0.0,0.0,0.094304,0.178051,0.172325,0.161623,0.456455,0.402319,0.600119,0.541532,0.534991,0.589819,0.540917,0.598117,0.733002,0.582092,0.552704,0.570194,0.566805,0.570104,0.570183,0.569635,0.566011,0.337517,0.393563,0.256613,0.127396,0.115397,0.142846,0.08391,0.082831,0.078531,0.586941,0.478554,0.451309,0.481327,1.0,0.469184,0.146224,0.13818,0.170969,0.034168,0.103935,0.501805,0.055086,0.002033,0.001717,0.001221,0.001309,0.004032,0.006123,1,0,0,0,0,0
60,0.641679,0.737657,0.73356,0.730855,0.723161,0.718043,0.580061,0.676059,0.798852,0.786422,0.843716,0.561673,0.720711,0.748703,0.554635,0.727656,0.894697,0.831774,0.821909,0.723823,0.800361,0.80528,0.726978,0.414913,0.00535,0.005275,0.005074,0.004429,0.005738,0.48886,0.021853,0.549646,0.404983,0.40856,0.642187,0.311611,0.340673,0.814052,0.047058,0.36399,0.303073,0.082824,0.135634,0.139545,0.0,0.0,0.123134,0.004691,0.221481,0.226008,0.101447,0.119582,0.117263,0.241104,0.164726,0.273567,0.167682,0.359294,0.3493,0.355933,0.414458,0.355837,0.353429,0.356763,0.138933,0.005095,0.008088,0.029565,0.118956,0.004394,0.003717,0.023001,0.028708,0.033867,0.005633,0.0811,0.065671,0.063262,0.079248,0.029844,0.054224,0.092036,0.03751,0.117001,0.105528,0.001449,0.000263,0.000617,0.000671,0.463489,0.301205,0.553386,0.375302,0.372663,0.373088,0.642769,0.438909,0.545782,0.490439,0.416108,0.465322,0.416365,0.584261,0.509282,0.506766,0.47806,0.638106,0.566246,0.59087,0.532497,0.625928,0.561516,0.252728,0.012366,0.011033,0.01149,0.010561,0.113171,0.004852,0.00569,0.006963,0.110225,0.256371,0.005154,0.003653,0.052849,0.005215,0.064578,0.083307,0.063039,0.054143,0.250584,0.064161,0.046398,0.120471,0.326814,0.005074,0.004813,0.006445,0.008701,1,0,0,0,0,0
61,0.47639,0.488688,0.497756,0.53145,0.569382,0.596892,0.49563,0.479355,0.570581,0.587173,0.531879,0.405423,0.612413,0.500788,0.638643,0.662655,0.512594,0.590537,0.701446,0.549192,0.595821,0.665443,0.553514,0.000754,0.001166,0.001502,0.067036,0.223262,0.278893,0.104227,0.467231,0.332724,0.3944,0.304057,0.224486,0.13915,0.24177,0.126744,0.056246,0.129967,0.422771,0.23285,0.523327,0.620033,0.037949,0.087524,0.197661,0.294527,0.39358,0.474801,0.512174,0.466543,0.378402,0.238992,0.335754,0.411022,0.508361,0.317846,0.517805,0.484993,0.559918,0.468525,0.471852,0.505947,0.001447,0.010152,0.133303,0.031322,0.099288,0.053727,0.026566,0.090703,0.034339,0.020709,0.041498,0.024242,0.248333,0.253321,0.25072,0.087854,0.05288,0.111976,0.136271,0.038157,0.354497,0.192589,0.117017,0.340052,0.213889,0.099157,0.169977,0.166901,0.463332,0.517277,0.586789,0.454017,0.442208,0.404075,0.421285,0.56316,0.579386,0.605017,0.330482,0.575259,0.602254,0.615159,0.462292,0.598486,0.604312,0.598441,0.557557,0.605408,0.002996,0.004085,0.006182,0.095357,0.077135,0.185809,0.139058,0.036603,0.055896,0.29881,0.072934,0.058831,0.103579,0.064408,0.080973,0.194653,0.198145,0.071023,0.052691,0.025732,0.055203,0.035426,0.058813,0.115652,0.038777,0.252978,0.483538,0.080272,1,0,0,0,1,0
62,0.82107,0.808628,0.72682,0.772101,0.760467,0.653687,0.394995,0.517148,0.801718,0.756127,0.595293,0.433415,0.495733,0.478039,0.545587,0.576173,0.690903,0.791315,0.816386,0.73889,0.819506,0.902741,0.884128,0.020961,0.013077,0.001129,0.028828,0.043873,0.024932,0.318848,0.018392,0.105502,0.112624,0.169601,0.164613,0.179543,0.3875,0.231078,0.20065,0.25368,0.64109,0.027467,0.013664,0.017311,0.063916,0.131406,0.017298,0.095466,0.084369,0.019102,0.078464,0.030556,0.063004,0.465171,0.097579,0.10784,0.036927,0.264047,0.31356,0.452215,0.29738,0.280645,0.34465,0.332805,0.01965,0.021937,0.065749,0.063111,0.065912,0.005423,0.004452,0.026451,0.030189,0.045107,0.078795,0.056873,0.046775,0.024929,0.031416,0.085543,0.043726,0.10051,0.317364,0.049137,0.119498,0.024959,0.000264,0.000999,0.001363,0.498065,0.467861,0.650161,0.464976,0.461532,0.452004,0.729044,0.565866,0.657407,0.642624,0.632235,0.670335,0.753713,0.562735,0.497842,0.635691,0.606638,0.610026,0.542707,0.50766,0.528382,0.558374,0.502762,0.017238,0.011783,0.002119,0.00679,0.007655,0.369992,0.00416,0.004135,0.004335,0.106763,0.133734,0.119039,0.188781,0.304729,0.342506,0.110502,0.06179,0.09184,0.108926,0.022695,1.0,0.076133,0.062092,0.011388,0.001239,0.000866,0.00422,0.00442,1,0,0,0,0,0
63,0.613658,0.685286,0.654558,0.695763,0.704544,0.690371,0.305748,0.294475,0.739537,0.725685,0.73539,0.232122,0.371856,0.840785,0.641665,0.602541,0.830148,0.906009,0.912333,0.813258,0.881118,0.893604,0.894598,0.229356,0.056438,0.170933,0.084146,0.001783,0.001854,0.153711,0.000227,0.304342,0.227756,0.161655,0.554941,0.579102,0.281096,0.361082,0.123549,0.00619,0.07171,0.004284,0.001888,0.000878,0.144259,0.130768,0.113292,0.089431,0.166097,0.027071,0.220062,0.199417,0.187277,0.290048,0.245466,0.20692,0.200391,0.372003,0.376866,0.376104,0.38904,0.374801,0.366536,0.361015,0.013958,0.002457,0.00044,0.149236,0.060655,0.042053,0.014087,0.000837,0.091233,0.093925,0.063234,0.018426,0.086585,0.057262,0.055494,0.038725,0.008733,0.005974,0.031868,0.167187,0.169457,0.00029,0.000286,0.000429,0.000292,0.201613,0.255703,0.414766,0.273025,0.253914,0.241926,0.562355,0.48582,0.56184,0.561695,0.558519,0.434469,0.344639,0.621433,0.550143,0.450416,0.342693,0.654053,0.611704,0.615595,0.636071,0.658917,0.624799,0.025683,0.01333,0.097834,0.106983,0.005284,0.29085,0.126564,0.059569,0.003149,0.086361,0.178981,0.116891,0.07509,0.123205,0.002286,0.084201,0.087546,0.047096,0.12412,0.018214,0.078886,0.401936,0.002165,0.007225,0.002187,0.001895,0.001414,0.000947,1,0,0,0,0,0
64,0.70242,0.760019,0.806956,0.826791,0.837892,0.820799,0.665321,0.667206,0.657529,0.528577,0.73302,0.648541,0.846901,0.754878,0.687622,0.306467,0.737879,0.793724,0.842494,0.739531,0.756651,0.795387,0.348148,0.043979,0.030829,0.004934,0.000641,0.0,0.019136,0.057057,0.274001,0.003169,0.003182,0.003007,0.004473,0.036752,0.028844,0.026923,0.029553,0.031587,0.488248,0.049843,0.022401,0.178086,0.330542,0.330706,0.318909,0.320425,0.213299,0.222785,0.282675,0.354376,0.378519,0.279287,0.323141,0.367894,0.325919,0.351845,0.389945,0.412023,0.289211,0.364931,0.42939,0.208306,0.00124,0.000898,0.000114,0.005458,0.004585,0.005224,0.002708,0.017289,0.001863,0.000961,0.01253,0.011072,0.001096,0.003215,0.003531,0.002635,0.048165,0.004176,0.002746,0.041107,0.047418,0.033094,0.000251,0.010078,0.045677,0.375503,0.409185,0.405887,0.466217,0.457875,0.440877,0.315195,0.407687,0.394928,0.459686,0.475309,0.519279,0.521292,0.504294,0.543937,0.585357,0.33964,0.525262,0.616814,0.620985,0.368861,0.517657,0.669406,0.002948,0.001802,0.001848,0.001813,0.002684,0.019085,0.021844,0.020716,0.027136,0.005197,0.00908,0.004996,0.032227,0.05469,0.098909,0.010591,0.007957,0.003443,0.255313,0.010836,0.060074,0.173896,0.018792,0.046869,0.029253,0.002186,0.102074,0.138683,1,0,0,0,0,0
65,0.546905,0.607536,0.642618,0.65794,0.666442,0.643597,0.416566,0.485007,0.544999,0.517129,0.527351,0.697864,0.590971,0.665057,0.607476,0.681809,0.848435,0.87664,0.856452,0.760072,0.820995,0.891263,0.837724,0.005833,0.002649,0.000975,0.000594,0.000721,0.001872,0.089059,0.113049,0.021774,0.132273,0.037289,0.011604,0.17555,0.032117,0.311729,0.022531,0.03587,0.055017,0.01451,0.011695,0.013883,0.304047,0.307476,0.213402,0.086523,0.158669,0.169198,0.126043,0.1262,0.093272,0.329184,0.390871,0.448052,0.287147,0.307497,0.280837,0.316241,0.32262,0.346461,0.306687,0.310569,0.000752,0.000964,0.000537,0.060704,0.481986,0.087144,0.089667,0.084862,0.239319,1.0,0.034411,0.023543,0.001986,0.015958,0.808438,0.241032,0.008839,0.70432,0.1654,0.33072,0.000906,0.035373,0.000246,0.000975,0.001046,0.287887,0.343577,0.245113,0.306909,0.305254,0.286523,0.410259,0.415794,0.571625,0.531971,0.539576,0.560297,0.496321,0.578458,0.592324,0.605844,0.540369,0.493827,0.527118,0.533626,0.527163,0.553386,0.4913,0.004344,0.003295,0.005472,0.004253,0.003438,0.098134,0.053926,0.049581,0.049949,0.046188,0.276839,0.009697,0.007047,0.017381,0.014975,0.011311,0.607225,0.098866,0.024003,0.151336,0.050258,0.085093,0.010562,0.033416,0.003761,0.002948,0.011578,0.003218,1,0,0,0,0,0
66,0.716098,0.718348,0.714864,0.706978,0.68349,0.673106,0.74038,0.721549,0.689776,0.650518,0.569598,0.75364,0.654684,0.781891,0.777468,0.764766,0.680962,0.802772,0.613176,0.801615,0.83969,0.864733,0.857772,0.00699,0.005556,0.004905,0.005569,0.005267,0.00845,0.03495,0.068666,0.024855,0.044024,0.005859,0.052868,0.099048,0.451904,0.278874,0.317892,0.034547,0.001888,0.023561,0.055595,0.0201,0.205521,0.194547,0.238464,0.234774,0.219726,0.229369,0.204273,0.229973,0.212455,0.222565,0.202435,0.216591,0.176029,0.281509,0.278333,0.32727,0.270919,0.370123,0.367805,0.350892,0.001694,0.001625,0.000679,0.000461,0.0031,0.000902,0.000991,0.003811,0.013461,0.000931,0.000721,0.021152,0.007689,0.001528,0.084645,0.021841,0.000316,0.005938,0.225682,0.001556,0.002299,0.000874,0.005834,0.001566,0.0018,0.2569,0.258655,0.289866,0.30645,0.311583,0.31278,0.315508,0.320473,0.329308,0.3872,0.336677,0.377594,0.340099,0.376331,0.453022,0.382414,0.374564,0.489265,0.485999,0.44601,0.421073,0.508756,0.495974,0.007037,0.006375,0.007706,0.008309,0.009298,0.040878,0.025501,0.009034,0.008803,0.007847,0.006534,0.003279,0.002548,0.053299,0.091518,0.025204,0.013935,0.021637,0.003566,0.043727,0.152852,0.004379,0.019665,0.009093,0.007509,0.027935,0.004946,0.004211,1,0,0,0,0,0
67,0.548535,0.362974,0.513159,0.389486,0.456441,0.649873,0.586509,0.690097,0.596131,0.624777,0.761884,0.842207,0.814268,0.798009,0.827624,0.871002,0.731286,0.866076,0.471866,0.781695,0.859331,0.871241,0.440244,0.343139,0.526919,0.359247,0.433453,0.338954,0.046562,0.131793,0.062142,0.372691,0.110951,0.079058,0.137356,0.113244,0.826798,0.578975,0.233153,0.425947,0.087988,0.012937,0.404141,0.512102,0.240638,0.261214,0.236598,0.209719,0.285809,0.343176,0.281989,0.300693,0.260309,0.343519,0.343964,0.352956,0.345055,0.343251,0.370604,0.306927,0.331056,0.293786,0.324108,0.24952,0.007771,0.011343,0.014597,0.01506,0.011551,0.021314,0.01733,0.013808,0.005374,0.018346,0.030201,0.034607,0.028562,0.005588,0.020417,0.001924,0.005367,0.135324,0.004597,0.003193,0.003697,0.036076,0.015222,0.018358,0.018052,0.465088,0.541767,0.429605,0.377606,0.403784,0.367139,0.508465,0.525139,0.513184,0.562097,0.550624,0.566179,0.551373,0.54047,0.561795,0.564949,0.541163,0.501957,0.552413,0.59559,0.582316,0.600767,0.518787,0.44585,0.396202,0.468582,0.396654,0.022852,0.060137,0.170434,0.081576,0.086681,0.072855,0.059099,0.072638,0.077021,0.0934,0.042153,0.015841,0.026432,0.010614,0.021459,0.229456,0.017661,0.037663,0.235935,0.133248,0.001986,0.048347,0.19246,0.271321,1,0,0,0,0,0
68,0.868278,0.858523,0.865529,0.851478,0.827374,0.812337,0.936359,0.950383,0.88512,0.854695,0.773982,0.751093,0.773038,0.740277,0.744633,0.735202,0.585983,0.763432,0.811253,0.520043,0.542737,0.586489,0.761423,0.024341,0.018059,0.010006,0.008198,0.012618,0.005615,0.003511,0.005823,0.365776,0.098138,0.068862,0.059711,0.008142,0.242148,0.452732,0.043755,0.063696,0.00474,0.084872,0.154506,0.006282,0.31356,0.313443,0.342133,0.337593,0.341193,0.329815,0.333155,0.33072,0.327798,0.346749,0.335466,0.322469,0.308573,0.288827,0.453196,0.442195,0.426125,0.145075,0.322092,0.447709,0.001478,0.001553,0.001482,0.001148,0.000611,0.000568,0.000597,0.000928,0.001588,0.002126,0.002013,0.00261,0.004193,0.004136,0.013554,0.004582,0.001983,0.008211,0.01038,0.011254,0.009274,0.008323,0.111737,0.020159,0.00121,0.390141,0.346674,0.478988,0.437847,0.438775,0.431965,0.422985,0.42984,0.557289,0.518328,0.515007,0.495035,0.488471,0.782832,0.679896,0.682703,0.654176,0.960178,0.772432,0.707305,0.702228,0.923309,0.906703,0.036854,0.028406,0.018938,0.013828,0.012794,0.005519,0.011502,0.013063,0.015094,0.139187,0.026577,0.034266,0.032548,0.021876,0.031752,0.102467,0.128844,0.046473,0.020102,0.114065,0.216207,0.120852,0.110039,0.033916,0.076051,0.068471,0.024508,0.016007,1,0,0,0,0,0
69,0.688561,0.746849,0.766918,0.710977,0.7269,0.645856,0.453322,0.49385,0.518654,0.504049,0.525373,0.508433,0.800882,0.565782,0.923747,0.557712,0.412721,0.541327,0.614048,0.308178,0.313586,0.368572,0.413089,0.065645,0.032237,0.057823,0.161571,0.117352,0.176966,0.028616,0.06659,0.094763,0.194991,0.122873,0.006071,0.253084,0.002969,0.015948,0.08913,0.061511,0.20513,0.312214,0.723648,0.267962,0.22668,0.241296,0.175357,0.218333,0.235233,0.201331,0.200226,0.246365,0.196811,0.087661,0.137305,0.294136,0.20072,0.07022,0.0,0.200679,0.242051,0.25238,0.276433,0.302325,0.00068,0.00167,0.001749,0.009445,0.007247,0.008107,0.009478,0.006757,0.056675,0.023505,0.047497,0.008475,0.003628,0.013428,0.012436,0.018585,0.008816,0.003907,0.001422,0.007298,0.009548,0.008774,0.263053,0.05662,0.038721,0.125324,0.20102,0.0,0.308195,0.588634,0.738918,0.424864,0.138978,0.0,0.054292,0.163368,0.625101,0.893127,0.005737,0.188149,0.505166,0.910203,0.427033,0.214707,0.561818,0.883331,0.745885,0.448325,0.060764,0.034953,0.019257,0.023272,0.036346,0.042638,0.284381,1.0,0.423019,0.733705,0.663745,0.390313,0.582596,0.234502,0.09644,0.005372,0.006294,0.096542,0.093553,0.003145,0.060302,0.101793,1.0,0.109873,0.814302,0.492178,0.269828,0.237678,1,0,0,0,1,0
70,0.541862,0.529372,0.614524,0.513868,0.811255,0.676142,0.692995,0.717609,0.756816,0.771667,0.729238,0.573307,0.851955,0.683247,0.591343,0.601381,0.817134,0.687677,0.658703,0.852169,0.797819,0.751059,0.680661,0.054845,0.048246,0.235921,0.010326,0.250022,0.248514,0.07993,0.096967,0.075093,0.063955,0.082318,0.055142,0.037169,0.287811,0.3883,0.017484,0.013641,0.008604,0.011633,0.004399,0.005438,0.146742,0.08963,0.118731,0.227346,0.185027,0.282449,0.187359,0.163045,0.122929,0.320171,0.330727,0.243745,0.238045,0.367222,0.267922,0.088416,0.049054,0.356468,0.331043,0.172119,0.003587,0.007825,0.043628,0.022055,0.03696,0.004785,0.008333,0.046552,0.081631,0.020168,0.086623,0.030532,0.006245,0.001256,0.000699,0.037375,0.013372,0.002976,0.002153,0.049512,0.028272,0.009221,0.01853,0.015128,0.021264,0.0,0.0,0.167215,0.116199,0.307826,0.333635,0.41698,0.519469,0.671363,0.670938,0.567845,0.487621,0.488381,0.711476,0.649457,0.49357,0.361894,0.799718,0.683116,0.523953,0.466765,0.757224,0.786713,0.20615,0.160036,0.783314,0.023195,0.080842,0.325158,0.08678,0.118232,0.314654,0.160178,0.126016,0.500065,0.429121,0.170731,0.111127,0.044718,0.04098,0.15547,0.013624,0.056126,0.146534,0.164052,0.01919,0.033917,0.025634,0.018656,0.016342,0.014355,1,0,0,0,0,0
71,0.687298,0.695593,0.695287,0.692734,0.704526,0.698493,0.4976,0.503987,0.548616,0.55841,0.540394,0.539508,0.625406,0.814197,0.782322,0.791536,0.81055,0.785457,0.827707,0.661419,0.736683,0.791189,0.82356,0.011274,0.015826,0.030619,0.027707,0.004216,0.003628,0.078964,0.051613,0.011285,0.011578,0.011917,0.191787,0.091103,0.064598,0.003827,0.011354,0.003498,0.20309,0.015737,0.003278,0.003679,0.174842,0.179877,0.083587,0.085343,0.030576,0.039287,0.072881,0.083855,0.095521,0.15642,0.161262,0.17869,0.17192,0.374527,0.40882,0.379609,0.370933,0.373278,0.362579,0.363525,0.000653,0.001256,0.00023,0.040268,0.047225,0.047298,0.045372,0.014879,0.003548,0.003775,0.003431,0.003596,0.088543,0.056058,0.038368,0.045157,0.027956,0.031218,0.001305,0.002679,0.011448,0.043308,0.000827,0.005687,0.000227,0.23043,0.233092,0.244017,0.22447,0.218845,0.181092,0.207316,0.265756,0.357756,0.365987,0.376733,0.367631,0.365383,0.617977,0.620874,0.576255,0.609568,0.617675,0.618134,0.59058,0.611055,0.685856,0.631587,0.006366,0.012518,0.00466,0.003805,0.006454,0.141613,0.080317,0.066526,0.034344,0.019071,0.017925,0.019761,0.013044,0.01477,0.012825,0.259643,0.167247,0.127485,0.1023,0.00238,0.001678,0.224332,0.00163,0.148069,0.016743,0.006331,0.005801,0.000989,1,0,0,0,0,0
72,0.300559,0.320625,0.495129,0.467845,0.447207,0.434239,0.247113,0.432942,0.579755,0.56439,0.609947,0.721653,0.4989,0.764973,0.630123,0.655106,0.617566,0.69497,0.598352,0.676969,0.677292,0.724211,0.669117,0.321818,0.271404,0.053415,0.008945,0.009615,0.010668,0.177775,0.013899,0.27573,0.125981,0.252979,0.193344,0.116325,0.209515,0.11103,0.187359,0.254696,0.117287,0.197778,0.097161,0.142612,0.138272,0.137709,0.293834,0.145274,0.347277,0.365123,0.47107,0.187936,0.199335,0.464609,0.496893,0.269739,0.052257,0.378841,0.415967,0.392846,0.404204,0.326001,0.508059,0.391262,0.016178,0.010475,0.000962,0.019154,0.020819,0.008417,0.415201,0.004231,0.01298,0.026682,0.208944,0.020126,0.085592,0.019326,0.042063,0.446584,0.025592,0.202259,0.011812,0.06451,0.014255,0.033979,0.214879,0.001808,0.001658,0.608886,0.109915,0.576344,0.529791,0.215278,0.200394,0.6371,0.543847,0.800691,0.571178,0.544261,0.4132,0.312925,0.631732,0.65185,0.578916,0.501599,0.730207,0.638755,0.636138,0.647455,0.727288,0.640812,0.15096,0.118272,0.724808,0.011729,0.897655,0.115044,0.046804,0.887594,0.024456,0.228399,0.421583,0.666688,0.80216,0.025651,0.059327,0.198045,0.049907,0.148859,0.026005,0.014954,0.031987,0.050936,0.015308,0.017306,0.029133,0.066279,0.010731,0.012682,1,0,0,0,0,0
73,0.45612,0.45628,0.462798,0.465978,0.476634,0.481626,0.532081,0.533039,0.574255,0.587423,0.70905,0.760336,0.788098,0.820907,0.900385,0.904006,0.855097,0.850185,0.796935,0.82767,0.849613,0.863139,0.87996,0.140006,0.147217,0.143396,0.137015,0.116885,0.106409,0.004157,0.010179,0.011012,0.01696,0.025452,0.040241,0.032355,0.040732,0.03176,0.013587,0.008454,0.016284,0.050278,0.188268,0.022401,0.087558,0.065117,0.0,0.0,0.04834,0.073025,0.360988,0.172476,0.200274,0.353429,0.591495,0.346893,0.343909,0.323203,0.332977,0.322613,0.327462,0.324252,0.338868,0.32548,0.035529,0.035038,0.052536,0.001488,0.001793,0.012456,0.04141,0.024712,0.049094,0.082861,0.525062,0.071493,0.002044,0.004613,0.004783,0.74964,0.001906,0.000287,0.000568,0.000124,0.00049,0.001518,0.00128,0.00026,0.000371,0.133588,0.151257,0.24556,0.277778,0.268854,0.278896,0.307647,0.366926,0.453514,0.479927,0.48657,0.479692,0.476997,0.467548,0.566716,0.570909,0.586576,0.565016,0.576803,0.581443,0.585905,0.571021,0.602545,0.078206,0.094757,0.091443,0.077789,0.076543,0.003855,0.005941,0.028325,0.008098,0.014041,0.042097,0.050937,0.150826,0.021663,0.026157,0.028206,0.028343,0.076478,0.055214,0.057784,0.017829,0.005143,0.001798,0.002183,0.005257,0.012822,0.002396,0.001915,1,0,0,0,0,0
74,0.523764,0.497543,0.552324,0.589525,0.61693,0.521621,0.549493,0.609152,0.566367,0.557836,0.528653,0.659392,0.552024,0.707213,0.53965,0.498905,0.271635,0.661396,0.766505,0.272,0.460315,0.547637,0.576591,0.058016,0.016099,0.05316,0.076313,0.070833,0.050513,0.034355,0.030179,0.094702,0.020442,0.011645,0.194092,0.000799,0.064114,0.176831,0.218325,0.28508,0.169252,0.31566,0.208973,0.102372,0.220617,0.280254,0.230919,0.209218,0.240336,0.204479,0.205137,0.196324,0.187462,0.260082,0.218683,0.200425,0.179115,0.319554,0.408354,0.389636,0.198957,0.265453,0.439842,0.323176,0.009303,0.00207,0.009679,0.006035,0.006814,0.003924,0.000628,0.00419,0.00503,0.001978,0.004992,0.005508,0.011818,0.023058,0.031737,0.002306,0.001652,0.015115,0.008306,0.008987,0.004608,0.021013,0.015575,0.009236,0.016649,0.28253,0.296777,0.337393,0.295815,0.302659,0.309525,0.487442,0.402755,0.622271,0.570697,0.584686,0.581499,0.589126,0.68589,0.59011,0.579017,0.598486,0.632403,0.690799,0.6423,0.525385,0.627919,0.609713,0.030089,0.004687,0.01897,0.018061,0.012928,0.01114,0.00682,0.004813,0.006177,0.171983,0.127231,0.125576,0.098321,0.06517,0.033571,0.037591,0.053787,0.001998,0.00388,0.118204,0.031996,0.017492,0.070112,0.083313,0.142031,0.022382,0.04512,0.04562,1,0,0,0,0,0
75,0.498404,0.518045,0.537276,0.567511,0.596719,0.553734,0.473513,0.628181,0.60717,0.623539,0.671985,0.812491,0.645197,0.584787,0.623087,0.646419,0.526965,0.563288,0.567777,0.479082,0.493829,0.510366,0.578768,0.014891,0.025251,0.023072,0.023974,0.049946,0.1753,0.400035,0.070624,0.041464,0.034701,0.023074,0.024566,0.002452,0.003003,0.004572,0.001737,0.003077,0.008802,0.007273,0.036486,0.012582,0.267881,0.304376,0.338855,0.350508,0.380953,0.373155,0.382016,0.418676,0.417551,0.423244,0.435213,0.434986,0.433903,0.453066,0.455336,0.454588,0.445569,0.460885,0.451893,0.444108,0.003517,0.00548,0.016118,0.020329,0.008873,0.001161,0.001268,0.001642,0.000523,0.000479,0.005567,0.001225,0.000295,0.002049,0.008555,0.000448,0.000334,5.6e-05,0.000107,0.000319,7.4e-05,0.000236,0.000949,0.000491,0.000614,0.15554,0.205135,0.308463,0.389627,0.47296,0.5225,0.395464,0.400217,0.415895,0.523126,0.541342,0.543568,0.543489,0.541007,0.546732,0.552268,0.543478,0.564591,0.548812,0.54955,0.548276,0.539855,0.555444,0.029012,0.023945,0.033543,0.04503,0.104334,0.129337,0.013148,0.011055,0.021013,0.006802,0.00499,0.006497,0.050797,0.013774,0.001642,0.004681,0.020412,0.000673,3e-06,0.008026,0.000823,0.002421,0.001377,0.001304,0.001725,0.001748,0.000721,0.001884,1,0,0,0,0,0
76,0.193563,0.265884,0.374081,0.442123,0.510564,0.509948,0.468079,0.468015,0.621126,0.630523,0.722376,0.663277,0.796671,0.435904,0.774476,0.815991,0.667836,0.704131,0.747979,0.749876,0.819635,0.81664,0.72115,0.034188,0.025638,0.03867,0.016423,0.008984,0.010973,0.054899,0.007732,0.124421,0.044289,0.051356,0.423366,0.005026,0.367678,0.135198,0.493861,0.386935,0.052093,0.045506,0.020014,0.004074,0.111166,0.014328,0.144904,0.167812,0.25238,0.245069,0.081097,0.062106,0.05832,0.213395,0.115919,0.078772,0.069191,0.441337,0.454678,0.371708,0.306543,0.335652,0.327161,0.255014,0.009175,0.005586,0.000652,0.005854,0.004791,0.028773,0.001281,0.002766,0.011986,0.010958,0.002258,0.000584,0.03322,0.009516,0.005515,0.008019,0.000616,0.083727,0.0492,0.097723,0.016602,0.11514,0.000972,0.008872,0.000636,0.0,0.0,0.1511,0.0,0.0,0.0,0.403337,0.164419,0.585626,0.293076,0.18646,0.199342,0.216105,0.659051,0.57716,0.404097,0.336274,0.609053,0.592089,0.603339,0.532653,0.602333,0.601147,0.013828,0.008388,0.022833,0.008783,0.002119,0.073447,0.165831,0.005057,0.006036,0.207009,0.130591,0.075618,0.01911,0.015895,0.016836,0.095052,0.083764,0.046614,0.01871,0.058887,0.205746,0.206351,0.022581,0.037509,0.005271,0.012897,0.043995,0.006311,1,0,0,0,0,0
