,attr2,attr3,attr4,attr7,attr8,attr14,attr21,attr23,attr27,attr28,attr30,attr33,attr35,attr41,attr43,attr44,attr46,attr49,attr51,attr58,attr60,attr64,attr65,attr66,attr70,attr72,attr74,attr76,attr77,attr78,attr81,attr83,attr85,attr88,attr90,attr91,attr92,attr94,attr95,attr96,attr97,attr99,attr102,attr103,attr105,attr107,attr108,attr110,attr114,attr116,attr117,attr118,attr121,attr123,attr124,attr125,attr128,attr140,attr141,attr142,attr143,attr144,attr146,attr147,attr150,attr151,attr159,attr160,attr162,attr165,attr166,attr167,attr168,attr170,attr171,attr174,attr177,attr178,attr182,attr186,attr187,attr189,attr190,attr191,attr192,attr193,attr195,attr197,attr199,attr201,attr202,attr210,attr211,attr212,attr216,attr218,attr220,attr222,attr223,attr224,attr227,attr232,attr234,attr236,attr237,attr238,attr239,attr241,attr247,attr248,attr249,attr250,attr251,attr252,attr253,attr255,attr257,attr260,attr261,attr263,attr268,attr270,attr271,attr272,attr274,attr276,attr280,attr282,attr285,attr286,attr287,Beach,Sunset,FallFoliage,Field,Mountain,Urban
304,0.161869,0.0,0.196573,0.131634,0.059597,0.171519,0.160462,0.173427,0.33363,0.274981,0.220162,0.320528,0.258157,0.408999,0.0,0.0,0.0,0.0,0.012541,0.105252,0.040072,0.065819,0.200844,0.236483,0.077669,0.238646,0.07252,0.000875,0.124952,0.069569,0.142964,0.0,0.112863,0.208855,0.366335,0.218528,0.0,0.001081,0.01455,0.038472,0.102904,0.85131,1.0,1.0,1.0,1.0,0.662016,1.0,0.749444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.308752,0.306413,0.313176,0.409307,0.760912,0.498944,1.0,0.094625,0.357449,0.0648,0.665816,0.324955,0.461284,0.075863,0.685854,1.0,1.0,0.009138,1.0,1.0,0.887183,1.0,0.894231,1.0,0.001304,0.002082,0.013726,0.227441,1.0,0.491613,0.512066,0.45641,0.464115,0.454699,0.45679,0.48771,0.423835,0.453916,0.504529,0.384617,0.384528,0.411836,0.493615,0.494498,0.505904,0.416812,0.531971,0.459843,0.519928,0.517657,0.010975,0.051256,0.013191,0.007525,0.005869,0.010898,0.036157,0.073268,0.019725,0.016143,0.073994,0.016299,0.057921,0.029552,0.02762,0.007034,0.025125,0.071467,0.068354,0.068932,0.047848,1.0,0.059122,0,1,0,0,0,0
305,0.717319,0.824007,0.9137,0.704579,0.551505,0.660919,0.439987,0.0,0.0,0.0,0.0,0.026157,0.0,0.0,0.0,0.0,0.0,0.051927,0.00693,0.015298,0.062867,0.084019,0.642636,0.618489,0.475717,0.067767,0.317458,0.00466,0.148146,0.33086,0.240395,0.002931,0.171371,0.061861,0.109759,0.094247,0.013202,0.069035,0.075509,0.09146,0.1539,0.70439,0.471488,0.748498,0.722243,0.733196,0.823532,0.847524,0.681255,0.875274,0.84454,0.676571,0.546454,0.642819,0.629835,0.530878,0.526975,0.332874,0.3488,0.357764,0.377366,0.393217,0.359719,0.350926,0.059262,0.048378,0.118887,0.11057,0.010637,0.147583,0.091406,0.085877,0.048141,0.045001,0.087591,0.043273,0.010128,0.010156,0.013948,0.030987,0.032754,0.00964,0.008799,0.010915,0.013253,0.087023,0.006533,0.753332,1.0,0.957897,0.797359,0.715837,0.574767,0.571591,0.5382,0.483875,0.411646,0.401503,0.412182,0.440542,0.28366,0.38001,0.272399,0.332103,0.464204,0.482846,0.336599,0.310532,0.036794,0.138335,0.339893,0.111465,0.0417,0.006395,0.02098,0.189042,0.28466,0.008365,0.079564,0.16808,0.22664,0.071551,0.021586,0.021407,0.139953,0.193341,0.042416,0.086142,0.22495,0.046462,0.046308,0,1,0,0,0,0
306,0.860962,0.878125,0.838714,0.903699,0.901361,0.941875,0.946948,0.897402,0.95792,0.950011,0.908604,0.575822,0.952558,0.676275,0.470254,0.105662,0.087322,0.438508,0.004432,0.001039,1.0,0.000924,9.2e-05,0.894808,0.0,0.242311,0.192236,0.0,4.2e-05,0.0,1.0,0.0,0.018832,0.187838,0.76151,0.027321,1.0,0.192984,0.265394,0.239312,0.320475,0.56546,0.508361,0.493443,0.423834,0.415837,0.434842,0.367929,0.362387,0.686461,0.489822,0.347867,0.392305,0.810021,0.638539,0.349609,0.381927,0.362627,0.480748,0.612538,0.578368,0.612455,0.626982,0.531344,0.013373,0.043091,0.005267,0.001152,0.002237,0.184551,0.199116,0.000302,0.000277,0.058515,0.098163,0.000272,0.050368,0.117714,0.000117,0.084637,0.131273,0.011315,0.093239,0.226623,0.198946,0.112113,0.082277,1.0,1.0,1.0,1.0,0.905316,1.0,1.0,0.919731,1.0,0.654668,0.783403,0.805254,0.797974,0.64533,1.0,0.650832,0.700069,0.811102,0.732969,0.858416,0.525496,0.001587,0.007264,0.205505,0.003406,0.013763,0.033423,0.001852,0.259256,0.052063,0.003723,0.01436,0.38722,0.139314,0.148435,0.083427,0.017568,0.019611,0.236175,0.00358,0.490547,0.452156,0.206976,0.054708,0,1,0,0,0,0
307,0.34711,0.715461,0.74938,0.884206,0.158439,0.936602,0.951116,0.454817,0.945283,0.856052,0.428296,0.499036,0.297224,0.363945,0.369525,0.250524,0.798636,0.665075,0.685062,0.683173,0.005287,0.078452,0.756638,0.006869,0.000455,0.962696,0.034182,0.084217,0.345528,0.516737,0.417875,0.239005,0.141296,0.342657,0.363936,0.357325,0.044523,0.544006,0.185799,0.17092,0.232236,0.696166,0.632901,0.579465,0.516413,0.676516,0.639671,0.511187,0.698299,0.413546,0.33666,0.333615,0.675706,0.355185,0.451626,0.371468,0.558121,0.634547,0.516934,0.530048,0.470501,0.36749,0.39845,0.407071,0.048227,0.024924,0.013737,0.012428,0.045492,0.02911,0.002997,0.000576,0.001991,0.204612,0.142099,0.049041,0.139423,0.136892,0.073316,0.096473,0.072344,0.199965,0.011528,0.034266,0.043151,0.005421,0.046656,0.609792,0.963902,1.0,1.0,1.0,0.471775,0.699644,1.0,0.4809,1.0,1.0,1.0,1.0,0.719158,0.579509,0.696916,0.675758,0.626554,0.63266,0.615696,0.570976,0.418236,0.141922,0.05051,0.007696,0.005536,0.002164,0.140201,0.155894,0.006045,0.030043,0.417647,0.005456,0.558294,0.019374,0.367611,0.060572,0.341386,0.422777,0.040827,0.279918,0.134124,0.183474,0.123663,0,1,0,0,0,0
308,0.659567,0.481907,0.269389,0.591863,0.674674,0.658832,0.718322,0.676767,0.292805,0.721021,0.722225,0.459459,0.723241,0.667919,0.137877,0.800756,0.587941,0.72399,0.00665,0.66829,0.27517,0.042082,0.641148,0.86455,0.007793,0.396489,1.0,0.63597,0.142727,0.007684,0.492562,0.700351,0.608941,1.0,0.612511,0.253383,0.730956,1.0,1.0,0.929598,0.784001,0.446594,0.377611,0.469542,0.424096,0.492135,0.312469,0.364248,0.473958,0.383755,0.329426,0.429492,0.475991,0.361009,0.393696,0.421525,0.451503,0.585098,0.435853,0.633544,0.449121,0.377357,0.608344,0.633166,0.041268,0.042577,0.069389,0.024825,0.002864,0.032286,0.038708,0.057008,0.00214,0.021659,0.030484,0.035638,0.014873,0.032208,0.009298,0.043444,0.033974,0.023649,0.142353,0.028345,0.060541,0.031218,0.088216,0.494388,0.528157,0.539429,0.519916,0.519667,0.589704,0.577934,0.550369,0.656579,0.562305,0.600893,0.557521,0.62185,0.581107,0.753671,0.652056,0.658591,0.789677,0.720565,0.58228,0.864628,0.004116,0.013798,0.028561,0.010343,0.005024,0.003604,0.009613,0.029392,0.032436,0.007306,0.026702,0.038909,0.044994,0.040883,0.045481,0.044487,0.015716,0.058555,0.018658,0.182683,0.143267,0.130471,0.040608,0,1,0,0,0,0
309,0.83702,0.797507,0.843281,0.681684,0.616519,0.565138,0.080389,0.544305,0.154857,0.182831,0.564742,0.537801,0.490009,0.623772,0.733135,0.699001,0.710899,0.51067,0.041561,0.011864,0.024636,0.003077,0.003218,0.001349,0.603519,0.018424,0.496572,0.362289,0.315395,0.011091,0.038476,0.029066,0.030335,0.030423,0.018161,0.005281,0.034757,0.036671,0.072299,0.032716,0.020483,0.613108,0.569172,0.615483,0.606071,0.508548,0.490901,0.491859,0.424539,0.365418,0.323762,0.334749,0.423646,0.37167,0.343834,0.350842,0.503014,0.45992,0.770748,0.741343,0.659441,0.688497,0.473217,0.388519,0.030848,0.06349,0.052972,0.0412,0.003299,0.009058,0.00863,0.011341,0.014242,0.001116,0.002084,0.006286,0.026146,0.027487,0.0107,0.01895,0.015883,0.010957,0.022492,0.043824,0.063075,0.036591,0.035784,0.967273,0.793431,0.882637,0.733009,0.395591,0.42859,0.430283,0.452472,0.464952,0.425642,0.428578,0.421699,0.380115,0.48771,0.69712,0.659266,0.656508,0.606991,0.500521,0.890689,0.703941,0.405531,0.340327,0.507277,0.259057,0.259886,0.081521,0.049924,0.047077,0.094438,0.005335,0.005123,0.024866,0.003658,0.015856,0.017326,0.014734,0.027116,0.025617,0.02125,0.105468,0.028368,0.048994,0.005869,0,1,0,0,0,0
310,0.864801,0.891879,0.908399,0.918998,0.662618,0.808217,0.610245,0.127299,0.311726,0.412255,0.001768,0.300115,0.59654,0.653898,0.537386,0.562314,0.545796,0.488339,0.009548,0.837783,1.0,0.034733,0.043025,0.043865,0.092385,0.848877,0.326101,0.402541,0.264174,0.030251,0.438742,0.639904,0.30979,0.016726,0.036185,0.08275,0.016366,0.037949,0.015033,0.013732,0.020219,0.68882,0.477497,0.453724,0.455809,0.651255,0.612661,0.534877,0.695576,0.740857,0.748676,0.725645,0.490898,0.434732,0.440501,0.537709,0.39775,0.763642,0.688491,0.699369,0.672346,0.616776,0.604458,0.583299,0.041926,0.034976,0.178679,0.15436,0.064034,0.094956,0.08924,0.113205,0.105031,0.312907,0.199932,0.036389,0.039944,0.050879,0.120023,0.03359,0.0796,0.087852,0.015006,0.052611,0.071823,0.020527,0.009181,1.0,1.0,1.0,1.0,1.0,0.695205,0.731168,0.752169,0.636093,0.542047,0.525206,0.612364,0.657575,0.488694,0.588612,0.819221,0.885691,0.873926,0.841441,0.814088,0.788726,0.030693,0.031172,0.04385,0.026852,0.027467,0.028333,0.814922,1.0,0.912367,0.062379,0.090638,0.082869,0.320721,0.098259,0.063353,0.090023,0.077338,0.095307,0.312742,0.139128,0.036056,0.060455,0.065584,0,1,0,0,0,0
311,0.535604,0.602318,0.623996,0.452833,0.435008,0.44872,0.005475,0.258384,0.0,0.0,0.482226,0.341105,0.297693,0.304162,0.509758,0.574503,0.228923,0.520526,0.015921,0.006529,0.029977,0.21059,0.003163,0.002752,0.310466,0.424399,0.413032,0.0,0.0,0.494125,0.753836,0.925762,0.00505,0.874118,0.924116,0.003488,0.007667,0.862017,0.845759,0.742185,0.444509,0.536701,0.666475,0.674232,0.506804,0.464246,0.562387,0.794403,0.456289,0.779849,0.70987,0.430034,0.405542,0.465946,0.364801,0.302695,0.464431,0.433546,0.456941,0.467195,0.401481,0.39393,0.461804,0.487812,0.080196,0.211573,0.133852,0.023602,0.014283,0.321516,0.325965,0.09619,0.038399,0.014109,0.022447,0.000418,0.032076,0.033158,0.021348,0.038437,0.036484,0.001035,0.00113,0.001361,0.043131,0.035847,0.025166,0.747708,0.800792,0.803811,0.759058,0.695775,0.651615,0.681428,0.588198,0.455784,0.623021,0.517613,0.538658,0.522813,0.748591,0.796039,0.699119,0.517411,0.627606,0.799204,0.823604,0.661098,0.053928,0.069411,0.154393,0.15034,0.111126,0.071248,0.003656,0.028052,0.049254,0.033986,0.003019,0.608777,0.218458,0.1385,0.0254,0.016136,0.146264,0.072616,0.181442,0.012784,0.376332,0.473522,0.00522,0,1,0,0,0,0
312,0.303344,0.362367,0.372524,0.214545,0.286217,0.268293,0.27403,0.401811,0.329861,0.24143,0.344852,0.336098,0.154716,0.019031,0.0,0.0,0.0,0.0,0.007786,0.022622,0.340481,0.00955,0.170402,0.120262,0.007268,0.030756,0.289501,0.015349,0.013149,0.026536,0.27269,0.189797,0.103452,0.626668,0.090926,0.048559,0.000289,0.003472,0.000213,0.000585,0.0,0.895336,1.0,0.970809,0.846166,1.0,1.0,1.0,1.0,0.720604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70799,0.313786,0.3212,0.323457,0.305844,0.305995,0.303519,0.045966,0.040793,0.103176,0.031884,0.032151,0.439902,0.282669,0.047051,0.024783,0.043594,0.316063,0.048725,0.154916,0.393399,0.026499,1.0,1.0,0.534509,0.006757,0.020811,0.020233,0.001117,0.002051,0.706209,0.834977,0.850387,0.810409,0.751465,0.725297,0.654489,0.745158,0.676832,0.64268,0.602981,0.685107,0.683843,0.89779,0.513688,0.721876,0.510993,0.499586,0.497137,0.516316,0.512994,0.012747,0.007834,0.008974,0.005441,0.011425,0.036992,0.027014,0.1834,0.133392,0.010413,0.099382,0.066369,0.026325,0.083017,0.032812,0.039812,0.031989,0.223168,0.06012,0.052663,0.038362,0.044405,0.033206,0,1,0,0,0,0
313,0.927024,0.853687,0.893927,0.759953,0.977649,0.758646,0.515198,0.867936,0.293674,0.055207,0.627223,0.014888,0.0,0.0,0.539382,0.741338,0.0,0.0,0.032971,0.0,0.002234,0.083279,0.004964,0.016049,0.050753,0.049016,0.102963,0.324934,0.280127,0.160476,0.11397,0.001857,0.097728,0.420387,0.020496,0.000343,0.188404,0.641068,0.070495,0.080913,0.137243,0.505487,0.508525,0.581886,0.613573,0.341406,0.326632,0.556914,0.347881,0.549671,0.606818,0.470501,0.536612,0.490096,0.454925,0.38725,0.495679,0.345631,0.493374,0.557846,0.540432,0.421728,0.338107,0.336941,0.083333,0.05866,0.044971,0.005129,0.07075,0.069667,0.029563,0.018545,0.009122,0.046294,0.079627,0.00448,0.026761,0.007018,0.000884,0.029478,0.011362,0.001188,0.043433,0.043104,0.024481,0.027382,0.014052,0.866434,0.957282,1.0,0.899401,0.905327,0.930488,0.814211,0.790884,0.906412,0.941693,0.839159,0.701232,0.592425,0.815463,0.853753,0.834664,0.632358,0.5503,0.50378,0.837504,0.729178,0.249609,0.128197,0.054836,0.052203,0.016462,0.023977,0.352526,0.278302,0.045439,0.342771,0.566351,0.047268,0.086527,0.044444,0.043085,0.137922,0.097232,0.021835,0.002432,0.182438,0.096341,0.02654,0.004014,0,1,0,0,0,0
314,0.694676,0.743336,0.699538,0.365649,0.569649,0.418975,0.523396,0.539154,0.541821,0.567212,0.178365,0.315809,0.513085,0.0,0.0,0.0,0.0,0.0,0.006735,0.044797,0.031709,0.007382,0.006723,0.007528,0.074864,0.010907,0.281937,0.021104,0.018722,0.32865,0.248872,0.329777,0.004179,0.0,0.043543,0.234271,0.054333,0.154662,0.085395,0.215989,0.016608,0.755473,0.723498,0.7312,0.795171,0.741516,0.734499,0.729218,0.744671,0.763025,0.736728,0.784019,0.795775,1.0,0.863134,0.847531,0.6038,0.485261,0.314883,0.336619,0.349986,0.342407,0.310624,0.308635,0.002173,0.001711,0.001134,0.001842,0.00063,0.008605,0.002647,0.00521,0.013803,0.003212,0.272616,0.006135,0.317094,1.0,0.030113,0.001945,0.003531,0.461134,0.012607,0.060328,0.089443,0.069542,0.026444,0.28101,0.351673,0.254954,0.194344,0.047661,0.123244,0.221808,0.160952,0.037887,0.307636,0.273573,0.218521,0.268418,0.443662,0.526414,0.525743,0.538345,0.514258,0.35202,0.519301,0.520721,0.00668,0.016676,0.01761,0.009315,0.023511,0.105713,0.083534,0.027996,0.02417,0.009841,0.011656,0.019421,0.025842,0.079864,0.060232,0.050338,0.970155,0.189623,0.017033,0.05111,0.018316,0.084543,0.642578,0,1,0,0,0,0
315,0.808118,0.594189,0.720461,0.7075,0.734589,0.560858,0.641052,0.372828,0.117525,0.537274,0.206567,0.13245,0.437183,0.204181,0.0,0.0,0.0,0.0,0.026328,0.002215,0.895321,0.179306,0.496654,0.482597,0.007342,0.431778,0.738186,0.68514,0.044078,0.449053,0.557863,0.580457,0.217451,0.507429,0.415005,0.254374,0.025898,0.06191,0.041872,0.032793,0.037394,0.78596,0.642936,0.69238,0.807222,0.778985,0.717318,0.722119,0.869396,0.820027,0.657291,0.792085,0.869294,0.943292,0.803251,0.573196,0.836866,0.610967,0.350974,0.380357,0.412428,0.361749,0.351735,0.32904,0.034113,0.026377,0.075511,0.129128,0.030292,0.20114,0.106738,0.151083,0.000644,0.120345,0.336749,0.383986,0.178247,0.133714,0.029001,0.14257,0.125301,0.060319,0.023877,0.02755,0.018791,0.025473,0.015115,1.0,0.966866,1.0,1.0,0.877818,0.87973,0.883398,0.793847,0.700628,0.721216,0.642669,0.565463,0.789352,0.741702,0.601908,0.692241,0.568628,0.622607,0.61885,0.542606,0.532463,0.036941,0.78855,0.549335,0.014311,0.103597,0.009986,0.014942,0.869801,0.932384,0.160507,0.45553,0.399338,0.195315,0.427237,0.330011,0.263783,0.15205,0.095128,0.047152,0.086045,0.122049,0.121814,0.060877,0,1,0,0,0,0
316,0.495687,0.570202,0.584429,0.395138,0.536672,0.509558,0.596717,0.663245,0.642892,0.546971,0.433743,0.616301,0.420704,0.123641,0.0,0.0,0.0,0.0,0.02452,0.015605,0.021954,0.01451,0.047066,0.040437,0.012496,0.11212,0.078095,0.040204,0.12276,0.270955,0.072423,0.058712,0.048263,0.134465,0.164478,0.068952,0.005076,0.016309,0.020018,0.006572,0.003993,0.371132,0.362195,0.340014,0.308951,0.405988,0.419849,0.36797,0.438971,0.411358,0.42035,0.392195,0.56808,0.542572,0.588018,0.503759,0.515528,0.361406,0.321454,0.331324,0.360652,0.390864,0.308909,0.307421,0.009223,0.001115,0.001384,0.001107,0.009586,0.003808,0.007491,0.003084,0.001879,0.037495,0.033592,0.008789,0.005357,0.018905,0.011286,0.025116,0.001855,0.006319,0.006675,0.012184,0.020884,0.030557,0.003136,0.24385,0.295044,0.267803,0.244845,0.253668,0.361223,0.404578,0.358405,0.491647,0.578502,0.572799,0.476427,0.439479,0.542986,0.275306,0.365506,0.309391,0.255289,0.268373,0.514359,0.432144,0.036233,0.024777,0.002332,0.003213,0.008147,0.012271,0.025636,0.02463,0.002222,0.0177,0.034657,0.086826,0.011331,0.364218,0.056062,0.00736,0.196306,0.042804,0.095316,0.099201,0.127428,0.071611,0.144216,0,1,0,0,0,0
317,0.605646,0.681876,0.660257,0.520783,0.659566,0.646215,0.649168,0.934992,0.718814,0.627418,0.82322,0.756317,0.563896,0.270865,0.546243,0.763299,0.788231,0.539205,0.026327,0.065789,0.024472,0.032706,0.001823,8.9e-05,0.005072,0.002442,0.001805,0.010074,0.003858,0.40724,0.041026,0.076517,0.204361,0.157986,0.43514,0.263308,0.300821,0.027185,0.298432,1.0,0.472428,0.967812,0.940315,0.97489,0.950576,0.630206,0.357757,0.596193,0.318621,0.294856,0.488436,0.882421,0.359787,0.346248,0.611063,0.942579,0.659486,0.536763,0.755247,0.667058,0.449582,0.565192,0.75989,0.718999,0.065068,0.032938,0.122067,0.040037,0.163791,0.003781,0.067177,0.044979,0.001662,0.013413,0.003394,0.016602,0.153526,0.169638,0.083169,0.063614,0.143356,0.136253,0.084487,0.040773,0.042881,0.062231,0.136009,0.855218,1.0,0.950327,0.922806,0.944254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.936572,1.0,0.679393,0.998893,0.712281,0.741345,0.780406,0.920133,1.0,0.056443,0.128892,0.112224,0.067269,0.061857,0.023529,0.106875,0.631134,0.032181,0.056259,0.01973,0.148879,0.004422,0.003911,0.018621,0.056548,0.374748,0.036212,0.089146,0.129126,0.428358,0.259239,0.140521,0,1,0,0,0,0
318,0.524866,0.65568,0.715928,0.419654,0.470753,0.391569,0.429242,0.082785,0.0603,0.019559,0.166524,0.284936,0.178709,0.160372,0.0,0.0,0.219416,0.0,0.040177,0.064351,0.028041,0.068469,0.412366,0.676898,0.021998,0.210794,0.159022,0.348009,0.224614,0.204192,0.271179,0.360562,0.227772,0.163303,0.316783,0.246726,0.0,0.235258,0.254518,0.184134,0.001725,0.75784,0.703848,0.779746,0.655117,0.674335,0.739335,0.919808,0.775981,0.463697,0.911982,0.796811,0.728813,0.893957,0.960658,0.63454,0.69845,0.517188,0.308759,0.348909,0.830569,0.985082,0.351735,0.30668,0.011928,0.010677,0.229922,0.00772,0.007891,0.196029,0.12968,0.008856,0.006721,0.074269,0.05109,0.233425,0.128626,0.080862,0.144838,0.24891,0.076799,0.232298,0.001093,0.037548,0.208803,0.052909,0.056596,0.626174,0.913625,0.948213,0.82356,0.755166,0.712963,0.739745,0.861625,0.530383,0.745292,0.758063,0.544619,0.543579,0.775351,0.565553,0.757168,0.681238,0.610742,0.561494,0.520453,0.57886,0.037196,0.106075,0.124766,0.100286,0.027012,0.029514,0.017043,0.45019,0.694403,0.133769,0.302441,0.443213,0.133696,0.218007,0.36139,0.277266,0.085395,0.335247,0.161129,0.261095,0.53353,0.189643,0.076817,0,1,0,0,0,0
319,0.323425,0.462726,0.804415,0.725339,0.102679,0.515934,0.541724,0.102679,0.845219,0.704153,0.102679,0.810116,0.110822,0.508759,0.105953,0.120528,0.45754,0.436136,0.753455,0.151998,0.4504,0.0,0.0,0.341322,0.009012,0.0,0.820415,0.124621,0.286844,0.0,0.780758,0.599465,0.0,0.13089,0.28069,0.392987,0.001644,0.158216,0.325824,0.443674,0.316452,0.299092,0.432784,0.39156,0.406711,0.294491,0.328857,0.34444,0.293333,0.396337,0.416952,0.388557,0.293333,0.484689,0.440081,0.555348,0.293333,0.346183,0.29326,0.289538,0.30104,0.364623,0.399055,0.345473,0.016628,0.007636,0.000844,0.001191,0.0,0.014511,0.009484,0.005874,0.002063,0.0,0.04305,0.029052,0.0,0.0,0.020971,0.006348,0.027363,0.008714,3.9e-05,0.000986,0.003113,0.024198,0.025764,0.518753,0.663151,0.609257,0.588115,0.552867,0.5,0.5,0.585153,0.5,0.529694,0.892654,0.860057,0.764871,0.5,0.4992,0.494649,0.603488,0.584281,0.580208,0.500585,0.59275,0.094123,0.079603,0.028721,0.027599,0.0321,0.046349,0.0,0.064706,0.00505,0.0,0.0,0.020868,0.0,0.26412,0.115378,0.168589,0.0,0.0,0.021807,0.004364,0.049315,0.009694,0.010621,0,1,0,0,0,0
320,1.0,1.0,1.0,0.102679,0.747429,0.145077,0.168652,0.631351,0.408892,0.176069,0.662029,0.596031,0.144545,0.253348,0.392597,0.389318,0.418267,0.154015,0.0017,0.179907,0.393439,0.305995,0.39875,0.366873,0.114011,0.029352,0.014011,0.060837,0.063005,0.036548,0.03233,0.092222,0.032293,0.061338,0.093134,0.052568,0.044124,0.07613,0.100446,0.120607,0.105767,0.481297,0.374813,0.476784,0.293333,0.47356,0.478183,0.502476,0.430835,0.502952,0.416681,0.330154,0.426593,0.550718,0.447788,0.347451,0.426982,0.32159,0.340337,0.366227,0.38907,0.425648,0.349158,0.335458,0.000363,0.113404,0.103572,0.000876,0.032157,0.023492,0.027081,0.006605,0.001431,0.002884,0.004664,0.001234,0.00226,0.005584,0.003273,0.009621,0.013013,0.005225,0.001717,0.001854,0.003112,0.007607,0.006559,0.727293,0.732262,0.64527,0.500358,0.487291,0.57635,0.612076,0.564274,0.531008,0.646154,0.595222,0.540289,0.537709,0.644541,0.533218,0.611049,0.658803,0.606319,0.540528,0.544458,0.606068,0.019407,0.031288,0.104963,0.289675,0.00021,0.0,0.116515,0.084482,0.184889,0.10842,0.071559,0.05603,0.009151,0.007209,0.038338,0.014778,0.011027,0.013098,0.012387,0.00604,0.015482,0.027407,0.013375,0,1,0,0,0,0
321,0.820811,0.832805,0.837692,0.82107,0.762787,0.802283,0.763724,0.68694,0.46867,0.718392,0.433256,0.284304,0.781546,0.555333,0.0,0.0,0.198188,0.752832,0.000564,0.001782,0.000705,0.004198,0.004025,0.002833,0.003419,0.034533,0.000144,1.0,0.00162,0.00931,0.002427,1.0,0.830089,0.007989,1.0,0.031015,0.002536,0.048627,0.868666,0.561028,1.0,0.517558,0.517147,0.522764,0.525624,0.516749,0.52024,0.544472,0.494931,0.515,0.513388,0.527428,0.486996,0.495144,0.483957,0.515905,0.508861,0.501152,0.374451,0.385418,0.39607,0.457833,0.488546,0.574705,0.000267,0.00024,0.022765,0.022559,0.000121,0.00043,0.025388,0.022899,0.000283,0.000513,0.000945,0.026406,0.017259,0.020237,0.003902,0.00244,0.069687,0.05768,0.001209,0.000716,0.005437,0.024357,0.096148,0.241434,0.246768,0.267903,0.296073,0.294865,0.147544,0.145554,0.276335,0.081477,0.124597,0.217402,0.238594,0.188887,0.27411,0.247126,0.258242,0.334944,0.497428,0.556003,0.270106,0.272421,0.003162,0.003017,0.001462,0.007846,0.006985,0.005278,0.004994,0.007146,0.052851,0.01408,0.003989,0.009324,0.013523,0.003412,0.120189,0.092978,0.006756,0.168252,0.190669,0.135966,0.097246,0.116337,0.092476,0,1,0,0,0,0
322,0.328672,0.324416,0.340501,0.300575,0.333873,0.201809,0.238047,0.452473,0.158746,0.303587,0.074894,0.587228,0.321686,0.22216,0.0,0.0,0.0,0.0,0.016686,0.001098,0.001637,0.002663,0.001464,0.001628,0.012639,0.021411,0.009636,0.356077,0.014876,0.379854,0.386425,0.424607,0.339846,0.948862,0.884515,0.56046,0.223086,0.337745,0.009646,0.065768,0.001475,0.479403,0.48869,0.488032,0.463374,0.505364,0.525206,0.529225,0.576241,0.618532,0.604774,0.569664,0.642442,0.693985,0.687229,0.515405,0.467181,0.546139,0.420823,0.353169,0.391283,0.348957,0.303333,0.299657,0.002106,0.001139,0.002846,0.003208,0.002725,0.004663,0.004239,0.023642,0.002482,0.009113,0.003712,0.105246,0.139391,0.072365,0.094434,0.33879,0.333834,0.31584,0.168704,0.068929,0.098473,0.03559,0.019784,0.639079,0.680522,0.710055,0.731057,0.643273,0.70036,0.727534,0.685565,0.763688,0.858092,0.87358,0.626308,0.758577,0.883924,0.549841,0.856727,1.0,0.638811,0.584396,0.490484,0.466329,0.013209,0.008835,0.005968,0.008767,0.017806,0.069061,0.003185,0.004578,0.003627,0.007762,0.008837,0.014422,0.023168,0.004619,0.008938,0.167033,0.182194,0.329178,0.303099,0.06842,0.567144,0.436703,0.258613,0,1,0,0,0,0
323,0.249628,0.271614,0.297181,0.465703,0.407955,0.493114,0.633316,0.532629,0.570094,0.580211,0.163238,0.087589,0.05335,0.124227,0.041976,0.050046,0.082332,0.097726,0.148868,0.024102,0.03224,0.021737,0.04714,0.090966,0.072245,0.149245,0.199117,0.241877,0.488,0.128422,0.158234,0.195509,0.042807,0.041928,0.047892,0.042331,0.021271,0.023507,0.022329,0.018176,0.02364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.818141,0.871467,0.927052,0.973529,1.0,1.0,0.219175,0.229511,0.137497,0.138132,0.132778,0.89839,0.857124,0.478055,0.340677,0.468911,0.611901,0.630862,0.742258,1.0,1.0,0.298086,0.408932,0.352873,0.055898,0.068651,0.070965,0.070483,0.069504,0.447227,0.434191,0.50206,0.537854,0.561701,0.802785,0.812151,0.819089,0.577389,0.709458,0.72195,0.734252,0.799517,0.465828,0.461613,0.445119,0.442574,0.449275,0.444219,0.455942,0.466799,0.087098,0.069119,0.056291,0.094099,0.106314,0.07703,0.036626,0.081622,0.035718,0.177988,0.357216,0.854674,0.254443,0.414475,0.512919,0.419661,0.050304,0.043285,0.065231,0.03604,0.029028,0.027149,0.029339,0,1,0,0,0,0
