,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_11,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
10,0.6455731816891255,0.31036279733872074,0.4749835483239098,0.495439914437627,0.2249511774543717,0.6687342277293384,0.1547824944459043,0.49707129872752986,0.5656239733420942,0.5743398161959792,0.550781762203725,0.1232136918780778,0,1,1,0,0,0
11,0.5996215282118751,0.3424227926125869,0.25563813795638274,0.37569864850342616,0.3754661514329936,0.5661444890717363,0.13535032607916675,0.35564899652962667,0.29252123715210965,0.5235752768554545,0.2890605741139941,0.11160866812137558,0,0,1,0,0,0
12,0.6043988815967041,0.2238388521485604,0.589480611232038,0.34739346921647996,0.17511712217062952,0.10090951633138778,0.024596282936384703,0.31945796074254973,0.11892218519735298,0.42059170237368876,0.09167151826034964,0.029182250121858433,1,0,0,0,0,0
13,0.5707035588639771,0.6204661565548482,0.09748195817862887,0.3928827662438016,0.31177740035526186,0.29582750770131805,0.14907192852535772,0.38640495033142985,0.2986342516543859,0.45525437688293685,0.4703475839063459,0.1492139560945166,0,0,1,0,1,0
14,0.6045707548988566,0.39524782248374984,0.22137023204016187,0.39425422054827475,0.1652227658491487,0.42001036412233683,0.1084696973316452,0.3653440076384936,0.2443093818932745,0.5004893691308114,0.5991403500490404,0.15687623282023716,0,0,0,0,1,0
15,0.5524991733490057,0.16335798467001938,0.8487150085504699,0.2567618326314012,0.1717436920232271,0.024965763944912255,0.04206242086906668,0.11112539248269401,0.06479678040080725,0.3654014512117341,0.09516204322901095,0.005033778705066105,1,0,0,0,0,1
16,0.6735421206431402,0.6837245429462453,0.07576574573962114,0.2191635152216076,0.26958744948944074,0.23851979662204253,0.1317879410429756,0.3612493343860744,0.2674414511662834,0.47024441233357145,0.2088230820470054,0.12277181266143398,0,0,1,1,1,0
17,0.6389889970707929,0.26900762837943537,0.5212089065742879,0.37783463740897494,0.3478138926111752,0.18187814548241973,0.13416903561787824,0.237362516296065,0.31623410146900083,0.320589714649184,0.22828977388950955,0.14870146731232659,0,1,1,0,0,0
18,0.6986583600412681,0.4227003364874176,0.5463254988874485,0.6116215400203672,0.45130210767968254,0.24954997889853203,0.1445934163063472,0.8096435981711683,0.3201002018116112,0.38603122283083086,0.49590368144173635,0.13616029738015734,0,0,0,0,1,1
19,0.5446590867930965,0.5565804757419531,0.04858691657074441,0.18045063532108918,0.15778122305670678,0.3026503156607343,0.12287152719715248,0.38267751234828595,0.3114938752522645,0.5261943199475934,0.2571344651970272,0.1423648282365375,0,0,1,1,1,0
20,0.8658458655181962,0.27802863637725206,0.28711311050024096,0.4727095945510279,0.29032015124601357,0.33202226707281013,0.09431630873605505,0.3058886175428288,0.27485685455484116,0.4280804544456756,0.34458378571166326,0.13124723825489598,1,0,0,0,0,1
21,0.8963158355951828,0.3168797864586281,0.28384258332031137,0.20032444105561054,0.09272388253503266,0.32867187073843657,0.04240163875683811,0.37406584528378106,0.38628150373116815,0.3952186151264107,0.23749468947177949,0.028965865969378224,0,1,0,0,0,0
22,0.6943359860164535,0.28944532828324854,0.1916735811392263,0.24331748655411867,0.1343256256037894,0.15389286196194843,0.07781228350971071,0.24944455665522117,0.23485239592622142,0.3455090821725311,0.23136856901588698,0.15561209382416852,0,1,0,0,0,0
23,0.6086510574706463,0.2724037882292641,0.5152114728156687,0.6507663256794585,0.3514509125660921,0.32767349856596145,0.0711103413678603,0.879179596408439,0.31533650912845546,0.39950259354836487,0.5384324894182808,0.12504270739851586,0,0,0,0,0,1
24,0.7464178963221915,0.1688975460714845,0.6114675335251045,0.5435513502172322,0.3725017399524239,0.17827510572266067,0.12320955065574161,0.32970382475532944,0.2851644999296006,0.3822024765318875,0.455478104888833,0.12459399499810948,0,0,0,0,0,1
25,0.6716851178284375,0.1654311598664701,0.6872068685472565,0.30109153434009006,0.40136547311124265,0.4368183292805117,0.138010319868135,0.35228879381575806,0.4606056694982869,0.37579833065710716,0.34738197514935043,0.06633427023875142,0,0,1,0,0,1
26,0.5244338404627844,0.40613498770206724,0.5209447993995964,0.34665042755599684,0.25650794145449635,0.5095624101034402,0.14111464131291657,0.43170342079653334,0.5614821420190548,0.4436430409765086,0.3551812398050971,0.15231166606686497,0,0,1,0,0,0
27,0.4523193081135648,0.5415816572754172,0.8122814238017788,0.36842482332291104,0.07126143953795167,0.34267779063324494,0.07693019755858675,0.5090615302693671,0.2130227155394941,0.5766658859806655,0.2321422015220892,0.030273281795942908,1,1,0,0,0,1
28,0.33748597614337794,0.3917917538949002,0.8789398738007884,0.32571425647218966,0.11144654970031259,0.05585860006832855,0.029925825947779552,0.7014560878426763,0.09797249730135635,0.42966307205414916,0.20531157721376908,0.09443459959820878,0,1,0,0,0,0
29,0.5650835706181945,0.5209079002985453,0.4156628759950788,0.6922978512176776,0.3646031350306958,0.31696773341525103,0.12548732710637583,0.6446264299223297,0.4457455296381471,0.4861010524569141,0.39125611694176515,0.13421739546367706,0,0,1,0,0,0
30,0.5465468421932014,0.26795581397670887,0.24100219869222927,0.23557900446746127,0.35360767448866165,0.12379886712391297,0.19868791954325027,0.26631901727841945,0.2851586333129957,0.5347581717082852,0.20631336574722414,0.4423142626766948,0,0,0,0,0,1
31,0.6358783824046603,0.4638687898767545,0.12147609499935072,0.13205365047361234,0.1860463606427955,0.16049532466115635,0.1598199995222283,0.3200271754099263,0.2542826301215563,0.5539889741785946,0.16871220346272664,0.08219181202367017,0,0,1,1,0,0
32,0.8159256329576112,0.27373176527756055,0.3260711196603582,0.39708310091959087,0.24182092513530068,0.1272375451097707,0.048931583096438205,0.3071004939314371,0.2950086825925752,0.36072079211685754,0.17832884888728046,0.0687577727465299,1,0,0,0,0,1
33,0.7033264903378227,0.20903706686813758,0.9553372758665467,0.3623853070164217,0.18522702483717163,0.09093727839870003,0.06613972432574473,0.37773819797653363,0.05665391655324539,0.3175098219517381,0.2514489218972092,0.13944478104201496,0,0,0,0,0,1
34,0.6610815749716952,0.2243195365726211,0.2816240830529029,0.24345667893128908,0.27564352270248366,0.10506018942515008,0.06913236664198179,0.2682470024421145,0.25192425024639786,0.4671280060011997,0.13912272696279745,0.06763257515363273,1,1,0,0,0,0
35,0.4812766996587068,0.6734370475642105,0.045481456374996974,0.21389979172317097,0.19284256287201224,0.3053095312603174,0.10269702109361935,0.3463028589265713,0.2809346693574881,0.5280787692009867,0.2339359799432495,0.25594828646528517,0,1,1,0,0,0
36,0.6596484250399888,0.652486462289113,0.08746569357845413,0.19451213583538463,0.1892367062440919,0.35733469799062345,0.11460488282649721,0.35166449385799015,0.24216220021589147,0.4987933215913551,0.2763153063846973,0.18733173284984767,0,0,1,1,1,0
37,0.6179340618767255,0.36881325780394536,0.22199528568693178,0.4221530809106866,0.20235776538169875,0.357384221843895,0.13445629583621987,0.3225610987679256,0.29021565682639505,0.4619404771575886,0.3089757105617883,0.14711389095149807,0,1,1,0,0,0
38,0.904198008326099,0.3161038018751436,0.22264675005117074,0.19593271686121194,0.14598590378842174,0.1941026421334589,0.06671723083538376,0.3663355428655368,0.2868482188951988,0.42238756825241003,0.22398627916856795,0.09383555715502671,1,1,0,0,0,0
39,0.6602535452519853,0.21739724819192102,0.46325939066073013,0.34312558529882864,0.3196980793002793,0.2363263923380139,0.082952509495712,0.2658416114283615,0.2318662880743418,0.3377655988841088,0.24465144577491754,0.08020107782085213,1,0,0,0,0,1
40,0.6976621024626606,0.1633659725018888,0.6106466003904385,0.28382553873079075,0.2826513758608869,0.0803743429117729,0.06748226272664294,0.15864563632691284,0.13484418266297463,0.3821571045594944,0.0761962456532343,0.07243174788285188,0,1,0,0,0,0
41,0.9301572564767959,0.30143015473095985,0.19281144288352212,0.11439464109347897,0.13115735402578238,0.18747003448008567,0.07644107880843744,0.28594774242118215,0.24091261087905386,0.41721883636879037,0.1502971273320431,0.06680803764628708,1,0,0,0,1,0
42,0.6042275457637494,0.5178803456068589,0.1283604886863089,0.2947112014042055,0.4023289393042268,0.33153133496211784,0.21093201309094384,0.5081801656231064,0.3057093912798611,0.44330966500792507,0.39994964832502006,0.17215978716910307,0,0,1,1,1,0
43,0.7819423669442422,0.33491622761326917,0.4162395099931552,0.6911587253662757,0.47383189462640357,0.3649656778164717,0.1251487064331956,0.4793154734580709,0.4031832261698034,0.36178660135407265,0.6170492869468528,0.12323646915728624,0,1,1,0,0,0
44,0.6117137439052744,0.14880823212639416,0.7165139613655223,0.2769109527001786,0.10549175730000931,0.09384052457962144,0.07116170182269893,0.22573952002350303,0.056601117003801577,0.40867680636624953,0.19966274867695732,0.093860612162156,1,1,0,0,0,0
45,0.6089808065075832,0.3164051761150515,0.5848191195987332,0.5638304514029262,0.262882140297298,0.31729717470005764,0.11914013043166673,0.48550338774535895,0.4554723799690243,0.4477664890389958,0.4719184512663971,0.13184628069807808,0,1,1,0,0,0
46,0.36733523940163315,0.7421695949836417,0.0220309401555151,0.20055983992876625,0.207193274954034,0.5097009333451998,0.2904248584601419,0.3819981271001267,0.28297038531937857,0.5784351768469851,0.4794003954704472,0.11221682147624103,0,0,1,1,1,0
47,0.5162063320881962,0.4689549586130462,0.26180944227167385,0.5960135712567741,0.28955535126263415,0.7223197547062015,0.19868373904111225,0.2988560621362075,0.4427594217862674,0.4801348541442328,0.6598770579935906,0.25944459882378135,0,1,1,0,0,0
48,0.7202553679736126,0.2839132554741611,0.5702470062351302,0.7961292237466289,0.3295833463180528,0.30365155878122513,0.05739232220921622,0.7672646480968032,0.25749753602102593,0.46619442365495883,0.48659648901966335,0.13534487078449509,0,0,0,0,0,1
49,0.6438735872446872,0.375934243502398,0.41751602800416404,0.7944630091140303,0.3449468665274705,0.26814223824849204,0.10416676620243186,0.5330787168799691,0.3336110198526306,0.3441131378219034,0.6064806801672095,0.14334880669834227,1,0,0,0,0,1
50,0.7613959243477049,0.3462909834019511,0.5164703836816981,0.5058435211577531,0.33369041312183817,0.2810923670105105,0.09862282315281527,0.6179100640825544,0.29792439104519647,0.39372846991881455,0.2751089641716363,0.122712591735492,0,0,0,0,0,1
51,0.6344670350278021,0.5221758854012388,0.28226234205840733,0.6011544779518251,0.3671117828539375,0.21851287763732463,0.11168271183201549,0.36282844604395803,0.3628971699441498,0.3873729368715982,0.4945950623888723,0.13587330366213096,0,0,1,0,1,1
52,0.7013644473472973,0.21538040385146628,0.5817576772654344,0.6266901383224248,0.2640105124289735,0.23849036940488116,0.10742278015336469,0.4830061879142873,0.3636480968695734,0.3901062741227654,0.39788050918131324,0.14418701057321304,0,0,0,0,0,1
53,0.6993994132238452,0.33222166566264066,0.5541122587546027,0.6497981198794349,0.3038060810038746,0.30029757376183186,0.062193330307446074,0.40331613448155557,0.37873116816069835,0.34629704209309126,0.3719651314650764,0.18355525995708766,1,0,0,0,0,1
54,0.5736308497972222,0.3475778563987526,0.7711159188398652,0.056224509116588994,0.015395982008372555,0.17240832345248722,0.04197821361171497,0.2789702723049521,0.18945065002111983,0.46587811619027547,0.13946364976214082,0.026453532072686844,1,0,0,0,0,1
55,0.5983293120511108,0.6485487107972189,0.043861599036889166,0.15735902933786394,0.19361385521518276,0.2424529954036122,0.33215283915816635,0.331209489359358,0.2815330642511851,0.502475581236572,0.2928657970512801,0.3121398342725165,0,0,1,1,1,0
56,0.49147335496452094,0.46348329378247144,0.23868025644806662,0.5347934886624739,0.23841633166090143,0.5432400658021285,0.11634397171591697,0.5046730688015277,0.3694443140751866,0.5359652822309529,0.7831652321684264,0.17582237366582087,0,0,1,1,1,0
57,0.4904689652432688,0.42258251596734314,0.1393649542984543,0.460920204899367,0.39675979307550874,0.4398112925869251,0.2455573206564583,0.2599658471199574,0.186012812690665,0.556571719692819,0.39766808805249165,0.27550258066573435,0,0,1,0,1,0
58,0.8330718350951027,0.3551799425541759,0.6051729791949574,0.27882791830635634,0.10583325542501582,0.11071882796418203,0.03071295477891116,0.17149887075154693,0.10558149903787487,0.49446073034183674,0.113097204957542,0.08055412564858301,1,1,0,0,0,0
59,0.5800181571115937,0.16299811620298416,0.691148668129527,0.47621908470777286,0.21041348541036903,0.32584685789094414,0.07137251857337377,0.9356787425864379,0.2501290655653072,0.377786703332982,0.5320441206552012,0.1994583563004232,0,1,0,0,1,0
60,0.7157076307773556,0.25257075055665207,0.48729974623702293,0.47939594602201496,0.20937081242793482,0.26808266607716535,0.05167757578653162,0.2750775784506344,0.42471370910968226,0.37173192164562857,0.42986431272586134,0.07414915473516857,0,0,0,0,1,1
61,0.7262863799463231,0.38199010174500847,0.31765490436018934,0.3783944773377411,0.4851013327516179,0.3699338533577173,0.24337390411122528,0.40601531371072874,0.2744696578589196,0.4522589624769468,0.32349639933074237,0.15633641130299702,0,1,1,0,0,0
62,0.6195775024741108,0.6950193372096506,0.033706678170001385,0.19335049357002865,0.14365254967953706,0.1717788681000353,0.08537063137526577,0.3145186463707974,0.21918852959121415,0.4697461848652928,0.1842032109682732,0.10478003981468408,0,0,1,1,0,0
63,0.4280259340572028,0.9017481702872624,0.13849340062197238,0.0940899530737464,0.09904484402754826,0.2247672378896235,0.17410596975705311,0.35774223756449575,0.7691662364481158,0.6179530845163177,0.30570285168809236,0.20298427912189038,0,0,1,1,1,0
64,0.616156207243449,0.6584686827066769,0.06186050299211419,0.20791861339828988,0.21690844214528343,0.2666471920692932,0.17896072716848616,0.36189199610730616,0.2790573520439292,0.5659652303772702,0.19247976754310053,0.19781383674157355,0,0,1,1,1,0
65,0.6234655546506858,0.18339063493278573,0.3412044607701805,0.588836976045606,0.3743910166516044,0.301923965812751,0.18346312797114261,0.3260498338260406,0.23516332660627964,0.43144251760000424,0.6755831091110308,0.16854503295872303,1,0,0,0,0,1
66,0.5505185058823665,0.3771643696102937,0.20138612248850585,0.44600819802162606,0.2736958147651843,0.5002088614681454,0.18062815030696833,0.420649639191348,0.27182968038672733,0.47074415220092974,0.47016925505745866,0.1754078271842272,0,0,1,0,0,0
67,0.34590755763480807,0.4702741157636534,0.30192292032106627,0.22429316370968155,0.08276719955955819,0.1707223592302414,0.05672941401304317,0.32889590716292383,0.7657694654338949,0.5418260447220729,0.26446692786598064,0.12342552057471633,0,0,1,1,1,0
68,0.5151013655222858,0.3373367070828771,0.6502120560523461,0.49816747094615,0.29940036564970335,0.3755465567284973,0.16947397338811782,0.6687354253502505,0.44691298634251647,0.44142024644326955,0.5719163532799396,0.16084631258626897,0,1,1,0,0,0
69,0.6264098810206773,0.20086975840136861,0.6688228082956065,0.36859574337428946,0.1578773099816136,0.12577049067372537,0.03130001672200855,0.2538881034134518,0.21362111043319099,0.3820436746285117,0.10944408603842465,0.04675264330325214,1,0,0,0,0,1
70,0.9003352172018184,0.2887884123185681,0.2584706874049489,0.27078444115795774,0.1384755419821953,0.29068276885710426,0.09266680203530732,0.3579074934356695,0.2538661003426104,0.4039473183867975,0.2231077473394909,0.09821107249096882,0,0,0,0,1,0
71,0.6857882862093581,0.25201459776274143,0.3601937666304987,0.2912416267085608,0.1586304237173693,0.272801069141041,0.13510546809679658,0.368410422136942,0.20857582015300136,0.37675740773069283,0.1469324815508316,0.025663160484153846,1,0,0,0,0,1
72,0.5584638195599061,0.36926548557697114,0.45504125574157994,0.47651384503589833,0.27519165446103017,0.36058676435545783,0.12539893934688612,0.8418134077596813,0.43305603792180974,0.5068999967159336,0.4952244583261215,0.15835220051294435,0,0,0,0,0,1
73,0.5786268596726343,0.4890814659002786,0.08344026005753133,0.2478197458715644,0.3712136557698899,0.27934180645791046,0.46366307541625856,0.3290611630340978,0.2271905946402591,0.5101535992505415,0.3476101311766033,0.3149459950709968,1,1,1,0,0,0
74,0.03692897110869353,0.6871956719264322,0.08291424660127081,0.14320029885422164,0.16538507484392367,0.18216452254699025,0.33997814194596404,0.33130129817667686,0.583822218050406,0.7766054764402794,0.3761689718292868,0.12132317770377692,1,0,1,0,0,0
75,0.7424948852795366,0.4201430653970452,0.35708830643475126,0.6235132770081827,0.3844996208461881,0.4121073619719967,0.15068321349227204,0.5625309854758451,0.2991681137654292,0.6222990713005423,0.5393162662135016,0.1421848877307908,0,0,1,0,1,1
76,0.46897288467897313,0.5181598365157077,0.08455171108435802,0.2229012399379775,0.3748117215660611,0.27085959054539394,0.4070351878837104,0.3325866216191403,0.22113624630403156,0.6065061679955615,0.21303478986043145,0.286148680967761,0,1,1,0,0,0
77,0.6554163692086232,0.38525288144393377,0.29428362029311494,0.4881742770440043,0.4190506611819211,0.45829373817528285,0.157635388547813,0.21942307339196856,0.2274369925376637,0.4797662608827918,0.4075758290980232,0.13272776140344483,0,1,1,0,0,0
78,0.5064286223379206,0.23631867455243183,0.6729384784345488,0.6316017869844893,0.42356934359645565,0.3980512004869128,0.10518979479706649,0.9885055360716843,0.41616604871638424,0.3309755751869758,0.4190491925374622,0.13263209683076937,0,0,0,0,0,1
79,0.700296425946676,0.32979061895712203,0.5278049832622078,0.6523363338160717,0.4050414472249057,0.30546097376814796,0.23378502663577078,0.4275720240171865,0.2250258131130614,0.40756540909963007,0.5162121903503113,0.1930397190194837,0,0,0,0,0,1
80,0.7727667862730367,0.23760612999530717,0.6410013183349804,0.6299683234994602,0.34312381189815816,0.19398852194983307,0.06655060796445378,0.5709223113787848,0.3311353076453748,0.3548379918105751,0.49089736125753314,0.11398433834281628,0,0,0,0,0,1
81,0.4613970693907785,0.5782283321739884,0.9085000693281334,0.0,0.002338547996717455,0.0,0.04124244523542199,0.359192816878133,0.05503473037030085,0.36993238279771373,0.05637551859602746,0.0,1,0,0,0,0,0
82,0.6398940718315898,0.44518541754726976,0.10536335645004744,0.236736552839371,0.22874790946014728,0.34605043681474057,0.2752657604930604,0.3064027469198142,0.2533909043976158,0.5079390148837355,0.34068153090071807,0.43280474860716944,0,0,1,0,1,0
83,0.6759604282461094,0.1778759522993307,0.749151005478023,0.30452017010127275,0.2811828040761631,0.4264176023564741,0.104480303862784,0.11329208057141807,0.17223213028582157,0.3173231486938923,0.2545591868204491,0.10071429547597678,1,0,0,0,0,0
84,0.5070851526470941,0.3287888117101616,0.8627435013128327,0.4989801087952185,0.2595840215234711,0.3997386001831664,0.11144800649769475,0.7015478966599953,0.18054512601492467,0.44964510475308145,0.45190890542801554,0.17653758023296606,0,0,1,0,0,0
85,0.0,0.44641171615239456,0.5940870805372821,0.21517810995174336,0.09236550427456963,0.3347087566785428,0.09125438952724493,0.5054075393400782,0.8428333411554889,0.7953175260262277,0.31726537955197504,0.09266936045955439,0,0,1,1,0,0
86,0.7591939831491721,0.4135645866130595,0.2779772031490379,0.46486057734132324,0.3367431206955654,0.2934489272702739,0.17512899835168771,0.3631222342593783,0.23916435913080208,0.5890759846582239,0.3871519309342858,0.3392812401772984,0,0,1,0,1,0
87,0.5067127799659525,0.6303310457070397,0.09386809167160032,0.3135871206112183,0.3056343295210197,0.34812397901911185,0.23314839588160818,0.3172361873634344,0.27879335429671004,0.4659757739594263,0.4424548539539177,0.5588724335700653,0,0,1,1,0,0
88,0.6851789597166835,0.20021991499615588,0.5492350795952997,0.5045058414742111,0.322636521341685,0.2238219782554397,0.10431427820644514,0.434200620627605,0.3451389214812034,0.5163961344807979,0.28249649898509904,0.14426445332252175,0,0,0,0,0,1
89,0.5232188095524632,0.19947039010573894,0.6812226401473719,0.5013995998219156,0.20329266519160255,0.13683727753741562,0.0668068130240558,0.23677493986522466,0.4379663960200873,0.4451830953537372,0.47396923302860083,0.12965738416614658,0,1,0,0,0,1
90,0.5585045503778057,0.5453925187298017,0.22578302275063222,0.13962121250889148,0.17236566009120463,0.5064754232495111,0.42582415613578267,0.4261581682304768,0.5822616980335102,0.7100789299474033,0.2790558011948033,0.08286601948824009,0,0,0,0,1,0
91,0.599749586090297,0.1199645872787121,0.6039272736876625,0.20353610046414528,0.12557262613356596,0.03248477679814652,0.027001266094933238,0.040487688437597535,0.08664406063734922,0.45561389574989936,0.08743358561620487,0.047071525212170354,1,0,0,0,0,1
92,0.5749222247018506,0.2962170959571586,0.7261362660967822,0.3932020899326044,0.20416393987555442,0.5579113278995858,0.19664305678316335,0.333302730394227,0.4424543577228141,0.4627113685742486,0.5183783613676773,0.22293489798056643,0,0,1,0,1,0
93,0.547830856106643,0.4278535697287799,0.3248474230842876,0.5645653052765169,0.3646693571005641,0.27499734437308543,0.11823475311148803,0.34870824994032423,0.42501290655653073,0.4408451026789341,0.5034879024855895,0.12890345622434712,0,1,1,0,0,0
94,0.9036949371569982,0.28881021244304517,0.1706682571787631,0.1772666096933163,0.1693194448772684,0.1889693870813081,0.13878849048039943,0.2612878940893484,0.19128690101844464,0.42946581200274486,0.18791926948111548,0.06308623022362732,1,0,0,0,0,1
95,0.7721723219720913,0.4363762535071575,0.40903378591032236,0.4606131628909029,0.3692568585288832,0.21999213360243686,0.06555027352428275,0.27087273461743266,0.22949030834936873,0.29458638909966456,0.34280311970586236,0.20138303639353672,0,0,0,0,0,1
96,0.3755240499939827,0.6629726549889003,0.14355985658980414,0.3208374059044179,0.2605578754921208,0.3737299643715351,0.1309375074651824,0.5348781696994179,0.3736037452480406,0.5706411362178962,0.40588170503359405,0.1563204672075511,0,0,1,1,1,0
97,0.5541103657945254,0.12935910962300765,0.6659440400914691,0.25808211326779695,0.1290953805561615,0.4313326653594283,0.0708380115142973,0.6956537705881273,0.14898272868071524,0.4418162789451579,0.12662921760840037,0.030967988811800448,1,0,0,0,0,1
98,0.6158792236607962,0.3114564646521799,0.3497527296576951,0.4319333923536306,0.2750228531064643,0.314093914451491,0.08501648312271565,0.27964965755311144,0.33250809593091474,0.41448269037647506,0.30961821891439695,0.13290314645334983,0,0,0,0,0,1
99,0.8474161168317826,0.35342395084820794,0.5762730516043412,0.5081627117950188,0.30817024525538345,0.3500704817737865,0.07924500131387209,0.47294394153614516,0.1344921856666823,0.37275776033573543,0.3010112294725138,0.12064669251128614,1,1,0,0,0,0
100,0.5434684289424827,0.47426520267459243,0.21351084269996767,0.48741793022982105,0.29117844121038355,0.3964499292311314,0.20103915338859563,0.33853583298139944,0.3765663866335008,0.43108537536016717,0.5753413161718041,0.2475844695399445,0,0,1,0,0,0
101,0.4985697710965422,0.05378157273752984,0.5864829947992897,0.2824868355738871,0.34095406525600663,0.04652658354315179,0.30708177062181985,1.0,0.3061024545923875,0.4625998831563684,0.40534671848693216,0.03738662609273996,0,0,0,0,0,1
102,0.8556081756075447,0.23659042724915713,0.496347617863329,0.49915921663348906,0.42409132932365196,0.33055951905878833,0.12312832947134562,0.3970731349038762,0.2667081240906744,0.3522867906200146,0.3025322696541994,0.1493050652113504,0,0,0,0,0,1
103,0.6536952993645011,0.3954721474287503,0.5628211928400546,0.5968896644542585,0.3966585122627691,0.493027185006761,0.15133716346957787,0.4683351389067406,0.2688846388510818,0.3208509275759614,0.4476263905716489,0.35945735410013807,0,0,1,0,0,0
104,0.6200931691170197,0.29846916530485235,0.750823684251069,0.04047223060901789,0.0022775198146820497,0.07360967164967544,0.046303241680800744,0.2487100861166706,0.042849767681982426,0.38076245655093516,0.08567914444112265,0.0038243051790977367,1,0,0,0,0,1
105,0.6364640135161819,0.23027637898268308,0.7624488017237395,0.37204587207606454,0.31492359790997954,0.3899012968072187,0.1583562265593273,0.590440865940765,0.3407506922607593,0.4119870158378433,0.38515622131659144,0.23028968143697304,0,1,1,0,0,0
106,0.6875933648259125,0.315537997117724,0.6528311188680367,0.3581092353118779,0.12439231512356258,0.45241762532405827,0.04092950478966102,0.36796973981381176,0.6379124231473225,0.42163914676493525,0.4159205702327191,0.05278406683764812,1,0,0,0,0,1
107,0.7249711227147335,0.2924465064884493,0.6578601596527872,0.34095377482562583,0.1154860959622715,0.05013751840995415,0.029654093308807722,0.18115715833348636,0.024962453653728817,0.40228346334203907,0.16186227767899758,0.04643376139433393,1,1,0,0,0,0
108,0.49093719438741923,0.43870262633255347,0.190425674738809,0.22489905993971748,0.10155479032274811,0.3534251845301837,0.08406930078115668,0.4426286700574723,0.3687344534659971,0.5188263437449767,0.3115850812183008,0.0904895748393063,0,0,0,0,0,1
