,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_9,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
13,0.03858234430469506,0.19580245797939644,0.6204661565548482,0.603206470289929,0.09748195817862887,0.44677899235038043,0.29890598857670336,0.19568921949524623,0.2986342516543859,0.4684678462980159,0.49077337915639035,0,0,1,0,1,0
14,0.11570612326531726,0.1503930959696368,0.39524782248374984,0.5354939333011027,0.22137023204016187,0.2465817357125668,0.25670866266658976,0.10822199058719481,0.2443093818932745,0.3659846281016322,0.22195671101939685,0,0,0,0,1,0
15,0.685300254094374,0.29967919754202055,0.16335798467001938,0.46154214806198307,0.8487150085504699,0.045219534605596134,0.2437799284601626,0.02964796740263432,0.06479678040080725,0.07628363001196349,0.045605704356898175,1,0,0,0,0,1
16,0.05432498321946814,0.0713333634556299,0.6837245429462453,0.5355581004050749,0.07576574573962114,0.36648168539571657,0.32333554491432526,0.18742616633500742,0.2674414511662834,0.4675222429286931,0.21840107704640738,0,0,1,1,1,0
17,0.32139377658180185,0.26488794505693125,0.26900762837943537,0.5893578055973366,0.5212089065742879,0.5772837651588629,0.40924645185484343,0.15482564199753626,0.31623410146900083,0.4225582714795399,0.1925297165849037,0,1,1,0,0,0
18,0.2322410457112294,0.2701066329296946,0.4227003364874176,0.49793732839059485,0.5463254988874485,0.7643074870014805,0.6730496019154214,0.15443159922928712,0.3201002018116112,0.4411005973238363,0.3795476251663707,0,0,0,0,1,1
19,0.00916982201272442,0.1263893909271644,0.5565804757419531,0.5058593589425582,0.04858691657074441,0.3226312795793803,0.25402772168695553,0.12814602482706342,0.3114938752522645,0.37379701189335296,0.20904212678309103,0,0,1,1,1,0
20,0.277947729590252,0.14585215976866084,0.27802863637725206,0.3863719899361919,0.28711311050024096,0.45514508025173006,0.32052118790745976,0.14299093464733567,0.27485685455484116,0.28064339278239014,0.2799937095580197,1,0,0,0,0,1
21,0.2093861885995415,0.10853063437556487,0.3168797864586281,0.5593843487209391,0.28384258332031137,0.21616921046298798,0.17305681359256908,0.1505535550712278,0.38628150373116815,0.2743259122947563,0.212333101916667,0,1,0,0,0,0
22,0.24787913774581777,0.10637312488704154,0.28944532828324854,0.5941853775602424,0.1916735811392263,0.2098887195455441,0.26874675474528353,0.13520641839603273,0.23485239592622142,0.17318035099947088,0.14415084786719495,0,1,0,0,0,0
23,0.3703505047796107,0.3071457617928792,0.2724037882292641,0.5104858071389513,0.5152114728156687,0.7244532600214395,0.44605485201638495,0.1180146245933226,0.31533650912845546,0.4250678390731812,0.22380548725993715,0,0,0,0,0,1
24,0.39743572260833865,0.18229260798843305,0.1688975460714845,0.39469326018818207,0.6114675335251045,0.761122576222736,0.41003072174464894,0.12302820682902177,0.2851644999296006,0.23597372710099263,0.272794221998903,0,0,0,0,0,1
25,0.3691717008262234,0.14615714802096524,0.1654311598664701,0.5825175923139039,0.6872068685472565,0.429709547804654,0.40926267812842543,0.11687197953188669,0.4606056694982869,0.4126198738203864,0.233133752440423,0,0,1,0,0,1
26,0.18744952582686736,0.2379924995481657,0.40613498770206724,0.5556907297985413,0.5209447993995964,0.4677680466123635,0.37695075866843586,0.19534887393790076,0.5614821420190548,0.27829850892160846,0.2097325411467783,0,0,1,0,0,0
27,0.49385976475436794,1.0,0.5415816572754172,0.2736588624094868,0.8122814238017788,0.18885408842639528,0.05060253562568506,0.06705123345652106,0.2130227155394941,0.42136936117586316,0.04903476236321164,1,1,0,0,0,1
28,0.6129053274968901,0.6377982107355866,0.3917917538949002,0.3446613671322859,0.8789398738007884,0.2269217026055379,0.27546262908902097,0.05534445181464986,0.09797249730135635,0.44182308079702687,0.1236762263485135,0,1,0,0,0,0
29,0.18586162538580073,0.2062511295861198,0.5209079002985453,0.358969628707079,0.4156628759950788,0.5519284479803983,0.4486474499509605,0.17046337534350423,0.4457455296381471,0.3455277210533809,0.21105583534384553,0,0,1,0,0,0
30,0.21489232428927063,0.1186630218687873,0.26795581397670887,0.4864064998067969,0.24100219869222927,0.5851011076999366,0.96562914671436,0.28764253450835464,0.2851586333129957,0.16720711263729843,1.0,0,0,0,0,0,1
31,0.12780931861192046,0.00933038134827413,0.4638687898767545,0.3169532095483057,0.12147609499935072,0.27637076955611795,0.18749819708071302,0.24106810069806375,0.2542826301215563,0.21879986995297485,0.2130695439046001,0,0,1,1,0,0
32,0.2159680965346497,0.18199891559732517,0.27373176527756055,0.32851171019569164,0.3260711196603582,0.4308799614966712,0.2207854958749207,0.09614959411225876,0.2950086825925752,0.08012022974974449,0.32684983104026266,1,0,0,0,0,1
33,0.7516860078395008,0.25576088921019347,0.20903706686813758,0.4775051188304583,0.9553372758665467,0.3005028038882529,0.31413164195465304,0.060583878202091025,0.05665391655324539,0.1845010295389493,0.1680046641325903,0,0,0,0,0,1
34,0.3914810959543387,0.15662841135008143,0.2243195365726211,0.4263079912708676,0.2816240830529029,0.4538525205825088,0.3969343160445392,0.06538188192930919,0.25192425024639786,0.11570572823146673,0.1521903395687979,1,1,0,0,0,0
35,0.03601564263755112,0.09371046448581255,0.6734370475642105,0.4358793169171156,0.045481456374996974,0.2308030277617753,0.30999935094905673,0.11718863514324523,0.2809346693574881,0.3980852063009059,0.4477835781107962,0,1,1,0,0,0
36,0.07406464633608639,0.08980209651183813,0.652486462289113,0.5924468500869966,0.08746569357845413,0.3869639250060163,0.3385810304044309,0.12051549322467547,0.24216220021589147,0.5050223226143703,0.17617456743622295,0,0,1,1,1,0
37,0.17681604749155672,0.18485676848002897,0.36881325780394536,0.597427621010636,0.22199528568693178,0.4347011252014499,0.3802555097213407,0.2414597744717142,0.29021565682639505,0.343160525202986,0.4041148696075762,0,1,1,0,0,0
38,0.22391820494521897,0.0719433399602386,0.3161038018751436,0.3738596051838197,0.22264675005117074,0.24548059884344176,0.21013745456643396,0.0880563188982596,0.2868482188951988,0.2029636697060555,0.148623198689747,1,1,0,0,0,0
39,0.18820862708733907,0.23033390565696732,0.21739724819192102,0.42898015010690843,0.46325939066073013,0.4024163026595009,0.5045577799573068,0.09199121892668752,0.2318662880743418,0.07051119955631018,0.11085753299605311,1,0,0,0,0,1
40,0.5095008871333093,0.28365037050424746,0.1633659725018888,0.345585573951685,0.6106466003904385,0.4866386885532812,0.4423318236889172,0.09145582614738307,0.13484418266297463,0.14109464745993938,0.15043361857674914,0,1,0,0,0,0
41,0.24193360212487747,0.0714576179287909,0.30143015473095985,0.43433509545558546,0.19281144288352212,0.22075241921957844,0.13903933248716316,0.10488881518683471,0.24091261087905386,0.18610218041262305,0.1740611323562692,1,0,0,0,1,0
42,0.05047947623528199,0.08301328393276719,0.5178803456068589,0.509227931378897,0.1283604886863089,0.37481495795990705,0.38867874862978125,0.18533671309896083,0.3057093912798611,0.37393194630672827,0.30256258797988594,0,0,1,1,1,0
43,0.2802250333716672,0.23834267124525588,0.33491622761326917,0.4378219759898729,0.4162395099931552,0.7720573757939491,0.4558753533721802,0.15970656053570864,0.4031832261698034,0.21052530923355128,0.4596970615197555,0,1,1,0,0,0
44,0.7231462247212461,0.21528781854328582,0.14880823212639416,0.317833100961524,0.7165139613655223,0.3134265775061803,0.3173264149310564,0.09567737452225275,0.056601117003801577,0.21202977481890106,0.10363119598945966,1,1,0,0,0,0
45,0.33250301898056184,0.1485631664558108,0.3164051761150515,0.5884191611795437,0.5848191195987332,0.5529347849866186,0.22516298390353662,0.17773697842635586,0.4554723799690243,0.29846323515349593,0.21235611572878987,0,1,1,0,0,0
46,0.014353226028839795,0.06393457437195016,0.7421695949836417,0.4872777687654189,0.0220309401555151,0.47966360633263094,0.23858932383315068,0.26738447203007043,0.28297038531937857,0.46528785654028176,0.3708944318081569,0,0,1,1,1,0
47,0.18139641298138914,0.3016672691125972,0.4689549586130462,0.7060091891303332,0.26180944227167385,0.5263944695218443,0.3872959095367219,0.35235635996083264,0.4427594217862674,0.5091808524879995,0.48034045099400496,0,1,1,0,0,0
48,0.4350074470712479,0.2950817820350624,0.2839132554741611,0.5323032240560869,0.5702470062351302,1.0000000000000002,0.5261729792880633,0.13572206955368143,0.25749753602102593,0.4597799825328996,0.3417052467656005,0,0,0,0,0,1
49,0.1718402220636342,0.2804988252304357,0.375934243502398,0.4561240382203334,0.41751602800416404,0.5708628975213483,0.40616526279351517,0.11177390315550081,0.3336110198526306,0.29433126717226343,0.4039039096631161,1,0,0,0,0,1
50,0.3121966814698988,0.24577534791252487,0.3462909834019511,0.345357379688184,0.5164703836816981,0.5989510030554726,0.41075729821727347,0.1704349474083199,0.29792439104519647,0.2233026419520654,0.1815137718487379,0,0,0,0,0,1
51,0.10430748298082854,0.22359027652268226,0.5221758854012388,0.4251987024609489,0.28226234205840733,0.5166082067512088,0.5820310246350889,0.10551817808522063,0.3628971699441498,0.4408020416532972,0.3292547744071067,0,0,1,0,1,1
52,0.4161177955456968,0.169776793782758,0.21538040385146628,0.43739205639325934,0.5817576772654344,0.5930004885839089,0.4480344573934113,0.11322688650936544,0.3636480968695734,0.3204192954086176,0.19154779393432625,0,0,0,0,0,1
53,0.3195937520360126,0.2772230254834629,0.33222166566264066,0.5049927019945342,0.5541122587546027,0.7421370806017604,0.4094880430392892,0.1693278372658644,0.37873116816069835,0.26606728871077073,0.20280154806242884,1,0,0,0,0,1
54,0.3204846732758477,0.1710532260979578,0.3475778563987526,0.3029868383243643,0.7711159188398652,0.11155938482181271,0.07971607627069754,0.0633413879149689,0.18945065002111983,0.3204426698739266,0.08523548883254767,1,0,0,0,0,1
55,0.06434936233978947,0.02794596060003618,0.6485487107972189,0.5747794406192607,0.043861599036889166,0.1742640249104871,0.2821622771591761,0.4015051012350358,0.2815330642511851,0.35105790705037626,0.282878107344091,0,0,1,1,1,0
56,0.07292220651493733,0.12495481655521423,0.46348329378247144,0.5076095167033989,0.23868025644806662,0.43121723023969794,0.3914173830265967,0.2316308158817398,0.3694443140751866,0.5221090567553268,0.44644877700766755,0,0,1,1,1,0
57,0.23711383943114378,0.11396394361106099,0.42258251596734314,0.6633623281750335,0.1393649542984543,0.5285019433971896,0.35854655858766504,0.2144137528033103,0.186012812690665,0.22504191466620205,0.4294338985781299,0,0,1,0,1,0
58,0.44726518997986336,0.2553768299295138,0.3551799425541759,0.15968525233412853,0.6051729791949574,0.24395286259124493,0.2956138579588069,0.07717631637133202,0.10558149903787487,0.12911523398902253,0.0917023700390851,1,1,0,0,0,0
59,0.6756940624947916,0.5897004337610701,0.16299811620298416,0.39586832027967234,0.691148668129527,0.2927328612786315,0.21788099290370977,0.0775403518746644,0.2501290655653072,0.5306067373708827,0.26267198030017685,0,1,0,0,1,0
60,0.2852493443092406,0.15894406289535523,0.25257075055665207,0.5116273800230561,0.48729974623702293,0.37525978808584504,0.3409013875266832,0.09738068163871252,0.42471370910968226,0.15223364265542427,0.2258537165388761,0,0,0,0,1,1
61,0.18228127353251788,0.24179920477137196,0.38199010174500847,0.2201825995256848,0.31765490436018934,0.5176491821688751,0.5120885738187272,0.21407498657569732,0.2744696578589196,0.267995682098772,0.6460015419254124,0,1,1,0,0,0
62,0.06727667498496193,0.07570486173865898,0.6950193372096506,0.3837888629569124,0.033706678170001385,0.2842993196286763,0.2376427912075233,0.12481127009697085,0.21918852959121415,0.36137773348434654,0.07727654547337492,0,0,1,1,0,0
63,0.1059635661698417,0.05498825230435589,0.9017481702872624,0.42635290824364813,0.13849340062197238,0.1694201165309085,0.17599196619165747,0.24510328816450297,0.7691662364481158,0.4492667855222812,0.2406631046399681,0,0,1,1,1,0
64,0.01789418340553129,0.06780905476233523,0.6584686827066769,0.6285057546863543,0.06186050299211419,0.3333327256419044,0.25652656781861194,0.20569585268012255,0.2790573520439292,0.44407871669935556,0.17355099285421133,0,0,1,1,1,0
65,0.21088317871001272,0.2084425266582326,0.18339063493278573,0.6096103472663511,0.3412044607701805,0.4362926690536788,0.4290749581722725,0.10944360213525381,0.23516332660627964,0.39625031077414113,0.30248587527280957,1,0,0,0,0,1
66,0.16075976793622943,0.23273992409181288,0.3771643696102937,0.5447871346560713,0.20138612248850585,0.4022248798594047,0.35291784457393416,0.28167424744938246,0.27182968038672733,0.24743890233510912,0.17971102323244337,0,0,1,0,0,0
67,0.08857696544346816,0.07921787457075735,0.4702741157636534,0.46335747553779555,0.30192292032106627,0.2862463629667983,0.22490156060693467,0.13697447803152343,0.7657694654338949,0.27663573445757433,0.16910165584378223,0,0,1,1,1,0
68,0.3601882449912196,0.29315018977046825,0.3373367070828771,0.5705329819917028,0.6502120560523461,0.5606062815847621,0.2625807707840535,0.3124024763890205,0.44691298634251647,0.31268765976978274,0.19515329116691532,0,1,1,0,0,0
69,0.5656152886933306,0.3049995481655523,0.20086975840136861,0.44913443589796553,0.6688228082956065,0.3607444706156887,0.2020243177753418,0.04140054960674689,0.21362111043319099,0.17154201347644177,0.05513342257578255,1,0,0,0,0,1
70,0.2834144708033898,0.09165461774805728,0.2887884123185681,0.5163627117740018,0.2584706874049489,0.332776687984482,0.2895560491547915,0.18979437126883353,0.2538661003426104,0.2204913312607974,0.20123660883807098,0,0,0,0,1,0
71,0.2999480295943429,0.2570712091089826,0.25201459776274143,0.645935946391593,0.3601937666304987,0.26995719421574993,0.2378591415219523,0.1705502384787896,0.20857582015300136,0.28294577761533707,0.14583852742287495,1,0,0,0,0,1
72,0.2543958932773326,0.22403081510934397,0.36926548557697114,0.38847346259128024,0.45504125574157994,0.5529803618437845,0.33316686378584204,0.10656369436811017,0.43305603792180974,0.38361003742039407,0.3214262426499638,0,0,0,0,0,1
73,0.17933274847687317,0.12781266943791803,0.4890814659002786,0.42152333105874323,0.08344026005753133,0.49033952935514225,0.5594837160330007,0.26081603967276284,0.2271905946402591,0.3305956876236456,0.37458431301852996,1,1,1,0,0,0
74,0.11996678742588915,0.041218597505873866,0.6871956719264322,0.5316356856525765,0.08291424660127081,0.2531502723672985,0.2718838343045058,0.21962948924476453,0.583822218050406,0.4762770426626492,0.11310137967803674,1,0,1,0,0,0
75,0.19526023839719026,0.22298030001807345,0.4201430653970452,0.5679701077546145,0.35708830643475126,0.6483727238917532,0.5260611982922748,0.23034840013898103,0.2991681137654292,0.4092242014963909,0.2525152178832663,0,0,1,0,1,1
76,0.15866428481600506,0.15333001988071582,0.5181598365157077,0.4892366701363692,0.08455171108435802,0.5086249644500513,0.6178712571395605,0.4295453109700243,0.22113624630403156,0.5278719249297174,0.43993970381223807,0,1,1,0,0,0
77,0.1927677801666992,0.2107016988975241,0.38525288144393377,0.42218345014085684,0.29428362029311494,0.5904737076226383,0.3543006836669935,0.27994882971666823,0.2274369925376637,0.2825537240835616,0.28789895402223903,0,1,1,0,0,0
78,0.5381876419526932,0.372085667811314,0.23631867455243183,0.5138906740934742,0.6729384784345488,0.7242946525585026,0.49754442393122955,0.09824773366183392,0.41616604871638424,0.4001421592481073,0.3085806998500267,0,0,0,0,0,1
79,0.34146071688856366,0.3394971082595337,0.32979061895712203,0.31681885967436396,0.5278049832622078,0.7650841166475852,0.6053698148041308,0.2653273950535393,0.2250258131130614,0.2547646722581221,0.5018238446107406,0,0,0,0,0,1
80,0.4074343438016579,0.20891695282848377,0.23760612999530717,0.41295842633385865,0.6410013183349804,0.7468223815184023,0.5786072809092483,0.16636185602830159,0.3311353076453748,0.2698794515075468,0.24988397203054702,0,0,0,0,0,1
81,0.37703544442272696,0.22512651364540037,0.5782283321739884,0.37710024445661394,0.9085000693281334,3.099226287273105e-05,0.0951490653666417,0.02916864082883224,0.05503473037030085,0.11333959485676766,0.061558111793428016,1,0,0,0,0,0
82,0.19194201133045755,0.04584990059642158,0.44518541754726976,0.6091020234895715,0.10536335645004744,0.3294605158571001,0.4929217388795938,0.2963691209450709,0.2533909043976158,0.40719699786867375,0.404498433142958,0,0,1,0,1,0
83,0.7828091595188419,0.3727973070666908,0.1778759522993307,0.4212766887528502,0.749151005478023,0.4422814680852616,0.3618729446720129,0.19829985154300514,0.17223213028582157,0.14852135257405985,0.15301500116986877,1,0,0,0,0,0
84,0.8192960207033126,0.37441261521778446,0.3287888117101616,0.5061436994220349,0.8627435013128327,0.6559512437012784,0.42649317775341833,0.271283837139518,0.18054512601492467,0.5096483417941816,0.35625381166263287,0,0,1,0,0,0
85,0.2895175843306954,0.06538044460509673,0.44641171615239456,0.44715508126262415,0.5940870805372821,0.17016757698842722,0.13340520971557146,0.117844846647083,0.8428333411554889,0.5812485789387569,0.2363978781265223,0,0,1,1,0,0
86,0.13076844987280128,0.2647975781673595,0.4135645866130595,0.5102818760616398,0.2779772031490379,0.5565134798112754,0.5378018086886286,0.18565573770491806,0.23916435913080208,0.22232622678756225,0.33828002439464083,0,0,1,0,1,0
87,0.07778742437396874,0.12730435568407739,0.6303310457070397,0.449338366975277,0.09386809167160032,0.30005068146516845,0.6475292794092194,0.20839492719289934,0.27879335429671004,0.3185535880866725,0.7802372724029873,0,0,1,1,0,0
88,0.2924948976576953,0.26079884330381375,0.20021991499615588,0.43655387359762293,0.5492350795952997,0.5583894232522189,0.36300698090347894,0.072608105120187,0.3451389214812034,0.41826586966823137,0.15036457714038043,0,0,0,0,0,1
89,0.4996901472898873,0.27043421290439196,0.19947039010573894,0.3287266699939984,0.6812226401473719,0.34766573568339765,0.35868358045347026,0.21087763353232888,0.4379663960200873,0.2949910645793978,0.311760441558342,0,1,0,0,0,1
90,0.29931771796888135,0.06872401951924823,0.5453925187298017,0.18737576396451638,0.22578302275063222,0.20548417206904357,0.18584131425604333,0.23911052149467768,0.5822616980335102,0.7054689873969134,0.29968202582916853,0,0,0,0,1,0
91,1.0,0.25222528465570226,0.1199645872787121,0.2918813173265819,0.6039272736876625,0.25313204162443215,0.35503266889747875,0.010717331564484033,0.08664406063734922,0.12419703399284741,0.024271900518961442,1,0,0,0,0,1
92,0.43934083949629615,0.21055485270197005,0.2962170959571586,0.5496259358621722,0.7261362660967822,0.4619797857523098,0.2564941152714475,0.305707697653116,0.4424543577228141,0.2432633728503461,0.19896974834396447,0,0,1,0,1,0
93,0.15134751837525057,0.24832821254292425,0.4278535697287799,0.4056900981536116,0.3248474230842876,0.41317061787633746,0.323838559395373,0.12079108626298998,0.42501290655653073,0.19719123925040216,0.19914235193488627,0,1,1,0,0,0
94,0.20338762195242055,0.0807654075546721,0.28881021244304517,0.5039493849883868,0.1706682571787631,0.24209879604174112,0.2730034471816766,0.11523500426419028,0.19128690101844464,0.20934383625974556,0.17533072765838298,1,0,0,0,0,1
95,0.20741040408126776,0.25379540936200984,0.4363762535071575,0.253386469042681,0.40903378591032236,0.7420586884074354,0.5847227831304448,0.21949682554723773,0.22949030834936873,0.2373613203597968,0.2864414125877881,0,0,0,0,0,1
96,0.04983098254370135,0.1276093439363818,0.6629726549889003,0.3105202568528963,0.14355985658980414,0.3648245108691689,0.2636877632262159,0.12208534697874224,0.3736037452480406,0.49770186506983655,0.30814727305504525,0,0,1,1,1,0
97,0.5696380708221778,0.26123938189047546,0.12935910962300765,0.4847840746873007,0.6659440400914691,0.29788851536122407,0.28271577338025733,0.07996857133832402,0.14898272868071524,0.44064692020170043,0.09809637417390005,1,0,0,0,0,1
98,0.12092134589714104,0.2723545093077897,0.3114564646521799,0.5550795381332065,0.3497527296576951,0.4095919230516806,0.34462261293486407,0.11155358665782245,0.33250809593091474,0.12280731578265149,0.13540176362513567,0,0,0,0,0,1
99,0.36284737216113555,0.25112958611964586,0.35342395084820794,0.2481019069861734,0.5762730516043412,0.5697672298750831,0.4794124646627821,0.10715120502858588,0.1344921856666823,0.20349490755398975,0.21515229390172336,1,1,0,0,0,0
100,0.1059499296202524,0.19531673594794874,0.47426520267459243,0.5272165774108934,0.21351084269996767,0.6353523273366344,0.4488710119425373,0.30267222590732495,0.3765663866335008,0.3609028068482934,0.30687384211757757,0,0,1,0,0,0
101,0.7560315216419616,0.2850849448761976,0.05378157273752984,0.3255261351611868,0.5864829947992897,0.5736923088141996,0.1198238187272832,0.432709498089011,0.3061024545923875,0.4080140416787967,0.13153544318848698,0,0,0,0,0,1
102,0.43718020397247837,0.25867522139887944,0.23659042724915713,0.3197011657759136,0.496347617863329,0.7747427642181564,0.4419694369122483,0.13798288006570014,0.2667081240906744,0.14520111602447094,0.28472688358463144,0,0,0,0,0,1
103,0.24735640334489412,0.3238749322248329,0.3954721474287503,0.49226996945445334,0.5628211928400546,0.7036665670052724,0.5045181157329949,0.1930225212419849,0.2688846388510818,0.28122244203663843,0.4071220077249696,0,0,1,0,0,0
104,0.3949735678213793,0.16022049521055493,0.29846916530485235,0.2584506572014841,0.750823684251069,0.07696655023298904,0.09971766283966998,0.017916706149909985,0.042849767681982426,0.15404303876548825,0.08260040734447457,1,0,0,0,0,1
105,0.46556998504525055,0.22099222844749677,0.23027637898268308,0.5849689762078405,0.7624488017237395,0.5530605771123962,0.3245254716436854,0.20988660412520924,0.3407506922607593,0.2575069220291586,0.3302136832455612,0,1,1,0,0,0
106,0.48062473579185166,0.38129179468642693,0.315537997117724,0.287219978267404,0.6528311188680367,0.2842865581086699,0.18666705128944783,0.07510818408667363,0.6379124231473225,0.17244724276932166,0.22629097896921135,1,0,0,0,0,1
107,0.590468657905941,0.17296222664015914,0.2924465064884493,0.22924520035075344,0.6578601596527872,0.2214634181913646,0.1714918796515318,0.016891721153542434,0.024962453653728817,0.07899825541490739,0.07629462282279748,1,1,0,0,0,0
108,0.14095798276037097,0.1323084221941081,0.43870262633255347,0.3323667494890193,0.190425674738809,0.20342227505086385,0.18158101598107657,0.08953378186297736,0.3687344534659971,0.33820832598454315,0.2019078450249892,0,0,0,0,0,1
109,0.46137598846044864,0.28980661485631676,0.3015934892513738,0.17920067439626275,0.6847374664638911,0.25673261334052844,0.40108283332371764,0.1320232793202565,0.30089289904726146,0.1687806391428796,0.16465231883335318,1,0,0,0,0,0
110,0.094280073516154,0.0577444424362914,0.6099171428856709,0.42668978553950204,0.12276581836909417,0.15636690463863034,0.18580525587030527,0.18568653463470106,0.5581323039376731,0.4360644625254198,0.31171441393409616,0,0,1,1,1,0
111,0.7057111384852216,0.3063550515091271,0.15881357398895685,0.24167456891236155,0.5518651468766025,0.34971487118157096,0.3754056568395545,0.07655406045674218,0.4169580419580419,0.2404191254125062,0.10322078300660115,1,0,0,0,0,1
112,0.14290800935164266,0.27394722573649033,0.3878057425854616,0.4411608711406244,0.32653110632294585,0.34014920039961793,0.29027361103098137,0.10485170093812185,0.4275296850800207,0.27630317956476746,0.12133265314733055,0,0,0,0,0,1
113,0.06290994877202871,0.18381754924995497,0.2689014567808372,0.5899092416470973,0.2361602338228853,0.3367673975979173,0.3210638666128195,0.08883887678069427,0.24017341718684,0.17442982241781224,0.13598094456356224,0,0,0,0,1,1
114,0.04652336168220474,0.029934032170612745,0.589957880828205,0.6104836214469722,0.06296755223269604,0.152445471848087,0.20194859516529162,0.2568732429956726,0.47751325855352705,0.3804491722251854,0.34009044428164303,0,1,1,1,0,0
115,0.12857751090545175,0.17530046990782588,0.4141907993489917,0.6519193283147974,0.21205165055979713,0.3822822702379477,0.37243084001615423,0.2120581825073439,0.3188212793917492,0.24242295457491408,0.2437277772876688,0,1,1,0,0,0
116,0.2573883583260984,0.07053135731068139,0.25841451522181214,0.38750313566590117,0.1855661027244856,0.28055654811822284,0.19852665435873762,0.11633263842825106,0.24115314215985356,0.2277852269129344,0.16427642656867897,1,1,0,0,0,1
117,0.19449810679236534,0.170612687511296,0.4233255507443661,0.3827890592681461,0.4860650451953403,0.5039250789391168,0.34829155368372466,0.14534571527843584,0.7789810860280659,0.2644629504100094,0.23396992094755537,0,0,1,0,1,0
