,attr1,attr2,attr3,attr5,attr9,attr14,attr22,attr26,attr29,attr36,attr43,attr45,attr49,attr50,attr52,attr53,attr54,attr55,attr56,attr60,attr62,attr63,attr65,attr71,attr72,attr73,attr77,attr84,attr86,attr88,attr89,attr90,attr91,attr93,attr94,attr95,attr99,attr101,attr102,attr107,attr109,attr111,attr112,attr115,attr117,attr120,attr121,attr122,attr123,attr125,attr126,attr127,attr128,attr130,attr131,attr132,attr135,attr140,attr141,attr142,attr146,attr147,attr148,attr150,attr151,attr153,attr155,attr156,attr158,attr162,attr163,attr164,attr165,attr166,attr167,attr168,attr169,attr174,attr181,attr182,attr184,attr187,attr188,attr191,attr195,attr198,attr199,attr201,attr202,attr203,attr206,attr207,attr208,attr210,attr212,attr213,attr215,attr216,attr217,attr218,attr221,attr224,attr227,attr229,attr230,attr233,attr234,attr237,attr239,attr241,attr242,attr244,attr246,attr247,attr249,attr251,attr254,attr258,attr259,attr261,attr262,attr263,attr264,attr267,attr269,attr271,attr273,attr277,attr279,attr281,attr283,attr284,attr285,attr286,attr287,attr289,attr290,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
502,0.448059,0.499676,0.471095,0.764011,0.475449,0.719625,0.301702,0.706542,0.342556,0.549353,0.521141,0.679795,0.652732,0.148379,0.087106,0.281367,0.067428,0.069194,0.115905,0.240992,0.118395,0.132729,0.144475,0.144634,0.114259,0.135009,0.162441,0.127403,0.18768,0.094554,0.215215,0.217194,0.196289,0.150307,0.155681,0.303161,0.554534,0.704444,0.569664,0.704328,0.534863,0.454081,0.437414,0.558724,0.489554,0.409444,0.498813,0.53797,0.61775,0.445508,0.433155,0.438567,0.390967,0.469492,0.490069,0.500947,0.368944,0.446241,0.330453,0.331139,0.348155,0.413477,0.039527,0.055446,0.087564,0.033505,0.066068,0.154642,0.051067,0.032721,0.097899,0.068826,0.080798,0.025416,0.036319,0.026928,0.057096,0.026419,0.049272,0.024358,0.011116,0.082479,0.055251,0.009914,0.015279,0.750414,0.72854,1.0,0.964584,0.937466,0.760009,0.932792,1.0,0.986927,0.726494,0.719505,0.98525,0.948258,0.932747,0.599537,0.804337,0.921677,0.472245,0.801876,0.900217,0.430377,0.483226,0.731124,0.602612,0.681305,0.74149,0.827585,0.082307,0.105747,0.343351,0.101811,0.088415,0.119272,0.139496,0.11682,0.093953,0.361885,0.123206,0.161239,0.083695,0.163692,0.122822,0.358745,0.194953,0.036184,0.018362,0.039942,0.126569,0.150774,0.150403,0.317911,0.339256,0.14617,0,0,1,0,0,0
503,0.906385,0.972213,0.954662,0.76192,0.750801,0.665159,0.553981,0.584708,0.574682,0.628102,0.658681,0.557855,0.553863,0.130955,0.195989,0.277482,0.154197,0.105387,0.089702,0.15372,0.084815,0.081288,0.123031,0.068901,0.047919,0.107373,0.069664,0.121877,0.186095,0.053118,0.071826,0.086132,0.181275,0.099199,0.053322,0.06323,0.359411,0.400323,0.669563,0.435687,0.641351,0.881502,0.693046,0.69922,1.0,0.414598,0.363709,0.504963,0.89209,0.815921,0.889085,0.428615,0.387385,0.846929,0.833883,0.717118,0.433847,0.370911,0.320978,0.292413,0.330365,0.359195,0.000732,0.094669,0.313538,0.056133,0.006867,0.028969,0.175668,0.008016,0.01879,0.173041,0.350683,0.208992,0.097318,0.126908,0.006199,0.127337,0.086453,0.165148,0.026994,0.11756,0.017615,0.008717,0.008268,0.505965,0.504254,0.528771,0.65644,0.716548,0.523192,0.532169,0.598734,0.791304,0.57471,0.589136,0.610114,0.666776,0.767245,0.637056,0.616735,0.682152,0.554037,0.679597,0.667034,0.660202,0.585245,0.681097,0.852572,0.734044,0.715012,0.770526,0.003167,0.022777,0.025827,0.074105,0.054316,0.113332,0.087619,0.032242,0.048895,0.069119,0.022065,0.024331,0.040048,0.035011,0.06492,0.163707,0.036862,0.047007,0.038823,0.038064,0.042785,0.114508,0.283382,0.171348,0.087637,0.1583,0,0,1,0,0,0
504,0.862087,0.889532,0.903407,0.870003,0.859336,0.426298,0.444603,0.41801,0.356971,0.357278,0.326384,0.439762,0.513356,0.000318,0.000879,0.000561,0.000567,0.489676,0.153967,0.000706,0.166187,0.127466,0.220771,0.197838,0.19099,0.098464,0.139567,0.116829,0.127234,0.15207,0.085284,0.116499,0.118635,0.236304,0.318957,0.1693,0.30024,0.329383,0.325021,0.30085,0.319636,0.434554,0.419684,0.350521,0.483395,0.647833,0.529719,0.656783,0.558944,0.509424,0.261845,0.599307,0.444582,0.411824,0.455377,0.428278,0.350713,0.308114,0.354122,0.367421,0.405178,0.370082,0.000511,0.000206,0.00037,0.012211,0.000886,0.001023,9.1e-05,0.152071,0.09355,0.02509,0.026383,0.435461,0.268314,0.049092,0.219313,0.275897,0.07566,0.022119,0.046845,0.013517,0.013541,0.00439,0.033468,0.43693,0.445753,0.429124,0.500089,0.725443,0.428576,0.436337,0.451959,0.751935,0.51513,0.447397,0.647656,0.66821,0.80664,0.581544,0.577082,0.7326,0.674461,0.737889,0.722334,0.601874,0.618111,0.678464,0.570507,0.548723,0.63947,0.631978,0.004235,0.003235,0.000451,0.087448,0.000674,0.137002,0.096993,0.167832,0.016875,0.015032,0.302872,0.078702,0.129242,0.253681,0.154798,0.108113,0.084928,0.121284,0.029372,0.065734,0.050795,0.04189,0.197696,0.022078,0.061332,0.033658,0,0,1,0,0,0
505,0.330304,0.873767,0.974197,0.714593,0.815506,0.362046,0.457651,0.575916,0.344802,0.208161,0.456997,0.276896,0.291853,0.251057,0.000272,0.003922,0.29159,0.26292,0.280289,0.11616,0.276986,0.396312,0.164609,0.279857,0.213765,0.124002,0.6597,0.44527,0.148913,0.226364,0.268658,0.313882,0.388921,0.165408,0.019593,0.092091,0.249959,0.330597,0.282791,0.294815,0.345322,0.449191,0.320508,0.341214,0.522709,0.361166,0.294588,0.33749,0.381193,0.369246,0.312682,0.408059,0.338134,0.314781,0.370364,0.46976,0.288765,0.482894,0.101365,0.196159,0.101139,0.178203,0.006178,0.001413,0.007063,0.150613,0.012465,0.017544,0.013631,0.009638,0.007862,0.000457,0.006363,0.042372,0.194588,0.080561,0.026797,0.120573,0.035366,0.034196,0.096173,0.1833,0.113678,0.025915,0.026147,0.466922,0.479032,0.48714,0.518273,0.522768,0.490752,0.483942,0.629853,0.392646,0.480654,0.478854,0.710492,0.517199,0.362878,0.529444,0.534376,0.456466,0.602937,0.573638,0.538491,0.71464,0.747394,0.646079,0.965826,0.720288,0.749452,0.896761,0.090848,0.007225,0.001539,0.200659,0.011064,0.254471,0.140606,0.009722,0.001911,0.016555,0.153118,0.074472,0.029494,0.135901,0.053178,0.062223,0.071481,0.374261,0.586552,0.820624,0.476622,0.292307,0.125345,0.15978,0.028472,0.21574,0,0,1,0,0,0
506,0.458333,0.503155,0.613552,0.631965,0.719604,0.686976,0.676261,0.581565,0.600012,0.646143,0.695655,0.647845,0.355558,0.279047,0.347829,0.274968,0.096878,0.291794,0.52475,0.09531,0.065558,0.068171,0.059266,0.127143,0.071385,0.143779,0.118394,0.195795,0.217607,0.132814,0.09878,0.08434,0.238403,0.0911,0.156957,0.503723,0.304218,0.574822,0.631859,0.583464,0.56987,0.499129,0.638217,0.507064,0.513299,0.471591,0.510645,0.453827,0.42655,0.448004,0.492531,0.444726,0.47465,0.419486,0.462257,0.46692,0.443923,0.434993,0.445466,0.424575,0.371872,0.375741,0.126766,0.189002,0.150716,0.104185,0.043361,0.033824,0.033025,0.037028,0.013933,0.028197,0.039839,0.047717,0.052825,0.046206,0.033135,0.0217,0.021535,0.025147,0.012191,0.011825,0.00622,0.009699,0.004631,0.878142,0.9792,1.0,0.895811,0.63833,1.0,1.0,1.0,0.981325,1.0,1.0,0.992519,0.930175,0.902946,0.925277,0.991121,0.935107,0.977433,0.844013,0.896269,0.794485,0.830482,0.856325,0.792975,0.830113,0.704062,0.832249,0.222666,0.487339,0.266308,0.299823,0.077416,0.138919,0.267184,0.095141,0.126004,0.130682,0.158815,0.445125,0.202328,0.179374,0.146547,0.200764,0.110988,0.132033,0.108069,0.213854,0.157928,0.135924,0.161316,0.122873,0.070992,0.063457,0,0,1,0,0,0
507,0.794759,0.663126,0.729336,0.722772,0.500289,0.623708,0.252172,0.612471,0.216817,0.511287,0.871861,0.788774,0.482289,0.279073,0.139189,0.023894,0.036542,0.055072,0.239183,0.025919,0.048834,0.079553,0.366763,0.289125,0.574924,0.618346,0.142102,0.299216,0.745846,0.20159,0.219354,0.425559,0.446043,0.061663,0.112197,0.074761,0.341865,0.375308,0.619177,0.353155,0.642123,0.773046,0.731488,0.516389,0.769117,0.314306,0.474504,0.464038,0.548413,0.609345,0.589593,0.366617,0.375635,0.506181,0.491081,0.501558,0.321458,0.342937,0.318264,0.315655,0.347044,0.341558,0.011956,0.09954,0.028609,0.059097,0.026859,0.05707,0.066428,0.066826,0.023337,0.224123,0.074527,0.102898,0.113528,0.066102,0.023882,0.070078,0.095599,0.086412,0.02204,0.02543,0.023573,0.001778,0.020094,0.815056,0.749207,0.938001,1.0,0.852501,0.903662,1.0,1.0,0.982887,0.571202,0.814069,1.0,1.0,0.980687,0.649376,1.0,0.953368,0.727371,0.972519,0.796099,0.687047,0.753882,0.822609,0.491071,0.588574,0.790033,0.879028,0.103453,0.232295,0.34702,0.168526,0.484466,0.105333,0.173569,0.132441,0.384779,0.191431,0.105371,0.213927,0.848353,0.108847,0.262137,0.18569,0.240282,0.637393,0.60505,0.437796,0.50981,0.434403,0.58392,0.017027,0.167184,0.427895,0,0,1,0,0,0
508,0.710773,0.630187,0.53961,0.66765,0.679804,0.719765,0.800935,0.742676,0.596806,0.361517,0.712532,0.754523,0.739785,0.074902,0.077882,0.177871,0.208657,0.137398,0.025222,0.082705,0.079633,0.035982,0.312136,0.294603,0.204084,0.209569,0.019745,0.571798,0.447984,0.427648,0.209292,0.128682,0.495929,0.243776,0.602359,0.586534,0.0,0.023333,0.270143,0.115413,0.369651,0.58546,0.041079,0.870365,0.677206,0.453302,0.865905,1.0,0.862778,0.630698,0.191508,0.639222,0.715143,0.854032,0.629809,0.617683,0.480683,0.593667,0.471683,0.439825,0.635778,0.587079,0.065802,0.181819,0.644239,0.305117,0.008243,0.723616,0.836483,0.026918,0.822081,0.167031,0.476061,0.096958,0.067304,0.251067,0.436264,0.04798,0.071906,0.517575,0.223387,0.06567,0.022822,0.01643,0.12317,0.348111,0.325725,0.727277,0.698835,0.306548,0.925388,0.57236,1.0,0.394125,0.692572,0.932686,1.0,1.0,0.39089,0.802821,0.948758,0.529244,0.792909,1.0,1.0,0.778597,0.740036,1.0,0.900725,0.805538,0.859317,1.0,0.027812,0.069451,1.0,0.898115,0.17618,0.444926,0.491292,0.285914,0.195262,0.565454,0.106164,1.0,0.168313,0.209487,0.670176,0.266736,0.130935,0.509151,0.195265,0.237795,0.165042,0.157486,0.353573,0.171993,0.088778,0.209369,0,0,1,0,0,0
509,0.784442,0.732391,0.747067,0.721123,0.728083,0.749492,0.711434,0.53623,0.538718,0.615048,0.651389,0.641793,0.467512,0.192836,0.144404,0.222421,0.186589,0.142277,0.231014,0.192217,0.296656,0.199511,0.480256,0.233561,0.307735,0.34553,0.146564,0.511214,0.363527,0.556102,0.722173,0.325024,0.562686,0.393751,0.323178,0.464482,0.344241,0.282281,0.277863,0.479203,0.424086,0.396944,0.494352,0.417841,0.538893,0.459513,0.485825,0.443643,0.389291,0.437453,0.454297,0.267475,0.413976,0.349779,0.375006,0.360454,0.286667,0.326866,0.313378,0.324607,0.403045,0.322458,0.048751,0.036534,0.01609,0.011907,0.077713,0.11479,0.069297,0.048417,0.143262,0.180641,0.134498,0.222013,0.09786,0.086858,0.117738,0.067424,0.027747,0.055663,0.021364,0.076187,0.012187,0.013494,0.023295,0.511935,0.524068,0.517677,0.497472,0.519717,0.65546,0.658295,0.700112,0.662899,0.636303,0.655171,0.467626,0.592391,0.638885,0.735682,0.643363,0.59584,0.676983,0.548678,0.595371,0.767135,0.717843,0.600896,0.770457,0.822999,0.577495,0.48106,0.436782,0.330842,0.279864,0.500563,0.361177,0.277578,0.339727,0.395175,0.355924,0.255207,0.277733,0.351759,0.425326,0.279604,0.328174,0.294352,0.252202,0.447325,0.652645,0.42032,0.91341,0.360545,0.382718,0.171183,0.234149,0.479282,0,0,1,0,0,0
510,0.782002,0.912983,0.941811,0.945094,0.714597,0.7001,0.422979,0.611737,0.518031,0.519123,0.408442,0.368635,0.34538,0.286279,0.005989,0.005094,0.005399,0.006471,0.007033,0.373692,0.37939,0.78327,0.529125,0.216408,0.325395,0.235935,0.241635,0.349446,1.0,0.450434,0.49873,0.719465,0.49958,0.633689,0.199753,0.169169,0.359795,0.217234,0.222005,0.56936,0.458986,0.375411,0.37093,0.708696,0.428092,0.441932,0.63064,0.461981,0.551353,0.397536,0.718587,0.473333,0.440543,0.545423,0.607838,0.46256,0.377029,0.48285,0.381268,0.42244,0.394674,0.455145,0.55788,0.008629,0.007367,0.008069,0.285636,0.594755,0.122929,0.105127,0.195651,0.987555,0.117112,0.085225,0.078838,0.38843,0.094456,0.106087,0.160552,0.228922,0.034715,0.051112,0.108092,0.048696,0.01571,0.448054,0.441025,0.433168,0.425035,0.41074,0.733223,0.737122,0.68815,0.492281,0.69388,0.71682,0.716938,0.7768,0.626378,0.624094,0.828785,0.572661,0.797101,0.748976,0.816556,0.505474,0.591229,0.603517,0.436279,0.480013,0.54529,0.486748,0.15829,0.014391,0.004652,0.0045,0.242641,0.704153,0.233282,0.171095,0.179187,0.393329,0.506843,0.335053,0.448091,0.504237,0.367281,0.287521,0.465091,0.249467,0.3001,0.188802,0.10307,0.250176,0.164428,0.346759,0.210272,0.061557,0,0,1,0,0,0
511,0.504381,0.687505,0.69606,0.663907,0.704542,0.406078,0.548138,0.560906,0.567607,0.59722,0.442704,0.567877,0.453484,0.998957,0.07528,0.062558,0.130606,0.149751,0.794576,0.149942,0.163115,0.712436,0.23544,1.0,0.026899,0.158356,0.909406,0.797634,0.076417,0.102421,0.170527,0.168541,1.0,1.0,0.883731,0.941498,0.412219,0.650308,0.707503,0.547839,0.638102,0.655408,0.449969,0.613108,0.489046,0.263076,0.241461,0.480633,0.544563,0.472663,0.429098,0.276893,0.308901,0.449382,0.474801,0.388169,0.437449,0.326691,0.353878,0.454796,0.491425,0.408077,0.13595,0.08773,0.083281,0.077426,0.105198,0.102597,0.115771,0.06341,0.17652,0.095687,0.092382,0.158077,0.18127,0.276636,0.044013,0.148096,0.029961,0.195673,0.08665,0.03765,0.015903,0.13779,0.191634,1.0,1.0,0.973392,0.91546,0.776552,1.0,0.898651,0.885178,0.783515,0.660648,0.919244,0.743837,0.837472,0.822609,0.471619,0.797996,0.746376,0.531194,0.716261,0.597058,0.591934,0.709385,0.456033,0.689215,0.590756,0.679736,0.668545,0.488722,0.292294,0.180335,0.260106,0.537068,0.291111,0.311605,0.900963,0.634376,0.448004,0.481239,0.301868,1.0,0.425722,0.584065,0.631768,0.39157,0.270152,0.365526,0.30868,0.260615,0.139359,0.135389,0.062719,0.104727,0.256393,0,0,1,0,0,0
512,0.961996,0.939109,0.877841,0.72965,0.913874,0.564761,0.740695,0.756436,0.589938,0.493709,0.734085,0.871159,0.792672,0.00048,0.031406,0.039075,0.078079,0.058035,0.130612,0.058267,0.110464,0.091281,0.15066,0.079837,0.144966,0.147245,0.112404,0.34719,0.105223,0.150028,0.109463,0.146453,0.163944,0.1481,0.031005,0.013247,0.040693,0.109004,0.365714,0.263766,0.446061,0.558918,0.516104,0.510043,0.576753,0.458658,0.46316,0.548225,0.557792,0.569351,0.477446,0.446017,0.508268,0.573247,0.558571,0.61,0.400996,0.664242,0.332987,0.364372,0.429654,0.465584,0.005017,0.237095,0.163772,0.047169,0.038382,0.218217,0.053571,0.015362,0.023965,0.017821,0.118609,0.075469,0.157081,0.045315,0.015493,0.122859,0.301188,0.692392,0.082394,0.079264,0.109485,0.025435,0.005607,0.392645,0.600367,1.0,0.812818,0.441558,1.0,1.0,1.0,0.926454,1.0,1.0,1.0,1.0,0.838368,1.0,1.0,1.0,0.723038,1.0,1.0,0.711533,0.531338,0.819523,1.0,0.967532,1.0,1.0,0.002985,0.010569,1.0,0.733001,1.0,0.575887,0.38638,0.934539,0.415144,0.492144,0.422961,0.393576,0.765323,0.710703,0.351669,0.425152,0.442407,0.401865,0.29179,0.401883,0.468859,0.374977,0.689571,0.302052,1.0,0.824238,0,0,1,0,0,0
513,0.912559,0.91344,0.930434,0.881908,0.984591,0.822763,0.407241,0.582501,0.051872,0.051414,0.259118,0.644689,0.138565,0.00363,0.015792,0.020339,0.013917,0.009218,0.492328,0.006489,0.00847,0.143326,0.181079,0.400047,0.559817,0.33503,0.369573,0.353027,0.485779,0.572568,0.669027,0.374764,0.168645,0.429229,0.112356,0.20794,0.085194,0.140986,0.129034,0.240158,0.310401,0.106075,0.08764,0.267613,0.244878,0.861262,0.683813,0.511834,0.630704,0.948889,0.997541,0.729546,0.620723,0.652847,0.578711,0.802682,0.370861,0.712479,0.574832,0.447824,0.576134,0.562919,0.003905,0.036934,0.046796,0.010643,0.005349,0.027726,0.01289,0.200492,0.068835,0.010515,0.004668,0.012751,0.284366,1.0,0.255534,1.0,0.47424,0.422195,0.054901,0.094138,0.143855,0.442036,0.089883,0.399773,0.416302,0.379213,0.344439,0.445631,0.446574,0.485464,0.452298,0.391647,0.502165,0.475581,0.4857,0.631249,0.594224,0.889932,0.902024,0.709052,0.740352,1.0,0.821456,0.3525,0.433861,0.484435,0.612319,0.415702,0.505231,0.496484,0.004779,0.005406,0.018499,0.008505,0.009798,0.008738,0.051293,0.080785,0.011351,0.005089,0.105461,0.427186,0.919714,0.371017,0.367773,0.655256,0.713536,0.16472,0.386633,0.263655,0.314405,0.347318,0.172689,0.946421,0.424903,0.695453,0,0,1,0,0,0
514,0.420524,0.381829,0.415839,0.573106,0.269881,0.622996,0.38613,0.627775,0.492028,0.568638,0.432907,0.546389,0.626222,0.08425,0.173281,0.038283,0.065138,0.157863,0.220975,0.254945,0.131548,0.092184,0.224374,0.386815,0.198962,0.246909,0.124062,0.161999,0.233545,0.084919,0.202386,0.118828,0.140253,0.048649,0.517096,0.203677,0.742007,0.661088,0.799955,0.548583,0.826655,0.808186,0.729626,0.680261,0.820068,0.545363,0.424467,0.548991,0.730533,0.708594,0.672404,0.513129,0.375998,0.557936,0.499637,0.551281,0.416009,0.759467,0.668186,0.405522,0.800612,0.710794,0.102411,0.12006,0.064826,0.09384,0.121284,0.157972,0.170188,0.287546,0.114704,0.237374,0.107996,0.12071,0.085761,0.137629,0.167922,0.196914,0.130266,0.122644,0.112986,0.100922,0.091067,0.038298,0.099504,0.786768,0.767543,1.0,1.0,0.988132,0.850377,0.877569,0.951974,0.971939,0.483751,0.798137,0.988021,0.99915,0.980405,0.686557,0.940476,1.0,0.888994,0.884206,0.952714,0.461642,0.960293,1.0,0.779522,0.9104,1.0,0.990129,0.178912,0.243851,0.150091,0.214048,0.415608,0.20416,0.313953,0.415402,0.528007,0.260972,0.248522,0.877966,0.331163,0.177234,0.252578,0.11901,0.140796,0.854415,0.346397,0.135867,0.462953,0.170467,0.182238,0.131398,0.854851,0.182649,0,0,1,0,0,0
515,0.427641,0.435595,0.469925,0.511298,0.426951,0.598597,0.611322,0.501275,0.646538,0.478246,0.603361,0.595387,0.636885,0.139851,0.266702,0.344275,0.134202,0.123504,0.156079,0.510159,0.102692,0.212635,0.277035,0.462108,0.358096,0.194672,0.133437,0.227551,0.170099,0.095074,0.064363,0.040902,0.040364,0.085532,0.093386,0.052551,0.287496,0.490157,0.476083,0.308412,0.502282,0.424079,0.386596,0.28813,0.339744,0.297087,0.281463,0.266102,0.359869,0.307919,0.289401,0.350804,0.40371,0.325494,0.352418,0.315938,0.4929,0.260789,0.354523,0.390358,0.255658,0.256755,0.028524,0.29281,0.291259,0.168785,0.033068,0.08312,0.217001,0.039081,0.071781,0.067574,0.081715,0.082968,0.094758,0.014184,0.049443,0.042052,0.060486,0.033149,0.067567,0.062983,0.058219,0.179701,0.12366,0.587122,0.546352,0.569103,0.551274,0.451168,0.575462,0.542811,0.564673,0.434312,0.64994,0.615409,0.611225,0.473321,0.47147,0.63372,0.57511,0.513487,0.654443,0.610793,0.58332,0.456588,0.520885,0.828897,0.691342,0.721818,0.770141,0.806705,0.170944,0.225588,0.207801,0.184218,0.242596,0.162884,0.099315,0.256877,0.167316,0.221347,0.173819,0.281071,0.162228,0.235376,0.084215,0.564525,0.468908,0.29167,0.224247,0.131933,0.09698,0.068868,0.148951,0.20866,0.205749,0.097468,0,0,1,0,0,0
516,0.843105,0.701831,0.669261,0.601306,0.648086,0.477699,0.632845,0.620133,0.624028,0.618641,0.937961,0.926807,0.837421,0.000356,0.087432,0.087077,0.222583,0.236548,0.186963,0.109825,0.234706,0.289896,0.152232,0.10484,0.144321,0.120417,0.271582,0.339071,0.201065,0.229446,0.132314,0.15473,0.271735,0.009497,0.050789,0.158925,0.092721,0.388076,0.398134,0.267591,0.443854,0.397627,0.279922,0.35736,0.262066,0.258162,0.304901,0.39614,0.342846,0.262033,0.227318,0.264773,0.280412,0.426321,0.27286,0.260847,0.290526,0.334397,0.417962,0.421637,0.412782,0.410326,0.001434,0.156212,0.106541,0.021265,0.01078,0.018577,0.130756,0.032133,0.082796,0.055097,0.059601,0.018155,0.085153,0.041091,0.010141,0.026481,0.029478,0.040322,0.021403,0.020852,0.028138,0.00165,0.017341,0.407232,0.792579,0.872689,0.897579,0.870146,0.946152,0.88631,0.913761,0.735171,0.835013,0.903037,0.823926,0.764665,0.765029,0.760216,0.899913,0.89806,0.901484,0.895763,0.734699,0.875268,0.815926,0.778686,0.667666,0.662435,0.663507,0.647806,0.002943,0.61159,0.114493,0.230473,0.594482,0.353829,0.645456,0.354185,0.223852,0.197405,0.193353,0.14841,0.16068,0.263058,0.575779,0.204503,0.431679,0.211041,0.270013,0.240495,0.15964,0.230079,0.2872,0.029636,0.022831,0.027836,0,0,1,0,0,0
517,0.534784,0.643397,0.698489,0.482069,0.574862,0.586002,0.479874,0.435182,0.260892,0.502922,0.77809,0.781602,0.449435,0.390575,0.295018,0.397078,0.411875,0.305348,0.280578,0.353797,0.404227,0.272572,0.460896,0.459512,0.440329,0.291625,0.368033,0.237089,0.548729,0.403342,0.237907,0.240478,0.260646,0.046649,0.080173,0.241514,0.211881,0.405083,0.404893,0.269787,0.502943,0.201571,0.202833,0.727151,0.224661,0.206137,0.297865,0.68381,0.47295,0.189636,0.209153,0.171103,0.250537,0.303422,0.23858,0.148968,0.261028,0.216611,0.327108,0.406951,0.229069,0.178296,0.049271,0.316779,0.271966,0.032497,0.0569,0.07446,0.253224,0.055506,0.472577,0.406828,0.425695,0.034381,0.040734,0.035605,0.049192,0.04166,0.04128,0.03335,0.08027,0.050476,0.045513,0.040014,0.022502,1.0,1.0,0.685671,0.701161,0.657422,0.910465,0.945153,0.837445,0.844615,0.914024,0.927384,0.876173,0.874638,0.912987,0.923934,0.906569,0.890974,0.806125,0.674879,0.811739,0.78824,0.768187,0.629395,0.961254,0.908375,0.844264,0.590276,0.407686,0.402909,0.390379,0.720676,0.369657,0.823737,0.523121,0.281503,0.22644,0.425002,0.500428,0.26405,0.20672,0.492508,0.447906,0.322619,0.267636,0.462489,0.561695,0.475739,0.184374,0.235174,0.336107,0.166615,0.167047,0.043815,0,0,1,0,0,0
518,0.972073,0.891499,0.790884,0.91643,0.73219,0.823643,0.670726,0.595116,0.534072,0.734434,0.731647,0.604828,0.582574,0.044407,0.135103,0.108834,0.113084,0.20081,0.037225,0.142676,0.116352,0.20365,0.058773,0.091277,0.051861,0.114439,0.109293,0.160745,0.130512,0.104276,0.231682,0.199413,0.226412,0.068325,0.058939,0.045489,0.27476,0.581164,0.428845,0.748274,0.584516,0.433081,0.249175,0.674497,0.545861,0.425096,0.684264,0.586479,0.531941,0.509207,0.321549,0.247925,0.351926,0.455977,0.360991,0.36259,0.266522,0.246617,0.186938,0.239136,0.279479,0.243872,0.035916,0.209978,0.147155,0.061566,0.120093,0.175891,0.147521,0.379665,0.078182,0.149913,0.228145,0.140998,0.1389,0.196248,0.128458,0.089938,0.082607,0.056645,0.026787,0.018596,0.019432,0.043389,0.02114,0.448642,0.445789,0.412966,0.454414,0.42632,0.535493,0.43499,0.50364,0.441784,0.682597,0.618701,0.558072,0.600563,0.487427,0.772874,0.649181,0.616846,0.753759,0.63673,0.614977,0.685341,0.715115,0.658592,0.765609,0.69301,0.678494,0.735031,0.016758,0.038816,0.056632,0.0653,0.127514,0.232702,0.09002,0.164794,0.385843,0.350646,0.289584,0.246387,0.214339,0.245386,0.102372,0.147715,0.174812,0.301521,0.142851,0.162141,0.130781,0.150404,0.152385,0.124517,0.085288,0.207592,0,0,1,0,0,0
519,0.931899,0.98938,1.0,1.0,0.706598,0.943618,0.302273,0.499142,0.20234,0.556518,0.640624,0.638547,0.559251,0.049404,0.002893,0.000847,0.000341,0.000355,0.00039,0.088508,0.054297,0.036256,0.064524,0.1661,0.091256,0.063789,0.140425,0.205327,0.344094,0.161545,0.285942,0.219821,0.262784,0.021979,0.033774,0.04314,0.328434,0.346684,0.345878,0.345432,0.347572,0.342383,0.337641,0.446675,0.399052,0.403292,0.41552,0.421681,0.436296,0.466602,0.333777,0.393876,0.415173,0.52111,0.60025,0.523004,0.445107,0.405072,0.388683,0.399972,0.34421,0.355426,0.001148,1e-06,5.5e-05,0.000218,0.020008,0.011101,0.002341,0.032443,0.045106,0.059101,0.059475,0.030003,0.019702,0.014135,0.043042,0.034172,0.087178,0.057063,0.021174,0.030253,0.041723,0.014993,0.032032,0.475672,0.491231,0.491084,0.479013,0.46808,0.458798,0.457923,0.4505,0.441549,0.576333,0.588653,0.533037,0.489837,0.460917,0.597222,0.622959,0.570719,0.622411,0.495412,0.426766,0.784499,0.780199,0.662632,0.93649,0.93173,0.938092,0.854445,0.004685,0.003155,0.001829,0.001014,0.041199,0.005032,0.005549,0.108417,0.116726,0.114878,0.067901,0.209442,0.087182,0.084014,0.102572,0.103742,0.196609,0.210383,0.253874,0.458369,0.471229,0.451166,0.163048,0.039735,0.045784,0.142827,0,0,1,0,0,0
520,0.743709,0.757677,0.735291,0.664293,0.65805,0.498973,0.723316,0.632098,0.650099,0.578025,0.782074,0.846561,0.745529,0.168327,0.073703,0.087937,0.070495,0.085692,0.089509,0.109763,0.083713,0.082706,0.087688,0.081015,0.110963,0.131355,0.070146,0.345686,0.0697,0.026047,0.064904,0.055731,0.122108,0.036276,0.027192,0.01707,0.361924,0.430336,0.425443,0.366193,0.457365,0.417854,0.418153,0.433066,0.465115,0.366856,0.346746,0.343245,0.380256,0.410916,0.36418,0.332831,0.330812,0.408802,0.406072,0.406154,0.445794,0.41835,0.47056,0.358681,0.497132,0.422605,0.02805,0.018044,0.030906,0.072318,0.041933,0.032823,0.027351,0.046397,0.033759,0.035295,0.021331,0.025127,0.037277,0.044868,0.024303,0.02491,0.032174,0.042159,0.051677,0.03246,0.042102,0.011826,0.028497,0.720332,0.727558,0.930981,0.856777,0.790605,0.656281,0.803593,0.921419,0.748862,0.828785,0.723743,0.928455,0.902209,0.798903,0.72355,0.699594,0.840442,0.545031,0.694092,0.67072,0.628281,0.435468,0.6945,0.679165,0.413792,0.409003,0.681294,0.554262,0.576908,0.420083,0.137399,0.283172,0.11979,0.257755,0.196523,0.366279,0.235905,0.106044,0.155879,0.281769,0.160101,0.11236,0.264492,0.350678,0.083968,0.053545,0.11359,0.186055,0.083558,0.091924,0.080547,0.037313,0.084288,0,0,1,0,0,0
