,attr1,attr3,attr5,attr8,attr9,attr13,attr22,attr26,attr30,attr31,attr33,attr34,attr38,attr41,attr42,attr43,attr44,attr45,attr49,attr51,attr53,attr56,attr57,attr59,attr60,attr61,attr66,attr70,attr71,attr72,attr76,attr77,attr78,attr79,attr80,attr81,attr84,attr86,attr87,attr89,attr90,attr93,attr101,attr102,attr103,attr105,attr106,attr110,attr113,attr114,attr116,attr117,attr118,attr121,attr122,attr124,attr127,attr128,attr129,attr130,attr131,attr133,attr134,attr135,attr137,attr142,attr143,attr155,attr156,attr160,attr167,attr172,attr173,attr174,attr175,attr176,attr178,attr181,attr182,attr184,attr185,attr191,attr193,attr197,attr200,attr202,attr204,attr205,attr212,attr213,attr214,attr216,attr217,attr218,attr219,attr222,attr223,attr226,attr228,attr230,attr231,attr233,attr237,attr238,attr239,attr240,attr244,attr248,attr250,attr254,attr256,attr268,attr269,attr270,attr272,attr273,attr274,attr275,attr278,attr279,attr280,attr283,attr284,attr285,attr288,attr289,attr291,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
137,0.120513,0.141904,0.17782,0.235569,0.279537,0.39339,0.61566,0.708285,0.801275,0.814725,0.674004,0.689941,0.846914,0.907931,0.887532,0.898111,0.909617,0.910567,0.89782,0.01571,0.024698,0.039271,0.2322,0.550355,0.378565,0.559249,0.064466,0.022009,0.064429,0.07898,0.059037,0.056525,0.043002,0.051231,0.048706,0.055701,0.068366,0.006814,0.200029,0.00626,0.011315,0.006172,0.337695,0.352531,0.392305,0.313402,0.285034,0.382359,0.0,0.050508,0.080137,0.140158,0.042161,0.0,0.0,0.082545,0.187291,0.222503,0.254829,0.261228,0.229444,0.229664,0.340213,0.346173,0.347833,0.345487,0.349787,0.08641,0.080448,0.354386,0.10309,0.016236,0.015602,0.022026,0.050525,0.11637,0.067911,0.074601,0.104978,0.000287,0.020703,9.2e-05,0.000276,0.506542,0.490204,0.492306,0.403941,0.390141,0.057837,0.164464,0.091474,0.07876,0.064278,0.194444,0.237464,0.317946,0.336699,0.545759,0.535404,0.588656,0.516785,0.502829,0.502896,0.495471,0.499038,0.503388,0.499665,0.01833,0.145111,0.414986,0.349749,0.772158,0.704991,0.625553,0.613814,0.590563,0.008256,0.015454,0.101719,0.136482,0.009536,0.009365,0.000348,0.00154,0.002217,0.000843,0.001485,0.001655,1,0,0,0,0,0
138,0.596228,0.6305,0.608564,0.677667,0.689346,0.584571,0.602656,0.567221,0.657942,0.667101,0.622286,0.716759,0.869231,0.917167,0.912425,0.800712,0.830683,0.851071,0.861208,0.004889,0.202809,0.292651,0.004777,0.019512,0.385347,0.319695,0.170727,0.527063,0.445277,0.359148,0.274148,0.403978,0.416125,0.619756,0.647831,0.534725,0.778229,0.03714,0.010493,0.366661,0.02724,0.004124,0.074006,0.24297,0.173519,0.282147,0.119129,0.397949,0.203032,0.199801,0.341776,0.356571,0.386241,0.330713,0.379993,0.67238,0.415528,0.500844,0.453711,0.556996,0.585165,0.455514,0.309918,0.404287,0.529746,0.338992,0.387517,0.005581,0.004856,0.033295,0.01181,0.107564,0.349055,0.048289,0.036806,0.033664,0.06252,0.04439,0.082593,0.012704,0.003197,0.000975,0.00665,0.0,0.135646,0.0,0.0,0.0,0.095455,0.340144,0.579084,0.597457,0.615126,0.3525,0.518295,0.562791,0.749441,0.519838,0.541331,0.447318,0.403124,0.464886,0.51664,0.500794,0.354681,0.43239,0.568371,0.14124,0.704531,0.017749,0.078988,0.48138,0.324564,0.164075,0.197111,0.392839,0.10004,0.050125,0.645009,0.087451,0.087463,0.017357,0.028364,0.035531,0.008084,0.009023,0.005608,0.00764,1,0,0,0,0,1
139,0.527796,0.706845,0.630638,0.627586,0.656994,0.523222,0.684108,0.568795,0.762943,0.728459,0.880681,0.878883,0.979056,0.762017,0.659065,0.902821,0.866646,0.868145,0.652525,0.180829,0.010912,0.124086,0.188751,0.002129,0.002216,0.325337,0.010241,0.333977,0.03698,0.06012,0.141135,0.225649,0.099765,0.449469,0.475044,0.250538,0.353858,0.0,0.0,0.120023,0.3919,0.242169,0.086303,0.101914,0.228018,0.218018,0.090734,0.180576,0.039506,0.03046,0.233621,0.448964,0.273155,0.02428,0.107092,0.536481,0.001653,0.27118,0.392936,0.312606,0.357112,0.322085,0.331941,0.333375,0.333169,0.321235,0.324191,0.095374,0.051254,0.098381,0.1835,0.775955,1.0,0.144181,0.242112,0.202847,0.121336,0.012005,0.044214,6.8e-05,0.000118,0.002762,0.000374,0.367284,0.114041,0.501733,0.176619,0.127393,0.128791,0.144983,0.167785,0.504607,0.393865,0.118883,0.15015,0.372283,0.38332,0.494028,0.487643,0.538088,0.542818,0.48969,0.472166,0.472211,0.484523,0.479178,0.502013,0.073839,0.625647,0.2132,0.011247,0.14956,0.469972,1.0,0.834262,0.576573,0.191442,1.0,0.021181,0.049088,0.132014,0.00136,0.000411,0.001178,0.00545,0.007553,0.001541,0.015622,1,0,0,0,0,0
140,0.740516,0.873066,0.877097,0.525484,0.486561,0.842283,0.685952,0.916827,0.875361,0.892745,0.917503,0.930794,0.830874,0.918711,0.87232,0.633113,0.719032,0.803744,0.821996,0.004882,0.002582,0.008772,0.576993,0.553878,0.468798,0.00137,0.39956,0.138131,0.151611,0.157369,0.071565,0.073145,0.076867,0.058302,0.04672,0.027737,0.010744,0.090541,0.083655,0.031403,0.01424,0.098544,0.187126,0.183203,0.187359,0.222606,0.388491,0.238669,0.591804,0.531406,0.561941,0.404184,0.211646,0.373683,0.379794,0.353292,0.410041,0.396235,0.397353,0.403416,0.403423,0.419595,0.416694,0.425912,0.418704,0.448237,0.436571,0.167774,0.186854,0.001008,0.107778,0.003715,0.00593,0.025358,0.039298,0.001976,0.001641,0.000586,0.001284,0.004716,0.006213,0.006307,0.001525,0.165068,0.326948,0.263352,0.389426,0.499653,0.554941,0.60458,0.555511,0.26834,0.155573,0.46161,0.504518,0.535963,0.456801,0.593051,0.636116,0.634628,0.597815,0.560386,0.652062,0.648025,0.505412,0.548633,0.663256,0.016047,0.011769,0.378932,0.090928,0.048024,0.063191,0.095846,0.32378,0.254739,0.030824,0.035798,0.005228,0.013812,0.014126,0.011936,0.012107,0.011135,0.024835,0.031351,0.02605,0.029756,1,0,0,0,0,0
141,0.563423,0.595128,0.59496,0.527034,0.548579,0.539664,0.808199,0.835207,0.809528,0.797782,0.750365,0.824559,0.803101,0.776218,0.740626,0.750946,0.78649,0.798032,0.722688,0.000105,0.0,0.002481,0.027901,0.030575,0.036619,0.036186,0.352659,0.509656,0.130834,0.077752,0.096482,0.102022,0.060141,0.107262,0.015474,0.006434,0.073278,0.034518,0.004549,0.0097,0.022977,0.004343,0.0,0.0,0.0,0.029678,0.052812,0.026735,0.467743,0.444273,0.421516,0.445796,0.538985,0.524012,0.52524,0.529554,0.459383,0.474005,0.447339,0.441571,0.537805,0.497428,0.454472,0.451468,0.437846,0.435672,0.435672,0.010562,0.013859,0.032137,0.113476,0.029226,0.097497,0.164013,0.098043,0.037473,0.016328,0.222493,0.072272,0.002899,0.000354,0.000555,0.001698,0.084787,0.112229,0.104882,0.096484,0.109042,0.566649,0.511406,0.498088,0.601863,0.53725,0.636775,0.672649,0.580918,0.643295,0.655025,0.669552,0.628601,0.644033,0.678722,0.669641,0.654947,0.647723,0.665481,0.666544,0.001905,0.002105,0.002785,0.014753,0.166497,0.050618,0.11777,0.271756,0.160668,0.058813,0.073301,0.164894,0.254927,0.115237,0.002145,0.002954,0.008155,0.004862,0.003026,0.005937,0.005294,1,0,0,0,0,0
142,0.64745,0.644088,0.706115,0.554963,0.564094,0.576823,0.539719,0.568367,0.562748,0.595961,0.722941,0.827144,0.883674,0.91482,0.870531,0.942143,0.923014,0.928353,0.890609,0.005016,0.006773,0.000902,0.06983,0.101964,0.077797,0.058697,0.012825,0.10487,0.00452,0.007621,0.011815,0.019973,0.015477,0.023345,0.019074,0.07785,0.039419,0.108439,0.049743,0.016419,0.012593,0.010047,0.177846,0.213402,0.243436,0.190995,0.161811,0.144739,0.223368,0.182661,0.149835,0.122538,0.216763,0.084787,0.082051,0.04131,0.057661,0.052017,0.02345,0.064191,0.117497,0.312702,0.034143,0.239883,0.33952,0.350754,0.350713,0.02279,0.031523,0.061397,0.183807,0.001673,0.003437,0.005134,0.016095,0.007883,0.009144,0.080664,0.01732,0.126806,0.034702,0.00137,0.010379,0.252527,0.274177,0.302022,0.208512,0.211207,0.251789,0.262614,0.28792,0.426787,0.432803,0.296665,0.315038,0.346059,0.356996,0.353183,0.409655,0.473642,0.481593,0.482499,0.59635,0.6198,0.502561,0.496164,0.626543,0.003677,0.022519,0.043921,0.044976,0.005764,0.006228,0.003442,0.010275,0.010766,0.003794,0.011017,0.036986,0.014414,0.007658,0.006348,0.002285,0.0593,0.003509,0.002851,0.076632,0.00277,1,0,0,0,0,0
143,0.860774,0.861479,0.852998,0.911277,0.910554,0.772161,0.630185,0.632982,0.766557,0.728588,0.67994,0.771906,0.793403,0.828254,0.823695,0.796106,0.792833,0.799693,0.808915,0.012778,0.003765,0.00519,0.02869,0.039794,0.035781,0.334878,0.21863,0.080973,0.327443,0.300978,0.294275,0.346174,0.271333,0.208172,0.266196,0.259452,0.465804,0.031054,0.034053,0.02265,0.008758,0.032585,0.28118,0.278038,0.27797,0.275542,0.306811,0.296056,0.286269,0.294218,0.277579,0.338011,0.379986,0.449822,0.435631,0.448985,0.365864,0.415453,0.352126,0.467497,0.432277,0.351584,0.358909,0.441783,0.39454,0.408539,0.370597,0.002984,0.003982,0.17533,0.413841,0.056796,0.082202,0.025275,0.031326,0.040755,0.04599,0.003667,0.003651,0.094474,0.018427,0.065619,0.000738,0.298902,0.311393,0.285158,0.379764,0.399803,0.324208,0.307289,0.28763,0.254887,0.261719,0.42691,0.507996,0.492217,0.484758,0.523886,0.557378,0.491154,0.416242,0.603954,0.584642,0.57952,0.574745,0.581276,0.590356,0.013521,0.004459,0.12712,0.085521,0.334481,0.149759,0.225791,0.318888,0.259958,0.570316,0.236207,0.345953,0.595281,0.671362,0.01315,0.012712,0.004792,0.012394,0.036322,0.008247,0.002173,1,0,0,0,0,0
144,0.585749,0.612895,0.605623,0.498142,0.510387,0.513786,0.609322,0.620012,0.516463,0.635784,0.583347,0.61245,0.602412,0.726452,0.645427,0.852132,0.873503,0.868478,0.838592,0.006844,0.018676,0.052342,0.01825,0.00322,0.00197,0.050765,0.074887,0.023413,0.108463,0.160831,0.014045,0.120384,0.300172,0.419722,0.580113,0.362422,0.303602,0.481427,0.391936,0.663755,0.213751,0.000575,0.215322,0.221077,0.215418,0.225377,0.127298,0.125473,0.22594,0.323045,0.275213,0.261392,0.220754,0.396893,0.429184,0.398855,0.388711,0.446701,0.570123,0.425905,0.494739,0.495384,0.43441,0.395556,0.482798,0.387984,0.392853,0.027473,0.002209,0.006043,0.008702,0.162733,0.115033,0.002362,0.110741,0.065173,0.16111,0.036047,0.122732,0.015947,0.038083,0.000154,0.019817,0.099,0.103104,0.092738,0.030954,0.022634,0.273171,0.281121,0.24045,0.170927,0.159331,0.240472,0.315318,0.318192,0.221987,0.324342,0.475935,0.281133,0.371612,0.464171,0.49773,0.504115,0.65923,0.658895,0.653829,0.022784,0.035725,0.011187,0.012675,0.174066,0.588795,0.355253,0.006246,0.297503,0.136526,0.339683,0.174191,0.051523,0.890299,0.079099,0.311919,0.159846,0.00527,0.002352,0.025661,0.011366,1,0,0,0,0,0
145,0.728287,0.590707,0.491556,0.776361,0.785668,0.544613,0.82344,0.7795,0.85701,0.858567,0.708329,0.673933,0.898412,0.776726,0.639075,0.847192,0.874669,0.895999,0.632801,0.04639,0.004949,0.043234,0.012221,0.088791,0.019042,0.105771,0.013904,0.043268,0.019071,0.04168,0.016159,0.014636,0.060476,0.039295,0.030935,0.081756,0.179011,0.030122,0.047607,0.214075,0.065772,0.043656,0.070679,0.077627,0.112997,0.237881,0.211824,0.149396,0.307689,0.303381,0.276166,0.287798,0.25273,0.298477,0.263018,0.250617,0.335706,0.340151,0.314767,0.30428,0.308388,0.259842,0.343354,0.344225,0.352654,0.342826,0.349383,0.007994,0.003171,0.015974,0.015746,0.016192,0.013216,0.009529,0.010421,0.004851,0.015733,0.047204,0.061839,0.00021,0.000454,0.000718,0.000651,0.226975,0.012983,0.0,0.284532,0.305701,0.387882,0.365674,0.365405,0.344941,0.174897,0.404176,0.391629,0.40809,0.378746,0.510981,0.548141,0.577798,0.537339,0.510937,0.619465,0.628925,0.503847,0.510154,0.604077,0.108319,0.014683,0.014388,0.056403,0.061394,0.01153,0.008182,0.014424,0.024014,0.00584,0.028523,0.028917,0.038257,0.07321,0.002073,0.004524,0.039326,0.001659,0.002552,0.002015,0.036357,1,0,0,0,0,0
146,0.884326,0.890919,0.89364,0.933339,0.939769,0.940749,0.931554,0.795839,0.769035,0.769945,0.790126,0.793896,0.82886,0.768073,0.690474,0.663913,0.648607,0.627687,0.654057,0.002561,0.002629,0.003771,0.001127,0.001059,0.000961,0.000928,0.0,0.120049,0.002186,0.002326,0.315687,0.360815,0.199172,0.1519,0.18609,0.151064,0.186548,0.021452,0.050168,0.146488,0.081115,0.355108,0.223889,0.203491,0.187668,0.156166,0.28725,0.230062,0.317593,0.289863,0.309616,0.290933,0.418669,0.300357,0.30965,0.413608,0.276564,0.310775,0.358395,0.404211,0.454746,0.488155,0.258258,0.250988,0.409973,0.365693,0.42917,0.000457,0.00077,0.001146,0.078707,0.014986,0.015296,0.045169,0.026568,0.004297,0.034975,0.023592,0.038508,0.00069,0.016774,0.057932,0.041258,0.376588,0.34578,0.341586,0.448235,0.43154,0.473642,0.467324,0.52137,0.638106,0.617317,0.471328,0.459049,0.665895,0.722848,0.489992,0.602478,0.719919,0.738761,0.438741,0.711979,0.681786,0.494487,0.542472,0.691056,0.011079,0.011537,0.005351,0.005805,0.007662,0.04794,0.078854,0.097135,0.082786,0.018543,0.065801,0.045192,0.06,0.068866,0.045814,0.174529,0.050838,0.052594,0.085991,0.133435,0.015864,1,0,0,0,0,1
147,0.778336,0.783721,0.798439,0.732134,0.761044,0.470814,0.55576,0.826777,0.814418,0.67453,0.786814,0.797394,0.613456,0.854621,0.87494,0.700631,0.566597,0.470817,0.729686,0.068039,0.0,0.206276,0.096447,0.070419,0.005181,0.159827,0.132307,0.239107,0.183789,0.060901,0.623768,0.555688,0.2188,0.094951,0.201211,0.093001,0.034042,0.109338,0.431736,0.153752,0.085498,0.262622,0.161735,0.159973,0.169801,0.165844,0.083402,0.168073,0.032339,0.0,0.148937,0.281358,0.426125,0.071139,0.215857,0.365823,0.247517,0.232339,0.206475,0.277421,0.370336,0.389328,0.2462,0.264815,0.374911,0.46439,0.469966,0.061195,0.041999,0.033587,0.016093,0.032897,0.003113,0.022052,0.031722,0.024294,0.052454,0.007999,0.00271,0.05996,0.04393,0.015203,0.041585,0.262513,0.282296,0.296699,0.251006,0.256989,0.260556,0.3785,0.372954,0.610664,0.608114,0.343789,0.301396,0.605195,0.597289,0.377326,0.460301,0.623345,0.645185,0.474761,0.645766,0.627102,0.734367,0.688965,0.644536,0.045893,0.001302,0.009507,0.005462,0.050274,0.187099,0.152565,0.069922,0.076757,0.057845,0.039742,0.015364,0.022526,0.019422,0.08155,0.021514,0.016523,0.085103,0.082443,0.120789,0.05863,1,0,0,0,0,0
148,0.604321,0.624952,0.5145,0.685488,0.745396,0.448702,0.638046,0.713381,0.642506,0.771763,0.879976,0.871312,0.65303,0.711955,0.667454,0.877926,0.915927,0.812002,0.719556,0.002736,0.265552,0.004613,0.007118,0.123735,0.218026,0.3839,0.041747,0.379216,0.111909,0.056572,0.538302,0.289689,0.048939,0.029523,0.141148,0.008,0.345647,0.167164,0.136824,0.193158,0.202526,0.036864,0.0,0.048827,0.087037,0.0,0.0,0.301104,0.005158,0.0,0.17393,0.338292,0.239424,0.141379,0.167737,0.215192,0.425686,0.375501,0.275967,0.137641,0.201838,0.196811,0.446509,0.317977,0.135796,0.382984,0.403717,0.010058,0.045298,0.124998,0.078312,0.007058,0.290297,0.163111,0.162926,0.004282,0.075836,0.021344,0.116083,0.075134,0.126057,0.002658,0.009206,0.0,0.105005,0.105989,0.027476,0.117262,0.170514,0.214316,0.297135,0.433485,0.235653,0.479838,0.362106,0.405864,0.375727,0.509796,0.385847,0.357678,0.362218,0.509226,0.182915,0.152722,0.672996,0.689759,0.553643,0.006803,1.0,0.115108,0.394053,0.167775,0.089937,0.019467,0.228582,0.307377,0.009805,0.006764,0.185371,0.024757,0.14548,0.353733,0.196026,0.63354,0.025828,0.01042,0.066057,0.646779,1,0,0,0,0,0
149,0.666986,0.714019,0.70801,0.457357,0.674766,0.756685,0.410806,0.649779,0.562796,0.599489,0.471706,0.650573,0.69935,0.680032,0.630293,0.860895,0.872164,0.854658,0.833407,0.004116,0.077644,0.00264,0.187739,0.015647,0.001471,0.00169,0.116968,0.001809,0.191656,0.23839,0.005032,0.00321,0.397068,0.259328,0.175492,0.246791,0.191115,0.216099,0.330471,0.158835,0.137402,0.011051,0.0,0.044431,0.0,0.0,0.422044,0.0,0.474163,0.440425,0.340624,0.044486,0.030693,0.464225,0.429026,0.273944,0.476214,0.416187,0.351139,0.369417,0.364575,0.106118,0.449925,0.418827,0.340679,0.400274,0.402593,0.079332,0.238136,0.002888,0.000918,0.004317,0.190141,0.005149,0.002514,0.044407,0.063978,0.122733,0.012213,0.029698,0.106798,0.000368,0.058697,0.060431,0.178632,0.009796,0.373736,0.287585,0.429359,0.417192,0.379529,0.19525,0.170033,0.516014,0.500917,0.341105,0.264806,0.590703,0.372976,0.196994,0.13455,0.577362,0.234333,0.123233,0.606426,0.614701,0.594919,0.016502,0.011438,0.431694,0.011616,0.175169,0.026528,0.010292,0.013936,0.009691,0.126286,0.248395,0.414889,0.298778,0.212799,0.414246,0.423482,0.549946,0.001391,0.003827,0.024848,0.319585,1,0,0,0,1,0
150,0.496558,0.723818,0.856132,0.609446,0.724523,0.95659,0.379953,0.834298,0.542225,0.417654,0.710699,0.788746,0.38653,0.664005,0.680438,0.245729,0.267855,0.367541,0.409185,0.027546,0.008522,0.002641,0.025019,0.015648,0.005864,0.002551,0.003762,0.0,0.099703,0.105223,0.015503,0.01014,0.164754,0.104368,0.443792,0.715668,0.085795,0.210701,0.33837,0.170743,0.0934,0.1935,0.145926,0.223368,0.278601,0.344547,0.074081,0.312695,0.240905,0.293066,0.335377,0.347353,0.350919,0.231626,0.331516,0.337709,0.46858,0.421982,0.491927,0.476996,0.362778,0.375878,0.564012,0.528964,0.559911,0.506934,0.520809,0.038075,0.01234,0.000625,0.000259,0.098621,0.000717,0.000298,0.000178,0.04662,0.046915,0.002434,0.000712,0.038905,0.06284,0.0442,0.022707,0.047884,0.272869,0.408168,0.177469,0.244856,0.355285,0.402062,0.450013,0.502706,0.505301,0.256889,0.295614,0.446815,0.489265,0.543299,0.513464,0.507481,0.53026,0.59815,0.646471,0.646761,0.532944,0.566995,0.624016,0.015277,0.009901,0.016227,0.021131,0.023198,0.109676,0.094214,0.004161,0.001486,0.078456,0.155079,0.038449,0.009934,0.002359,0.045331,0.047883,0.015863,0.026095,0.033588,0.019979,0.037131,1,0,0,0,0,0
151,0.800102,0.870745,0.899106,0.82358,0.843468,0.749651,0.600862,0.591697,0.588222,0.528497,0.55787,0.504627,0.52544,0.501817,0.345447,0.78201,0.514275,0.502122,0.522223,0.019184,0.014292,0.311797,0.039485,0.361268,0.540862,0.621952,0.38568,0.475183,0.562457,0.732113,0.610437,0.652109,0.833677,0.772036,0.693834,0.624877,0.877149,0.838724,0.931179,0.725295,0.818139,0.954822,0.184211,0.180796,0.173704,0.163045,0.192586,0.288642,0.273272,0.368354,0.433361,0.428347,0.432462,0.468601,0.472538,0.460089,0.496749,0.456289,0.461886,0.46989,0.458745,0.478361,0.441289,0.437874,0.449945,0.431701,0.438916,0.051902,0.02792,0.037696,0.017775,0.033432,0.037272,0.029241,0.035647,0.062919,0.026194,0.027364,0.051967,0.021695,0.035944,0.018803,0.02351,0.254999,0.339707,0.370829,0.346104,0.406871,0.540112,0.629082,0.627058,0.62368,0.614846,0.643776,0.611089,0.619655,0.625883,0.623132,0.618223,0.583512,0.59342,0.574689,0.572509,0.510568,0.670335,0.561561,0.654612,0.067048,0.034505,0.042634,0.076984,0.08559,0.078097,0.069759,0.079356,0.072307,0.091341,0.12089,0.066935,0.157985,0.107999,0.208002,0.259393,0.177506,0.028178,0.250818,0.247759,0.1292,1,0,0,0,0,0
152,0.958894,0.784952,0.724847,0.954563,0.896814,0.512855,0.85938,0.60695,0.821913,0.826795,0.583859,0.520174,0.91897,0.760968,0.677467,0.894201,0.887784,0.875597,0.834132,0.056663,0.030225,0.229014,0.006707,0.021088,0.051866,0.035227,0.050089,0.026934,0.038592,0.061869,0.36663,0.269534,0.034814,0.020267,0.039202,0.234229,0.408359,0.021802,0.010852,0.073436,0.119403,0.013763,0.161495,0.324465,0.173587,0.114005,0.325658,0.039781,0.320316,0.277257,0.254554,0.102524,0.016845,0.242778,0.256797,0.317311,0.280679,0.284781,0.311811,0.321118,0.38085,0.414403,0.342661,0.359691,0.464115,0.399225,0.435562,0.002884,0.011702,0.015418,0.021032,0.024605,0.090663,0.233819,0.131351,0.006364,0.012872,0.038299,0.0265,0.00064,0.001387,0.007019,0.000254,0.457651,0.407117,0.0,0.448795,0.385221,0.368056,0.332685,0.317756,0.190307,0.095847,0.422985,0.405674,0.447341,0.452373,0.458356,0.504529,0.444724,0.462952,0.488504,0.594851,0.56638,0.489343,0.529511,0.619297,0.110453,0.05513,0.05539,0.040162,0.015431,0.039935,0.063653,0.292769,0.362493,0.003339,0.009972,0.103543,0.084133,0.048139,0.003506,0.027773,0.011821,0.010914,0.035304,0.002286,0.001669,1,0,0,0,0,0
153,0.742266,0.905706,0.961374,0.596648,0.752264,0.923464,0.464403,0.887927,0.699593,0.803461,0.844951,0.777254,0.616841,0.771646,0.664581,0.70394,0.722034,0.642843,0.782577,0.007123,0.020439,0.023178,0.086452,0.019204,0.015832,0.008706,0.021889,0.013338,0.369687,0.142462,0.040336,0.070471,0.081484,0.218028,0.039345,0.04561,0.059987,0.056346,0.39356,0.030154,0.054882,0.081895,0.352531,0.352819,0.350508,0.345871,0.338999,0.351214,0.345658,0.345645,0.356536,0.35668,0.353224,0.380199,0.353093,0.359396,0.43415,0.448601,0.418642,0.383848,0.375233,0.33299,0.436619,0.459582,0.439808,0.452078,0.453635,0.000701,0.0003,0.00028,0.000506,0.000476,0.000229,0.001154,0.001971,0.001378,0.005215,0.000675,0.00064,0.002042,0.011226,0.005559,0.008803,0.345198,0.425434,0.413457,0.288625,0.351952,0.348117,0.395386,0.411813,0.385679,0.341978,0.496399,0.423119,0.445686,0.419664,0.527476,0.474817,0.450405,0.381397,0.537697,0.476885,0.418657,0.538759,0.531345,0.497093,0.014043,0.008306,0.007713,0.02447,0.058152,0.006636,0.007184,0.01005,0.011114,0.002065,0.007233,0.002031,0.007126,0.008376,0.010978,0.005261,0.001978,0.001261,0.003058,0.01229,0.00796,1,0,0,0,0,0
154,0.726889,0.899547,0.850132,0.892455,0.921944,0.503681,0.859655,0.573856,0.872844,0.695606,0.781236,0.746654,0.387722,0.811868,0.887162,0.511861,0.391387,0.423857,0.913502,0.125861,0.021033,0.286367,0.048611,0.042801,0.037523,0.09725,0.025264,0.139525,0.013437,0.005412,0.107692,0.184183,0.015863,0.031399,0.373066,0.258816,0.245511,0.281813,0.148212,0.238468,0.20579,0.246585,0.273134,0.252064,0.236152,0.315007,0.245364,0.152586,0.25716,0.275638,0.18703,0.183951,0.242332,0.250096,0.223313,0.249431,0.237476,0.27856,0.320254,0.368628,0.364294,0.383896,0.311187,0.374739,0.380604,0.420542,0.394239,0.019387,0.010614,0.081795,0.038323,0.012425,0.012393,0.018122,0.005275,0.014112,0.017404,0.003208,0.003169,0.014356,0.013739,0.018023,0.014665,0.175456,0.319422,0.300177,0.370337,0.409141,0.386619,0.247562,0.23364,0.458993,0.587874,0.355777,0.338399,0.593554,0.641483,0.445395,0.547694,0.5989,0.602008,0.574029,0.604592,0.591888,0.599593,0.545335,0.603619,0.072394,0.043698,0.085003,0.070074,0.006204,0.017813,0.215342,0.089103,0.035896,0.005555,0.012925,0.038683,0.029378,0.03004,0.021347,0.024609,0.015879,0.025256,0.033667,0.029131,0.001922,1,0,0,0,0,0
155,0.677938,0.693395,0.686074,0.713202,0.70228,0.706439,0.655382,0.679809,0.751945,0.758458,0.767001,0.768493,0.845057,0.86002,0.855453,0.933546,0.946001,0.948748,0.947818,0.002667,0.001491,0.001809,0.004402,0.031734,0.005413,0.003923,0.338635,0.016447,0.037563,0.010161,0.003287,0.00352,0.005321,0.004939,0.014566,0.138293,0.00817,0.006863,0.010187,0.008865,0.006931,0.016595,0.121365,0.109451,0.094979,0.06489,0.180405,0.185425,0.100021,0.150775,0.071043,0.061207,0.073875,0.0,0.0,0.0,0.045899,0.068265,0.104184,0.207963,0.095576,0.105021,0.231653,0.244801,0.295535,0.353066,0.36107,0.012135,0.007105,0.003936,0.143466,0.19696,0.010845,0.008047,0.00476,0.032667,0.044276,0.041833,0.051361,0.013126,0.017383,0.002017,0.001513,0.0,0.013252,0.0,0.063607,0.066492,0.107152,0.114656,0.019916,0.076557,0.008555,0.137748,0.117485,0.127427,0.126677,0.221842,0.306562,0.238102,0.24669,0.356795,0.378388,0.374989,0.480509,0.498625,0.451456,0.010044,0.008947,0.016722,0.016653,0.018743,0.023979,0.143852,0.024625,0.032264,0.02085,0.018857,0.013012,0.017963,0.013786,0.071998,0.056751,0.053557,0.010849,0.003921,0.031502,0.05009,1,0,0,0,0,0
156,0.662391,0.680333,0.733688,0.664193,0.703141,0.675611,0.366827,0.301702,0.385681,0.402254,0.389217,0.38715,0.793113,0.923163,0.89127,0.889764,0.813644,0.703635,0.876628,0.002254,0.004178,0.003125,0.004308,0.00195,0.287081,0.379267,0.525319,0.113353,0.499817,0.46008,0.250427,0.390318,0.08092,0.082101,0.069526,0.068596,0.074929,0.260081,0.52671,0.190043,0.145141,0.323142,0.272161,0.28677,0.336598,0.27439,0.337867,0.349184,0.356228,0.362339,0.353436,0.348361,0.33941,0.393422,0.373985,0.368052,0.259246,0.25607,0.26048,0.257867,0.260748,0.261255,0.334451,0.328937,0.332202,0.498759,0.625617,0.000746,0.000323,0.000784,0.000861,0.005696,0.00468,0.007188,0.01091,0.003836,0.003026,0.001275,0.00201,0.011795,0.12061,0.185278,0.095531,0.102802,0.118111,0.14646,0.202004,0.234613,0.191168,0.184749,0.155283,0.045346,0.207886,0.304527,0.258443,0.168825,0.155607,0.103205,0.095612,0.091072,0.080325,0.428431,0.484445,0.488001,0.647757,0.663905,0.659946,0.021357,0.027688,0.005355,0.071954,0.176219,0.159681,0.238667,0.169682,0.31926,0.072543,0.056878,0.051351,0.043409,0.047748,0.159261,0.116288,0.162729,0.008892,0.059984,0.044414,0.01148,1,0,0,0,1,0
