,attr1,attr3,attr4,attr6,attr13,attr23,attr26,attr27,attr30,attr32,attr34,attr35,attr36,attr37,attr40,attr43,attr47,attr51,attr53,attr54,attr56,attr57,attr58,attr60,attr61,attr62,attr63,attr70,attr74,attr77,attr78,attr79,attr80,attr81,attr83,attr84,attr85,attr86,attr87,attr88,attr89,attr91,attr93,attr94,attr95,attr98,attr103,attr104,attr108,attr110,attr111,attr114,attr115,attr116,attr118,attr120,attr121,attr123,attr129,attr131,attr133,attr138,attr139,attr141,attr142,attr144,attr146,attr147,attr148,attr150,attr152,attr153,attr155,attr157,attr160,attr168,attr171,attr175,attr178,attr183,attr184,attr185,attr186,attr187,attr189,attr190,attr192,attr198,attr199,attr200,attr206,attr207,attr209,attr210,attr212,attr214,attr222,attr224,attr225,attr226,attr227,attr232,attr233,attr235,attr236,attr237,attr238,attr240,attr241,attr242,attr244,attr245,attr247,attr250,attr251,attr254,attr256,attr257,attr260,attr262,attr265,attr266,attr267,attr268,attr269,attr279,attr280,attr281,attr283,attr284,attr288,attr293,Beach,Sunset,FallFoliage,Field,Mountain,Urban
96,0.657086,0.690933,0.682969,0.663387,0.706469,0.762013,0.80299,0.857887,0.751936,0.807861,0.846343,0.867272,0.753263,0.756106,0.610094,0.763583,0.766936,0.015876,0.03508,0.040609,0.039275,0.013039,0.01629,0.049367,0.04366,0.125733,0.172639,0.374714,0.19126,0.005496,0.006537,0.050817,0.42189,0.10449,0.010107,0.006106,0.003061,0.17609,0.086403,0.349383,0.966966,0.009448,0.005257,0.012545,0.189881,0.014365,0.165487,0.16214,0.198052,0.23227,0.254794,0.290439,0.355638,0.405816,0.404019,0.284156,0.278436,0.422428,0.526111,0.389856,0.344383,0.500796,0.380665,0.317222,0.329252,0.378587,0.365974,0.343923,0.00271,0.000543,0.001891,0.002932,0.003336,0.008705,0.061122,0.204151,0.153019,0.000233,0.174047,0.002623,0.0442,0.039018,0.0964,0.258203,0.000121,0.000678,0.009235,0.152901,0.158391,0.153069,0.301004,0.307099,0.34446,0.352825,0.375268,0.443226,0.490495,0.494006,0.395207,0.404679,0.5798,0.376141,0.450751,0.475063,0.526223,0.517646,0.495225,0.395218,0.47182,0.55995,0.52165,0.48667,0.006268,0.019197,0.007092,0.010914,0.029304,0.028952,0.088582,0.10121,0.039144,0.200689,0.062696,0.036227,0.166767,0.029157,0.00724,0.003733,0.083701,0.351878,0.005724,0.024329,1,0,0,0,0,0
97,0.659176,0.634376,0.638694,0.587106,0.633047,0.674068,0.628401,0.635828,0.705539,0.619245,0.605669,0.617413,0.649978,0.678514,0.620915,0.610188,0.592572,0.024415,0.027817,0.032676,0.183197,0.055062,0.084596,0.298877,0.048956,0.028213,0.048444,0.005709,0.220778,0.056439,0.001555,0.044876,0.013532,0.019156,0.006228,0.053393,0.003406,0.014441,0.090621,0.019617,0.020901,0.017323,0.004567,0.038826,0.095966,0.041454,0.29323,0.27406,0.513841,0.297023,0.250487,0.349506,0.62262,0.610254,0.269239,0.394911,0.376399,0.694465,0.432695,0.407586,0.374815,0.40463,0.400549,0.452949,0.446708,0.430014,0.423553,0.441008,0.001183,0.034247,0.01531,0.003532,0.025858,0.525353,0.000359,0.000893,0.165172,0.006311,0.003732,0.000386,0.003965,0.016763,0.002503,0.002013,0.001513,0.000688,0.010343,0.107029,0.133421,0.122831,0.489768,0.488918,0.154768,0.094326,0.277487,0.521091,0.338052,0.251946,0.53224,0.444981,0.376141,0.543478,0.54529,0.401715,0.320104,0.283917,0.277946,0.539777,0.533503,0.380256,0.282877,0.266696,0.061061,0.058323,0.128459,0.049798,0.515201,0.293561,0.126961,0.386175,0.011102,0.005378,0.119538,0.028885,0.214023,0.00399,0.021686,0.0,0.050235,0.006203,0.003634,0.010894,1,0,0,0,0,0
98,0.323009,0.736203,0.895365,0.850274,0.510784,0.415461,0.448932,0.608704,0.744799,0.77894,0.716796,0.668463,0.832068,0.765375,0.89849,0.827259,0.911185,0.090046,0.051241,0.058732,0.014943,0.352657,0.355623,0.129584,0.201555,0.119716,0.152282,0.015705,0.386445,0.113737,0.524786,0.302531,0.220419,0.099609,0.020765,0.02508,0.119505,0.393198,0.22524,0.481854,0.019659,0.033275,0.459948,0.47229,0.281182,0.303957,0.319054,0.315768,0.316461,0.275679,0.198985,0.294252,0.295288,0.25738,0.177071,0.258834,0.282099,0.253937,0.365892,0.206043,0.147778,0.36679,0.346701,0.411372,0.423086,0.394938,0.477538,0.425178,0.001306,0.012917,0.002781,0.002278,0.01301,0.013543,0.010137,0.001219,0.003946,0.010586,0.07842,0.013039,0.069053,0.034239,0.076776,0.000771,0.025165,0.043911,0.037845,0.223698,0.484523,0.576702,0.538021,0.53413,0.317018,0.304907,0.595265,0.486827,0.586118,0.468096,0.729368,0.747696,0.727232,0.764694,0.771929,0.756027,0.748311,0.760937,0.732454,0.717861,0.764347,0.764571,0.703234,0.744968,0.070527,0.008118,0.008763,0.242818,0.047083,0.146679,0.060628,0.015559,0.021043,0.028096,0.108251,0.115424,0.087977,0.012956,0.013308,0.042537,0.050393,0.129467,0.039031,0.098599,1,0,0,0,0,0
99,0.918033,0.737301,0.657497,0.545986,0.744681,0.737907,0.389385,0.452838,0.753537,0.626389,0.537271,0.558134,0.658156,0.610686,0.54656,0.592763,0.480581,0.020167,0.028219,0.034007,0.032429,0.0,0.002642,0.02033,0.010168,0.016796,0.021083,0.343224,0.244851,0.058398,0.051177,0.057193,0.092997,0.095684,0.041623,0.054936,0.026803,0.093976,0.109156,0.104414,0.085796,0.021178,0.007085,0.00348,0.014104,0.004793,0.12487,0.108978,0.312112,0.208608,0.174877,0.294856,0.23917,0.18548,0.159012,0.348299,0.296996,0.241783,0.303539,0.257469,0.221619,0.279643,0.296255,0.397654,0.412764,0.421241,0.411433,0.398567,0.005407,0.003337,0.001597,0.000411,0.000114,0.008405,0.004081,0.012069,0.012231,0.005954,0.001452,0.001114,0.007879,0.014784,0.01468,0.003541,0.024572,0.000863,0.000577,0.264269,0.133264,0.048902,0.42294,0.316324,0.153147,0.111245,0.427078,0.291633,0.376208,0.21265,0.534443,0.465367,0.457137,0.74404,0.711867,0.528359,0.444601,0.50359,0.663066,0.803677,0.841161,0.828111,0.83642,0.800725,0.103838,0.035495,0.036904,0.017382,0.115051,0.099777,0.002148,0.027589,0.117517,0.126889,0.005167,0.020325,0.020967,0.021358,0.048341,0.043157,0.417869,0.354219,0.006096,0.006828,1,0,0,0,0,0
100,0.27471,0.956503,0.921418,0.726572,0.707677,0.287671,0.628275,0.581765,0.864165,0.780669,0.643785,0.596494,0.717905,0.85661,0.918456,0.487438,0.894506,0.590932,0.030462,0.096886,0.024413,0.168294,0.464506,0.019679,0.107771,0.054438,0.064311,0.021361,0.376402,0.053044,0.269122,0.115407,0.273406,0.25926,0.156725,0.166243,0.211027,0.019681,0.002433,0.00287,0.001402,0.018288,0.171793,0.012706,0.002869,0.003012,0.217695,0.224966,0.311166,0.278964,0.220947,0.235336,0.268676,0.284746,0.20177,0.229095,0.24249,0.242037,0.341166,0.199136,0.164122,0.372339,0.375706,0.15535,0.288169,0.381488,0.382346,0.381584,0.020546,0.000279,0.018595,0.018079,0.017489,0.009011,0.008922,0.000954,0.016606,0.002557,0.017912,0.029549,0.002249,0.000407,0.000265,0.000396,0.018814,0.021754,0.000785,0.523987,0.491579,0.486245,0.562478,0.514191,0.462885,0.506587,0.712504,0.525217,0.523506,0.493536,0.895766,0.839629,0.852031,0.947453,0.903013,0.832226,0.834731,0.848933,0.869599,0.970757,0.873244,0.852031,0.856012,0.876756,0.093926,0.022992,0.033794,0.117588,0.003972,0.013238,0.102253,0.170877,0.004637,0.013367,0.144978,0.157961,0.173581,0.096273,0.08932,0.085894,0.004041,0.002631,0.10563,0.00597,1,0,0,0,1,0
101,0.351939,0.500792,0.496819,0.603852,0.346804,0.597714,0.565467,0.432243,0.58487,0.60545,0.598396,0.567056,0.598621,0.596219,0.62218,0.685863,0.692678,0.059318,0.036187,0.069851,0.36158,0.001151,0.00128,0.038072,0.060024,0.344293,0.388045,0.332685,0.307754,0.930222,0.303028,0.573928,0.582478,0.459989,0.529227,0.497877,0.4959,0.541238,0.524145,0.435158,0.554692,0.595182,0.40421,0.420734,0.492974,0.803517,0.215089,0.236852,0.210322,0.230041,0.192174,0.310974,0.251125,0.208567,0.222942,0.155405,0.268224,0.332359,0.544438,0.413841,0.403004,0.38773,0.4512,0.406118,0.412689,0.396392,0.423162,0.387538,0.000576,0.01115,0.008955,0.015287,0.000974,0.034433,0.018419,0.031581,0.083659,0.098574,0.404429,0.042094,0.054398,0.109963,0.0334,0.041012,0.050502,0.060268,0.166285,0.215065,0.316582,0.321961,0.299372,0.334071,0.720836,0.618302,0.292315,0.418199,0.651771,0.63171,0.666119,0.669362,0.670212,0.689166,0.710626,0.705437,0.721283,0.720019,0.656927,0.66566,0.652946,0.663301,0.73128,0.676955,0.08603,0.091144,0.131287,0.014657,0.066186,0.079567,0.005706,0.035278,0.111863,0.093349,0.059029,0.102605,0.095559,0.134611,0.136072,0.127094,0.149897,0.080541,0.063495,0.066135,1,0,0,0,0,0
102,0.682005,0.733259,0.762869,0.812305,0.512045,0.461608,0.775357,0.679093,0.480239,0.771371,0.591532,0.6147,0.530798,0.620896,0.637245,0.232023,0.651478,0.002903,0.006434,0.004463,0.0071,0.28977,0.317687,0.476636,0.461953,0.408344,0.343077,0.319628,0.027032,0.009781,0.330532,0.482921,0.021131,0.023163,0.003421,0.001572,0.322136,0.373831,0.055535,0.031478,0.034764,0.001167,0.447231,0.063226,0.04607,0.002387,0.299822,0.304801,0.238086,0.248409,0.254856,0.2607,0.203608,0.249053,0.301255,0.202716,0.205816,0.394636,0.413971,0.326317,0.158532,0.296358,0.154952,0.30666,0.320336,0.444733,0.175514,0.141159,0.003532,0.000719,0.000876,0.00064,0.023838,0.01332,0.025512,0.038799,0.058879,0.005155,0.001376,0.060711,0.037917,0.005024,0.00233,0.025421,0.000486,0.037731,0.005757,0.539005,0.549148,0.557177,0.684056,0.634192,0.672336,0.662373,0.719773,0.765633,0.879596,0.585313,0.81893,0.842525,0.871466,0.882459,0.863952,0.90876,0.717514,0.636339,0.607007,0.802905,0.870918,0.917886,0.668993,0.61914,0.00387,0.003986,0.004064,0.173245,0.065923,0.055005,0.158179,0.125155,0.114357,0.15033,0.234428,0.333627,0.109679,0.003734,0.001346,0.167719,0.042309,0.035974,0.254333,0.010085,1,0,0,0,0,0
103,0.545022,0.571703,0.5864,0.622506,0.684982,0.441804,0.395922,0.39503,0.626646,0.505261,0.643804,0.639621,0.909765,0.913826,0.862859,0.916862,0.915803,0.002985,0.005522,0.022025,0.080729,0.083307,0.108583,0.090301,0.115467,0.094095,0.080772,0.151378,0.191298,0.013749,0.067119,0.053135,0.244418,0.270754,0.082328,0.083228,0.029382,0.022618,0.010533,0.172743,0.135557,0.000282,0.000142,0.007957,0.111403,0.085865,0.17416,0.185627,0.276538,0.281118,0.27094,0.183554,0.200463,0.213226,0.196959,0.129416,0.181332,0.196717,0.171994,0.246346,0.198561,0.394858,0.385406,0.381873,0.384288,0.398654,0.392571,0.386168,0.000327,0.001386,0.006124,0.013156,0.014663,0.008896,0.011237,0.033542,0.021619,0.003907,0.031218,0.001802,0.001043,0.000206,0.00798,0.003862,0.000236,0.000292,0.000238,0.339035,0.346351,0.358243,0.557356,0.570943,0.580117,0.572429,0.394858,0.575251,0.723186,0.427188,0.561548,0.578874,0.659025,0.734346,0.735844,0.772993,0.788113,0.74532,0.74136,0.749489,0.753193,0.77736,0.765596,0.749907,0.008023,0.034754,0.083243,0.057205,0.026083,0.025415,0.242041,0.387009,0.140796,0.123975,0.353134,0.640928,0.231343,0.121941,0.121856,0.002196,0.000466,0.06982,0.002573,0.002186,1,0,0,0,0,0
104,0.339405,0.350733,0.403683,0.499874,0.572049,0.593406,0.445625,0.623941,0.778666,0.825911,0.80988,0.755833,0.612813,0.753422,0.771715,0.344896,0.279679,0.175075,0.268249,0.2103,0.10315,0.288716,0.190854,0.236226,0.289613,0.091527,0.096199,0.01226,0.378247,0.248216,0.602747,0.36464,0.281402,0.314321,0.107045,0.191292,0.494877,0.351334,0.325447,0.25204,0.368057,0.238161,0.642792,0.422047,0.334988,0.117398,0.20952,0.131879,0.225041,0.238361,0.179486,0.188676,0.209163,0.223663,0.205425,0.261385,0.240809,0.260734,0.379842,0.307318,0.266605,0.35847,0.363519,0.289767,0.232888,0.214554,0.25963,0.216049,0.015514,0.018403,0.016341,0.001582,0.022128,0.023234,0.011066,0.003622,0.008356,0.048015,0.006576,0.025914,0.017827,0.017162,0.01595,0.012483,0.017589,0.039336,0.009319,0.461655,0.615808,0.676384,0.580258,0.726069,0.450248,0.377684,0.404578,0.642971,0.577686,0.352545,0.74329,0.75104,0.714126,0.735552,0.766383,0.748535,0.730061,0.740841,0.753098,0.781647,0.856906,0.840233,0.840177,0.885042,0.383951,0.918324,0.047124,0.452787,0.122871,0.255287,0.321775,0.303296,0.058933,0.026485,0.387541,0.552702,0.505289,0.14525,0.201493,0.172541,0.10293,0.100326,0.286081,0.117697,1,0,0,0,0,0
105,0.643018,0.651113,0.636533,0.608771,0.678142,0.487797,0.716307,0.610186,0.655421,0.707654,0.863612,0.8592,0.792211,0.719953,0.839109,0.503622,0.541639,0.0426,0.010809,0.01086,0.002483,0.288083,0.013648,0.022789,0.021777,0.008102,0.003587,0.101544,0.196032,0.105905,0.359972,0.224545,0.286047,0.340885,0.231581,0.086832,0.329216,0.688751,0.335979,0.604598,0.37801,0.335692,0.613151,0.507389,0.398866,0.854314,0.236927,0.26939,0.267743,0.227689,0.229465,0.354273,0.23345,0.229163,0.295809,0.405775,0.408868,0.158374,0.428786,0.364074,0.21799,0.359095,0.370528,0.356571,0.351372,0.355151,0.382949,0.414931,0.003934,0.004426,0.005379,0.008435,0.038445,0.002528,0.003573,0.009635,0.099172,0.138075,0.021193,0.013659,0.014621,0.007281,0.004286,0.003268,0.001733,0.007172,0.010733,0.12065,0.133421,0.10212,0.386697,0.294753,0.151179,0.075181,0.420603,0.130569,0.22381,0.0,0.372093,0.425233,0.541879,0.528728,0.53016,0.52704,0.51456,0.516439,0.507258,0.556808,0.583468,0.606135,0.562131,0.541309,0.151832,0.029424,0.014732,0.02007,0.066395,0.073192,0.014598,0.097486,0.174078,0.140291,0.051572,0.020601,0.102939,0.033999,0.098759,0.021618,0.035374,0.039109,0.02779,0.032535,1,0,0,0,0,0
106,0.702822,0.747152,0.7526,0.64167,0.564916,0.737686,0.827533,0.824618,0.699634,0.716867,0.743738,0.679433,0.678484,0.805758,0.577358,0.57663,0.503383,0.04941,0.040235,0.036429,0.272152,0.24569,0.225434,0.470412,0.68915,0.633017,0.602084,0.0481,0.016364,0.029063,0.033149,0.069597,0.090816,0.115654,0.042313,0.053934,0.077903,0.059225,0.09109,0.071961,0.10868,0.060304,0.108821,0.219923,0.084719,0.076022,0.296111,0.312284,0.370775,0.461838,0.455069,0.0,0.012483,0.082449,0.198505,0.0,0.0,0.0,0.00072,0.150226,0.0,0.0,0.0,0.016584,0.0,0.0,0.0,0.0,0.000449,0.000435,0.000779,0.00091,0.088821,0.069872,0.102728,0.070347,0.006508,0.008543,0.260271,0.067849,0.036279,0.056824,0.24775,0.01199,0.010396,0.02629,0.025357,0.271426,0.268574,0.275116,0.456343,0.470344,0.45017,0.464327,0.471842,0.517825,0.541521,0.547739,0.475622,0.533459,0.565709,0.426854,0.448213,0.554627,0.505088,0.488057,0.504842,0.443729,0.418568,0.421732,0.501778,0.464104,0.044237,0.033554,0.0438,0.120214,0.124282,0.135084,0.019084,0.005467,0.004159,0.004916,0.010178,0.00296,0.003553,0.003222,0.005476,0.008819,0.012002,0.046368,0.021984,0.018796,1,0,0,0,0,0
107,0.970713,0.974222,0.98181,0.86665,0.708168,0.694033,0.734981,0.729222,0.479993,0.497667,0.593592,0.760979,0.709723,0.560578,0.455355,0.629678,0.675483,0.000444,3.6e-05,0.06741,0.290731,0.0,0.0,0.292217,0.220437,0.021923,0.041964,0.058803,0.474923,0.239026,0.084138,0.27108,0.281222,0.280132,0.598727,0.192163,0.024759,0.248739,0.29617,0.302037,0.514089,0.029521,0.066018,0.312405,0.590301,0.012354,0.340878,0.347915,0.338203,0.349904,0.359712,0.27572,0.314444,0.339369,0.381152,0.300686,0.26668,0.290665,0.194314,0.429108,0.380336,0.371427,0.367373,0.326001,0.317462,0.351365,0.352421,0.342318,0.001563,0.001014,0.000266,0.000803,9.1e-05,0.000739,0.000684,0.003543,0.025161,0.237894,0.01457,0.000438,0.32417,0.267726,0.412828,0.063711,0.00294,0.000541,0.008381,0.479167,0.475443,0.492407,0.565832,0.601337,0.69128,0.698392,0.436326,0.617664,0.440273,0.520845,0.514996,0.170066,0.100242,0.513945,0.570127,0.50331,0.566425,0.582662,0.579017,0.534599,0.566101,0.576702,0.582875,0.558128,0.000764,0.00446,0.056856,0.001577,0.043003,0.058776,0.048231,0.156313,0.06792,0.04498,0.074215,0.477562,0.195716,0.83009,0.011591,0.003136,0.958271,0.251368,0.001586,0.001789,1,0,0,0,0,0
108,0.490814,0.550875,0.57976,0.580635,0.624343,0.568827,0.666717,0.788351,0.703194,0.664735,0.704923,0.786913,0.752156,0.669025,0.660811,0.476859,0.561405,0.08939,0.05935,0.026638,0.102812,0.004967,0.004278,0.07082,0.152199,0.326165,0.03915,0.237394,0.097987,0.015756,0.181469,0.150374,0.094143,0.029042,0.021588,0.008984,0.178888,0.235215,0.154058,0.016886,0.027155,0.015038,0.111719,0.037387,0.029393,0.004517,0.255844,0.263045,0.064383,0.317167,0.342387,0.10714,0.13561,0.213128,0.420302,0.045226,0.165364,0.319095,0.261488,0.340206,0.42382,0.281008,0.374122,0.120432,0.159163,0.277682,0.36415,0.422161,0.006959,0.003824,0.005428,0.001541,0.003959,0.004115,0.016656,0.00646,0.00242,0.001883,0.003648,0.010452,0.011462,0.005198,0.000511,0.001094,0.00031,0.040895,0.006435,0.176575,0.195619,0.227389,0.26314,0.32593,0.567588,0.55872,0.354994,0.429001,0.552413,0.63285,0.471104,0.468454,0.484959,0.440452,0.506631,0.530518,0.539341,0.617194,0.657284,0.535617,0.596339,0.482622,0.642244,0.662015,0.029205,0.044698,0.01711,0.05469,0.049396,0.103179,0.08225,0.037073,0.005652,0.019017,0.008677,0.007895,0.004242,0.012152,0.002043,0.012474,0.040983,0.01075,0.044317,0.016937,1,0,0,0,0,0
109,0.605485,0.729275,0.738543,0.579971,0.556008,0.443326,0.645801,0.742468,0.467255,0.588533,0.834916,0.66294,0.514798,0.590354,0.830146,0.545091,0.782775,0.005396,0.02055,0.052305,0.033912,0.093624,0.105121,0.08872,0.113423,0.087532,0.150363,0.076728,0.112315,0.12729,0.008391,0.00885,0.03078,0.066798,0.126369,0.307897,0.089055,0.265551,0.102051,0.03312,0.036866,0.043681,0.068034,0.081952,0.099758,0.450291,0.25415,0.240439,0.184547,0.312791,0.305706,0.028587,0.040713,0.13808,0.331097,0.048724,0.0,0.085316,0.041914,0.19192,0.227791,0.221481,0.247449,0.2557,0.173278,0.24061,0.29963,0.306578,0.001308,0.000648,0.001252,0.001859,0.009904,0.024637,0.015221,0.006564,0.023666,0.005122,0.019209,0.043572,0.053047,0.018179,0.012579,0.008385,0.006643,0.017434,0.014504,0.147455,0.223184,0.261798,0.181886,0.336129,0.595567,0.636172,0.072296,0.208054,0.419697,0.56354,0.207562,0.214193,0.216855,0.359244,0.337247,0.370818,0.392568,0.419283,0.518373,0.476964,0.62897,0.647008,0.607846,0.627751,0.009109,0.032802,0.032295,0.027789,0.204987,0.117664,0.008576,0.019382,0.044292,0.031877,0.012365,0.007194,0.056708,0.026602,0.074955,0.039763,0.037767,0.019592,0.253829,0.013411,1,0,0,0,1,0
110,0.326931,0.887366,0.892278,0.901832,0.873071,0.53534,0.745694,0.756637,0.553089,0.605009,0.686411,0.606362,0.753481,0.665123,0.755688,0.852095,0.869571,0.54382,0.000496,0.000897,0.001315,0.340942,0.564712,0.000161,0.000464,0.000691,0.000592,0.001535,0.065864,0.016611,0.189739,0.418954,0.447197,0.410085,0.196087,0.251518,0.175864,0.348033,0.326346,0.372629,0.333107,0.158015,0.066081,0.069645,0.077456,0.039724,0.278134,0.278779,0.293807,0.294938,0.29144,0.473148,0.372462,0.300206,0.290967,0.496221,0.475892,0.322147,0.533704,0.507126,0.340137,0.458443,0.418971,0.416379,0.415336,0.413752,0.432716,0.419719,0.017203,0.000483,0.000368,0.000267,0.021005,0.017023,0.00012,0.000246,0.04944,0.000433,0.114311,0.010878,0.062534,0.051325,0.053778,0.0531,0.011319,0.012197,0.008871,0.436695,0.384449,0.388296,0.409308,0.418076,0.409946,0.393642,0.502784,0.415738,0.365484,0.344002,0.588052,0.61649,0.588701,0.601952,0.602243,0.608159,0.618302,0.628534,0.62661,0.629372,0.621567,0.636216,0.686561,0.643507,0.068613,0.002748,0.001831,0.044811,0.00114,0.000804,0.021238,0.038329,0.001542,0.001165,0.025463,0.030378,0.106149,0.152558,0.108279,0.023115,0.0336,0.058612,0.037448,0.019696,1,0,0,0,0,0
111,0.952546,0.942878,0.976193,0.983004,0.897096,0.837825,0.850717,0.833425,0.749807,0.612383,0.764851,0.756382,0.71819,0.752044,0.601282,0.781868,0.641436,0.188262,7.1e-05,6.6e-05,0.0,0.131342,0.675422,0.026781,0.030083,0.035884,0.041131,0.027528,0.436331,0.0494,0.441754,0.101082,0.564319,0.449747,0.057136,0.092769,0.160561,0.097766,0.508259,0.670579,0.520119,0.158807,0.1444,0.05937,0.383413,0.493368,0.346667,0.346667,0.389815,0.345823,0.347846,0.393189,0.371084,0.355288,0.355494,0.57345,0.452421,0.574342,0.640055,0.51716,0.486475,0.544328,0.460775,0.466914,0.536262,0.515062,0.584115,0.574472,0.000379,0.00656,0.0,0.0,0.001289,0.016331,8.6e-05,0.000342,0.031383,0.00131,0.262903,0.047037,0.025039,0.090347,0.569252,0.106248,0.015469,0.065144,0.016011,0.456276,0.46984,0.46927,0.371053,0.361469,0.392031,0.398003,0.438954,0.341776,0.502673,0.387469,0.789475,0.79189,0.605162,0.805119,0.797873,0.560196,0.593431,0.549763,0.658157,0.760288,0.779433,0.629842,0.584698,0.586778,0.005902,0.001763,0.001562,0.068374,0.02865,0.038979,0.253581,0.040342,0.002523,0.00412,0.218963,0.041851,0.070135,0.015674,0.030317,0.064592,0.577451,0.195807,0.202168,0.381242,1,0,0,0,0,0
112,0.624931,0.614489,0.613862,0.606649,0.66756,0.715546,0.760853,0.799537,0.669691,0.726964,0.739087,0.825603,0.647537,0.719868,0.778522,0.587968,0.799413,0.000365,9.4e-05,4.6e-05,0.0,0.075114,0.144045,0.248565,0.302855,0.255758,0.219835,0.113358,0.324877,0.080822,0.554021,0.62503,0.489844,0.372497,0.289889,0.063284,0.497871,0.543877,0.128498,0.353691,0.207866,0.43887,0.335281,0.078742,0.006787,0.44124,0.195892,0.19284,0.204664,0.29775,0.290158,0.352037,0.41834,0.449959,0.406228,0.491934,0.429966,0.450041,0.458203,0.39024,0.374582,0.407421,0.403368,0.387346,0.418032,0.362702,0.371571,0.424588,0.000682,0.00022,0.000257,0.000282,0.004669,0.037743,0.064563,0.016688,0.028888,0.011515,0.098067,0.566177,0.056699,0.041367,0.174194,0.073404,0.227313,0.044319,0.002016,0.072363,0.059291,0.059604,0.128131,0.206421,0.313808,0.343554,0.445876,0.604502,0.592537,0.566571,0.546442,0.595064,0.593387,0.509494,0.576926,0.751353,0.584597,0.607063,0.600868,0.654835,0.708523,0.589998,0.629686,0.516562,0.004817,0.001632,0.001567,0.23917,0.860372,1.0,0.336445,0.06937,0.025302,0.021093,0.078604,0.080973,0.060314,0.064756,0.016362,0.220297,0.293694,0.822796,0.186134,0.127251,1,0,0,0,0,0
113,0.766888,0.761546,0.740458,0.677182,0.697297,0.787737,0.652913,0.597064,0.825199,0.84705,0.827882,0.836594,0.643367,0.766945,0.863892,0.539487,0.762258,0.001792,0.00234,0.00341,0.002788,0.000114,4e-06,0.00044,0.000647,0.001738,0.002039,0.050048,0.185241,0.194392,0.294874,0.372424,0.424223,0.228861,0.205875,0.010313,0.123698,0.088296,0.02274,0.010581,0.00996,0.007622,0.014079,0.060361,0.049983,0.012547,0.225679,0.224266,0.233896,0.251091,0.258299,0.246495,0.237421,0.239945,0.226077,0.288697,0.287956,0.258834,0.404033,0.388512,0.360782,0.364163,0.363848,0.360302,0.3388,0.346626,0.355837,0.360007,0.000215,0.000336,0.000324,0.001086,0.001256,0.000414,0.000507,0.01914,0.024141,0.05477,0.04196,0.000792,0.000974,0.00032,0.000316,0.000264,9.8e-05,0.001105,0.000532,0.152946,0.14136,0.121858,0.189636,0.171609,0.140533,0.110619,0.18892,0.134483,0.305824,0.216765,0.528426,0.560879,0.554896,0.419093,0.48799,0.577899,0.571647,0.566302,0.550758,0.407083,0.432602,0.485317,0.524546,0.531065,0.006907,0.009267,0.005286,0.002574,0.002368,0.001637,0.005142,0.010307,0.012575,0.022633,0.295178,0.337192,0.367588,0.010368,0.003684,0.061486,0.012359,0.001921,0.018682,0.015441,1,0,0,0,0,0
114,0.22047,0.23144,0.222486,0.190129,0.247552,0.558405,0.535655,0.521807,0.791458,0.797856,0.701111,0.729011,0.717825,0.732779,0.764716,0.677455,0.775435,0.000385,0.000428,0.00035,0.043321,0.004883,0.01407,0.00628,0.006123,0.00922,0.012845,0.028079,0.981494,0.102204,0.02932,0.031919,0.032938,0.037666,0.274216,0.023088,0.100239,0.086335,0.085468,0.08592,0.07565,0.076915,0.060061,0.085709,0.071452,0.080967,0.234643,0.260034,0.201385,0.202997,0.213985,0.352956,0.306392,0.259376,0.215741,0.425261,0.438038,0.429664,0.286715,0.344458,0.239911,0.237901,0.232956,0.247572,0.252311,0.235809,0.228717,0.231159,0.000817,0.000275,0.000549,0.00112,0.001447,0.001495,0.00363,0.010576,0.034351,0.008626,0.005591,0.002265,0.001798,0.002549,0.003191,0.003471,0.002033,0.001974,0.002274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348553,0.138699,0.65715,0.144726,0.489813,0.509919,0.504563,0.438082,0.443125,0.457204,0.448437,0.446323,0.422705,0.429594,0.423141,0.427883,0.417874,0.410237,0.003321,0.001569,0.002616,0.224774,0.007995,0.004377,1.0,1.0,0.103578,0.054659,0.21738,0.136452,0.295803,0.032426,0.008872,0.018941,0.019265,0.021892,0.019549,0.03368,1,0,0,0,0,0
