,attr2,attr6,attr7,attr8,attr13,attr23,attr27,attr29,attr31,attr33,attr34,attr37,attr38,attr39,attr43,attr45,attr47,attr48,attr49,attr50,attr52,attr53,attr56,attr57,attr59,attr62,attr64,attr65,attr70,attr71,attr72,attr76,attr78,attr79,attr81,attr82,attr83,attr85,attr88,attr89,attr91,attr92,attr93,attr94,attr98,attr99,attr102,attr103,attr105,attr106,attr109,attr110,attr111,attr112,attr114,attr115,attr116,attr119,attr122,attr123,attr124,attr127,attr128,attr135,attr136,attr139,attr144,attr146,attr147,attr156,attr157,attr159,attr161,attr163,attr165,attr167,attr168,attr169,attr171,attr175,attr176,attr178,attr179,attr183,attr185,attr188,attr190,attr191,attr195,attr198,attr201,attr203,attr205,attr206,attr207,attr211,attr213,attr215,attr217,attr218,attr225,attr228,attr230,attr231,attr232,attr236,attr237,attr240,attr244,attr245,attr249,attr252,attr254,attr255,attr256,attr257,attr261,attr262,attr264,attr265,attr266,attr267,attr268,attr271,attr272,attr274,attr276,attr278,attr282,attr284,attr286,attr287,attr288,attr289,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
262,0.595291,0.550216,0.493811,0.56777,0.55418,0.592005,0.510238,0.383853,0.481199,0.472183,0.438299,0.405088,0.411592,0.424144,0.340057,0.473795,0.481162,0.472571,0.427566,0.006697,0.000123,0.005968,0.005716,0.005245,0.158037,0.001036,0.003791,0.169575,0.00376,0.043387,0.038624,0.023419,0.046484,0.048461,0.050477,0.038322,0.046075,0.035375,0.04509,0.041156,0.058603,0.209984,0.218578,0.125525,0.084223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.637826,0.797668,1.0,1.0,1.0,1.0,1.0,0.491337,0.603628,0.494458,0.498134,0.422209,0.516797,0.482106,0.463052,0.918348,0.858669,0.001378,0.017296,0.858644,0.009214,0.002773,0.002549,0.87267,0.180054,1.0,0.009958,0.025972,0.097928,0.004025,0.009386,0.008096,0.048553,0.138309,0.024961,0.735205,0.784845,0.76409,0.749631,0.746958,0.723665,0.663536,0.728294,0.693796,0.688741,0.652084,0.566123,0.646806,0.58538,0.540839,0.535091,0.543557,0.530506,0.679236,0.650072,0.640365,0.033438,0.005676,0.414574,0.253944,0.002259,0.003461,0.599474,0.448738,0.008889,0.005417,0.00503,0.023755,0.050796,0.017638,0.031946,0.013822,0.041701,0.029882,0.013333,0.012477,0.018914,0.018096,0.135891,0.242289,0.047854,0,1,0,0,0,0
263,0.752014,0.804453,0.753709,0.539536,0.733257,0.475357,0.585207,0.141865,0.281498,0.567226,0.534336,0.111313,0.116094,0.119353,0.428174,0.524898,0.795708,0.79123,0.737195,0.016118,0.10403,0.005008,0.005898,0.051064,0.139398,0.0041,0.102354,0.095004,0.017828,0.115688,0.173959,0.003541,0.058138,0.233529,0.416749,0.002793,0.00716,0.445523,0.09262,0.333583,0.088102,0.396434,0.654014,0.763647,0.020499,0.800151,0.713162,0.715014,0.77192,0.876152,0.736344,0.74607,0.761427,0.786056,0.677572,0.656879,0.660014,0.742003,0.565754,0.558512,0.555021,0.850727,0.469177,0.381481,0.398464,0.536029,0.494883,0.557915,0.555055,0.003849,0.093549,0.003482,0.001703,0.052286,0.0451,0.009771,0.012905,0.154003,0.035164,0.158206,0.318139,0.07321,0.069708,0.228189,0.053918,0.003118,0.130688,0.08917,0.00578,1.0,1.0,1.0,0.928699,0.898797,0.941246,0.676809,0.800557,0.838567,0.834966,0.51362,0.423253,0.588992,0.760243,0.66991,0.66225,0.835805,0.865293,0.731224,0.926261,0.948493,0.024075,0.013637,0.035124,0.089444,0.007657,0.00769,0.045513,0.070361,0.009006,0.010677,0.012035,0.370947,0.068581,0.002461,0.002933,0.107227,0.12151,0.005515,0.0277,0.050572,0.024345,0.050341,0.412647,0.525067,0.019075,0,1,0,0,0,0
264,0.365649,0.399641,0.346127,0.164892,0.539435,0.185564,0.178659,0.09821,0.13715,0.158124,0.115663,0.311166,0.50448,0.819938,0.124745,0.562835,0.726654,0.508364,0.336686,0.072989,0.016834,0.015122,0.014934,0.098987,0.037852,0.024249,0.119621,0.359897,0.138798,0.06312,0.24819,0.220602,0.00011,0.004536,0.366446,0.129842,0.019414,0.068568,0.253476,0.307927,0.078269,0.037309,0.166408,0.090269,0.053287,0.436447,0.495027,0.491344,0.451674,0.437428,0.679204,0.660871,0.615281,0.557147,0.722064,0.767716,0.578807,0.66845,0.663848,0.757778,0.691488,0.358155,0.368704,0.657037,0.73037,0.677558,0.581029,0.67345,0.613608,0.054982,0.019343,0.020958,0.010718,0.103186,0.223863,0.023974,0.032645,0.043696,0.184968,0.034502,0.006655,0.075315,0.130217,0.084523,0.030357,0.0231,0.036418,0.079406,0.006847,0.69743,0.757425,0.67795,0.67672,0.895487,0.917964,0.534957,0.997808,1.0,0.841944,0.51645,0.492262,0.553185,0.503467,0.489824,0.518731,0.872674,0.757806,0.728619,0.855162,0.713779,0.057168,0.03004,0.207735,0.043843,0.035515,0.034192,0.268519,0.154942,0.082837,0.01065,0.173003,0.035381,0.163306,0.381552,0.195431,0.004853,0.079803,0.113004,0.153664,0.430106,0.152004,0.106659,0.041344,0.234349,0.116029,0,1,0,0,0,0
265,0.829253,0.71319,0.712063,0.501001,0.350807,0.275677,0.136847,0.403148,0.604959,0.490178,0.226356,0.683151,0.729897,0.72955,0.615734,0.691018,0.68172,0.635596,0.59465,0.012168,0.004334,0.275292,0.010825,0.168337,0.13439,0.06054,0.066649,0.325365,0.034648,0.061975,0.368338,0.217335,0.418843,0.523099,0.051664,0.399999,0.414988,0.010177,0.004543,0.008947,0.019559,0.015123,0.01233,0.010318,0.02362,0.833326,0.637202,0.64037,0.852442,0.792723,0.733539,0.718779,0.728909,0.747675,0.953731,0.960802,0.977469,1.0,0.912119,0.926735,0.749609,0.712428,0.651029,0.920926,0.878957,0.740199,0.828587,0.798045,0.763388,0.048076,0.02902,0.06713,0.119297,0.201145,0.009998,0.185784,0.223136,0.039136,0.049059,0.636388,0.160261,0.027064,0.02045,0.014705,0.009683,0.039863,0.025711,0.0223,0.026899,1.0,0.818852,0.780294,0.624642,0.581868,0.490036,0.628679,0.720791,0.667908,0.449812,0.504775,0.449991,0.540358,0.301217,0.431103,0.650575,0.642389,0.587717,0.636496,0.63228,0.606034,0.959846,0.026673,0.440745,0.268698,0.131815,0.192363,0.107922,0.041615,0.087906,0.067675,0.017176,0.037285,0.26501,0.568269,0.243617,0.196682,0.07503,0.329018,0.016892,0.016762,0.052019,0.026522,0.009424,0.013951,0.022689,0,1,0,0,0,0
266,0.538553,0.517506,0.486391,0.571509,0.582259,0.351032,0.335786,0.234311,0.23827,0.24002,0.223612,0.34634,0.338957,0.329413,0.174463,0.19074,0.205153,0.215331,0.214821,0.003109,0.002622,0.003422,0.002023,0.004914,0.007473,0.011137,0.054121,0.044056,0.028502,0.113829,0.10442,0.075568,0.162242,0.161879,0.153357,0.14488,0.127681,0.177291,0.129647,0.136913,0.09688,0.21624,0.224935,0.204695,0.161956,1.0,1.0,1.0,0.98524,0.888086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.914801,0.89845,0.908834,0.774973,0.76059,0.949829,0.924719,0.891283,0.600521,0.63642,0.631756,0.148021,0.200688,0.152665,0.187519,0.068659,0.073698,0.076901,0.091682,0.126032,0.123736,0.023602,0.244531,0.240706,0.211944,0.393674,0.278226,0.218716,0.707894,0.813029,0.673027,0.5382,0.534812,0.547616,0.64164,0.65403,0.657922,0.768116,0.737296,0.700841,0.663413,0.547336,0.482298,0.482913,0.472971,0.471249,0.524568,0.510165,0.51286,0.507627,0.531367,0.523741,0.022389,0.006989,0.018992,0.021136,0.032586,0.04419,0.094411,0.054092,0.024537,0.019843,0.021379,0.12742,0.114127,0.152659,0.175157,0.063496,0.0892,0.059851,0.060251,0.067687,0.073546,0.063705,0.025122,0.022682,0.044419,0,1,0,0,0,0
267,0.393289,0.417229,0.393973,0.453738,0.538975,0.436483,0.511845,0.156147,0.227522,0.322021,0.213124,0.120001,0.111609,0.105857,0.102973,0.097388,0.097388,0.097388,0.097388,0.008568,0.007225,0.007683,0.009057,0.005951,0.029459,0.015169,0.004609,0.003831,0.008829,0.199785,0.289024,0.784697,0.016755,0.036218,0.083432,0.238299,0.088104,0.007215,0.002955,0.002073,0.0,0.000611,0.000373,8.1e-05,8.1e-05,0.175096,0.25107,0.259005,0.238553,0.278217,0.362311,0.377291,0.366406,0.345165,0.443951,0.520178,0.59428,0.530892,0.650171,0.721872,0.565295,0.339774,0.341694,0.360898,0.348642,0.346694,0.346667,0.346667,0.346667,0.003778,0.006296,0.015081,0.006059,0.027322,0.049976,0.035873,0.031639,0.032285,0.126205,0.192783,0.003286,0.001532,0.008311,0.001087,0.000166,2e-06,6e-06,0.0,0.0,0.297739,0.326266,0.309492,0.42171,0.451355,0.473777,0.563137,0.653538,0.777263,0.656893,0.590144,0.336263,0.418791,0.40809,0.376308,0.432054,0.485496,0.49338,0.495303,0.5,0.5,0.015381,0.011611,0.038481,0.04017,0.038614,0.037096,0.049806,0.101893,0.257355,0.168063,0.094216,0.125716,0.293488,1.0,0.752651,0.015973,0.027152,0.24419,0.039484,0.017591,0.003719,0.001227,0.006287,0.002471,0.0,0,1,0,0,0,0
268,0.900429,0.729936,0.657038,0.901602,0.751732,0.72338,0.16821,0.450124,0.452592,0.248147,0.175568,0.141263,0.173009,0.221935,0.133853,0.206198,0.151427,0.230988,0.234765,0.004232,0.002708,0.005951,0.010677,0.047941,0.002888,0.082404,0.076893,0.086864,0.080321,0.123822,0.107983,0.066642,0.561489,0.312351,0.298326,0.087449,0.039717,0.009423,0.080405,0.113267,0.087939,0.007058,0.051925,0.044664,0.06255,0.542791,0.610892,0.765357,0.981255,0.502092,0.528999,0.666495,0.850014,1.0,1.0,1.0,1.0,0.749609,1.0,1.0,0.862016,0.835501,0.922819,0.658518,0.773711,0.87965,0.819492,0.867572,0.873786,0.003075,0.011632,0.14008,0.056278,0.295848,0.038217,0.153846,0.284927,0.127271,0.104671,0.149766,0.253624,0.057778,0.273768,0.090017,0.118045,0.079205,0.096022,0.051887,0.039961,1.0,1.0,0.858159,1.0,1.0,1.0,0.743838,0.813887,0.76125,0.508163,0.802738,0.709988,0.592704,0.502181,0.493838,0.451982,0.540358,0.543959,0.466329,0.527364,0.532855,0.014307,0.004263,0.008109,0.010904,0.086615,0.138979,0.313799,0.096328,0.037879,0.148381,0.104476,0.103934,0.192068,0.256089,0.064374,0.555577,0.158892,0.12571,0.029592,0.085686,0.169179,0.191622,0.019097,0.089966,0.126279,0,1,0,0,0,0
269,0.842182,0.700792,0.642239,0.659679,0.649659,0.419576,0.362788,0.294856,0.503116,0.359533,0.308481,0.364076,0.507284,0.451958,0.418442,0.711163,0.502333,0.455215,0.424337,0.029744,0.015324,0.029622,0.003849,0.005982,0.082436,0.007464,0.015879,0.013199,0.017803,0.043027,0.03348,0.030711,0.048675,0.067942,0.157899,0.050999,0.065029,0.112891,0.17552,0.082135,0.09657,0.070882,0.111065,0.202341,0.063112,0.820391,0.451255,0.702757,0.965137,0.930727,0.6431,0.890624,0.989417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.730226,0.857167,0.780103,0.890185,0.629664,0.797229,0.824959,0.796399,0.072465,0.261315,0.089597,0.008859,0.030489,0.03132,0.006749,0.007148,0.1172,0.086464,0.161008,0.037793,0.162104,0.110659,0.068608,0.138564,0.067639,0.077739,0.081099,0.06559,1.0,1.0,0.971227,1.0,0.989175,1.0,0.759036,0.861995,0.772611,0.664855,0.529422,0.452921,0.612755,0.471238,0.423701,0.454173,0.500928,0.479648,0.733025,0.668557,0.65261,1.0,0.008275,0.084239,1.0,0.681415,0.130156,0.124584,0.120124,0.104031,0.064893,0.058782,0.049423,0.028255,0.019559,0.03243,0.033412,0.381746,0.031449,0.08586,0.306198,0.050234,0.067452,0.07543,0.161399,0.052529,0,1,0,0,0,0
270,0.859598,0.720268,0.654241,0.630656,0.592289,0.361224,0.097705,0.469634,0.497315,0.273134,0.097372,0.221095,0.247545,0.287864,0.256593,0.352187,0.204659,0.163031,0.186811,0.008389,0.029093,0.020069,0.009456,0.031155,0.017381,0.009236,0.012779,0.019407,0.278588,0.150649,0.196785,0.0,0.164904,0.244963,0.40948,0.335279,0.0001,0.097133,0.325704,0.279665,0.221172,0.383142,0.634939,0.98143,0.237332,0.839136,0.622455,0.826481,0.847332,0.842743,0.848203,0.863546,0.783073,0.708861,0.662922,0.749053,0.659136,0.484458,0.620851,0.52262,0.368121,0.571763,0.607126,0.46441,0.513608,0.451413,0.460027,0.415178,0.419294,0.022373,0.013732,0.026089,0.003992,0.036493,0.059072,0.100687,0.122236,0.018344,0.104685,0.0,0.044417,0.092273,0.105969,0.020151,0.139136,0.071405,0.132973,0.254544,0.121182,1.0,0.974571,0.85779,0.8542,0.856034,0.848463,0.7535,0.847301,0.682043,0.607644,0.621522,0.727948,0.710011,0.487889,0.499665,0.524781,0.603663,0.564166,0.657844,0.537607,0.547985,0.089285,0.017835,0.033426,0.021417,0.032432,0.014163,0.02207,0.134852,0.244517,0.238671,0.215408,0.072242,0.112763,0.042546,0.0061,0.102002,0.274411,0.191825,0.12866,0.171564,0.132569,0.152817,0.277269,0.490018,0.190769,0,1,0,0,0,0
271,0.580851,0.5797,0.535051,0.543423,0.568592,0.508671,0.536233,0.532189,0.58704,0.611743,0.594772,0.518211,0.446243,0.545545,0.137222,0.141413,0.142903,0.136581,0.1375,0.00316,0.019941,0.137431,0.004624,0.006622,0.176506,0.004943,0.011786,0.01225,0.01648,0.014855,0.01699,0.011522,0.022059,0.021397,0.018419,0.018515,0.020634,0.071593,0.092362,0.188682,0.155984,0.002696,0.001852,0.000509,0.00052,1.0,1.0,1.0,0.986975,1.0,0.424911,1.0,1.0,0.894582,0.439026,0.588882,0.824938,0.366674,0.489931,0.650322,0.48166,0.364911,0.424307,0.400103,0.467209,0.429993,0.505912,0.388395,0.356317,0.013878,0.787974,0.141346,0.221043,0.034953,0.040464,0.003777,0.002215,0.000999,0.029323,0.001601,0.005719,0.011935,0.013409,0.003041,0.014861,0.015236,0.00078,0.009873,0.006581,0.647623,0.640276,0.693874,0.622517,0.645185,0.639515,0.590535,0.657441,0.650429,0.596909,0.569008,0.604547,0.687701,0.625895,0.629384,0.593588,0.578145,0.550143,0.454129,0.449935,0.44762,0.096479,0.001992,0.003865,0.210741,0.368348,0.016149,0.007785,0.024595,0.015536,0.005655,0.003946,0.003561,0.002614,0.012946,0.00235,0.012485,0.033039,0.033807,0.025114,0.031782,0.030684,0.028857,0.017832,0.00531,0.005362,0,1,0,0,0,0
272,0.816916,0.875553,0.836829,0.780612,0.859841,0.694669,0.728452,0.514438,0.585618,0.802152,0.762162,0.543451,0.626736,0.74645,0.404514,0.596859,0.787163,0.671636,0.577172,0.002627,0.000684,0.000221,0.001647,0.001563,0.000581,0.000564,0.002477,0.002051,0.004175,0.007025,0.007511,0.008068,0.121042,0.243331,0.148291,0.144745,0.183439,0.071512,0.079264,0.039207,0.125975,0.215503,0.158666,0.14391,0.227626,0.757085,0.484067,0.423663,0.577682,0.720281,0.532538,0.498745,0.537798,0.595926,0.763546,0.714911,0.673134,0.699877,0.914657,0.877545,0.851495,0.909733,0.90201,0.99561,0.987593,0.648505,0.902929,0.838813,0.88987,0.002934,0.004966,0.002825,0.003095,0.007557,0.018943,0.017124,0.012849,0.011781,0.026192,0.027335,0.061391,0.125146,0.146628,0.073784,0.107322,0.086439,0.151505,0.13269,0.246442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.841038,0.777398,1.0,1.0,0.916779,0.749832,1.0,1.0,0.739186,0.921878,0.830135,0.001327,0.003153,0.001991,0.003594,0.001354,0.001749,0.008377,0.006268,0.01125,0.008966,0.009266,0.025659,0.036546,0.057184,0.067765,0.0718,0.206369,0.307315,0.045618,0.12375,0.109818,0.126395,0.062477,0.05641,0.150148,0,1,0,0,0,0
273,0.80071,0.661162,0.60283,0.60455,0.552621,0.438616,0.3724,0.343015,0.571472,0.390398,0.342097,0.310801,0.445409,0.386278,0.280467,0.451171,0.352059,0.294999,0.270337,0.01285,0.03508,0.032766,0.007707,0.200055,0.246083,0.197722,0.008291,0.022522,0.008608,0.024604,0.089637,0.041663,0.057457,0.178244,0.176686,0.092764,0.086828,0.136225,0.456136,0.146618,0.091375,0.042527,0.124696,0.322654,0.039889,0.962442,0.676763,0.897167,0.920357,0.788573,0.664678,0.742867,0.763896,0.724506,0.576872,0.770898,0.632442,0.414767,0.715782,0.658896,0.536735,0.472064,0.57725,0.483553,0.538004,0.38738,0.623649,0.423381,0.37784,0.077009,0.275221,0.066226,0.279402,0.021627,0.042076,0.01475,0.004645,0.011538,0.072405,0.010019,0.027812,0.060195,0.116359,0.065949,0.180074,0.045021,0.012412,0.109209,0.013086,1.0,0.963578,0.79964,0.968431,1.0,0.972748,0.573839,0.816459,0.638542,0.585145,0.576255,0.578044,0.709519,0.602847,0.571222,0.499228,0.56477,0.530797,0.615439,0.565598,0.54633,0.0788,0.012497,0.506857,0.517056,0.506423,0.430208,0.022906,0.127723,0.026771,0.0189,0.005667,0.0196,0.083785,0.037327,0.027175,0.046686,0.328771,0.102541,0.382656,0.538987,0.092106,0.057064,0.027872,0.100421,0.019823,0,1,0,0,0,0
274,0.59364,0.282552,0.123427,0.542211,0.199942,0.164088,0.191556,0.123124,0.138278,0.181984,0.133224,0.122906,0.140421,0.201981,0.139445,0.193411,0.12965,0.11959,0.116476,0.071695,0.053646,0.054922,0.00708,0.036342,0.297593,0.154672,0.100903,0.105246,0.01629,0.018211,0.047046,0.030112,0.002698,0.01307,0.008467,0.026946,0.021475,0.011385,0.030159,0.039796,0.006419,0.018646,0.013072,0.019678,0.014217,1.0,1.0,1.0,1.0,1.0,1.0,0.744527,0.726269,0.805357,1.0,1.0,1.0,0.761015,1.0,1.0,0.964081,0.510892,0.80511,0.971955,1.0,0.526043,1.0,0.648553,0.640096,0.10735,0.656242,0.472397,0.598191,0.075026,0.071006,0.438689,0.568372,0.151024,0.343228,0.361226,0.084309,0.261888,0.307414,0.469199,0.285924,0.29151,0.228285,0.100883,0.190353,0.694389,0.641204,0.327787,0.751621,0.805388,0.47343,0.547325,0.827552,0.350722,0.409085,0.352579,0.455515,0.386675,0.377986,0.422426,0.390522,0.387301,0.443773,0.321949,0.418545,0.420648,0.075786,0.044562,0.112896,0.794181,0.471464,0.077521,0.043394,0.466024,0.083981,0.051176,0.065493,0.041601,0.027596,0.05175,0.038604,0.025528,0.044718,0.035502,0.03363,0.03024,0.062815,0.046877,0.02741,0.019177,0.038159,0,1,0,0,0,0
275,0.126954,0.125459,0.150973,0.190988,0.206498,0.511269,0.543541,0.192977,0.196463,0.193048,0.176436,0.163224,0.18067,0.22177,0.152587,0.151313,0.15199,0.153549,0.15713,0.002183,0.000484,0.000514,0.026686,0.053239,0.129597,0.015294,0.014639,0.006671,0.026237,0.206669,0.146717,0.236015,0.131993,0.112536,0.144223,0.099516,0.06035,0.054964,0.129863,0.096405,0.030352,0.000192,0.000221,0.000109,0.000202,0.561399,0.571324,0.677558,0.686543,0.920727,0.819835,0.857167,0.830604,0.874376,0.949417,0.971324,1.0,0.953772,1.0,1.0,1.0,0.675288,0.655171,0.68284,0.752483,0.724294,0.356475,0.358615,0.352702,0.042214,0.130974,0.013084,0.024213,0.007163,0.024619,0.024613,0.02732,0.090904,0.082223,0.135789,0.451347,0.509803,0.547831,0.602987,0.6838,0.633849,0.000516,0.000753,0.001206,0.016517,0.0,0.0,0.059537,0.048499,0.0,0.214909,0.327798,0.327653,0.168098,0.52893,0.256262,0.219527,0.234624,0.249184,0.258197,0.241222,0.244677,0.358002,0.389157,0.438875,0.007248,0.025367,0.155961,0.306575,0.131287,0.037637,0.025635,0.040944,0.226937,0.125249,0.085077,0.814308,0.507294,0.68924,0.898214,0.331766,0.273754,0.185637,0.190528,0.227599,0.182262,0.12916,0.023703,0.013065,0.021417,0,1,0,0,0,0
276,0.331719,0.352881,0.320508,0.440309,0.532327,0.302628,0.21063,0.134409,0.152433,0.147188,0.124302,0.121211,0.114413,0.12125,0.105914,0.120547,0.127225,0.11281,0.099156,0.051183,0.018984,0.018686,0.019276,0.025582,0.060904,0.031321,0.360238,0.405647,0.325611,0.024073,0.043564,0.149878,0.001408,0.009532,0.069457,0.069272,0.01356,0.001345,0.002064,0.000964,0.001723,0.001775,0.001479,0.00165,7.2e-05,0.393299,0.414829,0.409465,0.368642,0.474438,0.67585,0.647641,0.562311,0.502826,0.644156,0.722922,0.608512,0.601543,0.513683,0.57177,0.535453,0.38642,0.422318,0.362277,0.36858,0.34823,0.346667,0.346667,0.346667,0.023055,0.028692,0.04673,0.030784,0.132002,0.240846,0.096821,0.081333,0.003412,0.045782,0.014496,0.009464,0.021891,0.068223,0.001492,0.00699,0.000135,0.000959,0.0,0.0,0.386339,0.445496,0.36394,0.599157,0.664106,0.725342,0.57413,0.724459,0.862531,0.639616,0.357074,0.396672,0.399289,0.422873,0.468487,0.433608,0.450058,0.473072,0.50076,0.499597,0.5,0.061741,0.071017,0.039611,0.120942,0.24757,0.187782,0.315425,0.593359,0.642396,0.284013,0.213676,0.025638,0.058294,0.16828,0.081519,0.035796,0.017201,0.053656,0.058792,0.024255,0.014533,2e-05,0.016126,0.001443,0.0,0,1,0,0,0,0
277,0.462547,0.272342,0.252113,0.428728,0.348391,0.51458,0.476762,0.698153,0.599059,0.559528,0.486136,0.328796,0.331643,0.348217,0.140294,0.20651,0.186118,0.175846,0.140818,0.003692,0.007386,0.005058,0.006749,0.02942,0.003497,0.006076,0.012453,0.010015,0.008587,0.013463,0.005068,0.018532,0.067111,0.119815,0.0618,0.045479,0.041658,0.095537,0.270077,0.201001,0.087682,0.053018,0.097714,0.098201,0.023963,0.329925,0.309191,0.311145,0.277346,0.327593,0.334829,0.334156,0.340117,0.352997,0.343889,0.387353,0.390466,0.354335,0.504465,0.580885,0.51035,0.531879,0.572853,0.444486,0.49548,0.441454,0.521063,0.388957,0.368649,0.003078,0.002307,0.0005,0.001997,0.0025,0.005557,0.003038,0.001531,0.010915,0.03667,0.006005,0.022028,0.030331,0.047457,0.071706,0.20187,0.14527,0.007434,0.014331,0.012031,0.372831,0.318035,0.228842,0.39183,0.373736,0.35278,0.402453,0.402431,0.387815,0.304471,0.490014,0.7986,0.676004,0.579554,0.55673,0.381385,0.388922,0.36101,0.441794,0.359859,0.396974,0.003529,0.0112,0.005566,0.009132,0.002467,0.005059,0.011086,0.009291,0.011521,0.008606,0.015356,0.031559,0.027364,0.043481,0.070053,0.228468,0.21348,0.177222,0.357344,0.585549,0.221998,0.093691,0.049541,0.083527,0.171859,0,1,0,0,0,0
278,0.127907,0.136951,0.121551,0.196619,0.142049,0.609678,0.646116,0.778111,0.87782,0.778515,0.701327,0.363927,0.394065,0.367199,0.098478,0.105207,0.100352,0.098295,0.097801,0.002786,0.019524,0.020263,0.002032,0.110268,0.062422,0.0103,0.272704,0.200217,0.543175,0.60176,0.473983,0.394021,0.068863,0.075937,0.077434,0.110508,0.10537,0.366704,0.544633,0.423482,0.270466,0.0,0.00246,0.001349,4.5e-05,0.367387,0.707599,0.679616,0.528203,0.559657,0.726571,0.628045,0.642154,0.700528,0.744451,0.742949,0.758004,0.724897,0.758484,0.623313,0.695905,0.761872,0.686927,0.883162,1.0,0.69142,0.366646,0.346255,0.346667,0.081468,0.03248,0.188056,0.113306,0.038175,0.023065,0.024667,0.04521,0.073295,0.134409,0.022862,0.114089,0.31834,0.347333,0.29781,0.258414,0.380671,0.000208,0.001608,3e-05,0.418311,0.339752,0.39467,0.495449,0.373334,0.297169,0.473866,0.644234,0.479457,0.59162,0.819154,1.0,1.0,0.897835,0.899054,0.577418,0.518418,0.545771,0.485586,0.497316,0.493603,0.055169,0.105137,0.063258,0.090735,0.019607,0.049542,0.335333,0.164143,0.16179,0.610366,0.613273,1.0,0.852458,0.648435,0.75329,0.290759,0.310192,0.361883,0.302876,0.677877,0.204453,0.13044,0.002854,0.009366,0.003217,0,1,0,0,0,0
279,0.331783,0.353781,0.255252,0.411729,0.422311,0.272381,0.261583,0.124554,0.151501,0.184239,0.153738,0.102506,0.102311,0.098428,0.098818,0.098214,0.098205,0.098692,0.104654,0.08933,0.025203,0.011952,0.03412,0.008074,0.036565,0.00801,0.013614,0.057644,0.022879,0.322611,0.484885,0.538419,0.043266,0.122293,0.069532,0.225597,0.121382,9.3e-05,0.0,0.000538,0.000298,0.000138,0.0,0.0,0.000266,0.614081,0.65976,0.632517,0.655309,0.619177,0.736605,0.763759,0.699472,0.681509,0.704684,0.779472,0.623114,0.722867,0.688909,0.595473,0.655864,0.407915,0.422929,0.346667,0.346776,0.368073,0.346667,0.346667,0.346667,0.008302,0.015501,0.008594,0.002519,0.040454,0.379869,0.012351,0.006209,0.149093,0.223013,0.244896,0.060017,0.171349,0.080044,0.0,8e-06,0.001302,0.0,0.0,0.0,0.277946,0.392602,0.166969,0.49045,0.552402,0.532978,0.523126,0.638777,0.616602,0.465043,0.240651,0.433441,0.491401,0.331063,0.308564,0.496243,0.417964,0.386898,0.5,0.493425,0.478753,0.055269,0.116402,0.053237,0.055913,0.026648,0.019969,0.08611,0.154076,0.095085,0.081592,0.049295,0.589251,0.906494,1.0,0.924007,0.144477,0.09473,0.22642,0.006402,0.001554,0.006734,0.01286,0.002614,0.0,0.006407,0,1,0,0,0,0
280,0.482294,0.482664,0.48311,0.491276,0.490153,0.491398,0.493056,0.489,0.500165,0.510529,0.489154,0.473724,0.475642,0.478175,0.455619,0.458813,0.460368,0.46302,0.462878,0.000234,0.000134,0.000101,0.00021,0.0,0.000209,7.5e-05,3.7e-05,2.8e-05,5e-06,0.000177,3.9e-05,4.3e-05,0.000207,0.000148,0.003356,0.004191,5.5e-05,0.001574,0.001717,0.001051,0.001108,0.003071,0.00289,0.003513,0.002715,0.362174,0.402812,0.397243,0.374108,0.351962,0.470075,0.399966,0.364753,0.360219,0.351427,0.578251,1.0,0.357215,0.75882,1.0,0.972565,0.322277,0.341502,0.332209,0.347222,0.336488,0.345288,0.329252,0.332771,0.000236,0.00107,0.009075,1.6e-05,0.000275,0.034453,0.000282,0.000163,0.000502,0.659057,0.000114,0.000914,0.078417,0.093403,0.000389,0.001162,0.000623,0.000173,0.000332,0.000403,0.628959,0.618615,0.627483,0.635668,0.626957,0.627102,0.629361,0.639359,0.655115,0.631296,0.628053,0.632023,0.654321,0.630435,0.628232,0.624217,0.62273,0.627326,0.622025,0.625123,0.621545,0.003235,0.000831,0.001238,0.001989,0.0087,0.00311,0.000301,0.007309,0.013406,0.001152,0.000244,0.000658,0.000708,0.021924,0.001055,0.001265,0.005314,0.006345,0.001692,0.003585,0.002573,0.001556,0.001346,0.001718,0.001602,0,1,0,0,0,0
