,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_10,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
10,0.3204028539783118,0.25752347014425025,0.12974596503581132,0.3045930583703742,0.4996418374244578,0.3810150189981716,0.18250906693043178,0.21577254992190087,0.29365950391760826,0.1547824944459043,0.46452743620068093,0.22390275733150078,0,1,1,0,0,0
11,0.2053967402585793,0.22487681160537173,0.11340807322896151,0.23333881505883936,0.43263214181220144,0.41538943503797787,0.26040636333663025,0.18226929957029253,0.3886454522757359,0.13535032607916675,0.39249125221111936,0.11816774738594131,0,0,1,0,0,0
12,0.4665427255826216,0.377606916120918,0.14815222294346098,0.2307864295227104,0.32757448268208267,0.2782801616585019,0.1803618529508737,0.12885189349994491,0.11528981899232041,0.024596282936384703,0.099577215648517,0.015849848846409678,1,0,0,0,0,0
13,0.03858234430469506,0.7882835776036794,0.16977104947575722,0.2965195504906635,0.5140046611580251,0.43750206103597733,0.31385866578744903,0.2632231465218321,0.26229429155330913,0.14907192852535772,0.283605452839291,0.17755109117445866,0,0,1,0,1,0
14,0.11570612326531726,0.48719025651854264,0.11611455227575285,0.20635850249457738,0.5567400143265029,0.2655054026623088,0.2593664138916363,0.12050330220168383,0.3431374187083756,0.1084696973316452,0.5239900095060323,0.23136744350260224,0,0,0,0,1,0
15,0.685300254094374,0.5549712316373383,0.24577250173280668,0.4095708720915353,0.463228305941463,0.25568021515383577,0.13202000219804377,0.10101050936217924,0.20254796104398903,0.04206242086906668,0.08977602810691539,0.016987835209487198,1,0,0,0,0,1
16,0.05432498321946814,0.7690427602831676,0.05306239204339169,0.10041714558217545,0.46884994501447763,0.32691511463024103,0.18793273986152315,0.13000450447530965,0.20553062312718373,0.1317879410429756,0.2715183393144664,0.21096880152067765,0,0,1,1,1,0
17,0.32139377658180185,0.3780727740161497,0.27251823572772377,0.3782370005880843,0.7930405480391858,0.3678995020537078,0.30484806022639843,0.17580367617035342,0.2455134756844775,0.13416903561787824,0.17267595828744853,0.11719683381301087,0,1,1,0,0,0
18,0.2322410457112294,0.40596876093359613,0.1563816795572816,0.3055645446701301,0.7871908956082205,0.7396389431373913,0.3640949554896141,0.17042512200970894,0.20113157845742713,0.1445934163063472,0.3867713483706416,0.31111160147150146,0,0,0,0,1,1
19,0.00916982201272442,0.3197018201210537,0.09516684453148205,0.14461399875793318,0.46288931263052757,0.3119840539936465,0.21253022310143965,0.192919467110849,0.11642168387696425,0.12287152719715248,0.273798158638785,0.16728714768919417,0,0,1,1,1,0
20,0.277947729590252,0.3020504683239751,0.06268909596998673,0.16728473366904245,0.5060443718030205,0.5159496704174469,0.27305060995713815,0.03886017330887738,0.23504121926337607,0.09431630873605505,0.28297443141916717,0.06994360505253337,1,0,0,0,0,1
21,0.2093861885995415,0.399568513092572,0.08251460508510006,0.04740020587360515,0.225390195425608,0.2213259514658087,0.11809814265303875,0.0684710222890512,0.10120857964084892,0.04240163875683811,0.24728508122874115,0.09618664237281192,0,1,0,0,0,0
22,0.24787913774581777,0.47130061050889094,0.06244705312840376,0.3459049451145912,0.3093737703925663,0.2753415823626617,0.3153437190900097,0.28277483780648255,0.3594857294799962,0.07781228350971071,0.14845491351953216,0.11384592105968282,0,1,0,0,0,0
23,0.3703505047796107,0.2496208402242283,0.20163268898595055,0.33969012462737264,0.8819092587548047,0.5419920050124396,0.2681723266292998,0.19667276445158827,0.2765154028622672,0.0711103413678603,0.4424864686616442,0.22010421559325027,0,0,0,0,0,1
24,0.39743572260833865,0.2862848969563951,0.11333105959754874,0.22824228128430063,0.5623999919287306,0.5911197745867851,0.28494065281899106,0.08186106124142041,0.05974776264540359,0.12320955065574161,0.43405113716166555,0.1470272076462596,0,0,0,0,0,1
25,0.3691717008262234,0.35257427909550354,0.07474723025975599,0.24037765950718015,0.49686330296518255,0.44262442245191824,0.2357759094405978,0.1871243299998056,0.25995513595029157,0.138010319868135,0.5411436143685613,0.18934075598861383,0,0,1,0,0,1
26,0.18744952582686736,0.359827636432014,0.1860209257038496,0.37516787171467886,0.6832006618440831,0.4082683267319114,0.17497252445323652,0.22603367986467132,0.22414314104678645,0.14111464131291657,0.4770298025310066,0.1902706894432063,0,0,1,0,0,0
27,0.49385976475436794,0.3732369455751592,1.0,1.0,0.5350424246093,0.11187669691962143,0.09713017914056488,0.49941012437536864,0.3430438524842549,0.07693019755858675,0.5044283454821918,0.06487152732901046,1,1,0,0,0,1
28,0.6129053274968901,0.4369030352818961,0.5271693089676872,0.7024283553676145,0.2390124802001674,0.18624070701778173,0.17274563138806454,0.2768034104387165,0.10879269496026539,0.029925825947779552,0.078482780239666,0.15417035750424773,0,1,0,0,0,0
29,0.18586162538580073,0.33507012143901926,0.13236442850384517,0.33109715216024604,0.8350858076818304,0.4673421979254071,0.25248241565007135,0.2000108561095592,0.3213517646064753,0.12548732710637583,0.4013703342581528,0.20332443329224814,0,0,1,0,0,0
30,0.21489232428927063,0.5089341448791082,0.054569658829612844,0.21057445443347544,0.505592380721773,0.96317249313904,0.6014342235410484,0.1978968313122606,0.30415706140951787,0.19868791954325027,0.1362782356641093,0.9660085679970496,0,0,0,0,0,1
31,0.12780931861192046,0.4393043805284501,0.022311949215011062,0.013142608510952516,0.1837949090468839,0.24911604456967407,0.16198345972084838,0.05296063931143101,0.245807063581591,0.1598199995222283,0.11122057862628672,0.14611934040923374,0,0,1,1,0,0
32,0.2159680965346497,0.4680642660406934,0.08706941128579754,0.22009044552895662,0.44799176730530577,0.36440948113190264,0.20133531157270024,0.04283002573059998,0.11875558831434241,0.048931583096438205,0.20476237972426398,0.06946445289965862,1,0,0,0,0,1
33,0.7516860078395008,0.2905770318571277,0.12187957268436511,0.2574190839948423,0.4688176599372458,0.2424108075230561,0.2382555775359929,0.1033469223739557,0.14583919116773034,0.06613972432574473,0.10480248011773637,0.14975080935733714,0,0,0,0,0,1
34,0.3914810959543387,0.3524555990030872,0.061302850604557035,0.11662564688528655,0.4963649020854142,0.36607479820167743,0.26126222661830967,0.09785559429908418,0.1006404989944018,0.06913236664198179,0.08091323048362704,0.10897559161105454,1,1,0,0,0,0
35,0.03601564263755112,0.4965910299428332,0.08033621951085346,0.2063156979653581,0.32895063409909486,0.3235221914033731,0.484112265084075,0.21552909761424838,0.26254587012530717,0.10269702109361935,0.22123610989543357,0.35690215523899294,0,1,1,0,0,0
36,0.07406464633608639,0.5973207583812035,0.05222624404519599,0.1407062835577948,0.35431661571677897,0.2635945933072208,0.24960572590394536,0.15639449157760338,0.2006704306385465,0.11460488282649721,0.32024744181880727,0.2747685411393104,0,0,1,1,1,0
37,0.17681604749155672,0.19052277810059448,0.09879748715522652,0.20472457565413704,0.42109628015375744,0.4036699264622362,0.26160979228486647,0.11839154584518864,0.25190987281199445,0.13445629583621987,0.5621016677285466,0.1862168100445422,0,1,1,0,0,0
38,0.22391820494521897,0.36882690123196105,0.058618375452455074,0.03897580382051753,0.34905616594529687,0.21664327772505587,0.16822727772282664,0.047014650886960344,0.08443826610329616,0.06671723083538376,0.21278245841874172,0.08298158731759907,1,1,0,0,0,0
39,0.18820862708733907,0.43482536301465935,0.17016711958016573,0.2785708464970745,0.532734041587215,0.44040216766023854,0.2842510165952301,0.13727064443162595,0.15992043051920185,0.082952509495712,0.23031671168631312,0.2687570730108093,1,0,0,0,0,1
40,0.5095008871333093,0.4901977179513658,0.1875832022267942,0.2964470328518143,0.5740649938961024,0.3439072112442795,0.271595779756017,0.06479209740036683,0.04999968970384859,0.06748226272664294,0.0846891812395296,0.03539736529362257,0,1,0,0,0,0
41,0.24193360212487747,0.23215906831503552,0.040267127281528814,0.025833048214962864,0.2811122209106408,0.2704482249442146,0.17041707879986812,0.013322228775495645,0.12087944612614351,0.07644107880843744,0.1898112431732642,0.09173872337474427,1,0,0,0,1,0
42,0.05047947623528199,0.5774090902785591,0.05277634141242998,0.10928923005684031,0.5869144546344218,0.4220781837967763,0.2753461918892185,0.18440795315345676,0.18125878078436186,0.21093201309094384,0.27459609540229646,0.24627159731044335,0,0,1,1,1,0
43,0.2802250333716672,0.05585516713085482,0.1226937167878715,0.2960422285067574,0.9295680862011559,0.7672128564676226,0.4236880426420485,0.07556014284695801,0.21928438069423273,0.1251487064331956,0.306037246548211,0.18038817629016446,0,1,1,0,0,0
44,0.7231462247212461,0.3634219478023375,0.1441695180046868,0.28375857892493267,0.44589121946790145,0.25649913344887343,0.23189636223760846,0.13802530607747698,0.22646129198724635,0.07116170182269893,0.11594102595940699,0.15416405287065726,1,1,0,0,0,0
45,0.33250301898056184,0.19808978996706245,0.158604072920907,0.3523440113227541,0.45396047095856407,0.36402292238413314,0.19961534234531264,0.2355775774348472,0.2055559241979919,0.11914013043166673,0.5237884897621863,0.08600150680742812,0,1,1,0,0,0
46,0.014353226028839795,0.4860612543406859,0.05688006777199567,0.11739524584362139,0.25041516591502966,0.39104905815235913,0.20097950324211444,0.3547944306537647,0.4937589896375408,0.2904248584601419,0.8080656750809639,0.24618018012338172,0,0,1,1,1,0
47,0.18139641298138914,0.6097995077088114,0.20796981065648623,0.43442787407407635,0.7010240422934513,0.47255432890836535,0.302268106385317,0.390242950010046,0.41142930522782184,0.19868373904111225,0.48865688108503114,0.23717716335620864,0,1,1,0,0,0
48,0.4350074470712479,0.24203764470879452,0.1489003553628992,0.3681760975390191,0.9079935833409001,0.7900784476093814,0.3860424222442025,0.10389718130027024,0.21512402537172287,0.05739232220921622,0.5406428683383984,0.1917585829705542,0,0,0,0,0,1
49,0.1718402220636342,0.28519327130114996,0.18124608055625852,0.3064211500856238,0.5404098186991131,0.5847662876803177,0.30442218925156606,0.16784096285590216,0.2514649558687266,0.10416676620243186,0.28962865407202193,0.12567341367538076,1,0,0,0,0,1
50,0.3121966814698988,0.20584484042151469,0.1284477352491391,0.19322648479497812,0.6298253579103483,0.43929012424840874,0.3379354874161995,0.07483788749829869,0.2075465933540293,0.09862282315281527,0.31141110638410474,0.10812761839313807,0,0,0,0,0,1
51,0.10430748298082854,0.2545117701366979,0.09451772963814598,0.22293812347885794,0.6714892500781904,0.830821006811495,0.312590669304319,0.13317764808057503,0.20799723884163107,0.11168271183201549,0.260296335801102,0.2546504553521611,0,0,1,0,1,1
52,0.4161177955456968,0.45969115432573526,0.08102934219356822,0.2818911394036138,0.5277379258855697,0.5286291637506824,0.3268326189691173,0.10191934396691964,0.24768650350181143,0.10742278015336469,0.3938347171700928,0.21123990076506727,0,0,0,0,0,1
53,0.3195937520360126,0.3248224037188484,0.1826213239743435,0.37210006669269263,0.9077514452616604,0.4729830243916737,0.2953978459171337,0.08088441645980647,0.22417560279801202,0.062193330307446074,0.450406805260683,0.21472321082379497,1,0,0,0,0,1
54,0.3204846732758477,0.5154137696650601,0.1564146853993157,0.3409844100314988,0.05596618138159948,0.13756728137446372,0.16986069897790967,0.2878509601985858,0.0867468694698662,0.04197821361171497,0.1931129100875898,0.016023226270147226,1,0,0,0,0,1
55,0.06434936233978947,0.3773949873844603,0.02633866194316392,0.10890266544244735,0.18617391567541386,0.2443582575177432,0.29529756017144737,0.20697845305299728,0.2053158027146617,0.33215283915816635,0.1945866504365243,0.4702090301266917,0,0,1,1,1,0
56,0.07292220651493733,0.5919531814741916,0.10059080457240932,0.313397332233458,0.6505907160224784,0.40239849626815083,0.2171241345202769,0.2985609983732039,0.34623751595041563,0.11634397171591697,0.6721192345506618,0.2569169711279305,0,0,1,1,1,0
57,0.23711383943114378,0.5725771150873223,0.06117082723642081,0.2697856949322674,0.6223836476083819,0.6941898937787856,0.35852016705132417,0.26864058823910664,0.22040144683934726,0.2455573206564583,0.4122666492966146,0.20193110926875707,0,0,1,0,1,0
58,0.44726518997986336,0.2887771788971383,0.19247906879517673,0.23065705982013862,0.21450205312913007,0.22643732068986988,0.18221233102538736,0.009993210880738346,0.10597425114797643,0.03071295477891116,0.17723152583014934,0.09486266931881589,1,1,0,0,0,0
59,0.6756940624947916,0.46350471560704865,0.5023269118634,0.5685393917873554,0.5676523704309047,0.2813433191289787,0.17528025057698637,0.3840707656311774,0.3266802655944105,0.07137251857337377,0.3781222838090081,0.27286769411178746,0,1,0,0,1,0
60,0.2852493443092406,0.33979420563715024,0.06919124685069261,0.30664738158369703,0.5361320459658785,0.3743519186870925,0.3107621716672161,0.1888998710229372,0.21897408454281203,0.05167757578653162,0.382708384646231,0.11995511100883595,0,0,0,0,1,1
61,0.18228127353251788,0.30842875264140274,0.1798818390855182,0.24019173193009008,0.6019572828071875,0.6521301035830882,0.26924387295307173,0.19952565282485696,0.3941281465819924,0.24337390411122528,0.41674486582652603,0.2804364067371315,0,1,1,0,0,0
62,0.06727667498496193,0.3443421963215336,0.03671349828919718,0.057818033974734465,0.2487020390044089,0.2163208400965847,0.31481344103747644,0.1237679125807727,0.15309821159619683,0.08537063137526577,0.12923318684137136,0.1371257805924464,0,0,1,1,0,0
63,0.1059635661698417,0.4531957312157928,0.10428745888022184,0.15335060910403797,0.11679530252126269,0.14627676140714707,0.09390729750522031,0.32439481239994555,0.4576543615943112,0.17410596975705311,0.18387353516519528,0.22206810895667772,0,0,1,1,1,0
64,0.01789418340553129,0.697759951788139,0.06426237444027594,0.09453784788241142,0.5024708173169081,0.3022761165318901,0.18005275304978563,0.08278018484551918,0.22861570203549503,0.17896072716848616,0.21960359641498406,0.16546826089834726,0,0,1,1,1,0
65,0.21088317871001272,0.6062934357578494,0.13244144213525794,0.36611294864956867,0.8946194900975615,0.4938480366113269,0.2927327178810858,0.2161908342029023,0.26728289891076507,0.18346312797114261,0.5699751866093183,0.21549237612183075,1,0,0,0,0,1
66,0.16075976793622943,0.1565983819433634,0.17126731431463366,0.211185411863415,0.4856139713671721,0.3553226025113494,0.2365891856247938,0.21691308955156163,0.27802773856642227,0.18062815030696833,0.42147141981855074,0.17914301115604914,0,0,1,0,0,0
67,0.08857696544346816,0.31915851190577105,0.04873862673693247,0.255599303124613,0.26234853758689214,0.17819259052986036,0.20579459281239687,0.21345930741261643,0.2139301012567949,0.05672941401304317,0.1098628647965363,0.2298007420553736,0,0,1,1,1,0
68,0.3601882449912196,0.2813650676707722,0.21954385926308956,0.3943454775617482,0.6363812464057628,0.29037706882211334,0.20286844708209684,0.16326981158978815,0.26759414981957474,0.16947397338811782,0.49683166180508753,0.14710916788293554,0,1,1,0,0,0
69,0.5656152886933306,0.39440361712260885,0.1800138624536543,0.3381511473526061,0.45227761130784816,0.26857955232466535,0.15003846576546864,0.08336925031272079,0.16292314250756526,0.03130001672200855,0.138963130029088,0.006345613708795286,1,0,0,0,0,1
70,0.2834144708033898,0.22477277386201974,0.056076925615833995,0.06223101913318328,0.3787644904506795,0.32949644768999087,0.21419798878997687,0.05370120421800366,0.17307841947552313,0.09266680203530732,0.29369161779643244,0.15680254202826366,0,0,0,0,1,0
71,0.2999480295943429,0.4595077396374554,0.14046186174952968,0.17389031096681457,0.3385070169597546,0.31463317223665455,0.24724145510495654,0.12653216973122217,0.27092100194149915,0.13510546809679658,0.10139903555500367,0.037808887641972475,1,0,0,0,0,1
72,0.2543958932773326,0.413193989546904,0.11846896900751436,0.318400166746441,0.725691859115994,0.5382235152296819,0.2877706341356192,0.2176124984607009,0.22753109764160606,0.12539893934688612,0.6084756354487477,0.17432311877614454,0,0,0,0,0,1
73,0.17933274847687317,0.3698083239442481,0.04397478353668599,0.10964034487212039,0.5671156310219234,0.5286383239105823,0.4123145400593471,0.31772908011484796,0.24172977215192293,0.46366307541625856,0.26744112671927883,0.51257932017136,1,1,1,0,0,0
74,0.11996678742588915,0.5862688674374193,0.03271979140307835,0.12208138567822234,0.2364619590988427,0.21213464702239837,0.21311682602483784,0.7992966213194548,0.29635001023977303,0.33997814194596404,0.1679473687424557,0.22715279594738153,1,0,1,0,0,0
75,0.19526023839719026,0.18228568610194468,0.10977743060521711,0.2915836440216488,0.8116508772460826,0.6113618959332552,0.4031157270029673,0.1371872792321004,0.1892563060532096,0.15068321349227204,0.38006420134061514,0.18826266364464567,0,0,1,0,1,1
76,0.15866428481600506,0.4199699292389215,0.057914250822395597,0.18385273417975495,0.4129523694219963,0.5682889920526453,0.40207165622595875,0.5975143559896559,0.1908149474907305,0.4070351878837104,0.19592400873659327,0.44818064036163374,0,1,1,0,0,0
77,0.1927677801666992,0.49642187227864243,0.15233296293443938,0.31328252489649694,0.6002159064539885,0.4838854467043576,0.31398367952522244,0.16108060418300485,0.25682591860788734,0.157635388547813,0.48679842122511785,0.2264687432028169,0,1,1,0,0,0
78,0.5381876419526932,0.32031679878175656,0.259480928124278,0.554550327388456,0.9559792971942249,0.7348078748062625,0.4235891306737003,0.1981302376677836,0.20056445256836902,0.10518979479706649,0.4241257808890073,0.16404026139010863,0,0,0,0,0,1
79,0.34146071688856366,0.4358572632987209,0.19612071336626585,0.294116760164899,0.7651361522241391,0.9178223735073519,0.3894274096054511,0.05214197522862642,0.19262850915111093,0.23378502663577078,0.2681535702581284,0.33641524838680187,0,0,0,0,0,1
80,0.4074343438016579,0.45061944843041724,0.12154951426402477,0.2527724390609128,0.7707376131238839,0.5253333382187519,0.3148972414551049,0.1056267053813897,0.22861570203549503,0.06655060796445378,0.36662751619791273,0.1865225847736794,0,0,0,0,0,1
81,0.37703544442272696,0.4276525385980028,0.2508994091954276,0.4388109990282931,0.011527790389135983,0.024316560469879622,0.034175458841630924,0.15258116157131657,0.00827917869859885,0.04124244523542199,0.0650827350503901,0.018951728572914647,1,0,0,0,0,0
82,0.19194201133045755,0.4349093638592917,0.04907968710461752,0.17433438957063968,0.30143567702815854,0.37925626829741943,0.4065226948016265,0.24195862039911592,0.18999290137881292,0.2752657604930604,0.3884282884867088,0.5266607192956463,0,0,1,0,1,0
83,0.7828091595188419,0.17489630904912584,0.349564872982518,0.34651237227407966,0.4377594156401019,0.4031496293799305,0.22618282228816344,0.14642331697895533,0.3238589575099546,0.104480303862784,0.23192683408411308,0.17448073461590596,1,0,0,0,0,0
84,0.8192960207033126,0.4293275462659698,0.3297613677620939,0.5065374724969868,0.5151770130250108,0.4027081096727624,0.3501002857456863,0.3264327634145867,0.5651552698072775,0.11144800649769475,0.4570366012779201,0.24674129251293236,0,0,1,0,0,0
85,0.2895175843306954,0.491821862722583,0.062183006392131424,0.2548769215335613,0.1926773409203264,0.16717291817045954,0.09032173865259918,0.619592523219112,0.27153682045739563,0.09125438952724493,0.3129479488750516,0.2306140397885426,0,0,1,1,0,0
86,0.13076844987280128,0.3526193621176228,0.20377806871816306,0.2587303588255143,0.5701806955416326,0.5138648180242633,0.31861880426420475,0.17600500029165667,0.3254195084622534,0.17512899835168771,0.2473054367584226,0.26084160553799013,0,0,1,0,1,0
87,0.07778742437396874,0.3890568477642674,0.09397863421825664,0.22467170691224014,0.5717525752393635,0.5897402545058825,0.46363611385866565,0.2618021303899774,0.1893288676147726,0.23314839588160818,0.19804098382346053,0.7091388816210474,0,0,1,1,0,0
88,0.2924948976576953,0.4886209681521202,0.13832748396466177,0.2734164309965983,0.7061714942946216,0.4128264222980277,0.2653986701835366,0.062374425598382285,0.17942516921881274,0.10431427820644514,0.19667512778183754,0.10685723472466092,0,0,0,0,0,1
89,0.4996901472898873,0.43469666447288313,0.143784449847623,0.4034231267428873,0.5788613456823752,0.5506685084694838,0.3107195845697329,0.22324074314120723,0.49851033978383336,0.0668068130240558,0.17856277747131394,0.13404281476671276,0,1,0,0,0,1
90,0.29931771796888135,0.36260197625473367,0.03485416918794626,0.0827379188996853,0.23287226207411427,0.2277197430758351,0.13360259369161442,0.31202524774614204,0.49660321189933226,0.42582415613578267,0.10060516989742847,0.10860046591242235,0,0,0,0,1,0
91,1.0,0.4920253143095824,0.1451486913183634,0.233462300977326,0.4326543378027987,0.25345796036215607,0.2832165622595889,0.06815732933223585,0.0802459264082552,0.027001266094933238,0.038502484392397604,0.054563451408612754,1,0,0,0,0,1
92,0.43934083949629615,0.3845258113788007,0.19780401131000191,0.28059280889792904,0.46626512101859396,0.2554896838279208,0.2092812396966699,0.2542131426978891,0.2611676778343047,0.19664305678316335,0.4845023174770542,0.18844865033556413,0,0,1,0,1,0
93,0.15134751837525057,0.3994136124524702,0.17235650710175698,0.25809057085355763,0.5849450649232724,0.38605493897501475,0.252585448950434,0.19253950327627667,0.3973232421842367,0.11823475311148803,0.39407491242033355,0.15824945543727365,0,1,1,0,0,0
94,0.20338762195242055,0.3044837955434855,0.05260031025491513,0.04970819372829806,0.32469505735645743,0.3077832046636205,0.1775291240795691,0.02672231367999431,0.20796764136257245,0.13878849048039943,0.24192547026362443,0.07181292891210396,1,0,0,0,0,1
95,0.20741040408126776,0.0,0.16208068828182592,0.2645717061179293,0.6959129110041669,0.5316025516541416,0.3596631497966809,0.10949334374655682,0.11403335826841382,0.06555027352428275,0.3974702147711936,0.19760928294249858,0,0,0,0,0,1
96,0.04983098254370135,0.42991324022854394,0.14485163874005696,0.21755291654764264,0.5114944964032406,0.31557117261038903,0.1507198593252005,0.7270917454679793,0.7767094573015787,0.1309375074651824,0.5377157431702109,0.2178881368862045,0,0,1,1,1,0
97,0.5696380708221778,0.6457826952094857,0.14036284422342754,0.25925416270369295,0.23440176760797837,0.23443047621839286,0.17064237828332773,0.2516710307146885,0.08540066155139484,0.0708380115142973,0.1911139970728748,0.06291078628237824,1,0,0,0,0,1
98,0.12092134589714104,0.5820329899830919,0.15678875160903483,0.33486306816393285,0.7513685846020359,0.39173240608088056,0.343499285635784,0.09536679067476393,0.1926948647896455,0.08501648312271565,0.2740729582894841,0.16956627273214447,0,0,0,0,0,1
99,0.36284737216113555,0.3077552045844424,0.16375298427821727,0.2305409286317584,0.8578952147462089,0.5138703141202032,0.32178398725134616,0.033497336202370845,0.09722199016313463,0.07924500131387209,0.28757478112716706,0.23300664823612116,1,1,0,0,0,0
100,0.1059499296202524,0.4658517300320745,0.13861353459562342,0.24083894817945428,0.6578710009382851,0.4580592918829991,0.34098939443894916,0.19480656681206293,0.20624621379022928,0.20103915338859563,0.39550387060396885,0.2552935279783877,0,0,1,0,0,0
101,0.7560315216419616,0.11538556387686247,0.2017867162487761,0.4319011565460187,0.5327158812312722,0.3532597345019254,0.12727909660402237,0.10672066095883752,0.22343280154938028,0.30708177062181985,0.19077609528016332,0.036828517118656354,0,0,0,0,0,1
102,0.43718020397247837,0.24349378779074696,0.11072359807685955,0.28009092211546754,0.8708617088894941,0.691868709260189,0.4135028574568633,0.05963836192648954,0.13590494053532293,0.12312832947134562,0.38540549232901855,0.197959190106769,0,0,0,0,0,1
103,0.24735640334489412,0.125610547423486,0.2316239974475482,0.3789652659632211,0.6907937084455744,0.6023995954873387,0.4043287723925705,0.19397469716315274,0.28896162018509886,0.15133716346957787,0.5345443516458462,0.2317173506668726,0,0,1,0,0,0
104,0.3949735678213793,0.4767953446577774,0.15902214692000488,0.29545605651727647,0.06660411432952962,0.09808699220653594,0.14925678646005047,0.07157271000900896,0.01895766271572147,0.046303241680800744,0.3858126029226469,0.009923493271379799,1,0,0,0,0,1
105,0.46556998504525055,0.5520107798515111,0.15202490840878835,0.29949917229867384,0.5956536214776476,0.49258943064110117,0.3110987471150676,0.13656491629453438,0.22119580498698427,0.1583562265593273,0.4081568678539368,0.18057731529787818,0,1,1,0,0,0
106,0.48062473579185166,0.32505436935402576,0.3468363900410372,0.38426618768741694,0.28801113835164494,0.31440416823916073,0.12057643697109571,0.16030941532558607,0.4455952983927137,0.04092950478966102,0.3124675583745702,0.12597918840451794,1,0,0,0,0,1
107,0.590468657905941,0.1994365007560076,0.12852474888055182,0.17871589648423314,0.4559722348335804,0.24033877935373238,0.1399892845367623,0.06025051688044021,0.13460169669935595,0.029654093308807722,0.12076935759983877,0.00015761583976144078,1,1,0,0,0,0
108,0.14095798276037097,0.5327133197596189,0.07769575214813024,0.20635136840637414,0.2896859267330527,0.21289310826209784,0.13546680953950985,0.2739774192921169,0.46987095976509147,0.08406930078115668,0.211636442097678,0.09920656186264097,0,0,0,0,0,1
