,attr4,attr5,attr7,attr8,attr13,attr14,attr22,attr26,attr27,attr30,attr31,attr37,attr40,attr41,attr43,attr44,attr47,attr49,attr50,attr51,attr56,attr60,attr61,attr74,attr79,attr85,attr89,attr95,attr97,attr102,attr104,attr111,attr114,attr115,attr117,attr119,attr122,attr123,attr124,attr130,attr133,attr138,attr141,attr144,attr146,attr153,attr155,attr158,attr162,attr163,attr164,attr167,attr168,attr169,attr175,attr176,attr177,attr184,attr189,attr192,attr193,attr195,attr197,attr201,attr210,attr211,attr214,attr216,attr218,attr220,attr221,attr223,attr227,attr231,attr234,attr236,attr237,attr240,attr243,attr245,attr247,attr251,attr252,attr256,attr259,attr262,attr265,attr266,attr271,attr273,attr274,attr276,attr277,attr279,attr280,attr283,attr286,attr287,attr288,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
10,0.659288,0.654218,0.6221,0.709978,0.728673,0.712568,0.227541,0.707954,0.594928,0.203283,0.589476,0.467678,0.739524,0.763893,0.0,0.0,0.685801,0.095599,0.009552,0.007324,0.00856,0.00364,0.003626,0.175284,0.765214,0.851425,0.538665,1.0,0.707102,0.13917,0.138333,0.176797,0.247737,0.269026,0.308944,0.336831,0.289657,0.362119,0.360391,0.19406,0.25345,0.323477,0.309712,0.360364,0.374321,0.000452,0.002149,0.001514,0.008068,0.01043,0.017523,0.015905,0.011182,0.019325,0.021423,0.026344,0.041353,0.011603,0.027947,0.029044,0.017224,0.009068,0.180623,0.187433,0.2534,0.325505,0.393765,0.492564,0.468856,0.440027,0.55919,0.560767,0.335044,0.457237,0.520833,0.518664,0.56165,0.517691,0.628836,0.559302,0.008134,0.011508,0.011718,0.006447,0.013759,0.033771,0.089036,0.047182,0.065517,0.057282,0.055891,0.18751,0.158307,0.048715,0.125257,0.454125,0.162633,0.085384,0.001416,0.043405,1,0,0,0,0,0
11,0.546531,0.584367,0.608737,0.642719,0.657658,0.660909,0.53288,0.54665,0.354527,0.536589,0.586567,0.678542,0.863166,0.855398,0.625418,0.676342,0.592737,0.832642,0.446899,0.218193,0.002493,0.014968,0.002417,0.205534,0.580075,0.194798,0.174296,0.002929,0.240826,0.175446,0.198861,0.227778,0.382771,0.331975,0.286852,0.249506,0.362723,0.370521,0.341509,0.355583,0.338567,0.353669,0.371372,0.370473,0.340117,0.000904,0.003797,0.016091,0.007179,0.042602,0.063772,0.001752,0.007245,0.01142,0.013458,0.010234,0.022538,0.001027,0.008066,0.000923,0.001237,0.000572,0.565687,0.261395,0.279813,0.61876,0.578435,0.292148,0.625089,0.612554,0.597233,0.531915,0.598307,0.50577,0.651883,0.491591,0.452418,0.651973,0.621533,0.450472,0.223556,0.001077,0.001574,0.105894,0.000718,0.161117,0.020585,0.228033,0.014514,0.037483,0.037145,0.019399,0.020277,0.032658,0.056067,0.001766,0.006482,0.046696,0.002164,0.033016,1,0,0,0,1,0
12,0.808136,0.804383,0.772013,0.847646,0.57002,0.619333,0.51957,0.392757,0.519986,0.631467,0.570834,0.587711,0.735945,0.757857,0.628461,0.760555,0.836731,0.869134,0.951331,1.0,0.011616,0.002108,0.069962,0.585579,0.031545,0.459743,0.249065,0.22626,0.18916,0.18986,0.181782,0.193599,0.325409,0.303529,0.313564,0.278721,0.26044,0.322467,0.319085,0.216625,0.351572,0.345583,0.359741,0.368029,0.380727,0.000925,0.008561,0.000489,0.005607,0.011721,0.012923,0.02327,0.024607,0.017391,0.022927,0.011147,0.00913,0.08668,0.00139,0.002195,0.001418,0.002598,0.347359,0.318157,0.6353,0.560318,0.569399,0.741785,0.414206,0.509126,0.612011,0.620602,0.380685,0.600378,0.444536,0.620465,0.64977,0.66228,0.644768,0.616933,0.115117,0.005791,0.006318,0.005211,0.312535,0.207985,0.098306,0.108198,0.07628,0.081247,0.01223,0.036294,0.074333,0.085101,0.037947,0.22788,0.102724,0.072871,0.153352,0.115966,1,0,0,0,0,0
13,0.447488,0.416746,0.259991,0.488999,0.427573,0.381135,0.590208,0.586573,0.362919,0.655872,0.645896,0.742045,0.689688,0.776209,0.700022,0.763454,0.895288,0.809667,0.006974,0.00488,0.033554,0.02327,0.004404,0.084739,0.033973,0.005626,0.318931,0.032711,0.030224,0.0,0.067209,0.015326,0.0,0.0,0.0,0.03704,0.05633,0.082037,0.126674,0.204652,0.0,0.035114,0.0,0.208447,0.309758,0.011894,0.00707,0.004914,0.010104,0.006892,0.009597,0.067791,0.066575,0.007169,0.16258,0.055185,0.179576,0.055631,0.071239,0.057444,0.04688,0.001405,0.0,0.0,0.164799,0.007525,0.0,0.478559,0.05731,0.160858,0.337375,0.769935,0.375466,0.581641,0.468239,0.470461,0.480662,0.459448,0.425346,0.473567,0.021238,0.009304,0.004525,0.058344,1.0,0.077512,1.0,0.29355,0.492676,0.442986,0.17432,0.395576,0.227895,0.127353,0.227368,0.014639,0.00952,0.026791,0.007639,0.031256,1,0,0,0,0,0
14,0.831317,0.83348,0.81239,0.627666,0.64595,0.618595,0.652723,0.735822,0.744785,0.592163,0.704618,0.618754,0.571635,0.561049,0.613757,0.647902,0.651935,0.566978,0.000369,0.000348,0.004534,0.167184,0.189238,0.132285,0.599095,0.029837,0.691822,0.011021,0.237422,0.296433,0.295995,0.308114,0.28535,0.29406,0.318477,0.352764,0.370336,0.374767,0.437984,0.450199,0.466228,0.340864,0.367503,0.381529,0.373093,0.000265,0.007301,0.004043,0.001394,0.001625,0.001365,0.009754,0.00823,0.123981,0.348171,0.004209,0.057564,0.004859,0.013198,0.000393,0.000674,0.003147,0.180444,0.251923,0.465278,0.395218,0.343141,0.425434,0.52534,0.48213,0.558418,0.492474,0.705884,0.634024,0.614343,0.640902,0.632671,0.699521,0.700606,0.637223,0.001489,0.00133,0.002331,0.097457,0.203544,0.031272,0.288173,0.191061,0.12299,0.124062,0.035753,0.289142,0.212133,0.11252,0.127955,0.179928,0.624055,0.326446,0.004859,0.154491,1,0,0,0,0,0
15,0.657683,0.761781,0.582927,0.577092,0.514171,0.51241,0.506885,0.537051,0.49219,0.686747,0.78844,0.770611,0.879793,0.876337,0.547171,0.585864,0.766904,0.838291,0.030061,0.033519,0.073088,0.185409,0.122252,0.236227,0.438002,0.262848,0.006967,0.112082,0.023535,0.258326,0.260741,0.208237,0.121962,0.114808,0.091811,0.10535,0.0,0.0,0.0,0.0,0.0,0.045487,0.037874,0.14227,0.106091,0.049428,0.133508,0.08209,0.097299,0.056047,0.007292,0.002634,0.0015,0.053834,0.040974,0.069595,0.088298,0.017426,0.021638,0.067203,0.051262,0.029793,0.217156,0.321949,0.079699,0.536813,0.0,0.0,0.890298,0.042763,0.003903,0.0,0.518026,0.355464,0.582584,0.539207,0.525441,0.920905,0.665906,0.585011,0.256606,0.08263,0.105078,1.0,1.0,0.064347,0.01341,0.007674,0.597829,0.191432,0.144492,0.047969,0.036694,0.055302,0.085401,0.087984,0.003999,0.010731,0.259746,0.009498,1,0,0,0,1,0
16,0.855657,0.853214,0.71536,0.413918,0.35969,0.444562,0.827843,0.802701,0.606617,0.842893,0.949637,0.726285,0.746937,0.7007,0.447845,0.507833,0.486012,0.5614,0.083494,0.139266,0.256489,0.377045,0.20673,0.079116,0.097027,0.297075,0.392503,0.253388,0.28225,0.25308,0.268491,0.537867,0.363381,0.395535,0.411289,0.434012,0.161187,0.346872,0.415597,0.321722,0.385947,0.37749,0.745185,0.519781,0.359438,0.059749,0.131939,0.20154,0.367481,0.523286,0.434662,0.072248,0.08912,0.016634,0.028377,0.295184,0.099373,0.150944,0.093075,0.134993,0.11877,0.047021,0.243302,0.325897,0.749989,0.261541,0.676742,0.813115,0.307904,0.475488,0.549014,0.89476,0.478485,0.938484,0.602959,0.790123,0.835123,0.824566,0.822318,0.935331,0.027078,0.063305,0.104015,0.327713,0.227406,0.092654,0.207429,0.179233,0.48365,0.144731,0.22923,0.008678,0.001897,0.555952,0.156717,0.240482,0.494019,0.16816,0.218433,0.353137,1,0,0,0,1,0
17,0.553284,0.567649,0.557698,0.671836,0.751798,0.756359,0.433479,0.710102,0.453136,0.679547,0.783455,0.592827,0.888827,0.614811,0.228289,0.329071,0.379726,0.392917,0.058446,0.048073,0.051344,0.011819,0.014411,0.253011,0.023779,0.241663,0.172633,0.235556,0.288846,0.058333,0.040988,0.098237,0.303635,0.385267,0.429143,0.446674,0.032613,0.190706,0.369492,0.056084,0.415267,0.36463,0.610576,0.597071,0.485295,0.001289,0.002027,0.003822,0.08712,0.106449,0.069045,0.006127,0.01011,0.30474,0.013909,0.038704,0.010732,0.274524,0.08642,0.072868,0.092698,0.056941,0.0,0.0,0.11677,0.045256,0.454811,0.725342,0.28621,0.396091,0.547828,0.847725,0.40601,0.844091,0.858662,0.630603,0.803073,0.755949,0.786623,0.727892,0.049434,0.088807,0.091522,0.060432,0.114857,0.851746,0.207011,0.15066,0.384951,0.087905,0.150777,0.078669,0.016901,0.450936,0.132573,0.422945,0.250637,0.126859,0.26923,0.124642,1,0,0,0,0,0
18,0.724356,0.605708,0.836468,0.729327,0.90915,0.96322,0.104934,0.299098,0.255906,0.745363,0.746757,0.731291,0.73784,0.670424,0.536263,0.667091,0.666818,0.473228,0.677972,0.159329,0.34923,0.255084,0.135508,0.35379,0.584914,0.032489,0.018096,0.00781,0.013816,0.233752,0.117064,0.286639,0.235857,0.259177,0.237984,0.208032,0.427922,0.357366,0.316488,0.343285,0.155295,0.0,0.0,0.0,0.0,0.053044,0.002319,0.011014,0.033175,0.024064,0.016764,0.04035,0.059403,0.063953,0.025756,0.026928,0.047675,0.018992,0.012016,0.013672,0.010031,0.005299,0.089182,0.086006,0.451132,0.354457,0.069176,0.175356,0.473508,0.501633,0.448079,0.419831,0.621075,0.612073,0.700606,0.577317,0.518943,0.691772,0.558933,0.448996,0.132397,0.576406,0.432981,0.304119,0.010072,0.31872,0.374724,0.416866,0.640291,0.222818,0.06385,0.122054,0.133562,0.171795,0.119985,0.004801,0.006891,0.009074,0.009163,0.024184,1,0,0,0,0,0
19,0.843849,0.864978,0.843738,0.523578,0.58487,0.637881,0.354442,0.515184,0.522939,0.592997,0.726119,0.541678,0.642166,0.465893,0.562433,0.622883,0.428757,0.61423,0.002292,0.001149,0.000686,0.080302,0.209256,0.172382,0.103035,0.05112,0.37468,0.249155,0.209066,0.122565,0.107112,0.43345,0.559781,0.536914,0.488669,0.462812,0.488909,0.457792,0.511962,0.304609,0.430521,0.410295,0.584143,0.423361,0.581084,0.001747,0.185275,0.032834,0.235147,0.043764,0.021371,0.024379,0.015549,0.120474,0.015823,0.157548,0.058494,0.056339,0.071198,0.085836,0.076218,0.160596,0.174964,0.280831,0.489757,0.390354,0.679001,0.637815,0.508208,0.678297,0.749922,0.710648,0.410617,0.834709,0.448716,0.769693,0.831555,0.728619,0.772768,0.778069,0.006195,0.004676,0.003326,0.185673,0.233085,0.029786,0.043566,0.039421,0.083322,0.160031,0.165887,0.313901,0.202522,0.127433,0.092795,0.611043,0.195935,0.115587,0.323851,0.207744,1,0,0,0,0,0
20,0.361194,0.089302,0.079866,0.505286,0.360496,0.325998,0.46322,0.641323,0.559104,0.878004,0.847298,0.951162,0.902293,0.882948,0.398881,0.44562,0.695345,0.832183,0.682039,0.340641,0.056453,0.274127,0.182596,0.196821,0.091517,0.028927,0.048608,0.588586,0.360345,0.224184,0.319115,0.276461,0.279643,0.298813,0.246722,0.188066,0.0,0.034444,0.0,0.092099,0.115055,0.300089,0.391516,0.412977,0.378004,0.02226,0.017748,0.056383,0.050382,0.085774,0.130292,0.034811,0.023177,0.072135,0.013139,0.039221,0.039778,0.032138,0.058169,0.010904,0.014578,0.009945,0.353921,0.237308,0.252706,0.687355,0.641897,0.398148,0.5035,0.168568,0.154478,0.0,0.402196,0.258476,0.5573,0.588243,0.580627,0.46634,0.628523,0.732477,0.956007,0.403802,0.126646,0.166628,1.0,1.0,1.0,1.0,0.274435,0.053006,0.094166,0.024902,0.020622,0.202554,0.267781,0.087574,0.103439,0.099081,0.20825,0.026567,1,0,0,0,0,0
21,0.48277,0.539963,0.554754,0.526703,0.694201,0.660193,0.536651,0.665293,0.585556,0.815015,0.84265,0.833779,0.74611,0.527119,0.681667,0.701899,0.742057,0.513606,0.059763,0.052554,0.008443,0.021879,0.01516,0.253318,0.171862,0.076461,0.106565,0.538658,0.028339,0.077401,0.142373,0.143162,0.338615,0.285494,0.268148,0.262236,0.400171,0.375638,0.23644,0.29653,0.084938,0.323093,0.4362,0.635295,0.315508,0.002179,0.010267,0.000628,0.129239,0.153,0.147234,0.12965,0.12091,0.023786,0.563583,0.025712,0.011444,0.009626,0.184518,0.357837,0.593309,0.000974,0.0,0.0,0.056741,0.624922,0.367608,0.282676,0.762961,0.65526,0.679952,0.489186,0.647488,0.373513,0.598285,0.632694,0.565676,0.677659,0.679706,0.641975,0.084289,0.008468,0.020478,0.065487,0.029923,1.0,0.823553,0.419248,0.474766,0.366361,0.062724,0.129704,0.031297,0.033772,0.030293,0.031646,0.124156,0.135843,0.028618,0.026875,1,0,0,0,0,0
22,0.817414,0.795173,0.730365,0.88856,0.78072,0.752331,0.815295,0.684949,0.615881,0.614335,0.601386,0.737291,0.814891,0.796824,0.710265,0.740438,0.804779,0.765333,0.000594,0.00059,0.002794,0.000757,0.006647,0.554068,0.075242,0.154388,0.029934,0.022703,0.00796,0.096543,0.088169,0.153251,0.164959,0.190645,0.33869,0.346214,0.342085,0.349643,0.369657,0.197853,0.376584,0.317263,0.277085,0.304925,0.303944,0.000428,0.000334,0.000726,0.001415,0.001875,0.01943,0.00323,0.001332,0.022129,0.021531,0.007049,0.019922,0.070423,0.002172,0.000784,0.000597,0.000182,0.313864,0.27562,0.391394,0.359814,0.517434,0.734847,0.461431,0.700069,0.726304,0.766058,0.449823,0.62037,0.559872,0.619386,0.642836,0.58311,0.695484,0.704733,0.000616,0.001826,0.002159,0.002656,0.227241,0.161432,0.080358,0.086658,0.082192,0.101545,0.01777,0.0614,0.074356,0.106501,0.208687,0.029468,0.03316,0.020489,0.006767,0.005193,1,0,0,0,0,0
23,0.751672,0.742341,0.649267,0.606941,0.637807,0.581554,0.741691,0.906546,0.826175,0.659072,0.578763,0.454358,0.506651,0.598639,0.161304,0.439353,0.542546,0.493673,0.01627,0.003419,0.012242,0.001449,0.002733,0.09008,0.365281,0.383782,0.312322,0.720397,0.653275,0.263025,0.253285,0.202956,0.308567,0.268155,0.251097,0.233546,0.353162,0.362346,0.364383,0.335295,0.437407,0.20596,0.321214,0.342819,0.251104,0.000432,0.000401,0.000579,0.01042,0.011778,0.017035,0.012161,0.010104,0.028405,0.00715,0.031989,0.06498,0.021445,0.025655,0.01836,0.025716,0.03633,0.191761,0.235552,0.150116,0.404041,0.351371,0.309436,0.578547,0.427916,0.462068,0.477568,0.410639,0.465815,0.69866,0.738929,0.687936,0.59711,0.649356,0.670972,0.003487,0.002334,0.009384,0.003434,0.006564,0.07361,0.085142,0.10634,0.00606,0.022994,0.224326,0.478933,0.157716,0.14018,0.071073,0.109099,0.252088,0.35436,0.089175,0.144763,1,0,0,0,0,0
24,0.820705,0.808325,0.766936,0.806442,0.799631,0.77473,0.528469,0.843989,0.796163,0.573454,0.689438,0.311593,0.851213,0.821975,0.587419,0.331223,0.827551,0.780021,0.001031,0.000839,0.001629,0.000229,0.000307,0.009156,0.434694,0.475168,0.020713,0.013583,0.042799,0.277977,0.267949,0.267723,0.313717,0.305075,0.260809,0.23085,0.362407,0.378848,0.372277,0.383409,0.362209,0.391934,0.344513,0.389863,0.390645,0.000143,0.000154,0.000198,0.00399,0.005942,0.007514,0.011032,0.00909,0.007969,0.003782,0.001738,0.003899,0.006754,0.000259,0.009236,0.000447,0.00327,0.275888,0.266338,0.247249,0.403247,0.357208,0.303833,0.534275,0.554862,0.57612,0.555488,0.588723,0.591966,0.611637,0.620639,0.613348,0.569903,0.639795,0.605307,0.000834,0.003123,0.00157,0.000154,0.001665,0.088075,0.083416,0.070907,0.00546,0.096691,0.025312,0.021793,0.005279,0.00271,0.002166,0.024254,0.008214,0.002881,0.028509,0.006574,1,0,0,0,0,0
