,attr2,attr5,attr21,attr22,attr31,attr32,attr42,attr44,attr46,attr48,attr49,attr54,attr55,attr58,attr59,attr62,attr63,attr65,attr70,attr72,attr73,attr76,attr79,attr85,attr87,attr90,attr92,attr96,attr99,attr100,attr101,attr102,attr105,attr108,attr111,attr112,attr113,attr115,attr116,attr118,attr124,attr129,attr130,attr132,attr143,attr150,attr151,attr152,attr155,attr156,attr157,attr162,attr163,attr165,attr170,attr179,attr180,attr185,attr188,attr191,attr192,attr197,attr199,attr200,attr202,attr206,attr207,attr208,attr212,attr220,attr222,attr226,attr227,attr228,attr233,attr235,attr236,attr240,attr241,attr243,attr247,attr248,attr249,attr250,attr253,attr255,attr256,attr259,attr260,attr262,attr263,attr270,attr272,attr275,attr276,attr278,attr283,attr284,attr289,attr292,attr293,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
10,0.643401,0.654218,0.327273,0.227541,0.589476,0.620848,0.1136,0.0,0.506749,0.624757,0.095599,0.008452,0.008249,0.004138,0.004058,0.00351,0.003719,0.33713,0.167699,0.216686,0.153497,0.320261,0.765214,0.851425,0.762819,0.318379,0.0,0.891956,0.139479,0.134911,0.137682,0.13917,0.143567,0.180638,0.176797,0.175597,0.235645,0.269026,0.269143,0.356289,0.360391,0.175062,0.19406,0.175302,0.313326,0.000248,0.000262,0.000265,0.002149,0.001917,0.001797,0.008068,0.01043,0.020921,0.069071,0.056434,0.063852,0.061239,0.112323,0.005095,0.029044,0.180623,0.198951,0.199398,0.176988,0.277107,0.279735,0.271281,0.332562,0.440027,0.567364,0.445988,0.335044,0.360854,0.581376,0.549148,0.518664,0.517691,0.541857,0.628836,0.008134,0.010328,0.010108,0.012204,0.007828,0.008466,0.006447,0.013759,0.037593,0.033771,0.076854,0.102787,0.079846,0.209664,0.18751,0.071981,0.454125,0.271166,0.034962,0.069697,0.057397,0.043405,1,0,0,0,0,0
11,0.677031,0.584367,0.505587,0.53288,0.586567,0.49718,0.729812,0.676342,0.643303,0.664244,0.832642,0.002029,0.001811,0.217581,0.099062,0.001337,0.001677,0.338431,0.55341,0.269055,0.238857,0.536465,0.580075,0.194798,0.001988,0.117855,0.009276,0.003844,0.360782,0.346358,0.157901,0.175446,0.191502,0.304801,0.227778,0.220254,0.376317,0.331975,0.391372,0.252407,0.341509,0.37083,0.355583,0.315123,0.392462,0.003414,0.000456,0.000466,0.003797,0.023251,0.050114,0.007179,0.042602,0.020917,0.006355,0.012976,0.009345,0.001308,0.000957,0.000703,0.000923,0.565687,0.233192,0.25227,0.265175,0.507716,0.276212,0.255055,0.650575,0.612554,0.579721,0.605755,0.598307,0.603675,0.650206,0.605833,0.491591,0.651973,0.645162,0.621533,0.223556,0.012952,0.001843,0.001325,0.027128,0.534607,0.105894,0.000718,0.036534,0.161117,0.150111,0.02251,0.099814,0.025138,0.019399,0.073856,0.001766,0.040065,0.001173,0.006035,0.062658,0.033016,1,0,0,0,1,0
12,0.530623,0.804383,0.465844,0.51957,0.570834,0.621876,0.808328,0.760555,0.806711,0.84098,0.869134,0.012452,0.010371,0.004422,0.004072,0.645236,0.175829,0.522042,0.455297,0.623567,0.790576,0.77578,0.031545,0.459743,0.336041,0.269439,0.687938,0.174288,0.23246,0.240706,0.229099,0.18986,0.175528,0.204878,0.193599,0.251293,0.34478,0.303529,0.291468,0.327163,0.319085,0.166177,0.216625,0.279846,0.365262,0.023658,0.001918,0.001452,0.008561,0.003312,0.002186,0.005607,0.011721,0.016195,0.041366,0.020211,0.020833,0.110365,0.001011,0.001859,0.002195,0.347359,0.357317,0.321324,0.306991,0.361749,0.36184,0.370226,0.528963,0.509126,0.591104,0.368528,0.380685,0.415949,0.378908,0.51815,0.620465,0.66228,0.677627,0.644768,0.115117,0.068562,0.005323,0.005611,0.012503,0.008169,0.005211,0.312535,0.069979,0.207985,0.306968,0.053683,0.071308,0.020503,0.036294,0.14657,0.22788,0.291247,0.138656,0.075736,0.078818,0.115966,1,0,0,0,0,0
13,0.475025,0.416746,0.309745,0.590208,0.645896,0.586482,0.759557,0.763454,0.872633,0.878915,0.809667,0.008998,0.025813,0.00601,0.022769,0.008219,0.060662,0.020376,0.134308,0.009361,0.013337,0.282021,0.033973,0.005626,0.181324,0.012771,0.008377,0.01549,0.0,0.0,0.0,0.0,0.140681,0.0,0.015326,0.024608,0.0,0.0,0.0,0.01611,0.126674,0.132117,0.204652,0.125538,0.121341,0.00429,0.002769,0.004567,0.00707,0.003873,0.006015,0.010104,0.006892,0.013038,0.027319,0.207371,0.307772,0.117878,0.061101,0.020146,0.057444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160858,0.781677,0.280387,0.375466,0.464548,0.399642,0.496476,0.470461,0.459448,0.456629,0.425346,0.021238,0.017955,0.01059,0.010887,0.035356,0.064182,0.058344,1.0,0.041807,0.077512,0.103856,0.949212,0.262449,0.236324,0.395576,0.131681,0.014639,0.042678,0.003769,0.008513,0.019112,0.031256,1,0,0,0,0,0
14,0.805719,0.83348,0.72713,0.652723,0.704618,0.777417,0.560608,0.647902,0.678801,0.578288,0.566978,0.014799,0.000677,0.245346,0.214579,0.149282,0.148201,0.016087,0.323329,0.106561,0.069646,0.48754,0.599095,0.029837,0.322517,0.681934,0.018653,0.072491,0.280439,0.283313,0.291228,0.296433,0.291708,0.282064,0.308114,0.312661,0.282318,0.29406,0.319787,0.33439,0.437984,0.39011,0.450199,0.427723,0.380569,0.000189,0.000212,0.000711,0.007301,0.004764,0.004658,0.001394,0.001625,0.002819,0.107955,0.0859,0.067536,0.007251,0.065518,0.000699,0.000393,0.180444,0.214215,0.227154,0.237062,0.300523,0.352064,0.417628,0.370728,0.48213,0.55796,0.612889,0.705884,0.74121,0.690016,0.615238,0.640902,0.699521,0.702563,0.700606,0.001489,0.002204,0.002015,0.028196,0.117123,0.1035,0.097457,0.203544,0.017777,0.031272,0.102731,0.224945,0.155323,0.173442,0.289142,0.156891,0.179928,0.246627,0.004328,0.025219,0.126349,0.154491,1,0,0,0,0,0
15,0.643521,0.761781,0.401963,0.506885,0.78844,0.8457,0.847675,0.585864,0.722383,0.817123,0.838291,0.173199,0.129783,0.173658,0.146126,0.104923,0.131626,0.143487,0.005016,0.293795,0.300483,0.131927,0.438002,0.262848,0.028734,0.006754,0.246836,0.124063,0.225761,0.252195,0.245041,0.258326,0.277016,0.194712,0.208237,0.249198,0.141838,0.114808,0.097881,0.084733,0.0,0.099918,0.0,0.0,0.129691,0.046054,0.039812,0.048294,0.133508,0.150171,0.085,0.097299,0.056047,0.005223,0.154108,0.07958,0.071559,0.032804,0.016022,0.151012,0.067203,0.217156,0.309324,0.268854,0.32167,0.0,0.012223,0.0,0.0,0.042763,0.0,0.727288,0.518026,0.479648,0.753098,0.567074,0.539207,0.920905,0.959284,0.665906,0.256606,0.086437,0.038612,0.020311,1.0,1.0,1.0,1.0,1.0,0.064347,0.063224,0.738097,0.462685,0.279987,0.047969,0.043531,0.087984,0.022897,0.266529,0.245411,0.007965,0.009498,1,0,0,0,1,0
16,0.810571,0.853214,0.453695,0.827843,0.949637,0.970054,0.613764,0.507833,0.57446,0.595183,0.5614,0.086674,0.197829,0.111686,0.167265,0.216549,0.125737,0.370785,0.213045,0.005886,0.004725,0.172859,0.097027,0.297075,0.129918,0.363793,0.353077,0.367443,0.209465,0.251468,0.276104,0.25308,0.276392,0.428265,0.537867,0.432469,0.290837,0.395535,0.454835,0.409396,0.415597,0.132099,0.321722,0.39347,0.473573,0.037149,0.020006,0.010845,0.131939,0.117834,0.175906,0.367481,0.523286,0.185445,0.029518,0.008751,0.000528,0.050285,0.064208,0.381704,0.134993,0.243302,0.306584,0.313439,0.315173,0.183608,0.32744,0.511306,0.561125,0.475488,0.676496,0.446726,0.478485,0.494856,0.641047,0.669384,0.790123,0.824566,0.875749,0.822318,0.027078,0.047205,0.02941,0.027701,1.0,0.663773,0.327713,0.227406,0.861969,0.092654,0.208927,0.201128,0.173419,0.124173,0.008678,0.001238,0.240482,0.464488,0.273447,0.245346,0.252017,0.353137,1,0,0,0,1,0
17,0.489002,0.567649,0.39409,0.433479,0.783455,0.879118,0.4305,0.329071,0.415778,0.423765,0.392917,0.042207,0.044022,0.013386,0.01036,0.058064,0.037234,0.230597,0.047925,0.066226,0.113114,0.152186,0.023779,0.241663,0.279538,0.327355,0.499175,0.398778,0.088217,0.070151,0.062298,0.058333,0.044403,0.066886,0.098237,0.108354,0.280165,0.385267,0.407387,0.426433,0.369492,0.0,0.056084,0.359115,0.527579,0.008785,0.004746,0.003079,0.002027,0.001816,0.003372,0.08712,0.106449,0.049487,0.109619,0.046091,0.010039,0.11247,0.055259,0.07823,0.072868,0.0,0.0,0.0,0.0,0.053945,0.080739,0.097725,0.147924,0.396091,0.736749,0.290403,0.40601,0.504283,0.700394,0.806808,0.630603,0.755949,0.835123,0.786623,0.049434,0.06937,0.086555,0.080538,0.054269,0.055375,0.060432,0.114857,0.408937,0.851746,0.736352,0.11864,0.113568,0.084115,0.078669,0.010717,0.422945,0.269109,0.137096,0.333771,0.163273,0.124642,1,0,0,0,0,0
18,0.023918,0.605708,0.56808,0.104934,0.746757,0.71339,0.586498,0.667091,0.672249,0.588764,0.473228,0.378348,0.320022,0.372246,0.448687,0.130425,0.00436,0.354571,0.826484,0.442668,0.568254,0.501311,0.584914,0.032489,0.002656,0.014967,0.048576,0.013857,0.298772,0.347442,0.221454,0.233752,0.252517,0.283992,0.286639,0.297305,0.281701,0.259177,0.164184,0.170075,0.316488,0.384767,0.343285,0.234287,0.0,0.015702,0.023218,0.059118,0.002319,0.004293,0.008283,0.033175,0.024064,0.029019,0.11592,0.162474,0.16398,0.011062,0.014289,0.011808,0.013672,0.089182,0.0,0.218129,0.050501,0.307278,0.209631,0.398115,0.173276,0.501633,0.470903,0.60921,0.621075,0.6215,0.72958,0.650183,0.577317,0.691772,0.649289,0.558933,0.132397,0.023072,0.497942,0.661342,0.176299,0.395717,0.304119,0.010072,0.346715,0.31872,0.270462,0.892674,0.682024,0.160391,0.122054,0.055216,0.004801,0.012048,0.006961,0.006468,0.004161,0.024184,1,0,0,0,0,0
19,0.837414,0.864978,0.599055,0.354442,0.726119,0.84141,0.472406,0.622883,0.410785,0.471274,0.61423,0.002075,0.001675,0.106094,0.129968,0.177466,0.229881,0.17484,0.204717,0.42167,0.228419,0.235022,0.103035,0.05112,0.216152,0.231295,0.99048,0.329926,0.137599,0.108093,0.096632,0.122565,0.115919,0.351982,0.43345,0.386941,0.438073,0.536914,0.496495,0.463971,0.511962,0.193388,0.304609,0.44607,0.354883,0.000497,0.010935,0.002148,0.185275,0.148939,0.149155,0.235147,0.043764,0.022847,0.118365,0.055524,0.038037,0.292474,0.129174,0.064409,0.085836,0.174964,0.256587,0.25832,0.271717,0.406401,0.546095,0.527554,0.636876,0.678297,0.707685,0.221428,0.410617,0.582707,0.205526,0.668389,0.769693,0.728619,0.805354,0.772768,0.006195,0.006336,0.029543,0.00763,0.169792,0.750331,0.185673,0.233085,1.0,0.029786,0.051271,0.093991,0.089757,0.270688,0.313901,0.241955,0.611043,0.343188,0.249246,0.196422,0.175853,0.207744,1,0,0,0,0,0
20,0.095821,0.089302,0.386902,0.46322,0.847298,0.806809,0.853893,0.44562,0.563315,0.775934,0.832183,0.195073,0.117305,0.235338,0.19564,0.28263,0.152046,0.231978,0.183364,0.216476,0.069259,0.070168,0.091517,0.028927,0.031108,0.062002,0.226751,0.591991,0.240823,0.320418,0.328477,0.224184,0.321043,0.258999,0.276461,0.272078,0.18393,0.298813,0.375823,0.251036,0.0,0.124472,0.092099,0.087675,0.423265,0.027393,0.055401,0.018701,0.017748,0.054783,0.058224,0.050382,0.085774,0.074362,0.130938,0.024335,0.025874,0.044613,0.062179,0.00592,0.010904,0.353921,0.082551,0.667729,0.0,0.184481,0.872898,0.816056,0.431439,0.168568,0.0,0.404511,0.402196,0.392311,0.544462,0.556305,0.588243,0.46634,0.508588,0.628523,0.956007,1.0,1.0,0.880946,0.353826,1.0,0.166628,1.0,0.807774,1.0,0.626288,0.18326,0.085474,0.049546,0.024902,0.070758,0.087574,0.073989,0.211187,0.130131,0.073152,0.026567,1,0,0,0,0,0
21,0.364707,0.539963,0.664586,0.536651,0.84265,0.845323,0.419659,0.701899,0.569989,0.726879,0.513606,0.010382,0.008739,0.044514,0.033868,0.025128,0.012743,0.10536,0.231034,0.283291,0.231568,0.111498,0.171862,0.076461,0.043973,0.20696,0.075992,0.215761,0.22251,0.153292,0.103148,0.077401,0.175158,0.100069,0.143162,0.158525,0.469314,0.285494,0.266866,0.271481,0.23644,0.403738,0.29653,0.008018,0.526632,0.0067,0.003078,0.003261,0.010267,0.01096,0.014746,0.129239,0.153,0.144038,0.013104,0.03132,0.040259,0.002703,0.058444,0.069087,0.357837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493984,0.65526,0.596395,0.641148,0.647488,0.566828,0.665146,0.648674,0.632694,0.677659,0.569635,0.679706,0.084289,0.015394,0.00818,0.011326,0.173151,0.130571,0.065487,0.029923,0.936023,1.0,1.0,0.348594,0.505665,0.093727,0.129704,0.019732,0.031646,0.070891,0.225616,0.08392,0.009599,0.026875,1,0,0,0,0,0
22,0.849349,0.795173,0.706048,0.815295,0.601386,0.499513,0.792555,0.740438,0.804823,0.792748,0.765333,0.00109,0.00205,0.000565,0.000761,0.065138,0.102974,1.5e-05,0.218602,0.146109,0.23125,0.428302,0.075242,0.154388,0.055297,0.065982,0.034091,0.010206,0.101015,0.107085,0.10323,0.096543,0.078107,0.127236,0.153251,0.172421,0.159554,0.190645,0.248025,0.358169,0.369657,0.132606,0.197853,0.348169,0.301289,0.000547,0.000609,0.000492,0.000334,0.000608,0.000393,0.001415,0.001875,0.049094,0.011105,0.058415,0.068221,0.054921,0.048655,0.001069,0.000784,0.313864,0.290381,0.282284,0.271929,0.310409,0.301373,0.312299,0.359937,0.700069,0.772746,0.387234,0.449823,0.511227,0.539855,0.578077,0.619386,0.58311,0.598285,0.695484,0.000616,0.001472,0.000101,0.001398,0.002568,0.001711,0.002656,0.227241,0.001586,0.161432,0.469257,0.148017,0.10704,0.037663,0.0614,0.087591,0.029468,0.011474,0.005959,0.010047,0.002759,0.005193,1,0,0,0,0,0
23,0.730214,0.742341,0.662352,0.741691,0.578763,0.585692,0.634294,0.439353,0.560619,0.41197,0.493673,0.000582,0.001123,0.001891,0.001701,0.005169,0.013092,0.110919,0.134967,0.074174,0.35255,0.285876,0.365281,0.383782,0.337924,0.291058,0.572005,0.641243,0.225055,0.251564,0.260316,0.263025,0.227305,0.208457,0.202956,0.204733,0.309726,0.268155,0.258807,0.237942,0.364383,0.252051,0.335295,0.333258,0.238793,0.000651,0.000352,0.000489,0.000401,0.000426,0.00049,0.01042,0.011778,0.017702,0.005811,0.084513,0.067228,0.012631,0.039348,0.015593,0.01836,0.191761,0.24083,0.242698,0.217525,0.215334,0.211364,0.201053,0.406546,0.427916,0.489857,0.418713,0.410639,0.43892,0.694579,0.752248,0.738929,0.59711,0.663211,0.649356,0.003487,0.004353,0.004441,0.002715,0.009154,0.002976,0.003434,0.006564,0.082106,0.07361,0.086899,0.030071,0.020576,0.247905,0.478933,0.190265,0.109099,0.1971,0.041719,0.173503,0.14623,0.144763,1,0,0,0,0,0
24,0.815168,0.808325,0.706248,0.528469,0.689438,0.848756,0.788633,0.331223,0.824873,0.810998,0.780021,0.001087,0.001374,0.000342,0.000286,0.00066,0.001057,0.098894,0.015884,0.269264,0.227643,0.014317,0.434694,0.475168,0.598124,0.053268,0.582653,0.043629,0.270137,0.276598,0.277812,0.277977,0.254554,0.279877,0.267723,0.255117,0.300274,0.305075,0.280706,0.244952,0.372277,0.384431,0.383409,0.372339,0.354005,0.000235,0.000127,0.000214,0.000154,0.000288,0.000208,0.00399,0.005942,0.008114,0.0036,0.000457,0.000376,0.002472,0.004308,0.013599,0.009236,0.275888,0.280518,0.277342,0.253232,0.297784,0.283145,0.281692,0.420547,0.554862,0.550098,0.554348,0.588723,0.608707,0.550803,0.633812,0.620639,0.569903,0.643507,0.639795,0.000834,0.000557,0.001177,0.002968,0.001514,0.001371,0.000154,0.001665,0.070682,0.088075,0.083666,0.020009,0.007514,0.026505,0.021793,0.00457,0.024254,0.007014,0.057352,0.006069,0.009132,0.006574,1,0,0,0,0,0
