,Att15,Att31,Att32,Att44,Att65,Att67,Att72,Att84,Att100,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
32,0.5161673780042518,0.6925583465306925,0.6964313573322987,0.4096371011024823,0.5920222977670343,0.6058740822677345,0.4151403417264295,0.39760859888604816,0.2631805955914658,1,1,1,1,0,0,0,0,0,0,0,1,1,0
33,0.46170677745141,0.5161646935727087,0.26528470602667653,0.41076599660607704,0.47560575813045725,0.46697851856117856,0.7599362062564166,0.2356747055332359,0.3084205788746128,1,1,0,0,0,0,0,0,0,0,0,0,0,0
34,0.34984826601320973,0.6320055488089236,0.5232395802914599,0.5316543022858928,0.6148749577452213,0.7990511388121562,0.29044942722417555,0.15382321722059894,0.27745153720035576,0,1,1,0,1,1,0,0,0,1,1,1,1,0
35,0.5527309412916592,0.4500323128164703,0.31834031380800565,0.4760947934519237,0.6214214188676357,0.525246697951151,0.7199839463435093,0.2367090485756026,0.19491207578306666,0,0,1,1,0,0,0,0,0,0,0,1,1,0
36,0.39787301947929005,0.5404537524293793,0.581764893346081,0.23315551621038466,0.6355118727955762,0.5399155199771225,0.41632632814696013,0.1458024219320672,0.26970927678179146,0,1,1,0,0,0,1,1,0,0,0,1,1,0
37,0.6712808945002515,0.7077228814983678,0.6756179420200574,0.4675858642020724,0.7608398655500774,0.5742486858332125,0.12557476750006397,0.6344531820672022,0.23397298513700315,1,1,0,0,0,0,0,0,0,0,0,0,0,0
38,0.5287740110243802,0.7207793898677424,0.6334097385288867,0.261704752818922,0.45491399159369084,0.4214002156683236,0.45126407513351746,0.12990777940102263,0.2233869844297517,0,0,0,0,0,1,1,0,0,0,1,1,0,0
39,0.38778041035794075,0.7609656442560122,0.4049888725766686,0.8052824108190644,0.6020562929324498,0.6485877299419522,0.5296940034782923,0.12507561404309714,0.2449219880195887,1,1,0,0,1,1,0,0,0,0,0,1,1,0
40,0.6166728874896545,0.5405105661726238,0.2823538667296043,0.286320946438974,0.6001696569230868,0.5866664945556657,0.32853928260598353,0.11636715896639882,0.2596028140035791,1,1,1,0,0,0,0,0,0,0,0,1,1,0
41,0.48277372973499294,0.4632639968941821,0.4248742247806185,0.41566149537647346,0.3914482705836581,0.6364112076035993,0.40342327690002094,0.5653804670379838,0.6581202648978235,1,1,0,0,0,1,1,1,0,0,0,1,1,0
42,0.6699880452010407,0.7742860998075435,0.6540858111684928,0.43102581142379537,0.5739519220343523,0.601854628428898,0.4489627504062267,0.11371924077794009,0.23663187560946858,1,1,1,0,0,0,0,0,0,0,0,1,1,0
43,0.7812028366952825,0.6923748854847989,0.6037663894478158,0.4452045459753549,0.6918481761880768,0.5731206968112466,0.1652940389526643,0.10919523831263694,0.2390657315230553,0,0,0,1,1,0,0,0,0,0,0,1,1,0
44,0.3806873197989863,0.68489322567129,0.590614828475003,0.46753520863460335,0.6775638286337515,0.6927858349998313,0.5933735075585966,0.05913874178232287,0.2345168186542933,0,0,1,1,1,1,0,0,0,0,0,1,1,0
45,0.5476880176130432,0.6165877192359499,0.5910801934531549,0.4265729458262828,0.42861334166735765,0.5323105306115965,0.6989894313428102,0.47665808756391526,0.21255183831802738,0,0,0,0,1,1,0,1,1,0,0,0,0,0
46,0.5282398316591205,0.6790828368048898,0.46801049138008055,0.18373739188956123,0.6134998437370445,0.6913907429436145,0.3712798882857912,0.41425510180788894,0.3714811560346767,0,0,0,0,1,1,0,0,0,0,0,0,0,0
47,0.5267468341420403,0.8175746213008928,0.44565163764469323,0.27726686679636103,0.6317679399440005,0.6413054487033091,0.3126945641537484,0.0811552684441198,0.24295159613797832,0,0,0,0,1,1,1,1,1,0,0,1,1,0
48,0.673575837241633,0.5875961395061465,0.40393280076378535,0.36670771375744915,0.45895641858062214,0.6916677754586924,0.5763157459614081,0.2855443069758948,0.22739742174691113,0,1,1,1,0,0,0,0,0,1,1,1,1,0
49,0.6074552506450723,0.6700163102787898,0.513281569813414,0.5430120041634052,0.3192802974736426,0.5003505106731989,0.49045123100580373,0.524802832815924,0.23143598838393037,1,1,0,0,0,0,0,0,0,0,0,1,1,0
50,0.5361335150895528,0.550481378112032,0.5547590569492059,0.463385070356965,0.5109199104517594,0.46834382217491377,0.5701738695174434,0.35430315239225707,0.4063494572380758,0,0,1,1,0,0,0,1,1,0,0,0,0,0
51,0.6067750171748808,0.6277575378817469,0.814159362836673,0.6276683121685529,0.44575506897893324,0.4064325162694543,0.3543378693430778,0.4922417138422206,0.26499024850244857,0,0,0,0,1,1,1,1,0,0,0,1,1,0
52,0.544941389028632,0.9075593052626098,0.6856679587545287,0.5141021481578862,0.24537110857405275,0.6057926605249518,0.18674100251176595,0.1170519653944485,0.44946500712609433,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,0.480969691068521,0.6075531504404249,0.5135455877666348,0.4103583398964456,0.4295254070809442,0.533089994856529,0.5430449938295637,0.3076920882030679,0.3983526934493511,0,0,1,1,0,0,0,0,0,0,0,1,1,0
54,0.7235452740678232,0.7328333723927818,0.45704041208135493,0.6909950080144345,0.7362255799269072,0.5335646240400674,0.42979005484999305,0.12540803049671292,0.2820955539600724,0,0,0,0,0,1,1,1,0,1,1,1,1,0
55,0.643120851657714,0.6321108909578561,0.394236141390948,0.486141480999941,0.4877139048518053,0.553036335942139,0.610399702977292,0.3652885888422206,0.4023885811035266,0,0,1,1,0,0,0,0,0,0,0,0,0,0
56,0.6450033267879457,0.5259224539749499,0.47187608757395505,0.5097916005832628,0.46809748257189693,0.5239240911049725,0.5326236454727337,0.6724656455441927,0.17442723346799685,1,0,0,0,0,1,1,1,0,0,0,1,1,0
57,0.54317656859404,0.7315976734772142,0.5350003800258418,0.4793439862795778,0.4829456523818939,0.5337056226678132,0.48305121687618097,0.08444091261869976,0.21307959793825476,0,1,1,0,0,0,0,0,0,0,0,1,1,0
58,0.6427124411050346,0.5169293118672074,0.41195201273686616,0.5623274544733088,0.45706850695529605,0.6832584981461659,0.7004384692507843,0.24825517028853175,0.1984014509371082,0,1,1,0,0,0,0,0,1,1,0,1,1,0
59,0.7334945337898877,0.6832326073010395,0.5100240149663511,0.5568072037041282,0.6714829673378533,0.561391001110116,0.19310384220518323,0.22730294695032868,0.2083927174530374,0,0,0,1,1,0,0,0,0,0,0,1,1,0
60,0.509620637985968,0.8521126427149395,0.8753088543354283,0.3785176974873633,0.7218736247265398,0.8099437792795566,0.15498693009895254,0.14839041955807158,0.26870331872394687,0,1,1,0,0,0,1,1,0,0,0,1,1,0
61,0.3215394643600937,0.5275167896447485,0.6072959627921366,0.43993516087363976,0.5533328656074802,0.48088972120003737,0.4831203618385947,0.22209984477720962,0.27769934311340666,0,1,1,0,0,0,0,1,1,1,1,0,0,0
62,0.4107027907152864,0.7947224767004473,0.5058650654911201,0.43694407022308956,0.7726405888243285,0.6030024764125184,0.23848698797027976,0.15461074461285607,0.6311509446093506,0,0,0,0,0,0,0,0,0,1,1,1,1,0
63,0.8560839648821019,0.6440263899837371,0.4954776924830889,0.4176684207161974,0.36539126330626903,0.5431445871421167,0.6866139862221148,0.3314919649379109,0.42594889572327177,0,0,0,0,1,1,1,0,0,0,0,1,1,0
64,0.40664573224495976,0.7307442837088959,0.457371101234884,0.5941861881564872,0.3850089612021405,0.5282146197703907,0.411262211225835,0.12851533966398831,0.26216794007651173,1,1,0,0,1,1,0,0,0,0,0,1,1,0
65,0.6290293352374461,0.5808980359015513,0.5866705602647647,0.40844548918202117,0.6331251953286944,0.5244076568212555,0.36884778939045715,0.07028253971877282,0.1969976639269602,1,1,0,0,0,0,0,1,1,0,0,0,0,0
66,0.6174004533086664,0.6879966763960202,0.5841117195969326,0.4484042893204797,0.3660392762155026,0.609035628963104,0.6802496433773406,0.20109340759678596,0.37265321102883653,0,0,0,0,0,1,1,1,0,0,1,1,1,0
67,0.4086350432482433,0.8338943690478727,0.6654319160369573,0.5278177460925864,0.5432708068908775,0.6021356327363068,0.39101927190354585,0.6518900657414171,0.23973681672542568,1,1,0,0,0,0,0,0,0,0,0,1,1,0
68,0.52024472176693,0.6245830699779611,0.4902320024428328,0.4818357577650764,0.5624139756484913,0.5990455783028928,0.40153832509856924,0.14741314371804237,0.2679532035276846,1,1,0,0,1,1,0,0,0,0,0,1,1,0
69,0.4325838593985816,0.4892598352874894,0.5374818821013163,0.4901070882817994,0.5110972210706245,0.5751105647690105,0.4194198136392948,0.0716264723338203,0.17818182792357395,0,1,1,0,0,0,0,0,0,0,0,1,1,0
70,0.4808195799051189,0.26364891000466345,0.4242955187619425,0.2452658150902936,0.5101035162354022,0.44641257787195343,0.47411798836260227,0.12587455487582178,0.2746265497915751,0,0,1,1,0,0,0,0,0,1,1,1,1,0
71,0.5643395379280873,0.7097669926355186,0.6598902058673324,0.24086239897531025,0.3769649269390958,0.5273557196788409,0.950855969540141,0.10677558893352812,0.45787433427276325,0,0,1,1,0,0,1,1,0,0,0,1,1,0
72,0.5446330525848871,0.7934512691953517,0.4890092526291788,0.5164033582229063,0.3865805200686282,0.5558652450297984,0.5788921473869969,0.10582542001460919,0.2270893387198748,1,1,0,0,0,0,0,0,0,0,0,0,0,0
73,0.5403650270741035,0.598016726912907,0.5309947743113199,0.5865480522331267,0.6536881246531919,0.5372107293998026,0.2935774851977171,0.09447760682980277,0.22498901617034042,0,0,0,1,1,0,0,0,0,0,0,1,1,0
74,0.3465525821824811,0.667456140973835,0.5178085443143468,0.41707261475596685,0.23805289979398808,0.4941247261945662,0.6694299599109534,0.15096557706355002,0.27560571802098177,0,1,1,1,0,0,0,0,0,0,0,1,1,0
75,0.5575020420527634,0.8372002187329115,0.7013476916430318,0.5731617154869749,0.5903435871596497,0.6377973631270716,0.34874313999299533,0.15764386641709274,0.2583329761356208,1,1,0,0,0,0,0,0,0,0,0,1,1,0
76,0.6431194993048907,0.7329896101867042,0.6348578369995828,0.4807454569795533,0.5459126075503709,0.7265679146700136,0.5768643962066473,0.29070032870708545,0.2564563486535432,0,1,1,0,0,0,0,0,0,1,1,0,0,0
77,0.6495769840368273,0.7116288263464265,0.6040477419131168,0.5465590999711747,0.46537531810673083,0.5738683867175322,0.48477683463380983,0.10320175538714388,0.22881460367127804,0,0,0,0,1,1,0,0,0,0,0,1,1,0
78,0.8832838372199954,0.6102719247786039,0.4351749252282489,0.6665549027955844,0.5342560288799454,0.5952316647171786,0.5115720107204755,0.23559481144996347,0.17520949645838466,0,0,1,1,0,0,0,0,0,0,0,1,1,0
79,0.7101718569968031,0.807094852911586,0.6200594973791552,0.5318665732352867,0.4906809875818786,0.6252633794789406,0.488032660472681,0.33816740093133674,0.3426526216526109,1,1,0,0,0,0,0,0,0,0,0,1,1,0
80,0.5741400388395731,0.6398600488124745,0.41588694697906126,0.5307509446660291,0.6414894091984668,0.520594736183624,0.22435285576210534,0.13195078524470416,0.2591929296284786,0,0,0,1,1,0,0,0,0,0,0,1,1,0
81,0.4677815463343124,0.742009975546418,0.6211209028880631,0.53005623974074,0.6894512937934905,0.6120194379516672,0.38912981064802366,0.3073225780679328,0.5470282043313794,0,0,0,0,1,1,0,0,0,0,0,1,1,0
82,0.5197402941637861,0.578602997398404,0.3609858803731988,0.6111352998146248,0.5433371389209565,0.56413749550691,0.39108992001731635,0.4857774264974434,0.4416557721364352,1,1,0,0,0,0,0,0,0,0,0,0,0,0
83,0.25692810351449447,0.7186027133296878,0.6106668586797236,0.48943529897036536,0.5646169644166927,0.4693586151154501,0.3825820833377176,0.10066083820306793,0.22774970799087002,0,1,1,0,0,0,0,0,0,0,0,1,1,0
84,0.6409733153740879,0.41826869586419624,0.3853742054459704,0.6255564574390717,0.5579901394886055,0.599917386719518,0.6711134894305913,0.1341535792549306,0.33399280961004724,0,0,0,0,0,0,0,1,1,0,0,1,1,0
85,0.8163369630483115,0.8524286691617369,0.4494612300303088,0.5139417388609011,0.6130316926786021,0.7169263887868359,0.22489098394784673,0.23786608610299487,0.28772007844061764,0,1,1,0,0,0,0,0,0,0,0,0,0,0
86,0.4226805796725142,0.7052479328082797,0.6886014915680934,0.6300648029438122,0.296280941659704,0.6432039654374632,0.6770539435927423,0.3620015179875822,0.45045890976114183,0,0,0,1,1,0,0,0,0,0,0,0,0,0
87,0.6750228547627162,0.7172711412223951,0.6429610546850519,0.45117707859693734,0.6883223736661841,0.5605569247206341,0.21154750935335936,0.12384010911249087,0.23638273020499573,0,0,0,1,1,0,0,0,0,0,0,1,1,0
88,0.7505761023027864,0.7806279338972097,0.32290729102912336,0.4018566471562327,0.4547188223513429,0.5441623589269011,0.35758016681973764,0.15184298529948867,0.2628604571416324,0,0,1,1,0,0,0,0,0,0,0,1,1,0
89,0.6538341907250234,0.5570445490764216,0.688638827440266,0.4044581723712475,0.5182189849923782,0.4330177082361072,0.6170210847040821,0.3382601351351351,0.4830018538561278,0,0,0,0,0,1,1,0,0,0,1,1,0,0
90,0.4620516274213877,0.6863822191921559,0.5514094958457175,0.46949871491649675,0.44895303819832,0.5178194462924312,0.5328416024194724,0.22477772324689552,0.2431685937483256,0,0,1,1,0,0,0,0,0,1,1,1,1,0
91,0.48632636060217566,0.7513380820153729,0.653861795935457,0.4529813816667853,0.343326933993252,0.6278708611441542,0.7156939523711462,0.2589909377282688,0.2757115378433116,0,1,1,0,1,1,0,0,0,0,0,1,1,0
92,0.6364267051816751,0.7476593921402921,0.6793915319575066,0.477920806050687,0.49696084496801396,0.5753151120740502,0.6648784176025038,0.1068326561358656,0.412429408802066,0,0,1,1,0,0,1,1,0,0,0,1,1,0
93,0.5484575063695818,0.7464367130408847,0.5710948344487425,0.6612445108059181,0.6542544981407897,0.7541827937984434,0.430231981348898,0.15466495845507666,0.27198105423332863,0,0,0,0,1,1,0,0,0,0,0,0,0,0
94,0.5430994844831037,0.5904072361770979,0.5419435188259469,0.5621525721570468,0.5473515023567005,0.4835746528157029,0.5844508011045156,0.329839869430241,0.4293793332547498,0,0,1,1,0,0,0,0,0,0,0,1,1,0
95,0.5661259960078544,0.6290713556942759,0.4035674425860959,0.537936798736988,0.4400173483770976,0.5291857229952874,0.45177664974619297,0.2154686358655953,0.430584875534457,0,0,0,1,1,0,0,0,0,0,0,1,1,0
96,0.4376605918977837,0.6589175088120484,0.5486946445691641,0.5896090958101816,0.6180831318923125,0.6580693911838126,0.41805946166137314,0.1588037573046019,0.23538614858710444,0,0,0,0,1,1,0,0,0,0,0,1,1,0
97,0.5256757707058741,0.824013512201935,0.5820115767872216,0.5664341736931165,0.5979437070675503,0.5029947314174731,0.4808972009818585,0.11400600346968588,0.2732656265069278,0,1,1,0,1,1,0,1,1,0,0,1,1,0
98,0.4059235758372416,0.7228992526625524,0.6578794024660344,0.8300071520836927,0.497948171723421,0.5361433102108824,0.5294309519908489,0.10368967996712929,0.21332070639419623,1,0,1,1,0,0,0,0,0,0,0,1,1,0
99,0.42768158041360355,0.6901461296821034,0.4810567118564063,0.44831503903493913,0.5616447792227672,0.6899618906525854,0.39920693734414203,0.202311792366691,0.3379777965901906,0,0,0,1,1,0,0,0,0,0,0,1,1,0
100,0.9893745638662145,0.5088960852963665,0.4785405407567715,0.5612660997263393,0.31308463074106907,0.5144662606170974,0.5318705666429671,0.227679590485756,0.38654775554817344,0,0,0,0,0,1,1,1,0,1,1,1,1,0
101,0.4052568658952846,0.7253304074255563,0.5755151350291821,0.5195307364716468,0.6117956208103988,0.6647608683132394,0.4249318696647522,0.18564246256391526,0.40256137549695126,0,0,1,1,0,0,0,0,0,0,0,0,0,0
102,0.330953192364075,0.5887620048623096,0.4511746798782318,0.50828520049353,0.492357146957337,0.5701279512899389,0.42749925218220003,0.20078667138422204,0.1581872394689184,0,1,1,0,0,0,0,0,0,0,0,1,1,0
103,0.509281197427284,0.5149704213449233,0.2475808354968138,0.4938845463130587,0.46614834138034406,0.5151672819634953,0.45752920998874147,0.1499768877830533,0.2726574974013866,1,1,0,0,0,1,1,1,0,0,0,1,1,0
104,0.3202060444761796,0.670823538880722,0.42252339825774826,0.6402755180436338,0.5157838341189002,0.668090223234588,0.486308545866409,0.13362856099342585,0.2621719585507774,0,0,0,0,1,1,0,0,0,0,0,0,0,0
105,0.531623418423373,0.7241373188174219,0.5340963185496614,0.5708460324026781,0.4994164056969009,0.5808766142853455,0.5576661470773477,0.12823713705259313,0.24846494283050607,0,0,0,1,1,0,0,0,0,0,0,1,1,0
106,0.8067055062397559,0.5860870244512147,0.4695439289871712,0.25813232922741824,0.6290738390300217,0.5531872640507118,0.6075407090966212,0.1481350438276114,0.2663900170383309,1,1,0,0,0,0,1,1,0,0,0,1,1,0
107,0.5848060455580619,0.6812133521765582,0.5983073515665732,0.5368718257351993,0.5175441841479205,0.5316005727324541,0.44564679851308275,0.6467411774105186,0.2680121411502481,1,1,1,0,0,0,0,0,0,0,0,1,1,0
108,0.5475663058589334,0.5780822047519962,0.4167976755752725,0.2955318171237528,0.4484721309802471,0.5200029391263249,0.4558727371935263,0.13966769768078888,0.16040677675500165,0,0,0,0,0,0,0,0,0,0,0,1,1,0
109,0.6821849153156662,0.6296797361948523,0.5997421157972076,0.570597578905092,0.7255218863808861,0.5991518237477436,0.22276252162659022,0.1359982765704894,0.20204352811324594,0,0,0,1,1,0,0,0,0,0,0,1,1,0
110,0.3208484120673147,0.6091202628582522,0.5191566359845803,0.5385494898863747,0.45391263306269014,0.6830013245927423,0.6603238689913404,0.15657385637326515,0.2985391506552792,0,0,1,1,0,0,0,0,0,0,0,1,1,0
111,0.5222029286552744,0.5238842609360538,0.417332378601745,0.4085311212127426,0.4142078105965418,0.6549713931657369,0.5082680840381861,0.5509824118882396,0.4689653232460699,0,0,0,0,0,0,0,0,0,1,1,0,0,0
112,0.42911642675927575,0.6003591102020912,0.5066291174466531,0.5360070628334072,0.2751261265283474,0.3809862357536774,0.5544373779628993,0.6820129884952519,0.5500983186703672,1,1,0,0,0,1,1,1,0,0,0,1,1,0
113,0.37244337698728247,0.7460733418080501,0.5453517505857065,0.5131722566693483,0.40584359672676945,0.5192552492200393,0.49048430033565377,0.14686244521548575,0.8231389106184164,0,0,0,0,0,0,0,1,1,0,0,0,0,0
114,0.598545950244235,0.5389008434473632,0.4883172055699788,0.6787279180923597,0.4537480786034557,0.5080011756505299,0.43368922946958305,0.14321585098612125,0.2584829991748733,0,0,1,1,0,0,0,0,0,0,0,1,1,0
115,0.5744240329324959,0.7112477008188282,0.54858130352864,0.5429239599628044,0.5385089325007814,0.6986313203627835,0.5248012458118446,0.31000188321767713,0.4480076404590705,0,0,0,0,1,1,0,0,0,1,1,1,1,0
116,0.3047256617062365,0.6877433817907219,0.6259638988784572,0.6460333675459429,0.7055712527186565,0.6828364952110114,0.45924881514094307,0.250721900109569,0.26141916437167134,1,1,1,0,0,0,0,0,0,0,0,0,0,0
117,0.7276997019414377,0.5937450435927117,0.5678306124816488,0.5090281488164086,0.36167029154202834,0.5205808349104659,0.3899956258295517,0.36182318298027755,0.48814282193336833,0,0,0,1,1,0,0,1,1,0,0,1,1,0
118,0.3931073281294797,0.672409589212964,0.51920197240079,0.5218596864902808,0.5129991644715443,0.6578469708132841,0.6433172145402838,0.5541453615777939,0.37745126930207135,1,1,0,0,0,0,0,0,0,0,0,1,1,0
119,0.35158739174415643,0.8850634301770932,0.7183928507138486,0.4182847301204035,0.6585979704950028,0.7167734747820975,0.6886252027375394,0.09288828524470416,0.2393644381101383,0,0,0,0,1,1,0,0,0,0,0,1,1,0
120,0.7176720057556136,0.6576380159693964,0.43477623145040534,0.5096468703904942,0.44202771913487726,0.5366616291100603,0.45272213194963246,0.7058371187910883,0.2673678457763156,1,0,0,0,0,0,0,0,0,0,0,1,1,0
121,0.3041373882280391,0.600460901492071,0.3691677700750318,0.5614506307221193,0.459786844572573,0.5905836747419825,0.38874049444660735,0.1647601465485756,0.3055232589290498,1,1,0,0,0,0,0,0,0,0,0,0,0,0
122,0.5820864640301195,0.5603290936077437,0.38269669004158957,0.33683781413989866,0.4020193000695211,0.6132775031724691,0.38040552017304285,0.19409839527027026,0.19536616337508972,0,0,0,0,0,0,0,1,1,0,0,0,0,0
123,0.5880381688060888,0.8515681776755131,0.4979325260784401,0.550681498295199,0.5891266495308922,0.6872441917501901,0.6247307480132098,0.15350792092768442,0.27661703404451393,0,1,1,1,0,0,0,0,0,0,0,1,1,0
124,0.49720603906676836,0.8043062450140023,0.6204848596371221,0.36519890149783696,0.5962956112432791,0.7301554360928685,0.33784980211012394,0.5148303392074507,0.43617323374661104,0,1,1,0,1,1,0,1,1,0,0,1,1,0
