,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_0,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
15,0.6341055604064875,0.6153620010808307,0.13202000219804377,0.024965763944912255,0.07658315338676015,0.02964796740263432,0.3654014512117341,0.764931130015814,1,0,0,0,0,1
16,0.06413757655699431,0.2120052497490929,0.18793273986152315,0.23851979662204253,0.20060082579665892,0.18742616633500742,0.47024441233357145,0.3402747203467002,0,0,1,1,1,0
17,0.36573342993912594,0.3489594688489153,0.30484806022639843,0.18187814548241973,0.21363558334312122,0.15482564199753626,0.320589714649184,0.7818498296327177,0,1,1,0,0,0
18,0.48993999294034596,0.4364437582027329,0.3640949554896141,0.24954997889853203,0.25995789701936195,0.15443159922928712,0.38603122283083086,0.2190377221180058,0,0,0,0,1,1
19,0.05121964813197838,0.1698405002702077,0.21253022310143965,0.3026503156607343,0.4541899693714369,0.12814602482706342,0.5261943199475934,0.16945635848443086,0,0,1,1,1,0
20,0.2622537636006713,0.26350775882035055,0.27305060995713815,0.33202226707281013,0.24063118331059535,0.14299093464733567,0.4280804544456756,0.4051165401024102,1,0,0,0,0,1
21,0.18966937286739619,0.20969844823592992,0.11809814265303875,0.32867187073843657,0.11249446607818869,0.1505535550712278,0.3952186151264107,0.32521234193588533,0,1,0,0,0,0
22,0.22479424823973101,0.5321936230988962,0.3153437190900097,0.15389286196194843,0.1721108410657656,0.13520641839603273,0.3455090821725311,0.15187214112949285,0,1,0,0,0,0
23,0.6369975415064312,0.7939393190766619,0.2681723266292998,0.32767349856596145,0.21705080366097163,0.1180146245933226,0.39950259354836487,0.1359257167681547,0,0,0,0,0,1
24,0.3129036852632817,0.2954138809542191,0.28494065281899106,0.17827510572266067,0.13191604701800672,0.12302820682902177,0.3822024765318875,0.09876832474460974,0,0,0,0,0,1
25,0.20444510499687274,0.4078079209449548,0.2357759094405978,0.4368183292805117,0.21824161328502634,0.11687197953188669,0.37579833065710716,0.4098093458206041,0,0,1,0,0,1
26,0.24043695543128915,0.4440670115031267,0.17497252445323652,0.5095624101034402,0.28777206566619384,0.19534887393790076,0.4436430409765086,0.42181116065650776,0,0,1,0,0,0
27,0.39370576104928756,1.0,0.09713017914056488,0.34267779063324494,0.10571281430417145,0.06705123345652106,0.5766658859806655,0.8429518370246974,1,1,0,0,0,1
28,0.8752360958874419,0.6541181193545897,0.17274563138806454,0.05585860006832855,0.10556554422168213,0.05534445181464986,0.42966307205414916,0.7544601812673993,0,1,0,0,0,0
29,0.34192877180597103,0.516958851231375,0.25248241565007135,0.31696773341525103,0.2253674975831444,0.17046337534350423,0.4861010524569141,0.1573628085432845,0,0,1,0,0,0
30,0.2206389606207542,0.3756633984405157,0.6014342235410484,0.12379886712391297,0.25578102836078465,0.28764253450835464,0.5347581717082852,0.36673182585872377,0,0,0,0,0,1
31,0.07735275357472396,0.08451478421987185,0.16198345972084838,0.16049532466115635,0.2413142273741654,0.24106810069806375,0.5539889741785946,0.20468468394772965,0,0,1,1,0,0
32,0.27511595791455346,0.2658769397050877,0.20133531157270024,0.1272375451097707,0.11426532105781481,0.09614959411225876,0.36072079211685754,0.14940113628827492,1,0,0,0,0,1
33,0.19801710417943907,0.3939924341851309,0.2382555775359929,0.09093727839870003,0.1018575907337303,0.060583878202091025,0.3175098219517381,0.3902688919538671,0,0,0,0,0,1
34,0.30791857865631256,0.15798409634833627,0.26126222661830967,0.10506018942515008,0.12099999096502564,0.06538188192930919,0.4671280060011997,0.49283516691552975,1,1,0,0,0,0
35,0.05721416141837121,0.33155562417972667,0.484112265084075,0.3053095312603174,0.18784253846640345,0.11718863514324523,0.5280787692009867,0.19655239608296943,0,1,1,0,0,0
36,0.08770072020856945,0.2071458349417124,0.24960572590394536,0.35733469799062345,0.22408633821523116,0.12051549322467547,0.4987933215913551,0.2610483102189109,0,0,1,1,1,0
37,0.2147249521615546,0.5189333745078359,0.26160979228486647,0.357384221843895,0.16248678634996072,0.2414597744717142,0.4619404771575886,0.29272642867931536,0,1,1,0,0,0
38,0.20973365287557053,0.17630201497722536,0.16822727772282664,0.1941026421334589,0.19682782049312894,0.0880563188982596,0.42238756825241003,0.3117757783679857,1,1,0,0,0,0
39,0.1747016676884587,0.5218164131861345,0.2842510165952301,0.2363263923380139,0.14325403637480688,0.09199121892668752,0.3377655988841088,0.10235651124967461,1,0,0,0,0,1
40,0.45084561031948034,0.3244913147533391,0.271595779756017,0.0803743429117729,0.09091985074222314,0.09145582614738307,0.3821571045594944,0.4767908722985983,0,1,0,0,0,0
41,0.15293440095119554,0.1704760287192157,0.17041707879986812,0.18747003448008567,0.13158717395036185,0.10488881518683471,0.41721883636879037,0.31898019777971826,1,0,0,0,1,0
42,0.14905159120887287,0.2778716899559948,0.2753461918892185,0.33153133496211784,0.3096918170236988,0.18533671309896083,0.44330966500792507,0.266215275414203,0,0,1,1,1,0
43,0.356537301602046,0.5031693044082453,0.4236880426420485,0.3649656778164717,0.2149131287212801,0.15970656053570864,0.36178660135407265,0.27860039107201234,0,1,1,0,0,0
44,0.9473684210526315,0.2924591986412414,0.23189636223760846,0.09384052457962144,0.12113280508849758,0.09567737452225275,0.40867680636624953,0.9732326311702447,1,1,0,0,0,0
45,0.3580916640347781,0.4586650196865591,0.19961534234531264,0.31729717470005764,0.19611496101408551,0.17773697842635586,0.4477664890389958,0.07865788619529818,0,1,1,0,0,0
46,0.04588155882116163,0.21923816876399288,0.20097950324211444,0.5097009333451998,0.22878362139843333,0.26738447203007043,0.5784351768469851,0.11680683537551063,0,0,1,1,1,0
47,0.22215616697939697,0.4558103914151162,0.302268106385317,0.7223197547062015,0.4815045039347313,0.35235635996083264,0.4801348541442328,0.15934533855658609,0,1,1,0,0,0
48,0.725528080702993,0.8635207287886977,0.3860424222442025,0.30365155878122513,0.20384438160117818,0.13572206955368143,0.46619442365495883,0.14701339420181544,0,0,0,0,0,1
49,0.374780933979849,0.5979544507064001,0.30442218925156606,0.26814223824849204,0.14403917564893706,0.11177390315550081,0.3441131378219034,0.22392305469720253,1,0,0,0,0,1
50,0.5306382794260625,0.42100702539952134,0.3379354874161995,0.2810923670105105,0.17113054634490113,0.1704349474083199,0.39372846991881455,0.10686146450713269,0,0,0,0,0,1
51,0.16295415559725293,0.5999382382459661,0.312590669304319,0.21851287763732463,0.19375412220706356,0.10551817808522063,0.3873729368715982,0.15353651977461208,0,0,1,0,1,1
52,0.4832395142462581,0.3483875550065622,0.3268326189691173,0.23849036940488116,0.195852946756896,0.11322688650936544,0.3901062741227654,0.24313805344533973,0,0,0,0,0,1
53,0.3390120199899679,0.7584337219177026,0.2953978459171337,0.30029757376183186,0.17777848049800782,0.1693278372658644,0.34629704209309126,0.11292007155338209,1,0,0,0,0,1
54,0.23744589146710762,0.39767219949046556,0.16986069897790967,0.17240832345248722,0.045933809777649284,0.0633413879149689,0.46587811619027547,0.34930683026288534,1,0,0,0,0,1
55,0.05451415336788848,0.09136416274222192,0.29529756017144737,0.2424529954036122,0.30490870158383104,0.4015051012350358,0.502475581236572,0.33323974794465155,0,0,1,1,1,0
56,0.18869712226206178,0.42170122751486155,0.2171241345202769,0.5432400658021285,0.209438837740895,0.2316308158817398,0.5359652822309529,0.18259434473526676,0,0,1,1,1,0
57,0.18218242393842002,0.24929143827684713,0.35852016705132417,0.4398112925869251,0.3741870781796334,0.2144137528033103,0.556571719692819,0.2447989262902586,0,0,1,0,1,0
58,0.5129272174435383,0.380275766231761,0.18221233102538736,0.11071882796418203,0.05845718777387267,0.07717631637133202,0.49446073034183674,0.5703013731927233,1,1,0,0,0,0
59,0.6217387804137948,0.6665655832625648,0.17528025057698637,0.32584685789094414,0.28604909605081275,0.0775403518746644,0.377786703332982,0.5383381163160232,0,1,0,0,1,0
60,0.25716338145044926,0.3346523585269822,0.3107621716672161,0.26808266607716535,0.21195959559454652,0.09738068163871252,0.37173192164562857,0.19154406834674348,0,0,0,0,1,1
61,0.35088957834048584,0.48707727939473483,0.26924387295307173,0.3699338533577173,0.31700382179416525,0.21407498657569732,0.4522589624769468,0.6383992048845144,0,1,1,0,0,0
62,0.05505291644218205,0.15138300007720223,0.31481344103747644,0.1717788681000353,0.16770177356547197,0.12481127009697085,0.4697461848652928,0.2469003613603556,0,0,1,1,0,0
63,0.02425053102222552,0.18991368794873775,0.09390729750522031,0.2247672378896235,0.18009685492541633,0.24510328816450297,0.6179530845163177,0.029171471317149582,0,0,1,1,1,0
64,0.04713867266117995,0.15349154635991663,0.18005275304978563,0.2666471920692932,0.30998816418355457,0.20569585268012255,0.5659652303772702,0.2926753024263935,0,0,1,1,1,0
65,0.434366891460915,0.5778022079827068,0.2927327178810858,0.301923965812751,0.28499832852973866,0.10944360213525381,0.43144251760000424,0.06444946228328675,1,0,0,0,0,1
66,0.25783838346307,0.4387641473017833,0.2365891856247938,0.5002088614681454,0.1814611360576793,0.28167424744938246,0.47074415220092974,0.3341693692977794,0,0,1,0,0,0
67,0.07482614053665758,0.37475611827375893,0.20579459281239687,0.1707223592302414,0.17799531988326817,0.13697447803152343,0.5418260447220729,0.35050698253147405,0,0,1,1,1,0
68,0.3652008595438473,0.6693603026325947,0.20286844708209684,0.3755465567284973,0.23813843387753997,0.3124024763890205,0.44142024644326955,0.2127845431606366,0,1,1,0,0,0
69,0.5156148401359912,0.5614186674901567,0.15003846576546864,0.12577049067372537,0.05358643308246222,0.04140054960674689,0.3820436746285117,0.6878493931605928,1,0,0,0,0,1
70,0.25493401700509666,0.2694764147301783,0.21419798878997687,0.29068276885710426,0.18694626900732736,0.18979437126883353,0.4039473183867975,0.17539518402383475,0,0,0,0,1,0
71,0.32447780234207124,0.26517100285648115,0.24724145510495654,0.272801069141041,0.15624181205446283,0.1705502384787896,0.37675740773069283,0.3130130336886948,1,0,0,0,0,1
72,0.44405843411918433,0.3850610669343009,0.2877706341356192,0.36058676435545783,0.45836322404025986,0.10656369436811017,0.5068999967159336,0.23696375499247857,0,0,0,0,0,1
73,0.11205652677404773,0.139163437041612,0.4123145400593471,0.27934180645791046,0.5344051824613077,0.26081603967276284,0.5101535992505415,0.1881524988029153,1,1,1,0,0,0
74,0.055721725775787864,0.061566586891067754,0.21311682602483784,0.18216452254699025,0.6699153422900047,0.21962948924476453,0.7766054764402794,0.1992194335853906,1,0,1,0,0,0
75,0.37774103454895624,0.6775721454489307,0.4031157270029673,0.4121073619719967,0.22797228069858422,0.23034840013898103,0.6222990713005423,0.1470916904062901,0,0,1,0,1,1
76,0.10862578259981051,0.1288918397282483,0.40207165622595875,0.27085959054539394,0.3371626566438684,0.4295453109700243,0.6065061679955615,0.3085513186337078,0,1,1,0,0,0
77,0.2065444231829132,0.40890357446151476,0.31398367952522244,0.45829373817528285,0.16892601259475432,0.27994882971666823,0.4797662608827918,0.2506390051240191,0,1,1,0,0,0
78,0.722270731541172,0.7898327800509535,0.4235891306737003,0.3980512004869128,0.2291405028866743,0.09824773366183392,0.3309755751869758,0.30491551167592146,0,0,0,0,0,1
79,0.47632848446566467,0.4207315679765306,0.3894274096054511,0.30546097376814796,0.3223977015025163,0.2653273950535393,0.40756540909963007,0.3671571962830337,0,0,0,0,0,1
80,0.35378155944042955,0.3847880799814715,0.3148972414551049,0.19398852194983307,0.22020310622419392,0.16636185602830159,0.3548379918105751,0.30910728011548105,0,0,0,0,0,1
81,0.044098067264879456,0.3192570060989733,0.034175458841630924,0.0,0.0,0.02916864082883224,0.36993238279771373,0.41063379316772125,1,0,0,0,0,0
82,0.1307955734730402,0.12066887979618623,0.4065226948016265,0.34605043681474057,0.376559662453357,0.2963691209450709,0.5079390148837355,0.1633457487352095,0,0,1,0,1,0
83,0.8355843721552382,0.2771052265884351,0.22618282228816344,0.4264176023564741,0.25802350900335197,0.19829985154300514,0.3173231486938923,0.8384693793185249,1,0,0,0,0,0
84,0.32236609879800104,0.7843230139735968,0.3501002857456863,0.3997386001831664,0.1895293681842412,0.271283837139518,0.44964510475308145,0.14717758251119883,0,0,1,0,0,0
85,0.12480725286566222,0.29694186674901574,0.09032173865259918,0.3347087566785428,0.29675011971341064,0.117844846647083,0.7953175260262277,0.07857374699048963,0,0,1,1,0,0
86,0.26894185693672945,0.5095387941017526,0.31861880426420475,0.2934489272702739,0.3177889610682954,0.18565573770491806,0.5890759846582239,0.3336274310168076,0,0,1,0,1,0
87,0.1159702999114447,0.14688921485370188,0.46363611385866565,0.34812397901911185,0.3913291350819021,0.20839492719289934,0.4659757739594263,0.19331683464805707,0,0,1,1,0,0
88,0.2759210061864864,0.43912113024009874,0.2653986701835366,0.2238219782554397,0.12298316784271918,0.072608105120187,0.5163961344807979,0.25880576669074956,0,0,0,0,0,1
89,0.402406475065178,0.5263756658689107,0.3107195845697329,0.13683727753741562,0.13051562598820035,0.21087763353232888,0.4451830953537372,0.5044697491804462,0,1,0,0,0,1
90,0.17068881168682384,0.0851960163668648,0.13360259369161442,0.5064754232495111,0.2353872841770494,0.23911052149467768,0.7100789299474033,0.38902024278250685,0,0,0,0,1,0
91,0.9462785095460148,0.4815477495560874,0.2832165622595889,0.03248477679814652,0.06212629087196539,0.010717331564484033,0.45561389574989936,0.44047428802310545,1,0,0,0,0,1
92,0.236343594602461,0.3066224040762758,0.2092812396966699,0.5579113278995858,0.23855856018648192,0.305707697653116,0.4627113685742486,0.38260404411582105,0,0,1,0,1,0
93,0.19469782822746953,0.62231946267274,0.252585448950434,0.27499734437308543,0.20481654484509537,0.12079108626298998,0.4408451026789341,0.4168300028718346,0,1,1,0,0,0
94,0.15132430440732966,0.20688890604493165,0.1775291240795691,0.1889693870813081,0.18063533939881282,0.11523500426419028,0.42946581200274486,0.27708793043557517,1,0,0,0,0,1
95,0.2789182628296828,0.4020369026480352,0.3596631497966809,0.21999213360243686,0.13995536722653393,0.21949682554723773,0.29458638909966456,0.2427778324747531,0,0,0,0,0,1
96,0.17147528192171216,0.4169227206052652,0.1507198593252005,0.3737299643715351,0.3664965079823999,0.12208534697874224,0.5706411362178962,0.2395256184888891,0,0,1,1,1,0
97,0.6543618134641228,0.4989373890218483,0.17064237828332773,0.4313326653594283,0.10281529801863012,0.07996857133832402,0.4418162789451579,0.9724926151779528,1,0,0,0,0,1
98,0.1913228181643661,0.5555055971589593,0.343499285635784,0.314093914451491,0.263384862803914,0.11155358665782245,0.41448269037647506,0.06274856488608048,0,0,0,0,0,1
99,0.6170942711526434,0.46069451092411035,0.32178398725134616,0.3500704817737865,0.1451920383805712,0.10715120502858588,0.37275776033573543,0.7177021583166782,1,1,0,0,0,0
100,0.14040041862510141,0.39436671041457577,0.34098939443894916,0.3964499292311314,0.3150594953063308,0.30267222590732495,0.43108537536016717,0.08487863650081406,0,0,1,0,0,0
101,0.9422408828283203,0.4048322396356056,0.12727909660402237,0.04652658354315179,0.4314642982987144,0.432709498089011,0.4625998831563684,0.9366721016308105,0,0,0,0,0,1
102,0.49282578136127464,0.3829111402763839,0.4135028574568633,0.33055951905878833,0.19096592911159102,0.13798288006570014,0.3522867906200146,0.19931321374075014,0,0,0,0,0,1
103,0.35801735188659967,0.7695631899945958,0.4043287723925705,0.493027185006761,0.24617865758350582,0.1930225212419849,0.3208509275759614,0.24052564799604076,0,0,1,0,0,0
104,0.33305466277766427,0.3718656681849764,0.14925678646005047,0.07360967164967544,0.0014022280246835522,0.017916706149909985,0.38076245655093516,0.3863666441808537,1,0,0,0,0,1
105,0.45641282875384726,0.3854748706863275,0.3110987471150676,0.3899012968072187,0.2280210695602678,0.20988660412520924,0.4119870158378433,0.2608140059055204,0,1,1,0,0,0
106,0.4191886351954719,0.3812664247664635,0.12057643697109571,0.45241762532405827,0.15652641374761705,0.07510818408667363,0.42163914676493525,0.37168961164206127,1,0,0,0,0,1
107,0.6739802205832265,0.43701628966262646,0.1399892845367623,0.05013751840995415,0.10677171330219279,0.016891721153542434,0.40228346334203907,0.8820049905065851,1,1,0,0,0,0
108,0.17535189898501993,0.4262092179417896,0.13546680953950985,0.3534251845301837,0.20770502615625086,0.08953378186297736,0.5188263437449767,0.1698157030049674,0,0,0,0,0,1
109,0.5425406084926401,0.43791059986103603,0.25558440487965706,0.3753857836396156,0.33744816183446125,0.1320232793202565,0.43415208857991777,0.5994152909565837,1,0,0,0,0,0
110,0.0791052817359318,0.20435358604184362,0.4432753599296625,0.13449601943057618,0.1671072722508832,0.18568653463470106,0.5162213443585786,0.06193083698934733,0,0,1,1,1,0
111,0.5724140920603662,0.45931784142669657,0.16434223541048465,0.22051751708931805,0.1268709173209494,0.07655406045674218,0.38250020309359084,0.6597693943058208,1,0,0,0,0,1
112,0.21608734154482576,0.2668595692117656,0.1873846027035937,0.30174381382476306,0.14490382269766267,0.10485170093812185,0.37909795333514246,0.13627658893820704,0,0,0,0,0,1
113,0.1549655996680724,0.4564632131552537,0.3149618089899987,0.21629363482115427,0.16792764792511816,0.08883887678069427,0.3869153281214622,0.22355874362638217,0,0,0,0,1,1
114,0.04558431022844793,0.2419590828379526,0.21113858665787444,0.2709966783131457,0.2913490120255509,0.2568732429956726,0.6214480227326546,0.06041633130279333,0,1,1,1,0,0
115,0.20881713638136998,0.39681432872693595,0.2891073194856577,0.4785202846832052,0.27604647590824083,0.2120581825073439,0.5746639017130728,0.26248568830105706,0,1,1,0,0,0
116,0.15092797295037808,0.15521531691500035,0.15270496757885477,0.1903574904469205,0.1297241622320001,0.11633263842825106,0.5190283570506318,0.09372902910661401,1,1,0,0,0,1
117,0.12381023154426837,0.4847303327414498,0.24653533355313761,0.13298590077429467,0.3251777631210416,0.14534571527843584,0.3714923144199907,0.09565312911657632,0,0,1,0,1,0
118,0.13770041057461868,0.37655709102138507,0.26183097043631154,0.5347923012658009,0.2783666573305265,0.2624996051675669,0.4661468911124517,0.37881018399900196,0,0,1,0,1,0
119,0.4031310185099176,0.4704788079981472,0.41122513463017896,0.3249102111008076,0.1917953397602118,0.16427872011118483,0.3408046568064009,0.09091825379597819,0,0,1,0,0,1
120,0.03522395823657272,0.1416487300239327,0.19967990988020656,0.40166141761671115,0.6030935752297143,0.16685223791023093,0.5094684824674058,0.14427185844513668,0,0,1,1,1,0
121,0.4524247434682719,0.4896342160117348,0.2472661830970435,0.20271333296967992,0.1535954680568481,0.10040904640070755,0.38648602283981887,0.05653365758089852,0,0,0,0,0,1
122,0.36139236194970314,0.37702400988188073,0.33146911748543784,0.4357517720926627,0.26623720421752606,0.18224359581793487,0.45000440756303256,0.2682016033777216,0,1,1,0,0,0
123,0.10644595958657677,0.12946004786535936,0.09678398725134624,0.1776506745292363,0.1275882942871857,0.04884866862503554,0.4743252971648136,0.2547314425579019,1,0,0,0,0,1
124,0.08842526365330908,0.19899019532154716,0.24792559621936472,0.3740967279805464,0.23230093692684384,0.9172004801162387,0.7278189390390823,0.012150519194402172,0,0,0,1,1,0
125,0.38369219908224494,0.24971697676214005,0.19427959116386406,0.257353215605325,0.17945988923121406,0.14924665971761586,0.5460905780130014,0.17361569827213716,0,1,1,0,0,0
126,0.22785962435209098,0.3505127769628657,0.26641389163644347,0.2533159449581846,0.20116912568552872,0.24160902113143187,0.38767347217444975,0.2547326111579687,1,0,0,0,0,1
127,0.04398040636359696,0.15205805604879186,0.3448497087592042,0.2837637841391606,0.28078441647617935,0.31490334502037337,0.5121246873655045,0.17934096214933598,0,0,1,1,0,0
128,0.3220193087731684,0.4840657762680461,0.28865809429607636,0.16796337818711116,0.148952394719961,0.06209924508038788,0.5534488316501052,0.12477405848083742,0,0,0,0,0,1
129,0.20508295093540418,0.29097506369180887,0.20862594790636324,0.2856959321537565,0.22082200196962443,0.21369120945070916,0.43681671970146113,0.7537397393262261,1,0,0,0,0,0
130,0.07285686860992936,0.350416428626573,0.16541378173425647,0.15403640936273566,0.3074186174682195,0.17438722006380494,0.4823719084402241,0.20577937006029098,0,1,1,0,0,0
131,0.09655625119983155,0.20095792480506453,0.33571271568304195,0.2966306554087225,0.3162078405507721,0.2216589279509776,0.5464727828661606,0.058568774597205456,1,1,0,0,0,0
132,0.41160260340225796,0.5941598085385627,0.2750810528629519,0.4850610220000746,0.24327029932870142,0.2348408035629679,0.49994317700600305,0.3696460222752701,0,1,1,0,0,0
133,0.17151243799580138,0.2064886898787926,0.17015331355093954,0.20698458588010343,0.10219278828344525,0.08802157364414542,0.5279022506226765,0.03121681358404089,0,0,0,0,1,1
134,0.8221834147670625,0.4188626572994673,0.18343087152434334,0.2544413565803564,0.052730821008122444,0.051284784737357474,0.39594240611458636,0.9999999999999999,1,0,0,0,0,0
135,0.19736068020386302,0.2595605651200495,0.14306791955159903,0.2730300272452966,0.1348885535909506,0.11592438169240973,0.44528917934633255,0.47485917638820185,0,0,0,0,0,1
136,0.7617180968658852,0.39974924727862277,0.1796941971645235,0.12325266926391765,0.09855350060082582,0.07548169556840079,0.35411160813826265,0.7759901767478385,1,0,0,0,0,0
137,0.3165573658820543,0.31247988882884276,0.21316902956368822,0.41217339377635887,0.20317669699406407,0.1937916548216937,0.37419497157553966,0.2563590103009174,0,1,1,0,0,0
138,0.12738340733584755,0.2639728248282251,0.4023230574788438,0.20985840484386348,0.19055574127447353,0.11077734609431758,0.581065238846705,0.2534822090865082,0,0,1,1,1,0
139,0.45257336776462875,0.602967652281325,0.2684319705462138,0.09506498390833637,0.1644311128377951,0.10692299188224519,0.49898496416046306,0.14034448577068734,1,0,0,0,0,1
140,0.18168081693821564,0.3804888442831777,0.2935995713814704,0.5327122994283942,0.25385748231403765,0.2174215862787833,0.3711967484284014,0.3686649825192037,0,0,1,0,1,0
141,0.3235612858478707,0.4843035590210762,0.30393999340586875,0.6323327601007128,0.40517161933845924,0.4206220979816166,0.5536538697539197,0.26314302583862387,0,0,0,0,0,1
142,0.18721087929849334,0.2877399830155177,0.25572727772282666,0.40502903963917924,0.21408281457522071,0.2580451056571591,0.4403810122184562,0.1256145740788729,0,0,1,0,0,0
143,0.3293947894798769,0.25134501659847147,0.06842098032750848,0.20859231676892026,0.027671416051535502,0.0,0.3802962055203432,0.5214565197512401,1,0,0,0,0,1
144,0.2487723013853023,0.7063290357446153,0.4683976261127595,0.33619734322470624,0.2573061320371157,0.21611784958463628,0.32110436245032853,0.2810258205106256,1,0,0,0,0,1
145,0.421120751048111,0.2906532849532926,0.19794757665677543,0.16888208155214932,0.3615498595061483,0.18834928456363123,0.5012198578863403,0.5191587598699231,1,1,0,0,0,0
146,0.12000173395012417,0.11751532463521969,0.15528766897461255,0.9999999999999999,0.4883141641293447,0.1862653589816482,0.4282107368235472,0.1503780859441076,0,1,0,0,0,0
147,0.17216266929236257,0.09001775650428473,0.25402516760083527,0.1828958965540011,0.1543896423053641,0.22985643892731925,0.34148631667735435,0.25932725447055255,1,0,0,0,0,0
148,0.4120608616493582,0.4222391723924959,0.13252417848115172,0.28167014529867906,0.09122794336878057,0.06292049654126788,0.3452050899574974,0.3670003117240678,1,0,0,0,0,1
149,0.010465627535127968,0.24567281710800587,0.42365507198593244,0.11795218148984976,0.06077465870384259,0.027226065257904546,0.4951728542513972,0.4369544646219476,0,0,0,0,0,1
150,0.1691592199701513,0.17768856635528452,0.24493350917683254,0.30096506917549243,0.16823664404911415,0.11388625667266813,0.5473285846882989,0.3479199941336276,0,1,0,0,0,0
151,0.4657947374613731,0.23264479271211302,0.29198263545444547,0.08039443954788311,0.12188361145996152,0.09334707350200575,0.39744508262884354,0.44045617472207027,1,0,0,0,0,0
152,0.025705810590719663,0.1419754497027716,0.24337152434333442,0.34814981755125357,0.24029056477624888,0.19692583467576366,0.6083059229004879,0.044587643398183816,0,0,0,1,1,0
153,0.13789238362407963,0.26332000308808773,0.05857511814485106,0.08370177166202053,0.11621868252003506,0.08828611137433273,0.48429546401268003,0.4026373550607248,1,0,0,0,0,1
154,0.8298809147825441,0.3560960395275225,0.17833278382239803,0.04327810586333713,0.04711739142219533,0.05969945355191258,0.37617362168590157,0.5656296022757317,1,0,0,0,0,1
155,0.33888197373065565,0.4118020535783216,0.17865699527420587,0.43173746902964827,0.26467776763852874,0.2563512745190941,0.44199020483933144,0.04764090322267761,0,1,1,1,0,0
156,0.24025736773985792,0.41670655446614685,0.2480574788438289,0.4063381919343586,0.21169758133735694,0.13398322751824127,0.5209270660667773,0.24868598226240385,0,0,1,0,1,0
157,0.08441240765167421,0.2764573457886204,0.3057272777228266,0.13876153044496822,0.20360947226714618,0.20464401907830318,0.6575116109037926,0.20518163112613022,0,0,0,1,1,0
