,attr1,attr5,attr13,attr21,attr23,attr26,attr28,attr34,attr36,attr40,attr41,attr42,attr43,attr49,attr50,attr54,attr55,attr58,attr62,attr65,attr70,attr72,attr73,attr76,attr78,attr83,attr84,attr87,attr88,attr89,attr90,attr91,attr92,attr95,attr97,attr98,attr100,attr106,attr108,attr109,attr110,attr112,attr116,attr117,attr118,attr119,attr122,attr126,attr129,attr131,attr132,attr134,attr135,attr136,attr137,attr140,attr142,attr144,attr145,attr146,attr147,attr149,attr150,attr151,attr152,attr154,attr156,attr160,attr162,attr163,attr164,attr165,attr166,attr167,attr168,attr176,attr181,attr185,attr187,attr190,attr197,attr198,attr199,attr200,attr201,attr203,attr204,attr206,attr208,attr209,attr211,attr212,attr215,attr216,attr217,attr218,attr219,attr221,attr224,attr226,attr234,attr237,attr240,attr246,attr247,attr248,attr249,attr255,attr256,attr258,attr264,attr267,attr268,attr270,attr271,attr275,attr276,attr278,attr281,attr283,attr284,attr285,attr286,attr287,attr290,attr292,Beach,Sunset,FallFoliage,Field,Mountain,Urban
10,0.619144,0.654218,0.728673,0.327273,0.507144,0.707954,0.437525,0.682204,0.150458,0.739524,0.763893,0.1136,0.0,0.095599,0.009552,0.008452,0.008249,0.004138,0.00351,0.33713,0.167699,0.216686,0.153497,0.320261,0.499071,0.241658,1.0,0.762819,1.0,0.538665,0.318379,1.0,0.0,1.0,0.707102,1.0,0.134911,0.168704,0.180638,0.177058,0.179328,0.175597,0.269143,0.308944,0.356289,0.336831,0.289657,0.360775,0.175062,0.173402,0.175302,0.31915,0.336344,0.305487,0.32834,0.297407,0.311214,0.360364,0.382984,0.374321,0.318567,0.000225,0.000248,0.000262,0.000265,0.000209,0.001917,0.001643,0.008068,0.01043,0.017523,0.020921,0.033542,0.015905,0.011182,0.026344,0.049218,0.061239,0.04133,0.000588,0.180623,0.193919,0.198951,0.199398,0.187433,0.162809,0.268116,0.277107,0.271281,0.263922,0.325505,0.332562,0.467772,0.492564,0.431182,0.468856,0.353753,0.55919,0.572878,0.445988,0.520833,0.56165,0.517691,0.01186,0.008134,0.010328,0.010108,0.008466,0.006447,0.008074,0.198914,0.121324,0.270779,0.102787,0.065517,0.209664,0.18751,0.071981,0.116349,0.454125,0.271166,0.474307,0.162633,0.085384,0.058742,0.069697,1,0,0,0,0,0
11,0.572007,0.584367,0.657658,0.505587,0.614942,0.54665,0.195818,0.365105,0.635502,0.863166,0.855398,0.729812,0.625418,0.832642,0.446899,0.002029,0.001811,0.217581,0.001337,0.338431,0.55341,0.269055,0.238857,0.536465,0.489544,1.0,0.440826,0.001988,0.100087,0.174296,0.117855,0.228896,0.009276,0.002929,0.240826,0.158656,0.346358,0.382922,0.304801,0.215151,0.213992,0.220254,0.391372,0.286852,0.252407,0.249506,0.362723,0.23594,0.37083,0.321598,0.315123,0.371166,0.38454,0.386982,0.361523,0.326173,0.397908,0.370473,0.347359,0.340117,0.346708,0.027584,0.003414,0.000456,0.000466,0.001655,0.023251,0.000404,0.007179,0.042602,0.063772,0.020917,0.029332,0.001752,0.007245,0.010234,0.012079,0.001308,0.000595,0.000769,0.565687,0.550177,0.233192,0.25227,0.261395,0.270297,0.58983,0.507716,0.255055,0.272399,0.61876,0.650575,0.394592,0.292148,0.400474,0.625089,0.607913,0.597233,0.485038,0.605755,0.651883,0.452418,0.651973,0.034521,0.223556,0.012952,0.001843,0.534607,0.105894,0.002296,0.272995,0.043205,0.050924,0.02251,0.014514,0.025138,0.019399,0.073856,0.023722,0.001766,0.040065,0.02244,0.006482,0.046696,0.002225,0.006035,1,0,0,0,1,0
12,0.572858,0.804383,0.57002,0.465844,0.427348,0.392757,0.424788,0.576113,0.321188,0.735945,0.757857,0.808328,0.628461,0.869134,0.951331,0.012452,0.010371,0.004422,0.645236,0.522042,0.455297,0.623567,0.790576,0.77578,0.042999,0.322953,0.257443,0.336041,0.250936,0.249065,0.269439,0.233609,0.687938,0.22626,0.18916,0.196427,0.240706,0.238372,0.204878,0.198861,0.197456,0.251293,0.291468,0.313564,0.327163,0.278721,0.26044,0.28443,0.166177,0.208351,0.279846,0.193585,0.161523,0.221314,0.28652,0.369595,0.366744,0.368029,0.377261,0.380727,0.376101,0.037158,0.023658,0.001918,0.001452,0.000733,0.003312,0.035918,0.005607,0.011721,0.012923,0.016195,0.026258,0.02327,0.024607,0.011147,0.01965,0.110365,0.011738,0.007841,0.347359,0.361943,0.357317,0.321324,0.318157,0.296395,0.372573,0.361749,0.370226,0.530717,0.560318,0.528963,0.67626,0.741785,0.690878,0.414206,0.480688,0.612011,0.597632,0.368528,0.444536,0.64977,0.66228,0.052976,0.115117,0.068562,0.005323,0.008169,0.005211,0.341694,0.217061,0.105354,0.1645,0.053683,0.07628,0.020503,0.036294,0.14657,0.364724,0.22788,0.291247,0.212808,0.102724,0.072871,0.108324,0.075736,1,0,0,0,0,0
13,0.482089,0.416746,0.427573,0.309745,0.64077,0.586573,0.226464,0.58383,0.692749,0.689688,0.776209,0.759557,0.700022,0.809667,0.006974,0.008998,0.025813,0.00601,0.008219,0.020376,0.134308,0.009361,0.013337,0.282021,0.029202,0.296523,0.31348,0.181324,0.505778,0.318931,0.012771,0.032193,0.008377,0.032711,0.030224,0.033577,0.0,0.0,0.0,0.0,0.0,0.024608,0.0,0.0,0.01611,0.03704,0.05633,0.118571,0.132117,0.245473,0.125538,0.0,0.0,0.0,0.149311,0.083553,0.0,0.208447,0.277297,0.309758,0.299853,0.003705,0.00429,0.002769,0.004567,0.012802,0.003873,0.004212,0.010104,0.006892,0.009597,0.013038,0.01446,0.067791,0.066575,0.055185,0.167238,0.117878,0.102038,0.010785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007525,0.0,0.049498,0.478559,0.810487,0.05731,0.116257,0.337375,0.724044,0.280387,0.468239,0.480662,0.459448,0.021239,0.021238,0.017955,0.01059,0.064182,0.058344,0.007759,0.501213,0.015452,0.042198,0.949212,0.492676,0.236324,0.395576,0.131681,0.016376,0.014639,0.042678,0.02389,0.00952,0.026791,0.006688,0.008513,1,0,0,0,0,0
14,0.790277,0.83348,0.64595,0.72713,0.645519,0.735822,0.838363,0.682524,0.65577,0.571635,0.561049,0.560608,0.613757,0.566978,0.000369,0.014799,0.000677,0.245346,0.149282,0.016087,0.323329,0.106561,0.069646,0.48754,0.137762,0.347927,0.362309,0.322517,0.532803,0.691822,0.681934,0.496268,0.018653,0.011021,0.237422,0.25407,0.283313,0.262661,0.282064,0.289726,0.302593,0.312661,0.319787,0.318477,0.33439,0.352764,0.370336,0.443601,0.39011,0.453244,0.427723,0.376667,0.386742,0.357181,0.330754,0.354005,0.374362,0.381529,0.381632,0.373093,0.367888,0.000192,0.000189,0.000212,0.000711,0.000161,0.004764,0.008301,0.001394,0.001625,0.001365,0.002819,0.003223,0.009754,0.00823,0.004209,0.053174,0.007251,0.084164,0.000498,0.180444,0.198504,0.214215,0.227154,0.251923,0.240707,0.230609,0.300523,0.417628,0.456991,0.395218,0.370728,0.353473,0.425434,0.525295,0.52534,0.460771,0.558418,0.502237,0.612889,0.614343,0.632671,0.699521,0.002363,0.001489,0.002204,0.002015,0.1035,0.097457,0.202481,0.140425,0.365895,0.481843,0.224945,0.12299,0.173442,0.289142,0.156891,0.0093,0.179928,0.246627,0.521537,0.624055,0.326446,0.003606,0.025219,1,0,0,0,0,0
15,0.629558,0.761781,0.514171,0.401963,0.581115,0.537051,0.442084,0.809843,0.58678,0.879793,0.876337,0.847675,0.547171,0.838291,0.030061,0.173199,0.129783,0.173658,0.104923,0.143487,0.005016,0.293795,0.300483,0.131927,0.196839,0.01166,0.0113,0.028734,0.01515,0.006967,0.006754,0.006405,0.246836,0.112082,0.023535,0.017662,0.252195,0.273601,0.194712,0.164822,0.171879,0.249198,0.097881,0.091811,0.084733,0.10535,0.0,0.054568,0.099918,0.0,0.0,0.204931,0.366283,0.208615,0.076235,0.0,0.126577,0.14227,0.123237,0.106091,0.070069,0.056852,0.046054,0.039812,0.048294,0.055355,0.150171,0.087059,0.097299,0.056047,0.007292,0.005223,0.015504,0.002634,0.0015,0.069595,0.059995,0.032804,0.003795,0.0649,0.217156,0.278292,0.309324,0.268854,0.321949,0.334563,0.24329,0.0,0.0,0.056249,0.536813,0.0,0.0,0.0,0.0,0.890298,0.388509,0.003903,0.0,0.727288,0.582584,0.525441,0.920905,0.244219,0.256606,0.086437,0.038612,1.0,1.0,1.0,0.215156,0.161001,1.0,0.738097,0.597829,0.279987,0.047969,0.043531,0.313417,0.087984,0.022897,0.003967,0.003999,0.010731,0.251707,0.245411,1,0,0,0,1,0
16,0.806065,0.853214,0.35969,0.453695,0.886248,0.802701,0.528515,0.829087,0.500606,0.746937,0.7007,0.613764,0.447845,0.5614,0.083494,0.086674,0.197829,0.111686,0.216549,0.370785,0.213045,0.005886,0.004725,0.172859,0.192012,0.256254,0.170205,0.129918,0.314061,0.392503,0.363793,0.172554,0.353077,0.253388,0.28225,0.402588,0.251468,0.384794,0.428265,0.544321,0.561927,0.432469,0.454835,0.411289,0.409396,0.434012,0.161187,0.397689,0.132099,0.348354,0.39347,0.461241,0.335021,0.316756,0.401612,0.485748,0.589746,0.519781,0.542956,0.359438,0.314198,0.038928,0.037149,0.020006,0.010845,0.066847,0.117834,0.12372,0.367481,0.523286,0.434662,0.185445,0.027853,0.072248,0.08912,0.295184,0.0092,0.050285,0.028847,0.449233,0.243302,0.282318,0.306584,0.313439,0.325897,0.314021,0.101136,0.183608,0.511306,0.601203,0.261541,0.561125,0.849962,0.813115,0.810722,0.307904,0.393888,0.549014,0.88379,0.446726,0.602959,0.835123,0.824566,0.009145,0.027078,0.047205,0.02941,0.663773,0.327713,0.301879,0.147707,0.01588,0.012799,0.201128,0.48365,0.124173,0.008678,0.001238,0.215521,0.240482,0.464488,0.605465,0.494019,0.16816,0.278555,0.245346,1,0,0,0,1,0
17,0.440256,0.567649,0.751798,0.39409,0.558144,0.710102,0.419069,0.697035,0.488789,0.888827,0.614811,0.4305,0.228289,0.392917,0.058446,0.042207,0.044022,0.013386,0.058064,0.230597,0.047925,0.066226,0.113114,0.152186,0.025488,0.318532,0.133751,0.279538,0.395886,0.172633,0.327355,0.208287,0.499175,0.235556,0.288846,0.302398,0.070151,0.095967,0.066886,0.061646,0.055377,0.108354,0.407387,0.429143,0.426433,0.446674,0.032613,0.398038,0.0,0.330261,0.359115,0.354527,0.143868,0.170624,0.381742,0.554246,0.496118,0.597071,0.487764,0.485295,0.575151,0.004482,0.008785,0.004746,0.003079,0.002223,0.001816,0.027196,0.08712,0.106449,0.069045,0.049487,0.061431,0.006127,0.01011,0.038704,0.0103,0.11247,0.007571,0.223032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053945,0.097725,0.134449,0.045256,0.147924,0.621075,0.725342,0.727254,0.28621,0.200763,0.547828,0.832506,0.290403,0.858662,0.803073,0.755949,0.037037,0.049434,0.06937,0.086555,0.055375,0.060432,0.103397,0.412969,0.602098,0.108307,0.11864,0.384951,0.084115,0.078669,0.010717,0.295202,0.422945,0.269109,0.374225,0.250637,0.126859,0.137109,0.333771,1,0,0,0,0,0
18,0.185638,0.605708,0.90915,0.56808,0.191144,0.299098,0.08219,0.647602,0.644802,0.73784,0.670424,0.586498,0.536263,0.473228,0.677972,0.378348,0.320022,0.372246,0.130425,0.354571,0.826484,0.442668,0.568254,0.501311,0.504823,0.50288,0.453993,0.002656,0.005835,0.018096,0.014967,0.033531,0.048576,0.00781,0.013816,0.053742,0.347442,0.25751,0.283992,0.240576,0.30072,0.297305,0.164184,0.237984,0.170075,0.208032,0.427922,0.274616,0.384767,0.262743,0.234287,0.062407,0.033868,0.009307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010154,0.015702,0.023218,0.059118,0.029582,0.004293,0.018016,0.033175,0.024064,0.016764,0.029019,0.029962,0.04035,0.059403,0.026928,0.223445,0.011062,0.031422,0.007724,0.089182,0.0,0.0,0.218129,0.086006,0.341944,0.291846,0.307278,0.398115,0.394905,0.354457,0.173276,0.26135,0.175356,0.267456,0.473508,0.562042,0.448079,0.571379,0.60921,0.700606,0.518943,0.691772,0.196379,0.132397,0.023072,0.497942,0.395717,0.304119,0.203825,0.341208,0.492924,0.443516,0.892674,0.640291,0.160391,0.122054,0.055216,0.008219,0.004801,0.012048,0.011099,0.006891,0.009074,0.008916,0.006468,1,0,0,0,0,0
19,0.79758,0.864978,0.58487,0.599055,0.572331,0.515184,0.656725,0.535659,0.461314,0.642166,0.465893,0.472406,0.562433,0.61423,0.002292,0.002075,0.001675,0.106094,0.177466,0.17484,0.204717,0.42167,0.228419,0.235022,0.077537,0.185303,0.111458,0.216152,0.304699,0.37468,0.231295,0.146867,0.99048,0.249155,0.209066,0.318038,0.108093,0.292078,0.351982,0.462222,0.439623,0.386941,0.496495,0.488669,0.463971,0.462812,0.488909,0.414534,0.193388,0.438409,0.44607,0.10904,0.11155,0.23083,0.333903,0.520706,0.388052,0.423361,0.51201,0.581084,0.459431,0.000466,0.000497,0.010935,0.002148,0.000559,0.148939,0.053636,0.235147,0.043764,0.021371,0.022847,0.018307,0.024379,0.015549,0.157548,0.042951,0.292474,0.028457,0.306398,0.174964,0.229167,0.256587,0.25832,0.280831,0.246265,0.063361,0.406401,0.527554,0.552335,0.390354,0.636876,0.666186,0.637815,0.645341,0.508208,0.603205,0.749922,0.725208,0.221428,0.448716,0.831555,0.728619,0.007971,0.006195,0.006336,0.029543,0.750331,0.185673,0.109018,0.054089,0.181238,0.066638,0.093991,0.083322,0.270688,0.313901,0.241955,0.064656,0.611043,0.343188,0.234834,0.195935,0.115587,0.18167,0.196422,1,0,0,0,0,0
