,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_9,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
15,0.685300254094374,0.749325649867974,0.24577250173280668,0.2567618326314012,0.1800617538338577,0.024965763944912255,0.07658315338676015,0.045605704356898175,1,0,0,0,0,1
16,0.05432498321946814,0.23408740534373593,0.05306239204339169,0.2191635152216076,0.2489463135021729,0.23851979662204253,0.20060082579665892,0.21840107704640738,0,0,1,1,1,0
17,0.32139377658180185,0.4208057942723062,0.27251823572772377,0.37783463740897494,0.5037136595234525,0.18187814548241973,0.21363558334312122,0.1925297165849037,0,1,1,0,0,0
18,0.2322410457112294,0.5638218345297001,0.1563816795572816,0.6116215400203672,0.5160519381587491,0.24954997889853203,0.25995789701936195,0.3795476251663707,0,0,0,0,1,1
19,0.00916982201272442,0.649294622974768,0.09516684453148205,0.18045063532108918,0.158418252659973,0.3026503156607343,0.4541899693714369,0.20904212678309103,0,0,1,1,1,0
20,0.277947729590252,0.3877834839969102,0.06268909596998673,0.4727095945510279,0.42870366901443624,0.33202226707281013,0.24063118331059535,0.2799937095580197,1,0,0,0,0,1
21,0.2093861885995415,0.3333907546322182,0.08251460508510006,0.20032444105561054,0.15108615565213046,0.32867187073843657,0.11249446607818869,0.212333101916667,0,1,0,0,0,0
22,0.24787913774581777,0.35376976752453865,0.06244705312840376,0.24331748655411867,0.16167141215844938,0.15389286196194843,0.1721108410657656,0.14415084786719495,0,1,0,0,0,0
23,0.3703505047796107,0.5042994870866716,0.20163268898595055,0.6507663256794585,0.9999999999999999,0.32767349856596145,0.21705080366097163,0.22380548725993715,0,0,0,0,0,1
24,0.39743572260833865,0.5074050851785177,0.11333105959754874,0.5435513502172322,0.3628552874768969,0.17827510572266067,0.13191604701800672,0.272794221998903,0,0,0,0,0,1
25,0.3691717008262234,0.7852543074054084,0.07474723025975599,0.30109153434009006,0.3970368774664069,0.4368183292805117,0.21824161328502634,0.233133752440423,0,0,1,0,0,1
26,0.18744952582686736,0.7010416633000333,0.1860209257038496,0.34665042755599684,0.420914194015685,0.5095624101034402,0.28777206566619384,0.2097325411467783,0,0,1,0,0,0
27,0.49385976475436794,0.4795376023321881,1.0,0.36842482332291104,0.3512381987112243,0.34267779063324494,0.10571281430417145,0.04903476236321164,1,1,0,0,0,1
28,0.6129053274968901,0.7936953999398852,0.5271693089676872,0.32571425647218966,0.22631000549477986,0.05585860006832855,0.10556554422168213,0.1236762263485135,0,1,0,0,0,0
29,0.18586162538580073,0.42244747243939246,0.13236442850384517,0.6922978512176776,0.8116820270742794,0.31696773341525103,0.2253674975831444,0.21105583534384553,0,0,1,0,0,0
30,0.21489232428927063,0.5200104069370961,0.054569658829612844,0.23557900446746127,0.15388662021079969,0.12379886712391297,0.25578102836078465,1.0,0,0,0,0,0,1
31,0.12780931861192046,0.6887676182657905,0.022311949215011062,0.13205365047361234,0.12436622708426992,0.16049532466115635,0.2413142273741654,0.2130695439046001,0,0,1,1,0,0
32,0.2159680965346497,0.34127675665543017,0.08706941128579754,0.39708310091959087,0.270724062140966,0.1272375451097707,0.11426532105781481,0.32684983104026266,1,0,0,0,0,1
33,0.7516860078395008,0.4743622519060531,0.12187957268436511,0.3623853070164217,0.34426669663819354,0.09093727839870003,0.1018575907337303,0.1680046641325903,0,0,0,0,0,1
34,0.3914810959543387,0.40977444095032783,0.061302850604557035,0.24345667893128908,0.2759456641190867,0.10506018942515008,0.12099999096502564,0.1521903395687979,1,1,0,0,0,0
35,0.03601564263755112,0.472212185165913,0.08033621951085346,0.21389979172317097,0.22905895649133323,0.3053095312603174,0.18784253846640345,0.4477835781107962,0,1,1,0,0,0
36,0.07406464633608639,0.15897517525346708,0.05222624404519599,0.19451213583538463,0.2920100904141065,0.35733469799062345,0.22408633821523116,0.17617456743622295,0,0,1,1,1,0
37,0.17681604749155672,0.37653429602888083,0.09879748715522652,0.4221530809106866,0.3414428168240171,0.357384221843895,0.16248678634996072,0.4041148696075762,0,1,1,0,0,0
38,0.22391820494521897,0.38293747111428555,0.058618375452455074,0.19593271686121194,0.12395255757030821,0.1941026421334589,0.19682782049312894,0.148623198689747,1,1,0,0,0,0
39,0.18820862708733907,0.5079609836817933,0.17016711958016573,0.34312558529882864,0.4437768494929816,0.2363263923380139,0.14325403637480688,0.11085753299605311,1,0,0,0,0,1
40,0.5095008871333093,0.5245999631555642,0.1875832022267942,0.28382553873079075,0.3255173210450071,0.0803743429117729,0.09091985074222314,0.15043361857674914,0,1,0,0,0,0
41,0.24193360212487747,0.47889702626620423,0.040267127281528814,0.11439464109347897,0.13390716319496476,0.18747003448008567,0.13158717395036185,0.1740611323562692,1,0,0,0,1,0
42,0.05047947623528199,0.5733789256291832,0.05277634141242998,0.2947112014042055,0.4404222238873069,0.33153133496211784,0.3096918170236988,0.30256258797988594,0,0,1,1,1,0
43,0.2802250333716672,0.314601546819905,0.1226937167878715,0.6911587253662757,0.7782309930565962,0.3649656778164717,0.2149131287212801,0.4596970615197555,0,1,1,0,0,0
44,0.7231462247212461,0.7415600386543377,0.1441695180046868,0.2769109527001786,0.39899595384384834,0.09384052457962144,0.12113280508849758,0.10363119598945966,1,1,0,0,0,0
45,0.33250301898056184,0.49537634651868556,0.158604072920907,0.5638304514029262,0.49654390828712713,0.31729717470005764,0.19611496101408551,0.21235611572878987,0,1,1,0,0,0
46,0.014353226028839795,0.7871461398989685,0.05688006777199567,0.20055983992876625,0.23671262300814222,0.5097009333451998,0.22878362139843333,0.3708944318081569,0,0,1,1,1,0
47,0.18139641298138914,0.42937325675723714,0.20796981065648623,0.5960135712567741,0.5239241470602926,0.7223197547062015,0.4815045039347313,0.48034045099400496,0,1,1,0,0,0
48,0.4350074470712479,0.3885045360671473,0.1489003553628992,0.7961292237466289,0.7456182251860731,0.30365155878122513,0.20384438160117818,0.3417052467656005,0,0,0,0,0,1
49,0.1718402220636342,0.637920842638708,0.18124608055625852,0.7944630091140303,0.5532915605175083,0.26814223824849204,0.14403917564893706,0.4039039096631161,1,0,0,0,0,1
50,0.3121966814698988,0.45515595861788116,0.1284477352491391,0.5058435211577531,0.5664509341125928,0.2810923670105105,0.17113054634490113,0.1815137718487379,0,0,0,0,0,1
51,0.10430748298082854,0.5743617671108467,0.09451772963814598,0.6011544779518251,0.504344310405115,0.21851287763732463,0.19375412220706356,0.3292547744071067,0,0,1,0,1,1
52,0.4161177955456968,0.6208117734131844,0.08102934219356822,0.6266901383224248,0.38845596683150996,0.23849036940488116,0.195852946756896,0.19154779393432625,0,0,0,0,0,1
53,0.3195937520360126,0.5051648465299975,0.1826213239743435,0.6497981198794349,0.5520864553674009,0.30029757376183186,0.17777848049800782,0.20280154806242884,1,0,0,0,0,1
54,0.3204846732758477,0.7435367103090084,0.1564146853993157,0.056224509116588994,0.12726191368200213,0.17240832345248722,0.045933809777649284,0.08523548883254767,1,0,0,0,0,1
55,0.06434936233978947,0.41683564472914486,0.02633866194316392,0.15735902933786394,0.08811472850791746,0.2424529954036122,0.30490870158383104,0.282878107344091,0,0,1,1,1,0
56,0.07292220651493733,0.6825355758882256,0.10059080457240932,0.5347934886624739,0.35805203806383923,0.5432400658021285,0.209438837740895,0.44644877700766755,0,0,1,1,1,0
57,0.23711383943114378,0.22212783080000903,0.06117082723642081,0.460920204899367,0.3043577351516059,0.4398112925869251,0.3741870781796334,0.4294338985781299,0,0,1,0,1,0
58,0.44726518997986336,0.29279254966726886,0.19247906879517673,0.27882791830635634,0.21921674409311154,0.11071882796418203,0.05845718777387267,0.0917023700390851,1,1,0,0,0,0
59,0.6756940624947916,0.6279647650844028,0.5023269118634,0.47621908470777286,0.41328550377141704,0.32584685789094414,0.28604909605081275,0.26267198030017685,0,1,0,0,1,0
60,0.2852493443092406,0.39214809523963423,0.06919124685069261,0.47939594602201496,0.3584298041860231,0.26808266607716535,0.21195959559454652,0.2258537165388761,0,0,0,0,1,1
61,0.18228127353251788,0.37460852787087634,0.1798818390855182,0.3783944773377411,0.7281332733902791,0.3699338533577173,0.31700382179416525,0.6460015419254124,0,1,1,0,0,0
62,0.06727667498496193,0.34066462190821856,0.03671349828919718,0.19335049357002865,0.17846327239122828,0.1717788681000353,0.16770177356547197,0.07727654547337492,0,0,1,1,0,0
63,0.1059635661698417,0.4550987527835324,0.10428745888022184,0.0940899530737464,0.034515647634746904,0.2247672378896235,0.18009685492541633,0.2406631046399681,0,0,1,1,1,0
64,0.01789418340553129,0.28160897065049817,0.06426237444027594,0.20791861339828988,0.22866401918177715,0.2666471920692932,0.30998816418355457,0.17355099285421133,0,0,1,1,1,0
65,0.21088317871001272,0.3768432721737247,0.13244144213525794,0.588836976045606,0.5752207278085818,0.301923965812751,0.28499832852973866,0.30248587527280957,1,0,0,0,0,1
66,0.16075976793622943,0.3579349663390528,0.17126731431463366,0.44600819802162606,0.5311594610120386,0.5002088614681454,0.1814611360576793,0.17971102323244337,0,0,1,0,0,0
67,0.08857696544346816,0.835865149365403,0.04873862673693247,0.22429316370968155,0.12383704230980563,0.1707223592302414,0.17799531988326817,0.16910165584378223,0,0,1,1,1,0
68,0.3601882449912196,0.5000736888713644,0.21954385926308956,0.49816747094615,0.564151556021779,0.3755465567284973,0.23813843387753997,0.19515329116691532,0,1,1,0,0,0
69,0.5656152886933306,0.5765816443607005,0.1800138624536543,0.36859574337428946,0.3710912133473201,0.12577049067372537,0.05358643308246222,0.05513342257578255,1,0,0,0,0,1
70,0.2834144708033898,0.39396591566502587,0.056076925615833995,0.27078444115795774,0.18035054198511402,0.29068276885710426,0.18694626900732736,0.20123660883807098,0,0,0,0,1,0
71,0.2999480295943429,0.7118388605373469,0.14046186174952968,0.2912416267085608,0.2624381837254608,0.272801069141041,0.15624181205446283,0.14583852742287495,1,0,0,0,0,1
72,0.2543958932773326,0.4758289190036488,0.11846896900751436,0.47651384503589833,0.5237134097607271,0.36058676435545783,0.45836322404025986,0.3214262426499638,0,0,0,0,0,1
73,0.17933274847687317,0.2502233289917229,0.04397478353668599,0.2478197458715644,0.31762637993905785,0.27934180645791046,0.5344051824613077,0.37458431301852996,1,1,1,0,0,0
74,0.11996678742588915,0.3360409684269042,0.03271979140307835,0.14320029885422164,0.12621759328637783,0.18216452254699025,0.6699153422900047,0.11310137967803674,1,0,1,0,0,0
75,0.19526023839719026,0.6221565953155854,0.10977743060521711,0.6235132770081827,0.7717621384684549,0.4121073619719967,0.22797228069858422,0.2525152178832663,0,0,1,0,1,1
76,0.15866428481600506,0.28861684695661727,0.057914250822395597,0.2229012399379775,0.2889130326190119,0.27085959054539394,0.3371626566438684,0.43993970381223807,0,1,1,0,0,0
77,0.1927677801666992,0.28067153831982905,0.15233296293443938,0.4881742770440043,0.5299559168789648,0.45829373817528285,0.16892601259475432,0.28789895402223903,0,1,1,0,0,0
78,0.5381876419526932,0.486782705092612,0.259480928124278,0.6316017869844893,0.9945957590289224,0.3980512004869128,0.2291405028866743,0.3085806998500267,0,0,0,0,0,1
79,0.34146071688856366,0.7190581075534324,0.19612071336626585,0.6523363338160717,0.6193038488435983,0.30546097376814796,0.3223977015025163,0.5018238446107406,0,0,0,0,0,1
80,0.4074343438016579,0.4755763407011431,0.12154951426402477,0.6299683234994602,0.539407875018732,0.19398852194983307,0.22020310622419392,0.24988397203054702,0,0,0,0,0,1
81,0.37703544442272696,0.6241575067305734,0.2508994091954276,0.0,0.06154309655826962,0.0,0.0,0.061558111793428016,1,0,0,0,0,0
82,0.19194201133045755,0.29633624102724865,0.04907968710461752,0.236736552839371,0.2712064164044158,0.34605043681474057,0.376559662453357,0.404498433142958,0,0,1,0,1,0
83,0.7828091595188419,0.7804827913861587,0.349564872982518,0.30452017010127275,0.38063214945801493,0.4264176023564741,0.25802350900335197,0.15301500116986877,1,0,0,0,0,0
84,0.8192960207033126,0.34154630279015796,0.3297613677620939,0.4989801087952185,0.4857510365153105,0.3997386001831664,0.1895293681842412,0.35625381166263287,0,0,1,0,0,0
85,0.2895175843306954,0.8620405353431864,0.062183006392131424,0.21517810995174336,0.18834919326639687,0.3347087566785428,0.29675011971341064,0.2363978781265223,0,0,1,1,0,0
86,0.13076844987280128,0.4298069868685138,0.20377806871816306,0.46486057734132324,0.5213359808182226,0.2934489272702739,0.3177889610682954,0.33828002439464083,0,0,1,0,1,0
87,0.07778742437396874,0.32564356563642294,0.09397863421825664,0.3135871206112183,0.2657475398371546,0.34812397901911185,0.3913291350819021,0.7802372724029873,0,0,1,1,0,0
88,0.2924948976576953,0.4956185825234559,0.13832748396466177,0.5045058414742111,0.4549037789100353,0.2238219782554397,0.12298316784271918,0.15036457714038043,0,0,0,0,0,1
89,0.4996901472898873,0.5414238112013547,0.143784449847623,0.5013995998219156,0.29219429042409695,0.13683727753741562,0.13051562598820035,0.311760441558342,0,1,0,0,0,1
90,0.29931771796888135,0.4778783099392713,0.03485416918794626,0.13962121250889148,0.14376030271242313,0.5064754232495111,0.2353872841770494,0.29968202582916853,0,0,0,0,1,0
91,1.0,0.7139024721323555,0.1451486913183634,0.20353610046414528,0.1887456915929866,0.03248477679814652,0.06212629087196539,0.024271900518961442,1,0,0,0,0,1
92,0.43934083949629615,0.5358514135012232,0.19780401131000191,0.3932020899326044,0.31047379989010426,0.5579113278995858,0.23855856018648192,0.19896974834396447,0,0,1,0,1,0
93,0.15134751837525057,0.5124172212185165,0.17235650710175698,0.5645653052765169,0.7288107547829562,0.27499734437308543,0.20481654484509537,0.19914235193488627,0,1,1,0,0,0
94,0.20338762195242055,0.3174051174981981,0.05260031025491513,0.1772666096933163,0.22427287826564757,0.1889693870813081,0.18063533939881282,0.17533072765838298,1,0,0,0,0,1
95,0.20741040408126776,0.48318714064555324,0.16208068828182592,0.4606131628909029,0.5861166267046306,0.21999213360243686,0.13995536722653393,0.2864414125877881,0,0,0,0,0,1
96,0.04983098254370135,0.8838794282002138,0.14485163874005696,0.3208374059044179,0.36116626704630583,0.3737299643715351,0.3664965079823999,0.30814727305504525,0,0,1,1,1,0
97,0.5696380708221778,0.7464950922565277,0.14036284422342754,0.25808211326779695,0.2069783705479794,0.4313326653594283,0.10281529801863012,0.09809637417390005,1,0,0,0,0,1
98,0.12092134589714104,0.45903577465426015,0.15678875160903483,0.4319333923536306,0.48277573804885365,0.314093914451491,0.263384862803914,0.13540176362513567,0,0,0,0,0,1
99,0.36284737216113555,0.5769885491372261,0.16375298427821727,0.5081627117950188,0.5420600429591887,0.3500704817737865,0.1451920383805712,0.21515229390172336,1,1,0,0,0,0
100,0.1059499296202524,0.42284371172137847,0.13861353459562342,0.48741793022982105,0.4988448473949746,0.3964499292311314,0.3150594953063308,0.30687384211757757,0,0,1,0,0,0
101,0.7560315216419616,0.5710939242232772,0.2017867162487761,0.2824868355738871,0.23504389579899088,0.04652658354315179,0.4314642982987144,0.13153544318848698,0,0,0,0,0,1
102,0.43718020397247837,0.42652298414073275,0.11072359807685955,0.49915921663348906,0.6063739447524851,0.33055951905878833,0.19096592911159102,0.28472688358463144,0,0,0,0,0,1
103,0.24735640334489412,0.7870976603783342,0.2316239974475482,0.5968896644542585,0.6669726260052947,0.493027185006761,0.24617865758350582,0.4071220077249696,0,0,1,0,0,0
104,0.3949735678213793,0.6838996280004783,0.15902214692000488,0.04047223060901789,0.10389192766871469,0.07360967164967544,0.0014022280246835522,0.08260040734447457,1,0,0,0,0,1
105,0.46556998504525055,0.4630904401617276,0.15202490840878835,0.37204587207606454,0.4777539462510615,0.3899012968072187,0.2280210695602678,0.3302136832455612,0,1,1,0,0,0
106,0.48062473579185166,0.42762944840001416,0.3468363900410372,0.3581092353118779,0.25748351566012284,0.45241762532405827,0.15652641374761705,0.22629097896921135,1,0,0,0,0,1
107,0.590468657905941,0.5332554967696479,0.12852474888055182,0.34095377482562583,0.2628378040861181,0.05013751840995415,0.10677171330219279,0.07629462282279748,1,1,0,0,0,0
108,0.14095798276037097,0.3994811075308087,0.07769575214813024,0.22489905993971748,0.15034155052699927,0.3534251845301837,0.20770502615625086,0.2019078450249892,0,0,0,0,0,1
109,0.46137598846044864,0.48434321561428395,0.20756273860473307,0.47099937056388275,0.3661146910435086,0.3753857836396156,0.33744816183446125,0.16465231883335318,1,0,0,0,0,0
110,0.094280073516154,0.40713408465817086,0.03397401340037187,0.10725284397660345,0.10041085968330077,0.13449601943057618,0.1671072722508832,0.31171441393409616,0,0,1,1,1,0
111,0.7057111384852216,0.5106629089651561,0.16452312059234486,0.31497699743619934,0.3431646186123182,0.22051751708931805,0.1268709173209494,0.10322078300660115,1,0,0,0,0,1
112,0.14290800935164266,0.5466704265228225,0.26592806926826046,0.32401836111210625,0.2211196238573354,0.30174381382476306,0.14490382269766267,0.12133265314733055,0,0,0,0,0,1
113,0.06290994877202871,0.4722983171142403,0.08876371117687831,0.41411472112909586,0.37538244917328534,0.21629363482115427,0.16792764792511816,0.13598094456356224,0,0,0,0,1,1
114,0.04652336168220474,0.6999311590806989,0.025029430209146997,0.167685875555874,0.2183222813327338,0.2709966783131457,0.2913490120255509,0.34009044428164303,0,1,1,1,0,0
115,0.12857751090545175,0.352799207521436,0.1315172785583048,0.279386734761761,0.4812443803386782,0.4785202846832052,0.27604647590824083,0.2437277772876688,0,1,1,0,0,0
116,0.2573883583260984,0.40282166969933,0.037692671602873706,0.20246657080132857,0.1571350966581746,0.1903574904469205,0.1297241622320001,0.16427642656867897,1,1,0,0,0,1
117,0.19449810679236534,0.542017200533921,0.150902709779631,0.3170300849994627,0.3514614241470603,0.13298590077429467,0.3251777631210416,0.23396992094755537,0,0,1,0,1,0
118,0.19316627044914247,0.3223000946966636,0.12768860088235617,0.3972785843316464,0.40661840001998095,0.5347923012658009,0.2783666573305265,0.2298389416714932,0,0,1,0,1,0
119,0.42994828717361294,0.6354950890245596,0.21803659247686846,0.6432069514310716,0.6389898346570756,0.3249102111008076,0.1917953397602118,0.2766413642587826,0,0,1,0,0,1
120,0.0015015356270009703,0.5123632473522102,0.08591420681460615,0.2746541939379673,0.3110154728008391,0.40166141761671115,0.6030935752297143,0.24981493059417825,0,0,1,1,1,0
121,0.36509134215466577,0.27691873862751243,0.19790302883610394,0.6160685317762892,0.7402561316749087,0.20271333296967992,0.1535954680568481,0.2894562219758892,0,0,0,0,0,1
122,0.2994889324248361,0.5429169804368974,0.1522559493030266,0.30684959547215396,0.44577807333033614,0.4357517720926627,0.26623720421752606,0.481625388837534,0,1,1,0,0,0
123,0.05293557033353485,0.6527167923363573,0.08397786408194252,0.032100218511562695,0.014762538088815558,0.1776506745292363,0.1275882942871857,0.12253704264842952,1,0,0,0,0,1
124,0.056378041518747986,0.9160751626487917,0.02765889562452556,0.09897396795504909,0.09991445626654671,0.3740967279805464,0.23230093692684384,0.7503806868088665,0,0,0,1,1,0
125,0.3848552480261095,0.17187509089910116,0.18654901917639422,0.30448741895370324,0.32712516858983964,0.257353215605325,0.17945988923121406,0.16217833403014043,0,1,1,0,0,0
126,0.1769736253979221,0.5717362778716844,0.1944924251592532,0.27358978164195846,0.2835665492781857,0.2533159449581846,0.20116912568552872,0.2238898712377212,1,0,0,0,0,1
127,0.04691579127594165,0.23949513427211228,0.15903314886734954,0.21366336937665364,0.19020992557070782,0.2837637841391606,0.28078441647617935,0.6113810972218494,0,0,1,1,0,0
128,0.18779498508312994,0.4704998884971025,0.13792041191290855,0.6327931099773302,0.44232666466856474,0.16796337818711116,0.148952394719961,0.16823863788917315,0,0,0,0,0,1
129,0.1885283284165996,0.47391106916734804,0.09782931578889459,0.19459913107111604,0.19332571557020828,0.2856959321537565,0.22082200196962443,0.2188076543939121,1,0,0,0,0,0
130,0.047706711152121765,0.5826141127116534,0.1000077013631413,0.17625644148546926,0.2532531594984765,0.15403640936273566,0.3074186174682195,0.6636262863762068,0,1,1,0,0,0
131,0.15409907104793855,0.5087801259821142,0.07600145225704946,0.30232789016083894,0.37091013537139716,0.2966306554087225,0.3162078405507721,0.7292156509264978,1,1,0,0,0,0
132,0.33915614000796984,0.30414435262064127,0.1204713234242461,0.5163566395275647,0.5627091762825315,0.4850610220000746,0.24327029932870142,0.27208462945844664,0,1,1,0,0,0
133,0.05726138689770013,0.6725575209512328,0.14487364263474634,0.26049443998096344,0.31407974923822357,0.20698458588010343,0.10219278828344525,0.35246803956841427,0,0,0,0,1,1
134,0.8124580486703606,0.5231484863077673,0.11766582685135274,0.34522063526991553,0.26340913632049534,0.2544413565803564,0.052730821008122444,0.10378462140361239,1,0,0,0,0,0
135,0.11701674719806784,0.5183218652333965,0.1007448318352348,0.1717613464815545,0.2510037339527449,0.2730300272452966,0.1348885535909506,0.1302543409803117,0,0,0,0,0,1
136,0.7666331813615639,0.42743569191587827,0.08594721265664024,0.21179041312502245,0.16707409211249302,0.12325266926391765,0.09855350060082582,0.03699470298757637,1,0,0,0,0,0
137,0.21510899391052302,0.5453558235216169,0.16265278954374923,0.3993419066285253,0.38994829911583995,0.41217339377635887,0.20317669699406407,0.21871943478077427,0,1,1,0,0,0
138,0.0694600380914285,0.6149522153524944,0.0632611972319101,0.20230997937701178,0.10094472750886652,0.20985840484386348,0.19055574127447353,0.4510630463383107,0,0,1,1,1,0
139,0.32247106399935754,0.7671517312036817,0.20340400250844398,0.31212867107101383,0.2263833732953694,0.09506498390833637,0.1644311128377951,0.04803366153586511,1,0,0,0,0,1
140,0.2024679124412303,0.21305812048130465,0.14246421616626148,0.5612809792593123,0.46475691842749367,0.5327122994283942,0.25385748231403765,0.347328288194298,0,0,1,0,1,0
141,0.2992358986713455,0.40353609623508035,0.12305678105024592,0.479581194700455,0.5574032793845846,0.6323327601007128,0.40517161933845924,0.39430331437250926,0,0,0,0,0,1
142,0.18225248526116264,0.006722493527983986,0.092658400536895,0.3438174532912345,0.5121993481192867,0.40502903963917924,0.21408281457522071,0.2784824692286154,0,0,1,0,0,0
143,0.3506199326960519,0.2578653174277412,0.13922964364692553,0.22256963456883627,0.18396897946950397,0.20859231676892026,0.027671416051535502,0.017003371523476002,1,0,0,0,0,1
144,0.6443103012010769,0.3305151110665817,0.34464700251944597,0.5785295758214654,0.5950409610869672,0.33619734322470624,0.2573061320371157,0.4217664635058474,1,0,0,0,0,1
145,0.5844200905769926,0.3548881900655766,0.14179309737823592,0.28784062472813987,0.3088425370897646,0.16888208155214932,0.3615498595061483,0.3483140464802292,1,1,0,0,0,0
146,0.1989951378124853,0.3676799963801958,0.04942074747230257,0.16718642055543909,0.14039631100454564,0.9999999999999999,0.4883141641293447,0.13984342936485716,0,1,0,0,0,0
147,0.1998512100922588,0.47944807681741636,0.04614216716358793,0.12656680978235846,0.06508192217393471,0.1828958965540011,0.1543896423053641,0.263385408475987,1,0,0,0,0,0
148,0.5709880892315197,0.3503503453357853,0.17417182841362921,0.3538362340274189,0.2934290548978469,0.28167014529867906,0.09122794336878057,0.03857498475334947,1,0,0,0,0,1
149,0.8779453053147693,0.8296856264685254,0.9330091426182436,0.2991714983138277,0.3487827189170287,0.11795218148984976,0.06077465870384259,0.3270032564544154,0,0,0,0,0,1
150,0.3160861284472061,0.31400751109373026,0.02493041268304491,0.30604616888333946,0.2735791622958189,0.30096506917549243,0.16823664404911415,0.2414685880642699,0,1,0,0,0,0
151,0.397359963999509,0.48341208562129734,0.09505682505803531,0.18954214919171197,0.20060005494779953,0.08039443954788311,0.12188361145996152,0.1548292566922248,1,0,0,0,0,0
152,0.03669898528919332,0.5076579866778277,0.05859637155776576,0.17505181333892839,0.0572471776812028,0.34814981755125357,0.24029056477624888,0.29718502721383283,0,0,0,1,1,0
153,0.17791303214740808,0.07823075605428409,0.13809644307042346,0.09296208542932155,0.18137613017633236,0.08370177166202053,0.11621868252003506,0.1858825605167368,1,0,0,0,0,1
154,0.6114250042803614,0.5436537075521397,0.14546774779135907,0.24743491988762256,0.18882530346171134,0.04327810586333713,0.04711739142219533,0.05633781207688146,1,0,0,0,0,1
155,0.344806217054475,0.5756393640779679,0.23963341511447528,0.3938069626892786,0.46656613716968864,0.43173746902964827,0.26467776763852874,0.27823315293061723,0,1,1,1,0,0
156,0.4038570222927282,0.39469779482820466,0.12590628541251803,0.22090034951615312,0.23427275338428488,0.4063381919343586,0.21169758133735694,0.2117078933539946,0,0,1,0,1,0
157,0.07378282431124061,0.6722792485027907,0.08884072480829108,0.18019169656061784,0.13048073080573452,0.13876153044496822,0.20360947226714618,0.4163697245630253,0,0,0,1,1,0
