,attr4,attr6,attr13,attr23,attr26,attr28,attr30,attr39,attr40,attr45,attr46,attr50,attr51,attr52,attr55,attr58,attr73,attr87,attr89,attr90,attr93,attr103,attr105,attr107,attr109,attr111,attr115,attr117,attr118,attr121,attr123,attr128,attr139,attr142,attr146,attr155,attr159,attr170,attr172,attr174,attr181,attr188,attr190,attr191,attr192,attr196,attr201,attr203,attr209,attr210,attr214,attr215,attr216,attr218,attr219,attr221,attr224,attr226,attr228,attr229,attr235,attr237,attr240,attr242,attr247,attr248,attr250,attr255,attr259,attr261,attr262,attr263,attr264,attr268,attr270,attr275,attr276,attr278,attr279,attr280,attr281,attr282,attr285,attr287,attr289,attr291,attr292,attr293,Beach,Sunset,FallFoliage,Field,Mountain,Urban
10,0.659288,0.639541,0.728673,0.507144,0.707954,0.437525,0.203283,0.573888,0.739524,0.024094,0.506749,0.009552,0.007324,0.007998,0.008249,0.004138,0.153497,0.762819,0.538665,0.318379,0.183907,0.140521,0.143567,0.176461,0.177058,0.176797,0.269026,0.308944,0.356289,0.240336,0.362119,0.269122,0.286783,0.311214,0.374321,0.002149,0.001694,0.069071,0.014602,0.010479,0.049218,0.112323,0.000588,0.005095,0.029044,0.013734,0.187433,0.162809,0.263922,0.2534,0.393765,0.467772,0.492564,0.468856,0.353753,0.55919,0.572878,0.445988,0.360854,0.358237,0.549148,0.56165,0.517691,0.600756,0.008134,0.010328,0.012204,0.008466,0.013759,0.030952,0.033771,0.076854,0.198914,0.270779,0.102787,0.209664,0.18751,0.071981,0.048715,0.125257,0.116349,0.206384,0.474307,0.085384,0.034962,0.066941,0.069697,0.057397,1,0,0,0,0,0
11,0.546531,0.609901,0.657658,0.614942,0.54665,0.195818,0.536589,0.669009,0.863166,0.674769,0.643303,0.446899,0.218193,0.006928,0.001811,0.217581,0.238857,0.001988,0.174296,0.117855,0.003095,0.186831,0.191502,0.370213,0.215151,0.227778,0.331975,0.286852,0.252407,0.356838,0.370521,0.358457,0.350425,0.397908,0.340117,0.003797,0.000719,0.006355,0.00228,0.011223,0.012079,0.000957,0.000769,0.000703,0.000923,0.000473,0.261395,0.270297,0.272399,0.279813,0.578435,0.394592,0.292148,0.625089,0.607913,0.597233,0.485038,0.605755,0.603675,0.534029,0.605833,0.452418,0.651973,0.637111,0.223556,0.012952,0.001325,0.534607,0.000718,0.084581,0.161117,0.150111,0.272995,0.050924,0.02251,0.025138,0.019399,0.073856,0.032658,0.056067,0.023722,0.003344,0.02244,0.046696,0.001173,0.001753,0.006035,0.062658,1,0,0,0,1,0
12,0.808136,0.792088,0.57002,0.427348,0.392757,0.424788,0.631467,0.721064,0.735945,0.762001,0.806711,0.951331,1.0,1.0,0.010371,0.004422,0.790576,0.336041,0.249065,0.269439,0.335887,0.18471,0.175528,0.216813,0.198861,0.193599,0.303529,0.313564,0.327163,0.245751,0.322467,0.196408,0.364731,0.366744,0.380727,0.008561,0.002612,0.041366,0.015925,0.017087,0.01965,0.001011,0.007841,0.001859,0.002195,0.004477,0.318157,0.296395,0.530717,0.6353,0.569399,0.67626,0.741785,0.414206,0.480688,0.612011,0.597632,0.368528,0.415949,0.513342,0.51815,0.64977,0.66228,0.66195,0.115117,0.068562,0.005611,0.008169,0.312535,0.134983,0.207985,0.306968,0.217061,0.1645,0.053683,0.020503,0.036294,0.14657,0.085101,0.037947,0.364724,0.206141,0.212808,0.072871,0.138656,0.089166,0.075736,0.078818,1,0,0,0,0,0
13,0.447488,0.356078,0.427573,0.64077,0.586573,0.226464,0.655872,0.60275,0.689688,0.818711,0.872633,0.006974,0.00488,0.006052,0.025813,0.00601,0.013337,0.181324,0.318931,0.012771,0.003986,0.019802,0.140681,0.0,0.0,0.015326,0.0,0.0,0.01611,0.006103,0.082037,0.0,0.030542,0.0,0.309758,0.00707,0.002736,0.027319,0.02833,0.081694,0.167238,0.061101,0.010785,0.020146,0.057444,0.001557,0.0,0.0,0.0,0.164799,0.0,0.049498,0.478559,0.05731,0.116257,0.337375,0.724044,0.280387,0.464548,0.49017,0.496476,0.480662,0.459448,0.44146,0.021238,0.017955,0.010887,0.064182,1.0,0.073947,0.077512,0.103856,0.501213,0.042198,0.949212,0.236324,0.395576,0.131681,0.127353,0.227368,0.016376,0.016506,0.02389,0.026791,0.003769,0.011945,0.008513,0.019112,1,0,0,0,0,0
14,0.831317,0.825721,0.64595,0.645519,0.735822,0.838363,0.592163,0.529652,0.571635,0.669073,0.678801,0.000369,0.000348,0.000228,0.000677,0.245346,0.069646,0.322517,0.691822,0.681934,0.013863,0.300878,0.291708,0.276722,0.289726,0.308114,0.29406,0.318477,0.33439,0.383532,0.374767,0.364431,0.351564,0.374362,0.373093,0.007301,0.003812,0.107955,0.034726,0.407576,0.053174,0.065518,0.000498,0.000699,0.000393,0.004131,0.251923,0.240707,0.456991,0.465278,0.343141,0.353473,0.425434,0.52534,0.460771,0.558418,0.502237,0.612889,0.74121,0.707976,0.615238,0.632671,0.699521,0.707875,0.001489,0.002204,0.028196,0.1035,0.203544,0.022246,0.031272,0.102731,0.140425,0.481843,0.224945,0.173442,0.289142,0.156891,0.11252,0.127955,0.0093,0.069264,0.521537,0.326446,0.004328,0.004638,0.025219,0.126349,1,0,0,0,0,0
15,0.657683,0.63442,0.514171,0.581115,0.537051,0.442084,0.686747,0.863118,0.879793,0.618536,0.722383,0.030061,0.033519,0.111722,0.129783,0.173658,0.300483,0.028734,0.006967,0.006754,0.282909,0.197407,0.277016,0.215377,0.164822,0.208237,0.114808,0.091811,0.084733,0.077133,0.0,0.311001,0.010384,0.126577,0.106091,0.133508,0.099214,0.154108,0.178229,0.106936,0.059995,0.016022,0.0649,0.151012,0.067203,0.005256,0.321949,0.334563,0.056249,0.079699,0.0,0.0,0.0,0.890298,0.388509,0.003903,0.0,0.727288,0.479648,0.438003,0.567074,0.525441,0.920905,0.826411,0.256606,0.086437,0.020311,1.0,1.0,0.74102,0.064347,0.063224,0.215156,1.0,0.738097,0.279987,0.047969,0.043531,0.055302,0.085401,0.313417,0.443839,0.003967,0.010731,0.266529,0.52344,0.245411,0.007965,1,0,0,0,1,0
16,0.855657,0.767435,0.35969,0.886248,0.802701,0.528515,0.842893,0.839111,0.746937,0.632261,0.57446,0.083494,0.139266,0.171171,0.197829,0.111686,0.004725,0.129918,0.392503,0.363793,0.337341,0.244506,0.276392,0.373484,0.544321,0.537867,0.395535,0.411289,0.409396,0.0,0.346872,0.029561,0.400617,0.589746,0.359438,0.131939,0.096163,0.029518,0.022962,0.016751,0.0092,0.064208,0.449233,0.381704,0.134993,0.086131,0.325897,0.314021,0.601203,0.749989,0.676742,0.849962,0.813115,0.307904,0.393888,0.549014,0.88379,0.446726,0.494856,0.497182,0.669384,0.835123,0.824566,0.877348,0.027078,0.047205,0.027701,0.663773,0.227406,0.183144,0.092654,0.208927,0.147707,0.012799,0.201128,0.124173,0.008678,0.001238,0.555952,0.156717,0.215521,0.145193,0.605465,0.16816,0.273447,0.218255,0.245346,0.252017,1,0,0,0,1,0
17,0.553284,0.56681,0.751798,0.558144,0.710102,0.419069,0.679547,0.594721,0.888827,0.450153,0.415778,0.058446,0.048073,0.044731,0.044022,0.013386,0.113114,0.279538,0.172633,0.327355,0.19216,0.052044,0.044403,0.078875,0.061646,0.098237,0.385267,0.429143,0.426433,0.0,0.190706,0.0,0.471159,0.496118,0.485295,0.002027,0.002879,0.109619,0.177453,0.017225,0.0103,0.055259,0.223032,0.07823,0.072868,0.11332,0.0,0.0,0.134449,0.11677,0.454811,0.621075,0.725342,0.28621,0.200763,0.547828,0.832506,0.290403,0.504283,0.517736,0.806808,0.803073,0.755949,0.801049,0.049434,0.06937,0.080538,0.055375,0.114857,0.64022,0.851746,0.736352,0.412969,0.108307,0.11864,0.084115,0.078669,0.010717,0.450936,0.132573,0.295202,0.626667,0.374225,0.126859,0.137096,0.17898,0.333771,0.163273,1,0,0,0,0,0
18,0.724356,0.584093,0.90915,0.191144,0.299098,0.08219,0.745363,0.745148,0.73784,0.690042,0.672249,0.677972,0.159329,0.038464,0.320022,0.372246,0.568254,0.002656,0.018096,0.014967,0.009887,0.165309,0.252517,0.272517,0.240576,0.286639,0.259177,0.237984,0.170075,0.399801,0.357366,0.400706,0.0,0.0,0.0,0.002319,0.016792,0.11592,0.19537,0.07781,0.223445,0.014289,0.007724,0.011808,0.013672,0.025736,0.086006,0.341944,0.394905,0.451132,0.069176,0.26135,0.175356,0.473508,0.562042,0.448079,0.571379,0.60921,0.6215,0.630312,0.650183,0.518943,0.691772,0.608148,0.132397,0.023072,0.661342,0.395717,0.010072,0.432868,0.31872,0.270462,0.341208,0.443516,0.892674,0.160391,0.122054,0.055216,0.171795,0.119985,0.008219,0.009473,0.011099,0.009074,0.006961,0.006462,0.006468,0.004161,1,0,0,0,0,0
19,0.843849,0.857848,0.58487,0.572331,0.515184,0.656725,0.592997,0.58224,0.642166,0.437822,0.410785,0.002292,0.001149,0.001047,0.001675,0.106094,0.228419,0.216152,0.37468,0.231295,0.390018,0.105158,0.115919,0.311722,0.462222,0.43345,0.536914,0.488669,0.463971,0.539664,0.457792,0.186152,0.452428,0.388052,0.581084,0.185275,0.075824,0.118365,0.021744,0.045823,0.042951,0.129174,0.306398,0.064409,0.085836,0.073229,0.280831,0.246265,0.552335,0.489757,0.679001,0.666186,0.637815,0.508208,0.603205,0.749922,0.725208,0.221428,0.582707,0.720724,0.668389,0.831555,0.728619,0.785662,0.006195,0.006336,0.00763,0.750331,0.233085,0.079427,0.029786,0.051271,0.054089,0.066638,0.093991,0.270688,0.313901,0.241955,0.127433,0.092795,0.064656,0.448691,0.234834,0.115587,0.249246,0.176449,0.196422,0.175853,1,0,0,0,0,0
20,0.361194,0.087919,0.360496,0.722254,0.641323,0.520397,0.878004,0.927701,0.902293,0.486191,0.563315,0.682039,0.340641,0.289001,0.117305,0.235338,0.069259,0.031108,0.048608,0.062002,0.331207,0.310357,0.321043,0.190117,0.32155,0.276461,0.298813,0.246722,0.251036,0.155837,0.034444,0.150233,0.296283,0.406132,0.378004,0.017748,0.026962,0.130938,0.060644,0.013614,0.025508,0.062179,0.008621,0.00592,0.010904,0.002774,0.237308,0.0,0.470265,0.252706,0.641897,0.617228,0.398148,0.5035,0.405093,0.154478,0.0,0.404511,0.392311,0.357745,0.556305,0.580627,0.46634,0.546576,0.956007,1.0,0.880946,1.0,1.0,1.0,1.0,0.626288,1.0,0.454419,0.18326,0.049546,0.024902,0.070758,0.202554,0.267781,0.079535,0.07875,0.110789,0.099081,0.211187,0.19383,0.130131,0.073152,1,0,0,0,0,0
21,0.48277,0.564232,0.694201,0.727851,0.665293,0.433667,0.815015,0.835453,0.74611,0.653065,0.569989,0.059763,0.052554,0.022899,0.008739,0.044514,0.231568,0.043973,0.106565,0.20696,0.253601,0.110953,0.175158,0.15179,0.066626,0.143162,0.285494,0.268148,0.271481,0.399444,0.375638,0.379787,0.347846,0.417805,0.315508,0.010267,0.002695,0.013104,0.164938,0.471879,0.035226,0.058444,0.0338,0.069087,0.357837,0.013757,0.0,0.00236,0.008141,0.056741,0.367608,0.345086,0.282676,0.762961,0.709239,0.679952,0.368872,0.641148,0.566828,0.531915,0.648674,0.565676,0.677659,0.635679,0.084289,0.015394,0.011326,0.130571,0.029923,1.0,1.0,1.0,1.0,0.129688,0.348594,0.093727,0.129704,0.019732,0.033772,0.030293,0.037906,0.073487,0.029938,0.135843,0.225616,0.388348,0.08392,0.009599,1,0,0,0,0,0
22,0.817414,0.766842,0.78072,0.800124,0.684949,0.612034,0.614335,0.795897,0.814891,0.773697,0.804823,0.000594,0.00059,0.000711,0.00205,0.000565,0.23125,0.055297,0.029934,0.065982,0.032752,0.090007,0.078107,0.12939,0.123765,0.153251,0.190645,0.33869,0.358169,0.302346,0.349643,0.098279,0.329307,0.296214,0.303944,0.000334,0.002976,0.011105,0.003971,0.012031,0.07633,0.048655,0.000846,0.001069,0.000784,0.000245,0.27562,0.260568,0.355195,0.391394,0.517434,0.704923,0.734847,0.461431,0.600868,0.726304,0.790727,0.387234,0.511227,0.632448,0.578077,0.642836,0.58311,0.626465,0.000616,0.001472,0.001398,0.001711,0.227241,0.002386,0.161432,0.469257,0.22749,0.135512,0.148017,0.037663,0.0614,0.087591,0.106501,0.208687,0.095949,0.075868,0.020444,0.020489,0.005959,0.018572,0.010047,0.002759,1,0,0,0,0,0
23,0.751672,0.723825,0.637807,0.828515,0.906546,0.903949,0.659072,0.539857,0.506651,0.495405,0.560619,0.01627,0.003419,0.002253,0.001123,0.001891,0.35255,0.337924,0.312322,0.291058,0.342039,0.259266,0.227305,0.209136,0.208258,0.202956,0.268155,0.251097,0.237942,0.360034,0.362346,0.27284,0.262318,0.290014,0.251104,0.000401,0.000545,0.005811,0.001563,0.048474,0.096487,0.039348,0.015304,0.015593,0.01836,0.029558,0.235552,0.174651,0.179437,0.150116,0.351371,0.33538,0.309436,0.578547,0.449868,0.462068,0.462348,0.418713,0.43892,0.438216,0.752248,0.687936,0.59711,0.592581,0.003487,0.004353,0.002715,0.002976,0.006564,0.085165,0.07361,0.086899,0.09188,0.113244,0.030071,0.247905,0.478933,0.190265,0.14018,0.071073,0.140156,0.474739,0.158548,0.35436,0.041719,0.041683,0.173503,0.14623,1,0,0,0,0,0
24,0.820705,0.791051,0.799631,0.669043,0.843989,0.715441,0.573454,0.844813,0.851213,0.642345,0.824873,0.001031,0.000839,0.000994,0.001374,0.000342,0.227643,0.598124,0.020713,0.053268,0.868192,0.275761,0.254554,0.280686,0.277188,0.267723,0.305075,0.260809,0.244952,0.324753,0.378848,0.348752,0.383107,0.337332,0.390645,0.000154,0.000256,0.0036,0.000788,0.000524,0.000346,0.004308,0.006945,0.013599,0.009236,0.001178,0.266338,0.236995,0.275038,0.247249,0.357208,0.318494,0.303833,0.534275,0.508119,0.57612,0.492854,0.554348,0.608707,0.592514,0.633812,0.613348,0.569903,0.65422,0.000834,0.000557,0.002968,0.001371,0.001665,0.074534,0.088075,0.083666,0.083109,0.023527,0.020009,0.026505,0.021793,0.00457,0.00271,0.002166,0.054086,0.033154,0.007667,0.002881,0.057352,0.004068,0.006069,0.009132,1,0,0,0,0,0
25,0.839497,0.790817,0.499033,0.672771,0.696275,0.766787,0.75025,0.841543,0.848697,0.780157,0.859435,0.011881,0.010094,0.00868,0.022316,0.128997,0.028556,0.080702,0.024122,0.077446,0.104898,0.201022,0.232147,0.1862,0.436461,0.450412,0.38762,0.45655,0.510734,0.258326,0.387572,0.432455,0.496283,0.510741,0.502963,0.008281,0.127735,0.007298,0.060302,0.032223,0.003135,0.012131,0.010953,0.008715,0.023472,0.001329,0.302939,0.278348,0.468599,0.538882,0.401928,0.435252,0.471484,0.215971,0.253903,0.397846,0.569646,0.483483,0.601382,0.620918,0.600666,0.595959,0.617407,0.599358,0.018331,0.016559,0.034451,0.233497,0.167894,0.325839,0.292154,0.293044,0.286638,0.048161,0.270362,0.181719,0.095735,0.008436,0.006221,0.002585,0.006188,0.00505,0.005394,0.011032,0.012935,0.003398,0.040586,0.018594,1,0,0,0,0,0
26,0.930799,0.964986,0.914124,0.490072,0.650922,0.66412,0.399877,0.772264,0.714846,0.635295,0.480391,0.175564,0.125754,0.095524,0.010464,0.038586,0.272974,0.083826,0.112319,0.06392,0.081237,0.317442,0.299246,0.28404,0.292942,0.284506,0.319746,0.301605,0.302661,1.0,0.303594,0.920768,0.351797,0.369342,0.350871,0.006617,0.000336,1.0,0.056569,0.16386,0.110954,0.000624,0.002938,0.005828,0.001065,0.001047,0.474705,0.468879,0.472524,0.457819,0.482712,0.484903,0.469583,0.476024,0.639851,0.483047,0.431506,0.524087,0.484121,0.515801,0.62755,0.449141,0.44298,0.48601,0.020185,0.013837,0.00333,0.002303,0.002186,0.047197,0.024199,0.007823,0.010949,0.065736,0.021848,0.112428,0.039147,0.037004,0.144625,0.004563,0.071313,0.004101,0.063953,0.004862,0.005944,0.227656,0.365768,0.007404,1,0,0,0,0,0
27,0.795373,0.78289,0.797102,0.67438,0.64658,0.663902,0.698658,0.681796,0.688818,0.67531,0.665636,0.00134,0.001576,0.001486,0.000469,5.2e-05,0.01157,0.00031,0.059685,0.555242,0.000643,0.162366,0.141433,0.196221,0.203333,0.201475,0.232449,0.254678,0.247394,0.231914,0.263134,0.333594,0.365638,0.319863,0.156413,0.001673,0.001088,0.028345,0.010374,0.005271,0.123859,0.241926,0.000183,5.4e-05,0.000573,0.086325,0.261541,0.252773,0.282944,0.271471,0.27695,0.289654,0.308575,0.205415,0.229223,0.23941,0.299047,0.423365,0.414128,0.495068,0.460536,0.793467,0.477959,0.577429,0.006003,0.005662,0.003502,0.001709,0.002874,0.160596,0.169605,0.136285,0.103704,0.117647,0.043793,0.012658,0.014486,0.190135,0.132498,0.263771,0.002799,0.001834,0.248315,0.135442,0.000121,0.239048,0.173295,0.114449,1,0,0,0,0,0
28,0.71308,0.697593,0.659617,0.72179,0.592657,0.495949,0.708058,0.694734,0.656898,0.785294,0.705957,3.5e-05,0.000166,0.0,0.0,0.019735,0.117732,0.075067,0.020774,0.043473,0.106298,0.080316,0.048999,0.086632,0.03192,0.011879,0.394136,0.07644,0.0,0.475487,0.248909,0.517236,0.241667,0.466036,0.185713,0.045872,0.027549,0.208723,0.316178,0.031193,0.321542,0.059718,0.017644,0.036495,0.009439,0.00554,0.259427,0.246477,0.265633,0.251118,0.498401,0.36876,0.321994,0.644078,0.643105,0.495851,0.310263,0.684223,0.558005,0.521605,0.574175,0.565329,0.728339,0.601405,0.00147,0.002804,0.002633,0.030442,0.004329,0.086101,0.163049,0.246599,0.073848,0.074419,0.07149,0.055815,0.068058,0.010288,0.0885,0.267114,0.01667,0.044887,0.007555,0.06569,0.064267,0.038255,0.008441,0.005728,1,0,0,0,0,0
