,attr1,attr3,attr13,attr14,attr23,attr26,attr27,attr28,attr29,attr30,attr35,attr36,attr39,attr42,attr48,attr50,attr53,attr54,attr56,attr58,attr59,attr62,attr63,attr64,attr65,attr66,attr74,attr78,attr81,attr82,attr84,attr86,attr89,attr96,attr98,attr100,attr104,attr107,attr110,attr113,attr116,attr117,attr118,attr119,attr120,attr122,attr124,attr125,attr132,attr135,attr139,attr144,attr146,attr147,attr148,attr152,attr154,attr156,attr160,attr163,attr164,attr167,attr173,attr176,attr187,attr188,attr190,attr192,attr193,attr194,attr196,attr198,attr204,attr206,attr211,attr212,attr213,attr215,attr218,attr219,attr222,attr223,attr225,attr228,attr230,attr231,attr234,attr235,attr238,attr239,attr241,attr242,attr243,attr244,attr245,attr248,attr252,attr254,attr256,attr257,attr258,attr261,attr268,attr271,attr275,attr277,attr285,attr286,attr287,attr291,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
10,0.619144,0.654479,0.728673,0.712568,0.507144,0.707954,0.594928,0.437525,0.098745,0.20376388276332144,0.259891,0.1511344779231842,0.573888,0.1136,0.6359736675750206,0.009552,0.008704,0.008452,0.00856,0.004138,0.004058,0.00351,0.003719,0.307598,0.33713,0.245423,0.175284,0.499071,0.612925,0.350492,1.0,1.0,0.538665,0.891956,1.0,0.134911,0.138333,0.176461,0.179328,0.235645,0.269143,0.308944,0.356289,0.336831,0.304012,0.289657,0.360391,0.359348,0.175302,0.336344,0.286783,0.360364,0.374321,0.318567,0.000308,0.000265,0.000209,0.001917,0.001643,0.01043,0.017523,0.015899095394572366,0.007126007126007125,0.026344,0.04133,0.112323,0.000588,0.029044,0.017224,0.008816,0.013734,0.193919,0.268116,0.277107,0.325505,0.332562,0.361749,0.467772,0.468856,0.353753,0.567364,0.560767,0.544216,0.360854,0.362833,0.457237,0.520833,0.549148,0.529489,0.519011,0.541857,0.600756,0.628836,0.640689,0.559302,0.010328,0.011718,0.007406,0.006447,0.00621,0.008074,0.030952,0.270779,0.06551045857321001,0.209664,0.15830447491342475,0.474307,0.162633,0.085384,0.066941,0.043405,1,0,0,0,0,0
11,0.572007,0.500457,0.657658,0.660909,0.614942,0.54665,0.354527,0.195818,0.475972,0.5378583456958422,0.063513,0.6383592962098353,0.669009,0.729812,0.6761696032932836,0.446899,0.003787,0.002029,0.002493,0.217581,0.099062,0.001337,0.001677,0.360171,0.338431,0.241521,0.205534,0.489544,0.599066,1.0,0.440826,0.005254,0.174296,0.003844,0.158656,0.346358,0.198861,0.370213,0.213992,0.376317,0.391372,0.286852,0.252407,0.249506,0.358066,0.362723,0.341509,0.28489,0.315123,0.38454,0.350425,0.370473,0.340117,0.346708,0.009837,0.000466,0.001655,0.023251,0.000404,0.042602,0.063772,0.0017460104760628566,0.006421006421006421,0.010234,0.000595,0.000957,0.000769,0.000923,0.001237,0.000861,0.000473,0.550177,0.58983,0.507716,0.61876,0.650575,0.685621,0.394592,0.625089,0.607913,0.579721,0.531915,0.620695,0.603675,0.480475,0.50577,0.651883,0.605833,0.471361,0.642836,0.645162,0.637111,0.621533,0.554135,0.450472,0.012952,0.001574,0.130688,0.105894,0.001348,0.002296,0.084581,0.050924,0.014507101549710846,0.025138,0.020274060822182468,0.02244,0.006482,0.046696,0.001753,0.033016,1,0,0,0,1,0
12,0.572858,0.495084,0.57002,0.619333,0.427348,0.392757,0.519986,0.424788,0.626259,0.6329607874584019,0.751329,0.32263210128535325,0.721064,0.808328,0.8560786593143267,0.951331,0.01891,0.012452,0.011616,0.004422,0.004072,0.645236,0.175829,0.325722,0.522042,0.814863,0.585579,0.042999,0.046661,0.292455,0.257443,0.358845,0.249065,0.174288,0.196427,0.240706,0.181782,0.216813,0.197456,0.34478,0.291468,0.313564,0.327163,0.278721,0.223487,0.26044,0.319085,0.30682,0.279846,0.161523,0.364731,0.368029,0.380727,0.376101,0.033226,0.001452,0.000733,0.003312,0.035918,0.011721,0.012923,0.023264139584837508,0.017133017133017136,0.011147,0.011738,0.001011,0.007841,0.002195,0.001418,0.002057,0.004477,0.361943,0.372573,0.361749,0.560318,0.528963,0.528929,0.67626,0.414206,0.480688,0.591104,0.620602,0.353181,0.415949,0.612444,0.600378,0.444536,0.51815,0.631768,0.664912,0.677627,0.66195,0.644768,0.638194,0.616933,0.068562,0.006318,0.007709,0.005211,0.028202,0.341694,0.134983,0.1645,0.0762735339147374,0.020503,0.07433022299066898,0.212808,0.102724,0.072871,0.089166,0.115966,1,0,0,0,0,0
13,0.482089,0.459284,0.427573,0.381135,0.64077,0.586573,0.362919,0.226464,0.604854,0.6574235195060343,0.527634,0.6958636858579,0.60275,0.759557,0.89469473097012,0.006974,0.004386,0.008998,0.033554,0.00601,0.022769,0.008219,0.060662,0.01155,0.020376,0.022549,0.084739,0.029202,0.410778,0.383699,0.31348,0.006316,0.318931,0.01549,0.033577,0.0,0.067209,0.0,0.0,0.0,0.0,0.0,0.01611,0.03704,0.0,0.05633,0.126674,0.103429,0.125538,0.0,0.030542,0.208447,0.309758,0.299853,0.003843,0.004567,0.012802,0.003873,0.004212,0.006892,0.009597,0.06778540671244028,0.05727805727805728,0.055185,0.102038,0.061101,0.010785,0.057444,0.04688,0.013306,0.001557,0.0,0.0,0.0,0.007525,0.0,0.0,0.049498,0.05731,0.116257,0.781677,0.769935,0.223817,0.464548,0.55006,0.581641,0.468239,0.496476,0.466985,0.432943,0.456629,0.44146,0.425346,0.447169,0.473567,0.017955,0.004525,0.01489,0.058344,0.00625,0.007759,0.073947,0.042198,0.4926724487071409,0.236324,0.22789268367805104,0.02389,0.00952,0.026791,0.011945,0.031256,1,0,0,0,0,0
14,0.790277,0.820209,0.64595,0.618595,0.645519,0.735822,0.744785,0.838363,0.584277,0.5935638105929996,0.679152,0.6587184236643215,0.529652,0.560608,0.5886703794829405,0.000369,0.00037,0.014799,0.004534,0.245346,0.214579,0.149282,0.148201,0.039405,0.016087,0.056379,0.132285,0.137762,0.302308,0.279706,0.362309,0.157808,0.691822,0.072491,0.25407,0.283313,0.295995,0.276722,0.302593,0.282318,0.319787,0.318477,0.33439,0.352764,0.407236,0.370336,0.437984,0.484911,0.427723,0.386742,0.351564,0.381529,0.373093,0.367888,0.000207,0.000711,0.000161,0.004764,0.008301,0.001625,0.001365,0.009748058488350931,0.163992163992164,0.004209,0.084164,0.065518,0.000498,0.000393,0.000674,0.001047,0.004131,0.198504,0.230609,0.300523,0.395218,0.370728,0.317208,0.353473,0.52534,0.460771,0.55796,0.492474,0.618671,0.74121,0.663446,0.634024,0.614343,0.615238,0.634494,0.6944,0.702563,0.707875,0.700606,0.661959,0.637223,0.002204,0.002331,0.143344,0.097457,0.147039,0.202481,0.022246,0.481843,0.1229838608870262,0.173442,0.21213063639190918,0.521537,0.624055,0.326446,0.004638,0.154491,1,0,0,0,0,0
15,0.629558,0.70986,0.514171,0.51241,0.581115,0.537051,0.49219,0.442084,0.506795,0.6883715568742232,0.784541,0.5894182360244454,0.863118,0.847675,0.8317933391220964,0.030061,0.107942,0.173199,0.073088,0.173658,0.146126,0.104923,0.131626,0.185168,0.143487,0.032226,0.236227,0.196839,0.024784,0.01011,0.0113,0.13195,0.006967,0.124063,0.017662,0.252195,0.260741,0.215377,0.171879,0.141838,0.097881,0.091811,0.084733,0.10535,0.175775,0.0,0.0,0.0,0.0,0.366283,0.010384,0.14227,0.106091,0.070069,0.054534,0.048294,0.055355,0.150171,0.087059,0.056047,0.007292,0.0026280157680946084,0.14611514611514612,0.069595,0.003795,0.016022,0.0649,0.067203,0.051262,0.030668,0.005256,0.278292,0.24329,0.0,0.536813,0.0,0.0,0.0,0.890298,0.388509,0.0,0.0,0.88786,0.479648,0.401335,0.355464,0.582584,0.567074,0.513375,0.961464,0.959284,0.826411,0.665906,0.594617,0.585011,0.086437,0.105078,1.0,1.0,1.0,1.0,0.74102,1.0,0.5978261847832935,0.279987,0.03669111007333022,0.003967,0.003999,0.010731,0.52344,0.009498,1,0,0,0,1,0
16,0.806065,0.813963,0.35969,0.444562,0.886248,0.802701,0.606617,0.528515,0.744998,0.844886933162263,0.596997,0.5028567869785159,0.839111,0.613764,0.6058687063743239,0.083494,0.084459,0.086674,0.256489,0.111686,0.167265,0.216549,0.125737,0.447913,0.370785,0.44998,0.079116,0.192012,0.001224,0.001103,0.170205,0.350766,0.392503,0.367443,0.402588,0.251468,0.268491,0.373484,0.561927,0.290837,0.454835,0.411289,0.409396,0.434012,0.0,0.161187,0.415597,0.408299,0.39347,0.335021,0.400617,0.519781,0.359438,0.314198,0.025915,0.010845,0.066847,0.117834,0.12372,0.523286,0.434662,0.07224243345460073,0.04914704914704915,0.295184,0.028847,0.064208,0.449233,0.134993,0.11877,0.169827,0.086131,0.282318,0.101136,0.183608,0.261541,0.561125,0.556148,0.849962,0.307904,0.393888,0.676496,0.89476,0.454967,0.494856,0.703111,0.938484,0.602959,0.669384,0.933206,0.722971,0.875749,0.877348,0.822318,0.947509,0.935331,0.047205,0.104015,0.947495,0.327713,0.08738,0.301879,0.183144,0.012799,0.48364638552469863,0.124173,0.0018940056820170462,0.605465,0.494019,0.16816,0.218255,0.353137,1,0,0,0,1,0
17,0.440256,0.534474,0.751798,0.756359,0.558144,0.710102,0.453136,0.419069,0.551236,0.6811545246782408,0.441521,0.49098665627348015,0.594721,0.4305,0.4313731278559962,0.058446,0.045521,0.042207,0.051344,0.013386,0.01036,0.058064,0.037234,0.385175,0.230597,0.14404,0.253011,0.025488,0.004849,0.007763,0.133751,0.319782,0.172633,0.398778,0.302398,0.070151,0.040988,0.078875,0.055377,0.280165,0.407387,0.429143,0.426433,0.446674,0.171612,0.032613,0.369492,0.395384,0.359115,0.143868,0.471159,0.597071,0.485295,0.575151,0.013579,0.003079,0.002223,0.001816,0.027196,0.106449,0.069045,0.006121036726220357,0.009571009571009571,0.038704,0.007571,0.055259,0.223032,0.072868,0.092698,0.122191,0.11332,0.0,0.0,0.053945,0.045256,0.147924,0.330605,0.621075,0.28621,0.200763,0.736749,0.847725,0.208881,0.504283,0.815788,0.844091,0.858662,0.806808,0.771527,0.611223,0.835123,0.801049,0.786623,0.794585,0.727892,0.06937,0.091522,0.053887,0.060432,0.072933,0.103397,0.64022,0.108307,0.3849466946268623,0.084115,0.016898050694152084,0.374225,0.250637,0.126859,0.17898,0.124642,1,0,0,0,0,0
18,0.185638,0.217092,0.90915,0.96322,0.191144,0.299098,0.255906,0.08219,0.738169,0.7471262178741831,0.622782,0.647701110169117,0.745148,0.586498,0.5993344619046115,0.677972,0.369714,0.378348,0.34923,0.372246,0.448687,0.130425,0.00436,0.892408,0.354571,0.471028,0.35379,0.504823,0.548793,0.490758,0.453993,0.004909,0.018096,0.013857,0.053742,0.347442,0.117064,0.272517,0.30072,0.281701,0.164184,0.237984,0.170075,0.208032,0.380466,0.427922,0.316488,0.338004,0.234287,0.033868,0.0,0.0,0.0,0.0,0.024107,0.059118,0.029582,0.004293,0.018016,0.024064,0.016764,0.04034424206545239,0.06698006698006698,0.026928,0.031422,0.014289,0.007724,0.013672,0.010031,0.010671,0.025736,0.0,0.291846,0.307278,0.354457,0.173276,0.252684,0.26135,0.473508,0.562042,0.470903,0.419831,0.614198,0.6215,0.561013,0.612073,0.700606,0.650183,0.489242,0.705996,0.649289,0.608148,0.558933,0.509472,0.448996,0.023072,0.432981,0.251922,0.304119,0.230777,0.203825,0.432868,0.443516,0.6402884820193742,0.160391,0.13355940067820204,0.011099,0.006891,0.009074,0.006462,0.024184,1,0,0,0,0,0
19,0.79758,0.854598,0.58487,0.637881,0.572331,0.515184,0.522939,0.656725,0.503599,0.5943997834890342,0.546094,0.46338812524861284,0.58224,0.472406,0.4797350877425147,0.002292,0.020157,0.002075,0.000686,0.106094,0.129968,0.177466,0.229881,0.23969,0.17484,0.118779,0.172382,0.077537,0.117944,0.337307,0.111458,0.027226,0.37468,0.329926,0.318038,0.108093,0.107112,0.311722,0.439623,0.438073,0.496495,0.488669,0.463971,0.462812,0.709472,0.488909,0.511962,0.498916,0.44607,0.11155,0.452428,0.423361,0.581084,0.459431,0.001505,0.002148,0.000559,0.148939,0.053636,0.043764,0.021371,0.024373146238877437,0.035421035421035425,0.157548,0.028457,0.129174,0.306398,0.085836,0.076218,0.205019,0.073229,0.229167,0.063361,0.406401,0.390354,0.636876,0.646404,0.666186,0.508208,0.603205,0.707685,0.710648,0.141002,0.582707,0.796274,0.834709,0.448716,0.668389,0.796296,0.4652,0.805354,0.785662,0.772768,0.764907,0.778069,0.006336,0.003326,0.515738,0.185673,0.156639,0.109018,0.079427,0.066638,0.08331558320908246,0.270688,0.2025196075588227,0.234834,0.195935,0.115587,0.176449,0.207744,1,0,0,0,0,0
20,0.294236,0.109329,0.360496,0.325998,0.722254,0.641323,0.559104,0.520397,0.873863,0.8800809911390883,0.613506,0.9414961367079047,0.927701,0.853893,0.7898648462940888,0.682039,0.408565,0.195073,0.056453,0.235338,0.19564,0.28263,0.152046,0.175871,0.231978,0.303353,0.196821,0.103897,0.128157,0.134264,0.13296,0.018746,0.048608,0.591991,0.161668,0.320418,0.319115,0.190117,0.213615,0.18393,0.375823,0.246722,0.251036,0.188066,0.28321,0.0,0.0,0.0,0.087675,0.319239,0.296283,0.412977,0.378004,0.364252,0.066747,0.018701,0.008306,0.054783,0.035711,0.085774,0.130292,0.034805208831252994,0.05717705717705718,0.039221,0.0629,0.062179,0.008621,0.010904,0.014578,0.01719,0.002774,0.0,0.870706,0.184481,0.687355,0.431439,0.358327,0.617228,0.5035,0.405093,0.0,0.0,0.394816,0.392311,0.301161,0.258476,0.5573,0.556305,0.566805,0.430254,0.508588,0.546576,0.628523,0.673119,0.732477,1.0,0.126646,1.0,0.166628,0.610607,1.0,1.0,0.454419,0.274429921009447,0.049546,0.020619061857185577,0.110789,0.103439,0.099081,0.19383,0.026567,1,0,0,0,0,0
