,Att15,Att37,Att47,Att48,Att52,Att53,Att54,Att56,Att61,Att62,Att64,Att78,Att83,Att84,Att85,Att88,Att89,Att92,Att102,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
14,0.42167307681904975,0.34171575050218717,0.4389378244856809,0.44442713371530623,0.7311651538422343,0.6645739307641776,0.501388164247216,0.9115753234459787,0.3621045171263567,0.28830399284382824,0.3376845100076685,0.433563370335671,0.24272337631443863,0.1307666407962016,0.22860459668751892,0.21345517809336428,0.269449426150228,0.8332299665091489,0.3828105172184401,0,0,0,0,0,0,0,1,1,0,0,0,0,0
15,0.26472576989446234,0.5432056732603564,0.584906372092917,0.4579639947168689,0.4385162431486159,0.7016562235579527,0.35690930424169165,0.5974802434455492,0.45449491434895695,0.42570193544444107,0.49219987203978566,0.6307804786037527,0.26504953098242595,0.15292440878378377,0.31636444640413003,0.23244024054718926,0.29928078254961094,0.3909496676923323,0.23174038118599896,1,0,1,1,0,0,0,0,0,1,1,1,1,0
16,0.46053834461195586,0.5134302819167571,0.49788076987264046,0.4105530080363123,0.614364431762762,0.3336117248066002,0.5871651466897713,0.4783655948291601,0.6682617370560486,0.8117212871108346,0.6619388695032693,0.4906600404370442,0.3398989765498169,0.1498327930971512,0.26333351705385766,0.2369763186535289,0.2790404166304613,0.37843861411097196,0.2654807198863173,0,0,0,0,1,1,0,0,0,0,0,1,1,0
17,0.48076954285065154,0.6418628098102506,0.6874558493723467,0.3799227063025523,0.39359736790385863,0.37956551730758414,0.5634164421916942,0.2252837871216875,0.5986354380387695,0.24635176918012386,0.32970514699543063,0.9117134924730042,0.23615587826549053,0.2273000935902118,0.22073561697945085,0.2677821941060113,0.26144245192040605,0.4123916148832222,0.23385572086460596,1,1,0,0,0,0,0,0,0,0,0,1,1,0
18,0.7316228774822435,0.6070529160905287,0.5663956856406728,0.5649543771858025,0.3745059360464693,0.5023526136570902,0.5621604840632607,0.9444714632660793,0.09038361293072678,0.1921040422925308,0.2573361587432673,0.3003222180825607,0.30374087248536885,0.1546606784149014,0.24872888362223383,0.2145911836436385,0.30673506046184335,0.37119626759069935,0.25821231436273157,0,0,0,1,1,0,0,0,0,0,0,1,1,0
19,0.4554305079978146,0.5556480548962841,0.5282232530068149,0.5784982141528388,0.6179165969093252,0.7590103525972003,0.49322089517707357,0.668725040617727,0.39431578028344055,0.32711844631065456,0.2644737976504326,0.3400468595818179,0.2266725835822287,0.10408201698319941,0.2117482385794729,0.1996668776265163,0.41073883247176335,0.44787611186024273,0.2382373361925451,0,0,1,1,0,0,0,0,0,0,0,1,1,0
20,0.5409789952559463,0.5862427609808493,0.49867290928917773,0.5650648299724683,0.4515457013706408,0.460097450729509,0.34805857675391483,0.6266068740996211,0.36245759817579065,0.4010164764188028,0.35313729404985,0.16335692940353014,0.1803036268002888,0.23033321539444848,0.23048313904887882,0.3513633390619083,0.36514281074567,0.2947885114777188,0.1453927074447211,0,0,1,1,0,0,0,0,0,0,0,1,1,0
21,0.5301101356139412,0.4907958884897261,0.6943004825992232,0.3696529224644691,0.35253928854790695,0.309218871924837,0.5004839688276859,0.29896181243278325,0.5100762911852994,0.43379290994502306,0.30211656177256657,0.7833282150490029,0.23259042656045897,0.4070817544740686,0.2659882786305472,0.26677064604026596,0.37529219544367415,0.1439426374145223,0.3101331702479487,1,1,0,0,0,0,0,0,0,0,0,1,1,0
22,0.5689131951769689,0.24875427916227805,0.29215084712052175,0.46258208386040633,0.5598357851522409,0.5330963577344144,0.49886680469615025,0.49966784748292825,0.44978031939069757,0.6056174281674256,0.479355071444453,0.4195584973132903,0.15750866322687987,0.04967842631482833,0.5455799138350741,0.2698635469323878,0.12079690831936166,0.32384992737646995,0.41415376909479784,0,0,0,0,1,1,1,1,0,0,0,0,0,0
23,0.614637596490374,0.5983973940080196,0.6440722138524952,0.38581274648411346,0.568780253455718,0.5490016991479575,0.6181438733087651,0.5594138773781889,0.2024014647085861,0.12265500640332921,0.10160925851139613,0.5114662559568255,0.2688959898058408,0.3890000114134404,0.42330012584855914,0.16656913083659264,0.20674118570453826,0.3544538430451466,0.14536475633903126,0,0,0,0,1,1,1,1,0,0,1,1,1,0
24,0.4848482389661533,0.4235780331394141,0.577399908098111,0.16416423282982368,0.8987065169128192,0.6803544760000493,0.10360356106624236,0.5995820861632779,0.501778244558058,0.41145904230642083,0.3896002831460062,0.428479900731265,0.37395230947508706,0.38319627693571945,0.32124567108514523,0.27074401743463994,0.42040959355453533,0.4835106574530148,0.08308186655247707,0,1,1,0,1,1,0,0,0,0,0,1,1,0
25,0.39662344547042944,0.3532828052633833,0.8114913939139003,0.4322401220328894,0.5294225547928754,0.5198844195400643,0.4939987865366955,0.551943897675546,0.496733679309964,0.4507096444416047,0.46443772376021525,0.5556570552042038,0.5911972433479912,0.08609728816654491,0.2529314906164742,0.3465743739391324,0.21846746427772706,0.32394995978697094,0.23594087334906794,0,1,1,0,0,0,0,0,1,1,0,1,1,0
26,0.4480764133439358,0.39896015121079553,0.48447269576588337,0.3398155554728775,0.5528406402632097,0.6475413095918889,0.5154740179564239,0.6258643252854746,0.6781069206453549,0.4834124605174335,0.4392359141668293,0.6188738423454108,0.21802674575672296,0.5967845484842951,0.18481251320491265,0.6019346518765276,0.2919831968923653,0.3330539094666672,0.19398514566439218,1,1,0,0,0,1,1,1,0,0,0,1,1,0
27,0.7655480004111153,0.5685473198193992,0.6500424074637137,0.19908242800803636,0.28443671250027297,0.35532625972141646,0.5653275288551659,0.5043440639819333,0.559064681880394,0.5258647272404013,0.2595913440813863,0.8071882536154052,0.2813618550921411,0.16319079848429507,0.26170988692001723,0.23934233487537038,0.3061752417690271,0.3877476302321952,0.2455918311216555,0,0,0,0,1,1,1,1,0,0,0,1,1,0
28,0.5308823290761266,0.5419756028717749,0.5710822247572716,0.3228488447801176,0.7294662289545134,0.664796095388164,0.4675009030150078,0.6906547777032842,0.38047757100780877,0.37315435495834365,0.23341622009156865,0.4297488195469616,0.22473057399181742,0.11195871758582907,0.2098938095369324,0.19786489213243336,0.2484669087324594,0.41345696005505783,0.18464388614284805,1,1,0,0,1,1,0,0,0,0,0,0,0,0
29,0.5427343492207742,0.5165087527196087,0.4672319471084054,0.44234015737778115,0.7702724539783522,0.8161286031467835,0.14667324549495847,0.8417726665326806,0.5737746803653553,0.5272787378913184,0.4279134771146333,0.2827584486765986,0.2018382317140182,0.5664148100803506,0.22245110737546042,0.6168933823042642,0.25803653208701266,0.35361757209335826,0.17177407903901862,1,0,0,0,0,1,1,0,0,0,0,0,0,0
30,0.7820196578006415,0.6166606444470558,0.5086106583330094,0.4202426240791726,0.3264978417685124,0.45064448311754557,0.591483092962149,0.6888106792020361,0.20284955665859494,0.2608113476438249,0.37981949442102536,0.3098687276984399,0.21076646778225566,0.031769311541270995,0.2198342381569157,0.13218973675918005,0.16546417231589733,0.377249228750115,0.11312259690368831,0,0,0,1,1,0,0,0,0,0,0,1,1,0
31,0.5836078609564921,0.536185485828381,0.4401243190230052,0.27921418074261484,0.41567902402806794,0.3908780851055076,0.6511564494158142,0.40240622636385814,0.5869593687167621,0.6066966877703358,0.518397684010872,0.5609696784522307,0.23508888589024307,0.32929630432797663,0.21892596981471785,0.20752888340452125,0.26020315863096555,0.62175945006182,0.19289617058671607,0,0,0,0,0,0,0,1,1,0,0,0,0,0
32,0.5161673780042518,0.4320369636151768,0.4726820491835134,0.40587911116898584,0.5386523609523879,0.5700730537624675,0.4723701015862374,0.4437987201772298,0.5377848080137841,0.5236312015756912,0.45997726664276867,0.461616764693503,0.5600277111970208,0.39760859888604816,0.16582155225471013,0.26415439083357384,0.3389267720113445,0.4554685718172688,0.11986775772876022,1,1,1,1,0,0,0,0,0,0,0,1,1,0
33,0.46170677745141,0.6217072278716377,0.501879187879924,0.4082358248381576,0.36818482905205235,0.3842172605456198,0.2706696003833977,0.4516277007528279,0.5563992409399402,0.30459428450783266,0.5019262096097213,0.7681432787053909,0.25364648469832773,0.2356747055332359,0.2633220345210865,0.20204480999049357,0.27315448574314155,0.41190745801639733,0.20766777092168212,1,1,0,0,0,0,0,0,0,0,0,0,0,0
34,0.34984826601320973,0.5159420417191551,0.6098776241761408,0.444972421683161,0.5108362874050997,0.4127366156099447,0.5949051066974204,0.2803167799155888,0.4496416548331017,0.34676041548022196,0.30846692772970447,0.6928624096051229,0.28350975108612037,0.15382321722059894,0.26637409173165777,0.23696837455877173,0.3058176985326483,0.38674230450666014,0.2513307521418932,0,1,1,0,1,1,0,0,0,1,1,1,1,0
35,0.5527309412916592,0.6284846960572948,0.6215265315266916,0.34865991703251736,0.31630865985835016,0.3160977469490077,0.41153640035790084,0.4437726389172288,0.4864095894245163,0.38497898430142596,0.5782429066026563,0.7223593160309341,0.3707916749554493,0.2367090485756026,0.1724423806505544,0.16917611793273468,0.5203949214615684,0.7410891128725707,0.14717263385505003,0,0,1,1,0,0,0,0,0,0,0,1,1,0
36,0.39787301947929005,0.41721241887850524,0.37063094533209273,0.13204921311109458,0.5663767187602362,0.5734247225342126,0.5378109499717881,0.30937744032377584,0.4695233277439532,0.776534923840664,0.460377709512163,0.5078652701284974,0.2743102457699387,0.1458024219320672,0.268825612478298,0.2294453168237391,0.30012549625149393,0.3885378862751531,0.2683183161359497,0,1,1,0,0,0,1,1,0,0,0,1,1,0
37,0.6712808945002515,0.5389344734914339,0.7352619775366178,0.38895541892998,0.45673273596785585,0.5114695915599384,0.4886408974906807,0.7427789429111902,0.5822242308610811,0.35016765332570304,0.26071326475512857,0.4115646205480668,0.22572661902529484,0.6344531820672022,0.2159405112942192,0.596079854040499,0.7761181060749588,0.35075264385660954,0.19554034518497482,1,1,0,0,0,0,0,0,0,0,0,0,0,0
38,0.5287740110243802,0.6798653951546209,0.5355674027200216,0.5034786814495127,0.5463870549784905,0.5797440718387139,0.738378255870778,0.6799844739793406,0.39749992938379003,0.4040403479188486,0.4185524160431253,0.4394044499455174,0.2385694790100203,0.12990777940102263,0.19661540864037624,0.2790919370086246,0.2300726624720625,0.5189531408176249,0.18084477185748513,0,0,0,0,0,1,1,0,0,0,1,1,0,0
39,0.38778041035794075,0.5182319495407554,0.7005781588988234,0.36238164111913096,0.4909936599675356,0.42710188990782905,0.49632537814491207,0.638937173313041,0.49239142436747124,0.38169536821226274,0.295581288768088,0.6359372150193844,0.23635898242036163,0.12507561404309714,0.29428009112538006,0.3894446812961585,0.2618811902343689,0.3544848530924019,0.196271546109821,1,1,0,0,1,1,0,0,0,0,0,1,1,0
40,0.6166728874896545,0.5588308620267386,0.48318332597965813,0.427381362080512,0.9573827530735692,0.9534839390062109,0.15870164148061405,0.7077564133051246,0.44444301785434565,0.304009511930194,0.32821114342887997,0.49694072091424496,0.2849370446676117,0.11636715896639882,0.2411343364473962,0.2195602149142435,0.3057065894791122,0.39970050296296,0.22776237982422107,1,1,1,0,0,0,0,0,0,0,0,1,1,0
41,0.48277372973499294,0.4595235454143085,0.5448204598295014,0.2525090222486792,0.7039401372824481,0.6546231498280966,0.3928941571977969,0.5000606005747082,0.4749890223891902,0.4277548900044171,0.3802664476520208,0.5476600607023324,0.22767975761049353,0.5653804670379838,0.1959241601675531,0.6158116614014972,0.2806443755315073,0.34337025196163556,0.1713067365518845,1,1,0,0,0,1,1,1,0,0,0,1,1,0
42,0.6699880452010407,0.6164959028771565,0.5982561502252968,0.38935421162288864,0.3279478239348964,0.3326544969822638,0.5807118355167017,0.4884145508883737,0.4214876139167858,0.4007303406682242,0.3753760532895304,0.40536344235538757,0.3748273266902509,0.11371924077794009,0.4138293328189159,0.20061222490261862,0.2535480112191655,0.3491131126484981,0.19287939992330216,1,1,1,0,0,0,0,0,0,0,0,1,1,0
43,0.7812028366952825,0.6337212814258273,0.5552531531263788,0.4796522713743583,0.40400492062221127,0.49394738538293903,0.5690942228286916,0.7922121357636975,0.13254534202640272,0.2195244590506405,0.20642205997794727,0.3263038764378611,0.2613115798581888,0.10919523831263694,0.2312685442904254,0.20579177468428844,0.26270311233552657,0.35716472136972377,0.23716401373405527,0,0,0,1,1,0,0,0,0,0,0,1,1,0
44,0.3806873197989863,0.6486336883331117,0.579984362962167,0.3947943020314012,0.39531958567778663,0.3442303710012081,0.3959691298712643,0.14900990934460867,0.5505239722773598,0.3376082384872031,0.24121181045552928,0.6760702800195169,0.21676638709704343,0.05913874178232287,0.19847557894930232,0.17607026816615867,0.21875378376183918,0.3372182587158239,0.18213946707303846,0,0,1,1,1,1,0,0,0,0,0,1,1,0
45,0.5476880176130432,0.44082757378500337,0.38108078450378696,0.33558695773495056,0.3859704034764633,0.3453233660957584,0.4035473734657598,0.4423642508771741,0.5800980409779445,0.45621428511899637,0.4827094894750455,0.5638598203248368,0.20296921580929356,0.47665808756391526,0.18835028155170352,0.17857795407783622,0.22330498153168107,0.3367000908294287,0.20952037020680464,0,0,0,0,1,1,0,1,1,0,0,0,0,0
46,0.5282398316591205,0.4861644538212905,0.6147950610736062,0.26256255115708016,0.35890698131473786,0.3819805290535101,0.6654347102443217,0.5793338232519035,0.6131194646520931,0.46215924149023946,0.37411687032911184,0.6618643129833465,0.3880054476429485,0.41425510180788894,0.10683692966259722,0.38491522326878314,0.13382373260894032,0.5708449537650199,0.38011491258571206,0,0,0,0,1,1,0,0,0,0,0,0,0,0
47,0.5267468341420403,0.5376253271493008,0.6670408277571138,0.3098316932063398,0.34540293053624593,0.3492167325617912,0.4307405195228304,0.25225487834626403,0.4028359469890531,0.3714931007947907,0.44472867443200637,0.5502929893014866,0.21712947055198423,0.0811552684441198,0.21293553246800967,0.14423298441103805,0.23559250327273146,0.2727153597765676,0.22171935077407792,0,0,0,0,1,1,1,1,1,0,0,1,1,0
48,0.673575837241633,0.5465576150692408,0.5926974576096822,0.09917846379938988,0.35899578544340194,0.27122734983659924,0.38378728035487897,0.389305762884526,0.6183784463920251,0.6446249538154675,0.3122501486062773,0.4801922396417096,0.44494138497557884,0.2855443069758948,0.30449954529170226,0.19209747933873356,0.24977030339893994,0.4161488322216398,0.15930117763598492,0,1,1,1,0,0,0,0,0,1,1,1,1,0
49,0.6074552506450723,0.49440153231625544,0.4931999460476473,0.3793913702656448,0.5508680239625567,0.6185597972542097,0.4482023509080908,0.6579396725114258,0.6116352403133818,0.5640735730021197,0.4689333472486285,0.7164184688483547,0.22392233074537835,0.524802832815924,0.6563209046398618,0.196720942487402,0.251587933556786,0.3533844965768909,0.19126158992597428,1,1,0,0,0,0,0,0,0,0,0,1,1,0
50,0.5361335150895528,0.6429742662685045,0.5408071820640433,0.4564920660019347,0.4562581434113888,0.4975280757115096,0.33063805978077393,0.5579901474204867,0.3524288124407786,0.3662245915620512,0.33128649928986614,0.41279612652398856,0.05630297575409371,0.35430315239225707,0.024488797641028487,0.36144042326136866,0.44947458237952864,0.4645185039952945,0.34375164212745923,0,0,1,1,0,0,0,1,1,0,0,0,0,0
51,0.6067750171748808,0.2739685255739321,0.405321622319814,0.4835169562467446,0.4055626323873025,0.40650229227264806,0.5214528035960064,0.45294863986229095,0.47978322107495835,0.5345154721656588,0.4748719263457376,0.5501854273871339,0.37009889502993004,0.4922417138422206,0.2905390819485399,0.11840011227653921,0.14163697823259688,0.38345623982170224,0.08192804490960051,0,0,0,0,1,1,1,1,0,0,0,1,1,0
52,0.544941389028632,0.42958011766941195,0.5587246212476253,0.4187765086687998,0.5426776628500303,0.5546463262610927,0.4072869179684641,0.9704790820623832,0.3814289639446471,0.45220005055990936,0.2981711218299218,0.3032825090297447,0.2416355170739647,0.1170519653944485,0.23761034713993073,0.34390515810072586,0.456937407142033,0.35547517395636186,0.21238368147367173,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,0.480969691068521,0.4186500636451598,0.5404825535008447,0.343689541632562,0.7161252283794703,0.7308132733763124,0.325831423033611,0.5066008600679033,0.5107516389380348,0.4870724979095422,0.3899825756303855,0.57752641892092,0.06951865706419899,0.3076920882030679,0.048216303359329776,0.41493728137189223,0.4702206369397718,0.4138150760846514,0.3995498753939708,0,0,1,1,0,0,0,0,0,0,0,1,1,0
54,0.7235452740678232,0.6186957519738785,0.4573376342807763,0.3228651220328894,0.6383764858313741,0.7041494043382441,0.6268411472658122,0.7539678034516246,0.31734154364466943,0.2046620681225328,0.2969028636769957,0.44398284621296313,0.26578960913579186,0.12540803049671292,0.20188129816922495,0.20514168292999396,0.24843984370659805,0.3442895498141398,0.2162778295183801,0,0,0,0,0,1,1,1,0,1,1,1,1,0
55,0.643120851657714,0.6370666335719156,0.5087684003813242,0.3895123335069574,0.4265728157459911,0.40610047600827764,0.3927265387257691,0.5812270158896241,0.36753939742546127,0.4314427075664849,0.37951774427015034,0.513767145602978,0.05843696050458863,0.3652885888422206,0.04975840751049504,0.39848770916139487,0.41425728583373816,0.45856757589458985,0.3756975198424899,0,0,1,1,0,0,0,0,0,0,0,0,0,0
56,0.6450033267879457,0.3394082702464643,0.5130274356858235,0.3271983592529206,0.5110022492193244,0.4482994120865783,0.6249784574851092,0.31607878995227134,0.5736039175305382,0.6588206206645573,0.5464400288591122,0.2884062286142751,0.20767678060438788,0.6724656455441927,0.2171301016893102,0.2884527286641475,0.2340626170740428,0.3434582804828764,0.12230174001223139,1,0,0,0,0,1,1,1,0,0,0,1,1,0
57,0.54317656859404,0.4153914753925516,0.43012141565486955,0.31585776471463656,0.5751217417255662,0.5874032658199725,0.44505301229280825,0.33297637804939795,0.43880270858102494,0.668339495901036,0.43032407512444354,0.22863609933732498,0.21002499850454132,0.08444091261869976,0.19912319379759508,0.19801582993281944,0.25769180912604184,0.3354136740303858,0.17505330275855052,0,1,1,0,0,0,0,0,0,0,0,1,1,0
58,0.6427124411050346,0.6394092586958837,0.4593162682346379,0.4200624116377707,0.2523172782262467,0.3055901830663929,0.5421442415972388,0.498695169904067,0.7019341137922445,0.6689603826996213,0.5214911902568733,0.23275774718585285,0.28365721026705415,0.24825517028853175,0.2582490515427931,0.16588329065589094,0.3910312202195686,0.4831975560081466,0.13658251893128387,0,1,1,0,0,0,0,0,1,1,0,1,1,0
59,0.7334945337898877,0.6149231700231845,0.6538762250727557,0.4890000651090111,0.37304430743698186,0.4613618691450364,0.5883526409352638,0.8025617934088053,0.1074996982761941,0.16785056490975614,0.22987689501363545,0.3939073190426677,0.18812870126021955,0.22730294695032868,0.3263852527535113,0.28239668042760413,0.26467458579826875,0.41627587338297606,0.20768118745241324,0,0,0,1,1,0,0,0,0,0,0,1,1,0
60,0.509620637985968,0.4498696894182096,0.5259897170473432,0.44511426631445794,0.6669219178780181,0.5749359905319471,0.46054001477875545,0.5938687560312913,0.41959766735399767,0.30905439079476293,0.353165654026436,0.43319391854289446,0.26820599212901847,0.14839041955807158,0.3108436446477618,0.22991666644599737,0.29610420319851627,0.398604147743869,0.28904238393862386,0,1,1,0,0,0,1,1,0,0,0,1,1,0
61,0.3215394643600937,0.517222632855839,0.5518034031132336,0.43682798199270784,0.5667173772210131,0.5613414354851759,0.442708714507969,0.430330050674354,0.5619856251075291,0.5051976697993439,0.5180063163339852,0.5363224113822328,0.22504079472151778,0.22209984477720962,0.21231088268525916,0.1973048334520534,0.24924182315712107,0.3461211432504131,0.18907804954948407,0,1,1,0,0,0,0,1,1,1,1,0,0,0
62,0.4107027907152864,0.5420865288621738,0.5323965589372301,0.22260422092417595,0.7633399087210022,0.6035650565216973,0.39392937832433467,0.5376513671949912,0.5843016313628414,0.49601493461937,0.4017224715379275,0.5994784026588057,0.23656069545088426,0.15461074461285607,0.22296896960343923,0.48231114900738536,0.2799577785596563,0.3551420660293935,0.21170391058329485,0,0,0,0,0,0,0,0,0,1,1,1,1,0
63,0.8560839648821019,0.6151010909186758,0.6289358355642022,0.2763691494902895,0.48096461665004625,0.4737249190539078,0.46532304329042146,0.3999791349919992,0.4323689298947946,0.6250496570538019,0.3843275962991365,0.5540249200690266,0.3923735780970254,0.3314919649379109,0.3668600325185328,0.3382727949178978,0.44966118861046733,0.426442167262193,0.35589583852758044,0,0,0,0,1,1,1,0,0,0,0,1,1,0
64,0.40664573224495976,0.5674127995413594,0.7994046952263598,0.18502818290051345,0.43542993572619215,0.46443926060321805,0.4460764293015976,0.5661014192808016,0.4635568999740645,0.4655998155396715,0.3467971376842831,0.8364825071591027,0.20455927093955148,0.12851533966398831,0.09254691762890291,0.35561607778857585,0.5035334103499508,0.3751675542875892,0.057421633484977364,1,1,0,0,1,1,0,0,0,0,0,1,1,0
65,0.6290293352374461,0.710141600870714,0.4845744279564632,0.33849593533745076,0.6723447929480788,0.6802900208313618,0.43139564805786856,0.643358713979095,0.2982995616659262,0.30471651725565263,0.3541945539769762,0.3658601601581315,0.18671810117090937,0.07028253971877282,0.1718636609988885,0.1643341921782443,0.504204338096303,0.31448789407768113,0.3077304932028501,1,1,0,0,0,0,0,1,1,0,0,0,0,0
66,0.6174004533086664,0.5992913915940064,0.48591637842546004,0.2694187625567379,0.29130665812594175,0.3955366852763823,0.5996291146203442,0.6917670667327391,0.5985596861045273,0.5151957529676167,0.45980710678325265,0.45785365655948396,0.19351930811039408,0.20109340759678596,0.12143352532128127,0.19796419331689788,0.1553974071705225,0.37921486561645973,0.16254126980755104,0,0,0,0,0,1,1,1,0,0,1,1,1,0
67,0.4086350432482433,0.5126208516699852,0.5228645955973966,0.5217429217203662,0.3239327126749696,0.42540137056373584,0.4959783370831081,0.7756628091971727,0.5157949202550399,0.5168945103606144,0.35276180795985135,0.5372998218213505,0.23312600943460535,0.6518900657414171,0.22555139122367054,0.602101477866428,0.7841165334545087,0.3546419039768885,0.20435612391955,1,1,0,0,0,0,0,0,0,0,0,1,1,0
