,attr2,attr6,attr8,attr9,attr14,attr21,attr22,attr23,attr29,attr30,attr31,attr33,attr34,attr38,attr40,attr41,attr43,attr50,attr52,attr61,attr64,attr65,attr66,attr70,attr74,attr77,attr78,attr80,attr81,attr82,attr91,attr94,attr97,attr104,attr109,attr113,attr114,attr115,attr116,attr117,attr123,attr124,attr129,attr130,attr131,attr133,attr136,attr139,attr156,attr158,attr163,attr164,attr168,attr169,attr170,attr172,attr177,attr180,attr181,attr187,attr192,attr198,attr201,attr211,attr212,attr218,attr219,attr221,attr222,attr226,attr227,attr229,attr231,attr233,attr234,attr238,attr240,attr241,attr243,attr245,attr247,attr248,attr249,attr254,attr259,attr261,attr263,attr266,attr272,attr275,attr276,attr279,attr281,attr285,attr286,attr287,attr289,attr292,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
10,0.643401,0.639541,0.709978,0.731589,0.712568,0.327273,0.227541,0.507144,0.098745,0.20376388276332144,0.589476,0.6706971952651811,0.682204,0.6462941204211439,0.739524,0.763893,0.0,0.009552,0.007998,0.003626,0.307598,0.33713,0.245423,0.167699,0.175284,0.756175,0.499071,0.447493,0.612925,0.350492,1.0,0.412368,0.707102,0.138333,0.177058,0.235645,0.247737,0.269026,0.269143,0.308944,0.362119,0.360391,0.175062,0.19406,0.173402,0.25345,0.305487,0.286783,0.001917,0.001514,0.01043,0.017523,0.011182,0.019325,0.069071,0.014602,0.041353,0.063852,0.049218,0.04133,0.029044,0.193919,0.187433,0.325505,0.332562,0.468856,0.353753,0.55919,0.567364,0.445988,0.335044,0.358237,0.457237,0.581376,0.520833,0.529489,0.517691,0.541857,0.628836,0.559302,0.008134,0.010328,0.010108,0.007406,0.013759,0.030952,0.076854,0.04710767439860309,0.079846,0.209664,0.18751,0.048715,0.116349,0.474307,0.162633,0.085384,0.034962,0.069697,0.043405,1,0,0,0,0,0
11,0.677031,0.609901,0.642719,0.728464,0.660909,0.505587,0.53288,0.614942,0.475972,0.5378583456958422,0.586567,0.4862098199790757,0.365105,0.6754627395223249,0.863166,0.855398,0.625418,0.446899,0.006928,0.002417,0.360171,0.338431,0.241521,0.55341,0.205534,0.212676,0.489544,0.527827,0.599066,1.0,0.228896,0.000655,0.240826,0.198861,0.215151,0.376317,0.382771,0.331975,0.391372,0.286852,0.370521,0.341509,0.37083,0.355583,0.321598,0.338567,0.386982,0.350425,0.023251,0.016091,0.042602,0.063772,0.007245,0.01142,0.006355,0.00228,0.022538,0.009345,0.012079,0.000595,0.000923,0.550177,0.261395,0.61876,0.650575,0.625089,0.607913,0.597233,0.579721,0.605755,0.598307,0.534029,0.50577,0.650206,0.651883,0.471361,0.651973,0.645162,0.621533,0.450472,0.223556,0.012952,0.001843,0.130688,0.000718,0.084581,0.150111,0.2279727818769864,0.099814,0.025138,0.019399,0.032658,0.023722,0.02244,0.006482,0.046696,0.001173,0.006035,0.033016,1,0,0,0,1,0
12,0.530623,0.792088,0.847646,0.858572,0.619333,0.465844,0.51957,0.427348,0.626259,0.6329607874584019,0.570834,0.4511406135382469,0.576113,0.6864328293961885,0.735945,0.757857,0.628461,0.951331,1.0,0.069962,0.325722,0.522042,0.814863,0.455297,0.585579,0.796139,0.042999,0.047985,0.046661,0.292455,0.233609,0.317479,0.18916,0.181782,0.198861,0.34478,0.325409,0.303529,0.291468,0.313564,0.322467,0.319085,0.166177,0.216625,0.208351,0.351572,0.221314,0.364731,0.003312,0.000489,0.011721,0.012923,0.024607,0.017391,0.041366,0.015925,0.00913,0.020833,0.01965,0.011738,0.002195,0.361943,0.318157,0.560318,0.528963,0.414206,0.480688,0.612011,0.591104,0.368528,0.380685,0.513342,0.600378,0.378908,0.444536,0.631768,0.66228,0.677627,0.644768,0.616933,0.115117,0.068562,0.005323,0.007709,0.312535,0.134983,0.306968,0.1081284340178534,0.071308,0.020503,0.036294,0.085101,0.364724,0.212808,0.102724,0.072871,0.138656,0.075736,0.115966,1,0,0,0,0,0
13,0.475025,0.356078,0.488999,0.495573,0.381135,0.309745,0.590208,0.64077,0.604854,0.6574235195060343,0.645896,0.5397340773075828,0.58383,0.7006860194316985,0.689688,0.776209,0.700022,0.006974,0.006052,0.004404,0.01155,0.020376,0.022549,0.134308,0.084739,0.184813,0.029202,0.358082,0.410778,0.383699,0.032193,0.020771,0.030224,0.067209,0.0,0.0,0.0,0.0,0.0,0.0,0.082037,0.126674,0.132117,0.204652,0.245473,0.0,0.0,0.030542,0.003873,0.004914,0.006892,0.009597,0.066575,0.007169,0.027319,0.02833,0.179576,0.307772,0.167238,0.102038,0.057444,0.0,0.0,0.007525,0.0,0.05731,0.116257,0.337375,0.781677,0.280387,0.375466,0.49017,0.581641,0.399642,0.468239,0.466985,0.459448,0.456629,0.425346,0.473567,0.021238,0.017955,0.01059,0.01489,1.0,0.073947,0.103856,0.29349489260162287,0.262449,0.236324,0.395576,0.127353,0.016376,0.02389,0.00952,0.026791,0.003769,0.008513,0.031256,1,0,0,0,0,0
14,0.805719,0.825721,0.627666,0.660032,0.618595,0.72713,0.652723,0.645519,0.584277,0.5935638105929996,0.704618,0.7297321131514284,0.682524,0.5002975058673375,0.571635,0.561049,0.613757,0.000369,0.000228,0.189238,0.039405,0.016087,0.056379,0.323329,0.132285,0.312169,0.137762,0.5189,0.302308,0.279706,0.496268,0.010086,0.237422,0.295995,0.289726,0.282318,0.28535,0.29406,0.319787,0.318477,0.374767,0.437984,0.39011,0.450199,0.453244,0.466228,0.357181,0.351564,0.004764,0.004043,0.001625,0.001365,0.00823,0.123981,0.107955,0.034726,0.057564,0.067536,0.053174,0.084164,0.000393,0.198504,0.251923,0.395218,0.370728,0.52534,0.460771,0.558418,0.55796,0.612889,0.705884,0.707976,0.634024,0.690016,0.614343,0.634494,0.699521,0.702563,0.700606,0.637223,0.001489,0.002204,0.002015,0.143344,0.203544,0.022246,0.102731,0.19099789783603122,0.155323,0.173442,0.289142,0.11252,0.0093,0.521537,0.624055,0.326446,0.004328,0.025219,0.154491,1,0,0,0,0,0
15,0.643521,0.63442,0.577092,0.546772,0.51241,0.401963,0.506885,0.581115,0.506795,0.6883715568742232,0.78844,0.8338534338660606,0.809843,0.8045461706028081,0.879793,0.876337,0.547171,0.030061,0.111722,0.122252,0.185168,0.143487,0.032226,0.005016,0.236227,0.052242,0.196839,0.024658,0.024784,0.01011,0.006405,0.210721,0.023535,0.260741,0.164822,0.141838,0.121962,0.114808,0.097881,0.091811,0.0,0.0,0.099918,0.0,0.0,0.0,0.208615,0.010384,0.150171,0.08209,0.056047,0.007292,0.0015,0.053834,0.154108,0.178229,0.088298,0.071559,0.059995,0.003795,0.067203,0.278292,0.321949,0.536813,0.0,0.890298,0.388509,0.003903,0.0,0.727288,0.518026,0.438003,0.355464,0.753098,0.582584,0.513375,0.920905,0.959284,0.665906,0.585011,0.256606,0.086437,0.038612,1.0,1.0,0.74102,0.063224,0.0075965925342176685,0.462685,0.279987,0.047969,0.055302,0.313417,0.003967,0.003999,0.010731,0.266529,0.245411,0.009498,1,0,0,0,1,0
16,0.810571,0.767435,0.413918,0.478636,0.444562,0.453695,0.827843,0.886248,0.744998,0.844886933162263,0.949637,0.9869594061033147,0.829087,0.8890237894320698,0.746937,0.7007,0.447845,0.083494,0.171171,0.20673,0.447913,0.370785,0.44998,0.213045,0.079116,0.188712,0.192012,0.004908,0.001224,0.001103,0.172554,0.303586,0.28225,0.268491,0.544321,0.290837,0.363381,0.395535,0.454835,0.411289,0.346872,0.415597,0.132099,0.321722,0.348354,0.385947,0.316756,0.400617,0.117834,0.20154,0.523286,0.434662,0.08912,0.016634,0.029518,0.022962,0.099373,0.000528,0.0092,0.028847,0.134993,0.282318,0.325897,0.261541,0.561125,0.307904,0.393888,0.549014,0.676496,0.446726,0.478485,0.497182,0.938484,0.641047,0.602959,0.933206,0.824566,0.875749,0.822318,0.935331,0.027078,0.047205,0.02941,0.947495,0.227406,0.183144,0.208927,0.17916897518006403,0.173419,0.124173,0.008678,0.555952,0.215521,0.605465,0.494019,0.16816,0.273447,0.245346,0.353137,1,0,0,0,1,0
17,0.489002,0.56681,0.671836,0.712883,0.756359,0.39409,0.433479,0.558144,0.551236,0.6811545246782408,0.783455,0.9678930617185965,0.697035,0.6176382348721026,0.888827,0.614811,0.228289,0.058446,0.044731,0.014411,0.385175,0.230597,0.14404,0.047925,0.253011,0.106901,0.025488,0.020984,0.004849,0.007763,0.208287,0.190224,0.288846,0.040988,0.061646,0.280165,0.303635,0.385267,0.407387,0.429143,0.190706,0.369492,0.0,0.056084,0.330261,0.415267,0.170624,0.471159,0.001816,0.003822,0.106449,0.069045,0.01011,0.30474,0.109619,0.177453,0.010732,0.010039,0.0103,0.007571,0.072868,0.0,0.0,0.045256,0.147924,0.28621,0.200763,0.547828,0.736749,0.290403,0.40601,0.517736,0.844091,0.700394,0.858662,0.771527,0.755949,0.835123,0.786623,0.727892,0.049434,0.06937,0.086555,0.053887,0.114857,0.64022,0.736352,0.15059374631221234,0.113568,0.084115,0.078669,0.450936,0.295202,0.374225,0.250637,0.126859,0.137096,0.333771,0.124642,1,0,0,0,0,0
18,0.023918,0.584093,0.729327,0.732044,0.96322,0.56808,0.104934,0.191144,0.738169,0.7471262178741831,0.746757,0.7101456682339832,0.647602,0.7650747176202742,0.73784,0.670424,0.536263,0.677972,0.038464,0.135508,0.892408,0.354571,0.471028,0.826484,0.35379,0.215446,0.504823,0.510544,0.548793,0.490758,0.033531,0.008595,0.013816,0.117064,0.240576,0.281701,0.235857,0.259177,0.164184,0.237984,0.357366,0.316488,0.384767,0.343285,0.262743,0.155295,0.009307,0.0,0.004293,0.011014,0.024064,0.016764,0.059403,0.063953,0.11592,0.19537,0.047675,0.16398,0.223445,0.031422,0.013672,0.0,0.086006,0.354457,0.173276,0.473508,0.562042,0.448079,0.470903,0.60921,0.621075,0.630312,0.612073,0.72958,0.700606,0.489242,0.691772,0.649289,0.558933,0.448996,0.132397,0.023072,0.497942,0.251922,0.010072,0.432868,0.270462,0.41682051199993597,0.682024,0.160391,0.122054,0.171795,0.008219,0.011099,0.006891,0.009074,0.006961,0.006468,0.024184,1,0,0,0,0,0
19,0.837414,0.857848,0.523578,0.58425,0.637881,0.599055,0.354442,0.572331,0.503599,0.5943997834890342,0.726119,0.6834321424133466,0.535659,0.5652059613553424,0.642166,0.465893,0.562433,0.002292,0.001047,0.209256,0.23969,0.17484,0.118779,0.204717,0.172382,0.260763,0.077537,0.140994,0.117944,0.337307,0.146867,0.306885,0.209066,0.107112,0.462222,0.438073,0.559781,0.536914,0.496495,0.488669,0.457792,0.511962,0.193388,0.304609,0.438409,0.430521,0.23083,0.452428,0.148939,0.032834,0.043764,0.021371,0.015549,0.120474,0.118365,0.021744,0.058494,0.038037,0.042951,0.028457,0.085836,0.229167,0.280831,0.390354,0.636876,0.508208,0.603205,0.749922,0.707685,0.221428,0.410617,0.720724,0.834709,0.205526,0.448716,0.796296,0.728619,0.805354,0.772768,0.778069,0.006195,0.006336,0.029543,0.515738,0.233085,0.079427,0.051271,0.03934606899338148,0.089757,0.270688,0.313901,0.127433,0.064656,0.234834,0.195935,0.115587,0.249246,0.196422,0.207744,1,0,0,0,0,0
20,0.095821,0.087919,0.505286,0.509939,0.325998,0.386902,0.46322,0.722254,0.873863,0.8800809911390883,0.847298,0.751638466996164,0.678617,0.9433695323890072,0.902293,0.882948,0.398881,0.682039,0.289001,0.182596,0.175871,0.231978,0.303353,0.183364,0.196821,0.052118,0.103897,0.114193,0.128157,0.134264,0.078608,0.474445,0.360345,0.319115,0.32155,0.18393,0.279643,0.298813,0.375823,0.246722,0.034444,0.0,0.124472,0.092099,0.074637,0.115055,0.310007,0.296283,0.054783,0.056383,0.085774,0.130292,0.023177,0.072135,0.130938,0.060644,0.039778,0.025874,0.025508,0.0629,0.010904,0.0,0.237308,0.687355,0.431439,0.5035,0.405093,0.154478,0.0,0.404511,0.402196,0.357745,0.258476,0.544462,0.5573,0.566805,0.46634,0.508588,0.628523,0.732477,0.956007,1.0,1.0,1.0,1.0,1.0,0.626288,0.9999999999999999,0.085474,0.049546,0.024902,0.202554,0.079535,0.110789,0.103439,0.099081,0.211187,0.130131,0.026567,1,0,0,0,0,0
21,0.364707,0.564232,0.526703,0.576694,0.660193,0.664586,0.536651,0.727851,0.586891,0.8169429854456519,0.84265,0.7696305382188711,0.652403,0.8966114432897627,0.74611,0.527119,0.681667,0.059763,0.022899,0.01516,0.144771,0.10536,0.102626,0.231034,0.253318,0.198797,0.204271,0.203378,0.046743,0.008725,0.170749,0.490298,0.028339,0.142373,0.066626,0.469314,0.338615,0.285494,0.266866,0.268148,0.375638,0.23644,0.403738,0.29653,0.06238,0.084938,0.341735,0.347846,0.01096,0.000628,0.153,0.147234,0.12091,0.023786,0.013104,0.164938,0.011444,0.040259,0.035226,0.02796,0.357837,0.0,0.0,0.624922,0.493984,0.762961,0.709239,0.679952,0.596395,0.641148,0.647488,0.531915,0.373513,0.665146,0.598285,0.509181,0.677659,0.569635,0.679706,0.641975,0.084289,0.015394,0.00818,0.135103,0.029923,1.0,1.0,0.4192026978104292,0.505665,0.093727,0.129704,0.033772,0.037906,0.029938,0.124156,0.135843,0.225616,0.08392,0.026875,1,0,0,0,0,0
22,0.849349,0.766842,0.88856,0.879659,0.752331,0.706048,0.815295,0.800124,0.619126,0.6157882602942946,0.601386,0.5892829226643578,0.721905,0.7814781777188674,0.814891,0.796824,0.710265,0.000594,0.000711,0.006647,1.6e-05,1.5e-05,0.016676,0.218602,0.554068,0.46835,0.028602,0.248763,0.585918,0.314749,0.007352,0.030009,0.00796,0.088169,0.123765,0.159554,0.164959,0.190645,0.248025,0.33869,0.349643,0.369657,0.132606,0.197853,0.260178,0.376584,0.275556,0.329307,0.000608,0.000726,0.001875,0.01943,0.001332,0.022129,0.011105,0.003971,0.019922,0.068221,0.07633,0.01347,0.000784,0.302849,0.27562,0.359814,0.359937,0.461431,0.600868,0.726304,0.772746,0.387234,0.449823,0.632448,0.62037,0.539855,0.559872,0.63956,0.58311,0.598285,0.695484,0.704733,0.000616,0.001472,0.000101,0.003611,0.227241,0.002386,0.469257,0.08658675376679381,0.10704,0.037663,0.0614,0.106501,0.095949,0.020444,0.03316,0.020489,0.005959,0.010047,0.005193,1,0,0,0,0,0
23,0.730214,0.723825,0.606941,0.665608,0.581554,0.662352,0.741691,0.828515,0.425623,0.6606310893709154,0.578763,0.6886882643674015,0.674436,0.42381291145362465,0.506651,0.598639,0.161304,0.01627,0.002253,0.002733,0.114586,0.110919,0.139394,0.134967,0.09008,0.1471,0.40568,0.338566,0.334198,0.207527,0.226979,0.267141,0.653275,0.253285,0.208258,0.309726,0.308567,0.268155,0.258807,0.251097,0.362346,0.364383,0.252051,0.335295,0.315123,0.437407,0.223896,0.262318,0.000426,0.000579,0.011778,0.017035,0.010104,0.028405,0.005811,0.001563,0.06498,0.067228,0.096487,0.039886,0.01836,0.22986,0.235552,0.404041,0.406546,0.578547,0.449868,0.462068,0.489857,0.418713,0.410639,0.438216,0.465815,0.694579,0.69866,0.612364,0.59711,0.663211,0.649356,0.670972,0.003487,0.004353,0.004441,0.005697,0.006564,0.085165,0.086899,0.10627028908254843,0.020576,0.247905,0.478933,0.14018,0.140156,0.158548,0.252088,0.35436,0.041719,0.173503,0.144763,1,0,0,0,0,0
24,0.815168,0.791051,0.806442,0.822901,0.77473,0.706248,0.528469,0.669043,0.495341,0.5748105529048555,0.689438,0.8459600514689082,0.794413,0.7177246269637645,0.851213,0.821975,0.587419,0.001031,0.000994,0.000307,0.090962,0.098894,0.087465,0.015884,0.009156,0.037039,0.147228,0.436754,0.009813,0.016066,0.01179,0.426098,0.042799,0.267949,0.277188,0.300274,0.313717,0.305075,0.280706,0.260809,0.378848,0.372277,0.384431,0.383409,0.382112,0.362209,0.372325,0.383107,0.000288,0.000198,0.005942,0.007514,0.00909,0.007969,0.0036,0.000788,0.003899,0.000376,0.000346,0.000653,0.009236,0.279265,0.266338,0.403247,0.420547,0.534275,0.508119,0.57612,0.550098,0.554348,0.588723,0.592514,0.591966,0.550803,0.611637,0.600454,0.569903,0.643507,0.639795,0.605307,0.000834,0.000557,0.001177,0.001597,0.001665,0.074534,0.083666,0.07083452509295725,0.007514,0.026505,0.021793,0.00271,0.054086,0.007667,0.008214,0.002881,0.057352,0.006069,0.006574,1,0,0,0,0,0
