,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_12,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
29,0.2921316768442479,0.358969628707079,0.33109715216024604,0.6922978512176776,0.8116820270742794,0.3213517646064753,0.31696773341525103,0.4346570925261984,0.2253674975831444,0.17046337534350423,0.16451241844052691,0.09945791690762064,0,0,1,0,0,0
30,0.3599408242490997,0.4864064998067969,0.21057445443347544,0.23557900446746127,0.15388662021079969,0.30415706140951787,0.12379886712391297,0.18169156063433026,0.25578102836078465,0.28764253450835464,0.5362217688100523,0.14675096442590263,0,0,0,0,0,1
31,0.29638628375204495,0.3169532095483057,0.013142608510952516,0.13205365047361234,0.12436622708426992,0.245807063581591,0.16049532466115635,0.21755951605565726,0.2413142273741654,0.24106810069806375,0.11017672536435774,0.09046261473585344,0,0,1,1,0,0
32,0.3308172840706005,0.32851171019569164,0.22009044552895662,0.39708310091959087,0.270724062140966,0.11875558831434241,0.1272375451097707,0.17562021151021182,0.11426532105781481,0.09614959411225876,0.055646481178396066,0.04048083057468016,1,0,0,0,0,1
33,0.11011225035230089,0.4775051188304583,0.2574190839948423,0.3623853070164217,0.34426669663819354,0.14583919116773034,0.09093727839870003,0.16273700707238528,0.1018575907337303,0.060583878202091025,0.11954274004161772,0.06843918697108609,0,0,0,0,0,1
34,0.5395845819092819,0.4263079912708676,0.11662564688528655,0.24345667893128908,0.2759456641190867,0.1006404989944018,0.10506018942515008,0.1405067908125127,0.12099999096502564,0.06538188192930919,0.10222120623309328,0.07114819471746305,1,1,0,0,0,0
35,0.11869165438337893,0.4358793169171156,0.2063156979653581,0.21389979172317097,0.22905895649133323,0.26254587012530717,0.3053095312603174,0.22505275730836527,0.18784253846640345,0.11718863514324523,0.22723488560800056,0.2776566829605046,0,1,1,0,0,0
36,0.17008169061232864,0.5924468500869966,0.1407062835577948,0.19451213583538463,0.2920100904141065,0.2006704306385465,0.35733469799062345,0.284556788507825,0.22408633821523116,0.12051549322467547,0.26057851393756043,0.1599226770019263,0,0,1,1,1,0
37,0.3167468454897387,0.597427621010636,0.20472457565413704,0.4221530809106866,0.3414428168240171,0.25190987281199445,0.357384221843895,0.24471875795367787,0.16248678634996072,0.2414597744717142,0.20375824106341633,0.13917689184296428,0,1,1,0,0,0
38,0.34495251361960144,0.3738596051838197,0.03897580382051753,0.19593271686121194,0.12395255757030821,0.08443826610329616,0.1941026421334589,0.13046336247928292,0.19682782049312894,0.0880563188982596,0.09812590537196145,0.05463625475596688,1,1,0,0,0,0
39,0.17293249321044646,0.42898015010690843,0.2785708464970745,0.34312558529882864,0.4437768494929816,0.15992043051920185,0.2363263923380139,0.24948745748853174,0.14325403637480688,0.09199121892668752,0.13628791618738187,0.06842454672967976,1,0,0,0,0,1
40,0.49342641635755974,0.345585573951685,0.2964470328518143,0.28382553873079075,0.3255173210450071,0.04999968970384859,0.0803743429117729,0.12174563061266619,0.09091985074222314,0.09145582614738307,0.07595356389261101,0.07570130979482827,0,1,0,0,0,0
41,0.3681044862346189,0.43433509545558546,0.025833048214962864,0.11439464109347897,0.13390716319496476,0.12087944612614351,0.18747003448008567,0.23849008884070205,0.13158717395036185,0.10488881518683471,0.07258782969320102,0.052956568597695736,1,0,0,0,1,0
42,0.16016327323971036,0.509227931378897,0.10928923005684031,0.2947112014042055,0.4404222238873069,0.18125878078436186,0.33153133496211784,0.3944823771551336,0.3096918170236988,0.18533671309896083,0.16751336930907604,0.16232818128222612,0,0,1,1,1,0
43,0.4233387865731517,0.4378219759898729,0.2960422285067574,0.6911587253662757,0.7782309930565962,0.21928438069423273,0.3649656778164717,0.34556387692566687,0.2149131287212801,0.15970656053570864,0.12178980535972095,0.16852550808676256,0,1,1,0,0,0
44,0.8746348758982999,0.317833100961524,0.28375857892493267,0.2769109527001786,0.39899595384384834,0.22646129198724635,0.09384052457962144,0.1553559940919831,0.12113280508849758,0.09567737452225275,0.1022884884918965,0.09120251001308048,1,1,0,0,0,0
45,0.27876314041822564,0.5884191611795437,0.3523440113227541,0.5638304514029262,0.49654390828712713,0.2055559241979919,0.31729717470005764,0.2577763170288367,0.19611496101408551,0.17773697842635586,0.08827999795721334,0.10019555984001595,0,1,1,0,0,0
46,0.11794115900243506,0.4872777687654189,0.11739524584362139,0.20055983992876625,0.23671262300814222,0.4937589896375408,0.5097009333451998,0.3768044201906679,0.22878362139843333,0.26738447203007043,0.16471345458731249,0.2029176874950378,0,0,1,1,1,0
47,0.2993180750603366,0.7060091891303332,0.43442787407407635,0.5960135712567741,0.5239241470602926,0.41142930522782184,0.7223197547062015,0.3964443678441952,0.4815045039347313,0.35235635996083264,0.2260627151715008,0.21434946368854124,0,1,1,0,0,0
48,0.6677573146303406,0.5323032240560869,0.3681760975390191,0.7961292237466289,0.7456182251860731,0.21512402537172287,0.30365155878122513,0.33958471531094253,0.20384438160117818,0.13572206955368143,0.07850299406051675,0.08698724666047647,0,0,0,0,0,1
49,0.2728077705967788,0.4561240382203334,0.3064211500856238,0.7944630091140303,0.5532915605175083,0.2514649558687266,0.26814223824849204,0.2691344194090782,0.14403917564893706,0.11177390315550081,0.07531316648954409,0.07713886888368722,1,0,0,0,0,1
50,0.4930538682907602,0.345357379688184,0.19322648479497812,0.5058435211577531,0.5664509341125928,0.2075465933540293,0.2810923670105105,0.226544792107146,0.17113054634490113,0.1704349474083199,0.14506622438714373,0.11239594870735115,0,0,0,0,0,1
51,0.17984892905928912,0.4251987024609489,0.22293812347885794,0.6011544779518251,0.504344310405115,0.20799723884163107,0.21851287763732463,0.26573149786666084,0.19375412220706356,0.10551817808522063,0.18372434053253497,0.07189259468435358,0,0,1,0,1,1
52,0.44470360831700056,0.43739205639325934,0.2818911394036138,0.6266901383224248,0.38845596683150996,0.24768650350181143,0.23849036940488116,0.15976796804700766,0.195852946756896,0.11322688650936544,0.11681253946752981,0.07994979523370048,0,0,0,0,0,1
53,0.3023254558314571,0.5049927019945342,0.37210006669269263,0.6497981198794349,0.5520864553674009,0.22417560279801202,0.30029757376183186,0.2026521945637427,0.17777848049800782,0.1693278372658644,0.12553572485285044,0.0727642521342375,1,0,0,0,0,1
54,0.16002289280874243,0.3029868383243643,0.3409844100314988,0.056224509116588994,0.12726191368200213,0.0867468694698662,0.17240832345248722,0.06053011826054195,0.045933809777649284,0.0633413879149689,0.018072176840473762,0.0419296513876978,1,0,0,0,0,1
55,0.1979796016435309,0.5747794406192607,0.10890266544244735,0.15735902933786394,0.08811472850791746,0.2053158027146617,0.2424529954036122,0.3352228432631974,0.30490870158383104,0.4015051012350358,0.38705781167290443,0.3590682499900052,0,0,1,1,1,0
56,0.1613511076555928,0.5076095167033989,0.313397332233458,0.5347934886624739,0.35805203806383923,0.34623751595041563,0.5432400658021285,0.3369834242849957,0.209438837740895,0.2316308158817398,0.14169886892848543,0.10020963699521433,0,0,1,1,1,0
57,0.42327939485235755,0.6633623281750335,0.2697856949322674,0.460920204899367,0.3043577351516059,0.22040144683934726,0.4398112925869251,0.3381097151606368,0.3741870781796334,0.2144137528033103,0.1793834188952901,0.1971916638465432,0,0,1,0,1,0
58,0.5068273482676515,0.15968525233412853,0.23065705982013862,0.27882791830635634,0.21921674409311154,0.10597425114797643,0.11071882796418203,0.12007823913840757,0.05845718777387267,0.07717631637133202,0.13562482115483915,0.049840449522981514,1,1,0,0,0,0
59,0.5865634330574319,0.39586832027967234,0.5685393917873554,0.47621908470777286,0.41328550377141704,0.3266802655944105,0.32584685789094414,0.20582765344711149,0.28604909605081275,0.0775403518746644,0.13730930951379244,0.06569864639706474,0,1,0,0,1,0
60,0.2952254455728871,0.5116273800230561,0.30664738158369703,0.47939594602201496,0.3584298041860231,0.21897408454281203,0.26808266607716535,0.26344384478028315,0.21195959559454652,0.09738068163871252,0.09063487701532655,0.08670964515996435,0,0,0,0,1,1
61,0.3491747250433289,0.2201825995256848,0.24019173193009008,0.3783944773377411,0.7281332733902791,0.3941281465819924,0.3699338533577173,0.533775699773339,0.31700382179416525,0.21407498657569732,0.15825760026069846,0.10488663103832534,0,1,1,0,0,0
62,0.20018249456025827,0.3837888629569124,0.057818033974734465,0.19335049357002865,0.17846327239122828,0.15309821159619683,0.1717788681000353,0.3110586933823397,0.16770177356547197,0.12481127009697085,0.13453614556962537,0.0812037882187725,0,0,1,1,0,0
63,0.10350357160211866,0.42635290824364813,0.15335060910403797,0.0940899530737464,0.034515647634746904,0.4576543615943112,0.2247672378896235,0.2802981263890754,0.18009685492541633,0.24510328816450297,0.1741791767083411,0.1754250033925944,0,0,1,1,1,0
64,0.10546349838832465,0.6285057546863543,0.09453784788241142,0.20791861339828988,0.22866401918177715,0.22861570203549503,0.2666471920692932,0.30234897782088777,0.30998816418355457,0.20569585268012255,0.12322543042406467,0.12519039352405814,0,0,1,1,1,0
65,0.39812970071971965,0.6096103472663511,0.36611294864956867,0.588836976045606,0.5752207278085818,0.26728289891076507,0.301923965812751,0.23965545920402104,0.28499832852973866,0.10944360213525381,0.2024644761832963,0.05257198071767588,1,0,0,0,0,1
66,0.31294037611157005,0.5447871346560713,0.211185411863415,0.44600819802162606,0.5311594610120386,0.27802773856642227,0.5002088614681454,0.450133571684807,0.1814611360576793,0.28167424744938246,0.20487934183359555,0.14548176811321634,0,0,1,0,0,0
67,0.09845527533461836,0.46335747553779555,0.255599303124613,0.22429316370968155,0.12383704230980563,0.2139301012567949,0.1707223592302414,0.189528500970975,0.17799531988326817,0.13697447803152343,0.0857370528263007,0.10945382327088893,0,0,1,1,1,0
68,0.2785039765456695,0.5705329819917028,0.3943454775617482,0.49816747094615,0.564151556021779,0.26759414981957474,0.3755465567284973,0.2987827240607396,0.23813843387753997,0.3124024763890205,0.16597641554171538,0.07810118321304874,0,1,1,0,0,0
69,0.4671266825404538,0.44913443589796553,0.3381511473526061,0.36859574337428946,0.3710912133473201,0.16292314250756526,0.12577049067372537,0.16945567283855364,0.05358643308246222,0.04140054960674689,0.015714865893488125,0.020223804244205983,1,0,0,0,0,1
70,0.40597480711188855,0.5163627117740018,0.06223101913318328,0.27078444115795774,0.18035054198511402,0.17307841947552313,0.29068276885710426,0.23300994222248061,0.18694626900732736,0.18979437126883353,0.14155863000351002,0.0945956675020989,0,0,0,0,1,0
71,0.4546652196683782,0.645935946391593,0.17389031096681457,0.2912416267085608,0.2624381837254608,0.27092100194149915,0.272801069141041,0.18192202940781554,0.15624181205446283,0.1705502384787896,0.16355668611367133,0.10829724419978973,1,0,0,0,0,1
72,0.3799990281354779,0.38847346259128024,0.318400166746441,0.47651384503589833,0.5237134097607271,0.22753109764160606,0.36058676435545783,0.2721796133335204,0.45836322404025986,0.10656369436811017,0.08618289911957513,0.1078281933885796,0,0,0,0,0,1
73,0.42126007634535745,0.42152333105874323,0.10964034487212039,0.2478197458715644,0.31762637993905785,0.24172977215192293,0.27934180645791046,0.6669816406570966,0.5344051824613077,0.26081603967276284,0.40751080771946374,0.20635983348414658,1,1,1,0,0,0
74,0.2023367942508814,0.5316356856525765,0.12208138567822234,0.14320029885422164,0.12621759328637783,0.29635001023977303,0.18216452254699025,0.23919953184777842,0.6699153422900047,0.21962948924476453,0.30243537457978986,0.15413302461193507,1,0,1,0,0,0
75,0.35470355432452716,0.5679701077546145,0.2915836440216488,0.6235132770081827,0.7717621384684549,0.1892563060532096,0.4121073619719967,0.33879911740480145,0.22797228069858422,0.23034840013898103,0.14842466291993653,0.14881523846419364,0,0,1,0,1,1
76,0.35732758853415836,0.4892366701363692,0.18385273417975495,0.2229012399379775,0.2889130326190119,0.1908149474907305,0.27085959054539394,0.3580893537455184,0.3371626566438684,0.4295453109700243,0.5572357205565134,0.20510302506803488,0,1,1,0,0,0
77,0.3003871260346308,0.42218345014085684,0.31328252489649694,0.4881742770440043,0.5299559168789648,0.25682591860788734,0.45829373817528285,0.33962880498934844,0.16892601259475432,0.27994882971666823,0.16488125491950853,0.1062228346097559,0,1,1,0,0,0
78,0.621431772410926,0.5138906740934742,0.554550327388456,0.6316017869844893,0.9945957590289224,0.20056445256836902,0.3980512004869128,0.2527170264317623,0.2291405028866743,0.09824773366183392,0.09730554819233644,0.065470033396643,0,0,0,0,0,1
79,0.46224576294064607,0.31681885967436396,0.294116760164899,0.6523363338160717,0.6193038488435983,0.19262850915111093,0.30546097376814796,0.528936857568294,0.3223977015025163,0.2653273950535393,0.24214236439584988,0.08882684930180125,0,0,0,0,0,1
80,0.32732937028578213,0.41295842633385865,0.2527724390609128,0.6299683234994602,0.539407875018732,0.22861570203549503,0.19398852194983307,0.1981370106797226,0.22020310622419392,0.16636185602830159,0.09779354722606592,0.08115085811522657,0,0,0,0,0,1
81,0.02998202050634141,0.37710024445661394,0.4388109990282931,0.0,0.06154309655826962,0.00827917869859885,0.0,0.0,0.0,0.02916864082883224,0.0,0.0037968903001080537,1,0,0,0,0,0
82,0.38884299528645705,0.6091020234895715,0.17433438957063968,0.236736552839371,0.2712064164044158,0.18999290137881292,0.34605043681474057,0.6458857315780299,0.376559662453357,0.2963691209450709,0.5176899649726938,0.274334474333686,0,0,1,0,1,0
83,0.6289205284783301,0.4212766887528502,0.34651237227407966,0.30452017010127275,0.38063214945801493,0.3238589575099546,0.4264176023564741,0.32904026790491864,0.25802350900335197,0.19829985154300514,0.16136393298038518,0.1071035014389668,1,0,0,0,0,0
84,0.17304587740468974,0.5061436994220349,0.5065374724969868,0.4989801087952185,0.4857510365153105,0.5651552698072775,0.3997386001831664,0.27325780637817326,0.1895293681842412,0.271283837139518,0.12159120110180777,0.11528120243681186,0,0,1,0,0,0
85,0.12081895783727749,0.44715508126262415,0.2548769215335613,0.21517810995174336,0.18834919326639687,0.27153682045739563,0.3347087566785428,0.41899523631065594,0.29675011971341064,0.117844846647083,0.2324829017946529,0.07965023337107886,0,0,1,1,0,0
86,0.24257198546522613,0.5102818760616398,0.2587303588255143,0.46486057734132324,0.5213359808182226,0.3254195084622534,0.2934489272702739,0.34345458662920386,0.3177889610682954,0.18565573770491806,0.2573335635521466,0.11484424753945402,0,0,1,0,1,0
87,0.20379459103400988,0.449338366975277,0.22467170691224014,0.3135871206112183,0.2657475398371546,0.1893288676147726,0.34812397901911185,0.35950523364523446,0.3913291350819021,0.20839492719289934,0.4530657607069987,0.23229896273889636,0,0,1,1,0,0
88,0.2516319225100021,0.43655387359762293,0.2734164309965983,0.5045058414742111,0.4549037789100353,0.17942516921881274,0.2238219782554397,0.17207399851297542,0.12298316784271918,0.072608105120187,0.08240536507110435,0.05608226013794486,0,0,0,0,0,1
89,0.3586827996177333,0.3287266699939984,0.4034231267428873,0.5013995998219156,0.29219429042409695,0.49851033978383336,0.13683727753741562,0.1352050069842059,0.13051562598820035,0.21087763353232888,0.08342351587901839,0.09552813826243983,0,1,0,0,0,1
90,0.4108233312276269,0.18737576396451638,0.0827379188996853,0.13962121250889148,0.14376030271242313,0.49660321189933226,0.5064754232495111,0.6740309790113092,0.2353872841770494,0.23911052149467768,0.14516836371978475,0.13358882431541386,0,0,0,0,1,0
91,0.8557051147070099,0.2918813173265819,0.233462300977326,0.20353610046414528,0.1887456915929866,0.0802459264082552,0.03248477679814652,0.09988015623778768,0.06212629087196539,0.010717331564484033,0.04177336579094348,0.02306738959427949,1,0,0,0,0,1
92,0.18416292768788034,0.5496259358621722,0.28059280889792904,0.3932020899326044,0.31047379989010426,0.2611676778343047,0.5579113278995858,0.33999054075990576,0.23855856018648192,0.305707697653116,0.11014511080901646,0.11842660199433871,0,0,1,0,1,0
93,0.23752368919772582,0.4056900981536116,0.25809057085355763,0.5645653052765169,0.7288107547829562,0.3973232421842367,0.27499734437308543,0.32717547491597915,0.20481654484509537,0.12079108626298998,0.1486419116592048,0.07661745105513909,0,1,1,0,0,0
94,0.2972285663378525,0.5039493849883868,0.04970819372829806,0.1772666096933163,0.22427287826564757,0.20796764136257245,0.1889693870813081,0.2248974413957991,0.18063533939881282,0.11523500426419028,0.16556866884077528,0.08518142919162781,1,0,0,0,0,1
95,0.3136692745031342,0.253386469042681,0.2645717061179293,0.4606131628909029,0.5861166267046306,0.11403335826841382,0.21999213360243686,0.20386466071990433,0.13995536722653393,0.21949682554723773,0.21619167823840454,0.10629434655816372,0,0,0,0,0,1
96,0.15685353461727436,0.3105202568528963,0.21755291654764264,0.3208374059044179,0.36116626704630583,0.7767094573015787,0.3737299643715351,0.43605994593002173,0.3664965079823999,0.12208534697874224,0.22133917635166403,0.10799599307854432,0,0,1,1,1,0
97,0.5668561802484734,0.4847840746873007,0.25925416270369295,0.25808211326779695,0.2069783705479794,0.08540066155139484,0.4313326653594283,0.163216983344122,0.10281529801863012,0.07996857133832402,0.10057157494797783,0.0639440697731382,1,0,0,0,0,1
98,0.15280949835592922,0.5550795381332065,0.33486306816393285,0.4319333923536306,0.48277573804885365,0.1926948647896455,0.314093914451491,0.2516338231963815,0.263384862803914,0.11155358665782245,0.10021489791335828,0.08034170323442348,0,0,0,0,0,1
99,0.5380511956633245,0.2481019069861734,0.2305409286317584,0.5081627117950188,0.5420600429591887,0.09722199016313463,0.3500704817737865,0.20058498986939438,0.1451920383805712,0.10715120502858588,0.12036552911011511,0.05631537782803009,1,1,0,0,0,0
100,0.20624045008125863,0.5272165774108934,0.24083894817945428,0.48741793022982105,0.4988448473949746,0.20624621379022928,0.3964499292311314,0.3406518859359939,0.3150594953063308,0.30267222590732495,0.3087907108330111,0.21997976268168679,0,0,1,0,0,0
101,0.9634200992381663,0.3255261351611868,0.4319011565460187,0.2824868355738871,0.23504389579899088,0.22343280154938028,0.04652658354315179,0.3698462673077039,0.4314642982987144,0.432709498089011,0.17909483474909796,0.08420391153465204,0,0,0,0,0,1
102,0.6317335363450336,0.3197011657759136,0.28009092211546754,0.49915921663348906,0.6063739447524851,0.13590494053532293,0.33055951905878833,0.20184655589468986,0.19096592911159102,0.13798288006570014,0.10270920526682278,0.08727610988514731,0,0,0,0,0,1
103,0.27857956600849837,0.49226996945445334,0.3789652659632211,0.5968896644542585,0.6669726260052947,0.28896162018509886,0.493027185006761,0.3828216592549246,0.24617865758350582,0.1930225212419849,0.18768588750568452,0.144631507939234,0,0,1,0,0,0
104,0.23007272786173605,0.2584506572014841,0.29545605651727647,0.04047223060901789,0.10389192766871469,0.01895766271572147,0.07360967164967544,0.07452959319255367,0.0014022280246835522,0.017916706149909985,0.004360376748224107,0.027042778222303058,1,0,0,0,0,1
105,0.30824843016883446,0.5849689762078405,0.29949917229867384,0.37204587207606454,0.4777539462510615,0.22119580498698427,0.3899012968072187,0.31006968173264426,0.2280210695602678,0.20988660412520924,0.18954141871533037,0.13576121090562843,0,1,1,0,0,0
106,0.4298124841397109,0.287219978267404,0.38426618768741694,0.3581092353118779,0.25748351566012284,0.4455952983927137,0.45241762532405827,0.27524184190643775,0.15652641374761705,0.07510818408667363,0.05406737467058038,0.032617331680863004,1,0,0,0,0,1
107,0.6953150730788128,0.22924520035075344,0.17871589648423314,0.34095377482562583,0.2628378040861181,0.13460169669935595,0.05013751840995415,0.1053903640003768,0.10677171330219279,0.016891721153542434,0.018505053059762043,0.022331999006715935,1,1,0,0,0,0
108,0.25767907953631264,0.3323667494890193,0.20635136840637414,0.22489905993971748,0.15034155052699927,0.46987095976509147,0.3534251845301837,0.2617443880853657,0.20770502615625086,0.08953378186297736,0.09023928975874851,0.12696636742388623,0,0,0,0,0,1
