,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_MFCC_1,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
14,0.11570612326531726,0.48719025651854264,0.2465817357125668,0.25670866266658976,0.12050330220168383,0.3431374187083756,0.33380896743977256,0.14166516979583058,0.3659846281016322,0,0,0,0,1,0
15,0.685300254094374,0.5549712316373383,0.045219534605596134,0.2437799284601626,0.10101050936217924,0.20254796104398903,0.014406302419120498,0.02205158207516412,0.07628363001196349,1,0,0,0,0,1
16,0.05432498321946814,0.7690427602831676,0.36648168539571657,0.32333554491432526,0.13000450447530965,0.20553062312718373,0.18926997512941326,0.07322541973853655,0.4675222429286931,0,0,1,1,1,0
17,0.32139377658180185,0.3780727740161497,0.5772837651588629,0.40924645185484343,0.17580367617035342,0.2455134756844775,0.17155093460097842,0.09924112871756553,0.4225582714795399,0,1,1,0,0,0
18,0.2322410457112294,0.40596876093359613,0.7643074870014805,0.6730496019154214,0.17042512200970894,0.20113157845742713,0.23712130473382864,0.10104919853124593,0.4411005973238363,0,0,0,0,1,1
19,0.00916982201272442,0.3197018201210537,0.3226312795793803,0.25402772168695553,0.192919467110849,0.11642168387696425,0.17554906680187504,0.08270216061808847,0.37379701189335296,0,0,1,1,1,0
20,0.277947729590252,0.3020504683239751,0.45514508025173006,0.32052118790745976,0.03886017330887738,0.23504121926337607,0.2054118076166924,0.071435931769718,0.28064339278239014,1,0,0,0,0,1
21,0.2093861885995415,0.399568513092572,0.21616921046298798,0.17305681359256908,0.0684710222890512,0.10120857964084892,0.15039490323317634,0.04488810632419013,0.2743259122947563,0,1,0,0,0,0
22,0.24787913774581777,0.47130061050889094,0.2098887195455441,0.26874675474528353,0.28277483780648255,0.3594857294799962,0.21621678494056917,0.14776226725535452,0.17318035099947088,0,1,0,0,0,0
23,0.3703505047796107,0.2496208402242283,0.7244532600214395,0.44605485201638495,0.19667276445158827,0.2765154028622672,0.36228588949924156,0.05023573604095212,0.4250678390731812,0,0,0,0,0,1
24,0.39743572260833865,0.2862848969563951,0.761122576222736,0.41003072174464894,0.08186106124142041,0.05974776264540359,0.17640781349264406,0.06488611299901403,0.23597372710099263,0,0,0,0,0,1
25,0.3691717008262234,0.35257427909550354,0.429709547804654,0.40926267812842543,0.1871243299998056,0.25995513595029157,0.2069048444536187,0.05869948483242836,0.4126198738203864,0,0,1,0,0,1
26,0.18744952582686736,0.359827636432014,0.4677680466123635,0.37695075866843586,0.22603367986467132,0.22414314104678645,0.2812961563820812,0.0826931512387615,0.27829850892160846,0,0,1,0,0,0
27,0.49385976475436794,0.3732369455751592,0.18885408842639528,0.05060253562568506,0.49941012437536864,0.3430438524842549,0.1714848000833696,0.03203453745564992,0.42136936117586316,1,1,0,0,0,1
28,0.6129053274968901,0.4369030352818961,0.2269217026055379,0.27546262908902097,0.2768034104387165,0.10879269496026539,0.10989452546479542,0.039247671779301746,0.44182308079702687,0,1,0,0,0,0
29,0.18586162538580073,0.33507012143901926,0.5519284479803983,0.4486474499509605,0.2000108561095592,0.3213517646064753,0.4346570925261984,0.09945791690762064,0.3455277210533809,0,0,1,0,0,0
30,0.21489232428927063,0.5089341448791082,0.5851011076999366,0.96562914671436,0.1978968313122606,0.30415706140951787,0.18169156063433026,0.14675096442590263,0.16720711263729843,0,0,0,0,0,1
31,0.12780931861192046,0.4393043805284501,0.27637076955611795,0.18749819708071302,0.05296063931143101,0.245807063581591,0.21755951605565726,0.09046261473585344,0.21879986995297485,0,0,1,1,0,0
32,0.2159680965346497,0.4680642660406934,0.4308799614966712,0.2207854958749207,0.04283002573059998,0.11875558831434241,0.17562021151021182,0.04048083057468016,0.08012022974974449,1,0,0,0,0,1
33,0.7516860078395008,0.2905770318571277,0.3005028038882529,0.31413164195465304,0.1033469223739557,0.14583919116773034,0.16273700707238528,0.06843918697108609,0.1845010295389493,0,0,0,0,0,1
34,0.3914810959543387,0.3524555990030872,0.4538525205825088,0.3969343160445392,0.09785559429908418,0.1006404989944018,0.1405067908125127,0.07114819471746305,0.11570572823146673,1,1,0,0,0,0
35,0.03601564263755112,0.4965910299428332,0.2308030277617753,0.30999935094905673,0.21552909761424838,0.26254587012530717,0.22505275730836527,0.2776566829605046,0.3980852063009059,0,1,1,0,0,0
36,0.07406464633608639,0.5973207583812035,0.3869639250060163,0.3385810304044309,0.15639449157760338,0.2006704306385465,0.284556788507825,0.1599226770019263,0.5050223226143703,0,0,1,1,1,0
37,0.17681604749155672,0.19052277810059448,0.4347011252014499,0.3802555097213407,0.11839154584518864,0.25190987281199445,0.24471875795367787,0.13917689184296428,0.343160525202986,0,1,1,0,0,0
38,0.22391820494521897,0.36882690123196105,0.24548059884344176,0.21013745456643396,0.047014650886960344,0.08443826610329616,0.13046336247928292,0.05463625475596688,0.2029636697060555,1,1,0,0,0,0
39,0.18820862708733907,0.43482536301465935,0.4024163026595009,0.5045577799573068,0.13727064443162595,0.15992043051920185,0.24948745748853174,0.06842454672967976,0.07051119955631018,1,0,0,0,0,1
40,0.5095008871333093,0.4901977179513658,0.4866386885532812,0.4423318236889172,0.06479209740036683,0.04999968970384859,0.12174563061266619,0.07570130979482827,0.14109464745993938,0,1,0,0,0,0
41,0.24193360212487747,0.23215906831503552,0.22075241921957844,0.13903933248716316,0.013322228775495645,0.12087944612614351,0.23849008884070205,0.052956568597695736,0.18610218041262305,1,0,0,0,1,0
42,0.05047947623528199,0.5774090902785591,0.37481495795990705,0.38867874862978125,0.18440795315345676,0.18125878078436186,0.3944823771551336,0.16232818128222612,0.37393194630672827,0,0,1,1,1,0
43,0.2802250333716672,0.05585516713085482,0.7720573757939491,0.4558753533721802,0.07556014284695801,0.21928438069423273,0.34556387692566687,0.16852550808676256,0.21052530923355128,0,1,1,0,0,0
44,0.7231462247212461,0.3634219478023375,0.3134265775061803,0.3173264149310564,0.13802530607747698,0.22646129198724635,0.1553559940919831,0.09120251001308048,0.21202977481890106,1,1,0,0,0,0
45,0.33250301898056184,0.19808978996706245,0.5529347849866186,0.22516298390353662,0.2355775774348472,0.2055559241979919,0.2577763170288367,0.10019555984001595,0.29846323515349593,0,1,1,0,0,0
46,0.014353226028839795,0.4860612543406859,0.47966360633263094,0.23858932383315068,0.3547944306537647,0.4937589896375408,0.3768044201906679,0.2029176874950378,0.46528785654028176,0,0,1,1,1,0
47,0.18139641298138914,0.6097995077088114,0.5263944695218443,0.3872959095367219,0.390242950010046,0.41142930522782184,0.3964443678441952,0.21434946368854124,0.5091808524879995,0,1,1,0,0,0
48,0.4350074470712479,0.24203764470879452,1.0000000000000002,0.5261729792880633,0.10389718130027024,0.21512402537172287,0.33958471531094253,0.08698724666047647,0.4597799825328996,0,0,0,0,0,1
49,0.1718402220636342,0.28519327130114996,0.5708628975213483,0.40616526279351517,0.16784096285590216,0.2514649558687266,0.2691344194090782,0.07713886888368722,0.29433126717226343,1,0,0,0,0,1
50,0.3121966814698988,0.20584484042151469,0.5989510030554726,0.41075729821727347,0.07483788749829869,0.2075465933540293,0.226544792107146,0.11239594870735115,0.2233026419520654,0,0,0,0,0,1
51,0.10430748298082854,0.2545117701366979,0.5166082067512088,0.5820310246350889,0.13317764808057503,0.20799723884163107,0.26573149786666084,0.07189259468435358,0.4408020416532972,0,0,1,0,1,1
52,0.4161177955456968,0.45969115432573526,0.5930004885839089,0.4480344573934113,0.10191934396691964,0.24768650350181143,0.15976796804700766,0.07994979523370048,0.3204192954086176,0,0,0,0,0,1
53,0.3195937520360126,0.3248224037188484,0.7421370806017604,0.4094880430392892,0.08088441645980647,0.22417560279801202,0.2026521945637427,0.0727642521342375,0.26606728871077073,1,0,0,0,0,1
54,0.3204846732758477,0.5154137696650601,0.11155938482181271,0.07971607627069754,0.2878509601985858,0.0867468694698662,0.06053011826054195,0.0419296513876978,0.3204426698739266,1,0,0,0,0,1
55,0.06434936233978947,0.3773949873844603,0.1742640249104871,0.2821622771591761,0.20697845305299728,0.2053158027146617,0.3352228432631974,0.3590682499900052,0.35105790705037626,0,0,1,1,1,0
56,0.07292220651493733,0.5919531814741916,0.43121723023969794,0.3914173830265967,0.2985609983732039,0.34623751595041563,0.3369834242849957,0.10020963699521433,0.5221090567553268,0,0,1,1,1,0
57,0.23711383943114378,0.5725771150873223,0.5285019433971896,0.35854655858766504,0.26864058823910664,0.22040144683934726,0.3381097151606368,0.1971916638465432,0.22504191466620205,0,0,1,0,1,0
58,0.44726518997986336,0.2887771788971383,0.24395286259124493,0.2956138579588069,0.009993210880738346,0.10597425114797643,0.12007823913840757,0.049840449522981514,0.12911523398902253,1,1,0,0,0,0
59,0.6756940624947916,0.46350471560704865,0.2927328612786315,0.21788099290370977,0.3840707656311774,0.3266802655944105,0.20582765344711149,0.06569864639706474,0.5306067373708827,0,1,0,0,1,0
60,0.2852493443092406,0.33979420563715024,0.37525978808584504,0.3409013875266832,0.1888998710229372,0.21897408454281203,0.26344384478028315,0.08670964515996435,0.15223364265542427,0,0,0,0,1,1
61,0.18228127353251788,0.30842875264140274,0.5176491821688751,0.5120885738187272,0.19952565282485696,0.3941281465819924,0.533775699773339,0.10488663103832534,0.267995682098772,0,1,1,0,0,0
62,0.06727667498496193,0.3443421963215336,0.2842993196286763,0.2376427912075233,0.1237679125807727,0.15309821159619683,0.3110586933823397,0.0812037882187725,0.36137773348434654,0,0,1,1,0,0
63,0.1059635661698417,0.4531957312157928,0.1694201165309085,0.17599196619165747,0.32439481239994555,0.4576543615943112,0.2802981263890754,0.1754250033925944,0.4492667855222812,0,0,1,1,1,0
64,0.01789418340553129,0.697759951788139,0.3333327256419044,0.25652656781861194,0.08278018484551918,0.22861570203549503,0.30234897782088777,0.12519039352405814,0.44407871669935556,0,0,1,1,1,0
65,0.21088317871001272,0.6062934357578494,0.4362926690536788,0.4290749581722725,0.2161908342029023,0.26728289891076507,0.23965545920402104,0.05257198071767588,0.39625031077414113,1,0,0,0,0,1
66,0.16075976793622943,0.1565983819433634,0.4022248798594047,0.35291784457393416,0.21691308955156163,0.27802773856642227,0.450133571684807,0.14548176811321634,0.24743890233510912,0,0,1,0,0,0
67,0.08857696544346816,0.31915851190577105,0.2862463629667983,0.22490156060693467,0.21345930741261643,0.2139301012567949,0.189528500970975,0.10945382327088893,0.27663573445757433,0,0,1,1,1,0
68,0.3601882449912196,0.2813650676707722,0.5606062815847621,0.2625807707840535,0.16326981158978815,0.26759414981957474,0.2987827240607396,0.07810118321304874,0.31268765976978274,0,1,1,0,0,0
69,0.5656152886933306,0.39440361712260885,0.3607444706156887,0.2020243177753418,0.08336925031272079,0.16292314250756526,0.16945567283855364,0.020223804244205983,0.17154201347644177,1,0,0,0,0,1
70,0.2834144708033898,0.22477277386201974,0.332776687984482,0.2895560491547915,0.05370120421800366,0.17307841947552313,0.23300994222248061,0.0945956675020989,0.2204913312607974,0,0,0,0,1,0
71,0.2999480295943429,0.4595077396374554,0.26995719421574993,0.2378591415219523,0.12653216973122217,0.27092100194149915,0.18192202940781554,0.10829724419978973,0.28294577761533707,1,0,0,0,0,1
72,0.2543958932773326,0.413193989546904,0.5529803618437845,0.33316686378584204,0.2176124984607009,0.22753109764160606,0.2721796133335204,0.1078281933885796,0.38361003742039407,0,0,0,0,0,1
73,0.17933274847687317,0.3698083239442481,0.49033952935514225,0.5594837160330007,0.31772908011484796,0.24172977215192293,0.6669816406570966,0.20635983348414658,0.3305956876236456,1,1,1,0,0,0
74,0.11996678742588915,0.5862688674374193,0.2531502723672985,0.2718838343045058,0.7992966213194548,0.29635001023977303,0.23919953184777842,0.15413302461193507,0.4762770426626492,1,0,1,0,0,0
75,0.19526023839719026,0.18228568610194468,0.6483727238917532,0.5260611982922748,0.1371872792321004,0.1892563060532096,0.33879911740480145,0.14881523846419364,0.4092242014963909,0,0,1,0,1,1
76,0.15866428481600506,0.4199699292389215,0.5086249644500513,0.6178712571395605,0.5975143559896559,0.1908149474907305,0.3580893537455184,0.20510302506803488,0.5278719249297174,0,1,1,0,0,0
77,0.1927677801666992,0.49642187227864243,0.5904737076226383,0.3543006836669935,0.16108060418300485,0.25682591860788734,0.33962880498934844,0.1062228346097559,0.2825537240835616,0,1,1,0,0,0
78,0.5381876419526932,0.32031679878175656,0.7242946525585026,0.49754442393122955,0.1981302376677836,0.20056445256836902,0.2527170264317623,0.065470033396643,0.4001421592481073,0,0,0,0,0,1
79,0.34146071688856366,0.4358572632987209,0.7650841166475852,0.6053698148041308,0.05214197522862642,0.19262850915111093,0.528936857568294,0.08882684930180125,0.2547646722581221,0,0,0,0,0,1
80,0.4074343438016579,0.45061944843041724,0.7468223815184023,0.5786072809092483,0.1056267053813897,0.22861570203549503,0.1981370106797226,0.08115085811522657,0.2698794515075468,0,0,0,0,0,1
81,0.37703544442272696,0.4276525385980028,3.099226287273105e-05,0.0951490653666417,0.15258116157131657,0.00827917869859885,0.0,0.0037968903001080537,0.11333959485676766,1,0,0,0,0,0
82,0.19194201133045755,0.4349093638592917,0.3294605158571001,0.4929217388795938,0.24195862039911592,0.18999290137881292,0.6458857315780299,0.274334474333686,0.40719699786867375,0,0,1,0,1,0
83,0.7828091595188419,0.17489630904912584,0.4422814680852616,0.3618729446720129,0.14642331697895533,0.3238589575099546,0.32904026790491864,0.1071035014389668,0.14852135257405985,1,0,0,0,0,0
84,0.8192960207033126,0.4293275462659698,0.6559512437012784,0.42649317775341833,0.3264327634145867,0.5651552698072775,0.27325780637817326,0.11528120243681186,0.5096483417941816,0,0,1,0,0,0
85,0.2895175843306954,0.491821862722583,0.17016757698842722,0.13340520971557146,0.619592523219112,0.27153682045739563,0.41899523631065594,0.07965023337107886,0.5812485789387569,0,0,1,1,0,0
86,0.13076844987280128,0.3526193621176228,0.5565134798112754,0.5378018086886286,0.17600500029165667,0.3254195084622534,0.34345458662920386,0.11484424753945402,0.22232622678756225,0,0,1,0,1,0
87,0.07778742437396874,0.3890568477642674,0.30005068146516845,0.6475292794092194,0.2618021303899774,0.1893288676147726,0.35950523364523446,0.23229896273889636,0.3185535880866725,0,0,1,1,0,0
88,0.2924948976576953,0.4886209681521202,0.5583894232522189,0.36300698090347894,0.062374425598382285,0.17942516921881274,0.17207399851297542,0.05608226013794486,0.41826586966823137,0,0,0,0,0,1
89,0.4996901472898873,0.43469666447288313,0.34766573568339765,0.35868358045347026,0.22324074314120723,0.49851033978383336,0.1352050069842059,0.09552813826243983,0.2949910645793978,0,1,0,0,0,1
90,0.29931771796888135,0.36260197625473367,0.20548417206904357,0.18584131425604333,0.31202524774614204,0.49660321189933226,0.6740309790113092,0.13358882431541386,0.7054689873969134,0,0,0,0,1,0
91,1.0,0.4920253143095824,0.25313204162443215,0.35503266889747875,0.06815732933223585,0.0802459264082552,0.09988015623778768,0.02306738959427949,0.12419703399284741,1,0,0,0,0,1
92,0.43934083949629615,0.3845258113788007,0.4619797857523098,0.2564941152714475,0.2542131426978891,0.2611676778343047,0.33999054075990576,0.11842660199433871,0.2432633728503461,0,0,1,0,1,0
93,0.15134751837525057,0.3994136124524702,0.41317061787633746,0.323838559395373,0.19253950327627667,0.3973232421842367,0.32717547491597915,0.07661745105513909,0.19719123925040216,0,1,1,0,0,0
94,0.20338762195242055,0.3044837955434855,0.24209879604174112,0.2730034471816766,0.02672231367999431,0.20796764136257245,0.2248974413957991,0.08518142919162781,0.20934383625974556,1,0,0,0,0,1
95,0.20741040408126776,0.0,0.7420586884074354,0.5847227831304448,0.10949334374655682,0.11403335826841382,0.20386466071990433,0.10629434655816372,0.2373613203597968,0,0,0,0,0,1
96,0.04983098254370135,0.42991324022854394,0.3648245108691689,0.2636877632262159,0.7270917454679793,0.7767094573015787,0.43605994593002173,0.10799599307854432,0.49770186506983655,0,0,1,1,1,0
97,0.5696380708221778,0.6457826952094857,0.29788851536122407,0.28271577338025733,0.2516710307146885,0.08540066155139484,0.163216983344122,0.0639440697731382,0.44064692020170043,1,0,0,0,0,1
98,0.12092134589714104,0.5820329899830919,0.4095919230516806,0.34462261293486407,0.09536679067476393,0.1926948647896455,0.2516338231963815,0.08034170323442348,0.12280731578265149,0,0,0,0,0,1
99,0.36284737216113555,0.3077552045844424,0.5697672298750831,0.4794124646627821,0.033497336202370845,0.09722199016313463,0.20058498986939438,0.05631537782803009,0.20349490755398975,1,1,0,0,0,0
100,0.1059499296202524,0.4658517300320745,0.6353523273366344,0.4488710119425373,0.19480656681206293,0.20624621379022928,0.3406518859359939,0.21997976268168679,0.3609028068482934,0,0,1,0,0,0
101,0.7560315216419616,0.11538556387686247,0.5736923088141996,0.1198238187272832,0.10672066095883752,0.22343280154938028,0.3698462673077039,0.08420391153465204,0.4080140416787967,0,0,0,0,0,1
102,0.43718020397247837,0.24349378779074696,0.7747427642181564,0.4419694369122483,0.05963836192648954,0.13590494053532293,0.20184655589468986,0.08727610988514731,0.14520111602447094,0,0,0,0,0,1
103,0.24735640334489412,0.125610547423486,0.7036665670052724,0.5045181157329949,0.19397469716315274,0.28896162018509886,0.3828216592549246,0.144631507939234,0.28122244203663843,0,0,1,0,0,0
104,0.3949735678213793,0.4767953446577774,0.07696655023298904,0.09971766283966998,0.07157271000900896,0.01895766271572147,0.07452959319255367,0.027042778222303058,0.15404303876548825,1,0,0,0,0,1
105,0.46556998504525055,0.5520107798515111,0.5530605771123962,0.3245254716436854,0.13656491629453438,0.22119580498698427,0.31006968173264426,0.13576121090562843,0.2575069220291586,0,1,1,0,0,0
106,0.48062473579185166,0.32505436935402576,0.2842865581086699,0.18666705128944783,0.16030941532558607,0.4455952983927137,0.27524184190643775,0.032617331680863004,0.17244724276932166,1,0,0,0,0,1
107,0.590468657905941,0.1994365007560076,0.2214634181913646,0.1714918796515318,0.06025051688044021,0.13460169669935595,0.1053903640003768,0.022331999006715935,0.07899825541490739,1,1,0,0,0,0
108,0.14095798276037097,0.5327133197596189,0.20342227505086385,0.18158101598107657,0.2739774192921169,0.46987095976509147,0.2617443880853657,0.12696636742388623,0.33820832598454315,0,0,0,0,0,1
109,0.46137598846044864,0.4079038629599432,0.25673261334052844,0.40108283332371764,0.12315397528047649,0.41712777470398943,0.2988137872432528,0.03971334407326427,0.1687806391428796,1,0,0,0,0,0
110,0.094280073516154,0.41841899621302614,0.15636690463863034,0.18580525587030527,0.19344671756615744,0.4082494857438014,0.25941665347316445,0.38788418668109675,0.4360644625254198,0,0,1,1,1,0
111,0.7057111384852216,0.2818925775620643,0.34971487118157096,0.3754056568395545,0.07057759363799575,0.1166484387568486,0.16376008801903075,0.02218784893748448,0.2404191254125062,1,0,0,0,0,1
112,0.14290800935164266,0.384042613859677,0.34014920039961793,0.29027361103098137,0.12052331309019969,0.11106167589519245,0.22410082107005652,0.06964137602502805,0.27630317956476746,0,0,0,0,0,1
113,0.06290994877202871,0.5963832627161095,0.3367673975979173,0.3210638666128195,0.14297512492627568,0.1945203609173882,0.3152191557628216,0.07664729462415966,0.17442982241781224,0,0,0,0,1,1
114,0.04652336168220474,0.5753988498820135,0.152445471848087,0.20194859516529162,0.3063535786273989,0.5720357289310107,0.44291188276955334,0.3768961224194463,0.3804491722251854,0,1,1,1,0,0
115,0.12857751090545175,0.14488874126660944,0.3822822702379477,0.37243084001615423,0.24399081929600563,0.2888432302688645,0.49433848447742723,0.16370323780200424,0.24242295457491408,0,1,1,0,0,0
116,0.2573883583260984,0.4310225908326565,0.28055654811822284,0.19852665435873762,0.0723567803695614,0.15189569466476796,0.20474946040245864,0.08165256792649697,0.2277852269129344,1,1,0,0,0,1
117,0.19449810679236534,0.44251028432359285,0.5039250789391168,0.34829155368372466,0.16459377086155386,0.3679997784962858,0.2531499069106563,0.0959605884701342,0.2644629504100094,0,0,1,0,1,0
118,0.19316627044914247,0.5567167537757994,0.48609905856443847,0.3617377257254948,0.23982895956342237,0.2326443008383247,0.43026616137223117,0.09652761628152508,0.2599506161296561,0,0,1,0,1,0
119,0.42994828717361294,0.24454996354825734,0.7212920492084212,0.5454497923036982,0.11162972888891769,0.18813351136376114,0.40730245318978814,0.12852161153020367,0.30256120391246055,0,0,1,0,0,1
120,0.0015015356270009703,0.6805524943626956,0.2754191247784966,0.38256144348929777,0.21661811123137448,0.20983275992195816,0.574748037508292,0.12830932802981201,0.33834219792222253,0,0,1,1,1,0
121,0.36509134215466577,0.22178727595279307,0.5820893889784222,0.2865920498471124,0.14140503982733926,0.13576506857783635,0.34516606778186837,0.049149542745844835,0.2959887292578183,0,0,0,0,0,1
122,0.2994889324248361,0.32235747985135704,0.5412379403635941,0.49307318409969414,0.09850477344757631,0.2899369048579488,0.3957760084010879,0.134859146800516,0.16134543422319214,0,1,1,0,0,0
123,0.05293557033353485,0.4695396753714147,0.08463075453398583,0.11733939594992204,0.12129539312079123,0.1590945653777283,0.05385253605834269,0.03642097901546629,0.12966559639948239,1,0,0,0,0,1
124,0.056378041518747986,0.16473683074831652,0.18526992437887868,0.13266601280793866,0.44298768236643743,0.47286030515000915,0.7398438423753917,0.5812598152964621,0.37671775758129533,0,0,0,1,1,0
125,0.3848552480261095,0.39257871803921995,0.3841782674960441,0.3069632348699013,0.08399355762811829,0.2278385295208598,0.2887853894822069,0.11871715447763337,0.13951580857587886,0,1,1,0,0,0
126,0.1769736253979221,0.325628888892314,0.3515835223253677,0.44372728321698485,0.106392061105314,0.2633282938055818,0.2546359294805635,0.08326693608464762,0.12961778499316828,1,0,0,0,0,1
127,0.04691579127594165,0.4328363154917594,0.43652055333950757,0.3634685282409277,0.48925010207983616,0.1548898138366305,0.33132892302944195,0.27060121277507465,0.5338536630974567,0,0,1,1,0,0
128,0.18779498508312994,0.38485064033304406,0.4985615943878483,0.35765231062135805,0.05908356611856817,0.10735005654550636,0.1732153199608003,0.05508221903265169,0.38784506554412573,0,0,0,0,0,1
129,0.1885283284165996,0.36991467363745234,0.3323263886356841,0.36872043212369476,0.13492856031784095,0.31699759353400103,0.2312503632388278,0.12115362849936961,0.16734523447776134,1,0,0,0,0,0
130,0.047706711152121765,0.3461913708783714,0.33207480438412906,0.3896433104482778,0.19848087380339752,0.16916295942328835,0.29221837216899177,0.15592363875316945,0.4137142237871309,0,1,1,0,0,0
131,0.15409907104793855,0.3189184544461108,0.49166672743580975,0.5238796659551145,0.10850025276911808,0.19244424097503643,0.35732780475487147,0.11282333113917409,0.2640485848886207,1,1,0,0,0,0
132,0.33915614000796984,0.12184052786439027,0.584793008145496,0.5242745052789478,0.17855416064449647,0.44477850344643555,0.4439990941575165,0.16285917157630916,0.2794799818954142,0,1,1,0,0,0
133,0.05726138689770013,0.6735442037105254,0.27223056785117894,0.3448497807650147,0.20678215190775873,0.13701341386393656,0.26621949044356225,0.08341446467112669,0.2866102562903874,0,0,0,0,1,1
134,0.8124580486703606,0.3234294539328579,0.24149900460143958,0.35798945652801006,0.13367897349813018,0.3528220002835629,0.08798496141151105,0.04578679191205494,0.12989509114978998,1,0,0,0,0,0
135,0.11701674719806784,0.5581039236871593,0.28932371236263144,0.19168096982634275,0.20600885664102248,0.4049350454679338,0.22005960122889962,0.058278296348892714,0.45874938110790725,0,0,0,0,0,1
136,0.7666331813615639,0.44477984842856766,0.16747854241564641,0.20372987942075804,0.08653097069822606,0.1207997238841631,0.12517660922315996,0.037341061879232654,0.03523700645347737,1,0,0,0,0,0
137,0.21510899391052302,0.2549286917600566,0.4802597516243592,0.2673332660243466,0.22143457816722945,0.20734895857450908,0.3571624684608494,0.09315472989599234,0.17970713919919085,0,1,1,0,0,0
138,0.0694600380914285,0.5127515594101754,0.2654505545791981,0.4323797092251773,0.2901400600164624,0.41142835047043286,0.1491052801398044,0.2014953317337931,0.40715768626792664,0,0,1,1,1,0
139,0.32247106399935754,0.44425619178702935,0.24766646491311228,0.33332552068309007,0.01256132891743525,0.24715756790831273,0.17417427046612816,0.018785118982931174,0.06225151349662879,1,0,0,0,0,1
140,0.2024679124412303,0.4831308579029382,0.47242782448899234,0.37370189811342525,0.23323711363592176,0.2966030209478545,0.2827270668539811,0.1218237010868127,0.2807517653033687,0,0,1,0,1,0
141,0.2992358986713455,0.26028355294288097,0.7048606806630158,0.5185249956729937,0.4361450116986733,0.3707585499717631,0.3731139137004668,0.10352452550132973,0.5926468182040336,0,0,0,0,0,1
